cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,GHS_urban_area_id
0.18160218,0.464795,0.107066855,0.24653596,1.0
0.17624117,0.64445835,0.090865724,0.088434726,2.0
0.1268292,0.80087054,0.051382814,0.020917421,3.0
0.0043977075,0.00697533,0.0032450666,0.9853819,4.0
0.049179487,0.0093460735,0.9403761,0.0010983077,5.0
0.17533726,0.7600871,0.05347833,0.011097291,6.0
0.16324426,0.78232235,0.046178807,0.008254628,7.0
0.9027973,0.039127808,0.05608217,0.0019927544,8.0
0.05321563,0.9197507,0.020514352,0.00651934,9.0
0.9062449,0.035053127,0.056841064,0.0018609205,10.0
0.12053613,0.24714786,0.079018,0.55329806,11.0
0.14871818,0.3272973,0.0943048,0.42967972,12.0
0.021102125,0.030831942,0.016271375,0.9317945,13.0
0.049572613,0.010079261,0.93910736,0.0012407344,14.0
0.33022144,0.58685136,0.07381417,0.009113088,15.0
0.16874474,0.6475903,0.08920107,0.094463974,16.0
0.033332795,0.9509551,0.012340079,0.0033720662,17.0
0.63531154,0.042345565,0.3188932,0.0034497343,18.0
0.13747583,0.7537752,0.0656422,0.043106765,19.0
0.089993946,0.17282993,0.060556408,0.67661977,20.0
0.8736521,0.028932063,0.095444135,0.0019716448,21.0
0.37791204,0.53161377,0.08165679,0.008817412,22.0
0.8629625,0.06887637,0.065174334,0.0029867936,23.0
0.16441718,0.02258664,0.8106414,0.0023547583,24.0
0.05206298,0.009991773,0.93676597,0.0011792906,25.0
0.85983497,0.031486314,0.106564894,0.002113758,26.0
0.103667505,0.1346609,0.08595464,0.675717,27.0
0.69550896,0.2072778,0.09084278,0.0063704527,28.0
0.2745574,0.65111345,0.06590006,0.008429105,29.0
0.08500249,0.86301076,0.036333892,0.015652848,30.0
0.124805644,0.7781785,0.059477076,0.03753875,31.0
0.91067165,0.03165592,0.05594091,0.0017315238,32.0
0.041002914,0.07161388,0.028667862,0.85871536,33.0
0.04750946,0.08446335,0.033141483,0.8348857,34.0
0.15796699,0.35567936,0.09884057,0.3875131,35.0
0.8266394,0.0341977,0.13676661,0.0023963281,36.0
0.018893452,0.02770323,0.014542819,0.9388605,37.0
0.91968393,0.024616323,0.05421415,0.0014856104,38.0
