cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.037742224,0.00039959527,0.0074209864,0.02391833,1.7472776e-05,0.011839288,0.016937774,0.08272839,0.8162181,0.0009923393,0.0017854895,1.0
0.04880345,0.0005418946,0.009335394,0.028053237,2.4150764e-05,0.015487396,0.021000955,0.0854375,0.7876212,0.001336919,0.0023578778,2.0
0.4857445,0.0008903591,0.023585623,0.062362008,3.5407375e-05,0.19669457,0.088438965,0.07723159,0.057917412,0.00257316,0.004526432,3.0
0.31165966,0.00083750486,0.017557798,0.059223823,3.5850764e-05,0.04436847,0.05564602,0.17260231,0.33201984,0.0021736335,0.0038750437,4.0
0.040281672,0.15448016,0.08106537,0.05308599,0.00097443664,0.04671603,0.05342278,0.043862343,0.036624774,0.11101671,0.37846977,5.0
0.13207176,0.00078004034,0.019137071,0.035493698,3.039747e-05,0.6836848,0.059061207,0.035548758,0.027823702,0.002374583,0.0039940155,6.0
0.04797735,0.00063507055,0.027827729,0.3742912,2.3837245e-05,0.022777716,0.07012193,0.3919644,0.059101246,0.0016255548,0.0036540122,7.0
0.039609358,0.0003565571,0.0066085015,0.021197429,1.5633601e-05,0.0114435395,0.015742576,0.07204287,0.8305022,0.00089234946,0.0015889375,8.0
0.032551836,0.003888938,0.63729,0.07954088,0.00010080685,0.03968203,0.07297148,0.042757384,0.02633496,0.010285715,0.054595888,9.0
0.04136484,0.00037022232,0.006799813,0.021632565,1.6274049e-05,0.011901115,0.016198246,0.072211675,0.82693446,0.0009262861,0.0016443924,10.0
0.022374915,0.00045138452,0.03104327,0.7790591,1.6043756e-05,0.014771621,0.052900486,0.07421012,0.021122312,0.0011597816,0.0028910355,11.0
0.058467146,0.00050118566,0.013298166,0.06706575,2.0411131e-05,0.018142277,0.035065666,0.595677,0.20798649,0.0012688205,0.0025071013,12.0
0.0367489,0.0003386069,0.0063826223,0.020916248,1.4790681e-05,0.010719571,0.015217097,0.073966146,0.83333355,0.00084435265,0.0015180589,13.0
0.04669571,0.008892801,0.38975096,0.0939683,0.00020509478,0.05802268,0.09167283,0.057601918,0.0384595,0.02323777,0.19149245,14.0
0.010114415,0.84814924,0.016314086,0.012212977,0.00050455786,0.011381986,0.0123780165,0.010685507,0.00938505,0.029939063,0.03893514,15.0
0.0375144,0.00036000012,0.0066581415,0.021496201,1.5801585e-05,0.011136019,0.015662758,0.07363146,0.8310271,0.00089442485,0.0016037376,16.0
0.037844446,0.00034449802,0.010789408,0.07184417,1.3639918e-05,0.012814414,0.031047987,0.75883794,0.073785305,0.0008701659,0.0018080191,17.0
0.039414812,0.00036325905,0.006691567,0.0213484,1.5947673e-05,0.011520793,0.015825894,0.071923725,0.83037186,0.00090810744,0.0016156981,18.0
0.049847074,0.00054911093,0.0094249705,0.02833039,2.4520008e-05,0.015747607,0.021223025,0.08576175,0.78535265,0.0013534557,0.0023854251,19.0
0.036089823,0.00034024857,0.0064316564,0.021149343,1.4847619e-05,0.010670434,0.01522119,0.07536505,0.8323419,0.0008481318,0.0015273343,20.0
0.037654966,0.00038941752,0.0071732113,0.023094878,1.7092509e-05,0.011592328,0.016550506,0.07897538,0.8218548,0.0009634534,0.0017338997,21.0
