cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,GHS_urban_area_id
0.11681412,0.046614714,0.004590585,0.0043350733,0.64218706,0.00023831685,0.0011201177,0.028832568,0.013701936,0.14156546,1.0
0.009705564,0.08564437,0.008840244,0.020190435,0.017977653,0.00033919796,0.0022795403,0.0059743333,0.82432,0.024728613,2.0
0.027956393,0.05261229,0.057665177,0.2827125,0.03514775,0.010039974,0.38730472,0.02278179,0.084711425,0.039067946,3.0
0.0058628395,0.0094682,0.010795555,0.026879633,0.0070194704,0.0048957313,0.9093931,0.0050023445,0.013141704,0.007541568,4.0
0.012535581,0.03982264,0.02482303,0.73212886,0.018381253,0.0012009805,0.011839193,0.00901026,0.12766774,0.022590447,5.0
0.010783463,0.016511876,0.019305049,0.040493406,0.012659485,0.013340397,0.8419969,0.00933761,0.022024373,0.013547383,6.0
0.075362206,0.070778,0.0050416617,0.00495668,0.6159016,0.00025308543,0.0012204907,0.023263987,0.017132588,0.18608974,7.0
0.07494847,0.008935793,0.0025200988,0.0022891555,0.024976723,0.00020900444,0.00080647727,0.86629665,0.0047822725,0.014235394,8.0
0.6844619,0.017418785,0.0034899197,0.0032070293,0.081999294,0.0002392849,0.0010017968,0.16737413,0.0077533834,0.033054486,9.0
0.07818285,0.009704608,0.0027799048,0.0025178501,0.026699126,0.00023151175,0.0008908564,0.8583526,0.0052298224,0.015410833,10.0
0.14492562,0.01111147,0.002802854,0.0025494222,0.03616944,0.00021653729,0.00086064637,0.77701145,0.005599875,0.01875264,11.0
0.27293244,0.015984535,0.0038087235,0.003465531,0.056684773,0.0002842677,0.001145858,0.6100275,0.0078066387,0.027859682,12.0
0.7297695,0.019070042,0.0032379364,0.0029296344,0.12835474,0.00019942479,0.0008649836,0.065109916,0.007639353,0.042824462,13.0
0.7177372,0.019515703,0.0033474448,0.0031496948,0.12128354,0.00021917064,0.000943219,0.08756119,0.008039384,0.038203422,14.0
0.07495408,0.15078808,0.007206747,0.0078032073,0.49584433,0.00036799538,0.0018258515,0.027321996,0.029506477,0.20438129,15.0
0.018375976,0.7810023,0.005795652,0.0071752323,0.05135322,0.00024108021,0.0013364301,0.009030464,0.044598512,0.081091225,16.0
0.4990868,0.03625327,0.0057824557,0.0050084144,0.26518652,0.00032050037,0.0014238121,0.069353566,0.0136952475,0.10388938,17.0
0.09920532,0.008831165,0.0023566636,0.0021099683,0.027085511,0.00018422431,0.0007237601,0.8400874,0.0045514163,0.014864526,18.0
0.01564952,0.08496152,0.016750192,0.07024575,0.02642649,0.00076721946,0.0057110167,0.01030941,0.7365399,0.03263901,19.0
0.11469323,0.009532851,0.0024664253,0.002234541,0.03007805,0.00019224668,0.0007601426,0.81917644,0.004862212,0.01600391,20.0
0.017409831,0.7793126,0.006697476,0.009893936,0.043456435,0.00029528292,0.0016989948,0.009240274,0.07591119,0.05608394,21.0
0.07947391,0.009869397,0.0028616493,0.0025703455,0.02701124,0.00023706826,0.0009109284,0.855934,0.0053303353,0.015801067,22.0
0.018438123,0.78947145,0.0059718676,0.008526048,0.049238358,0.00027304885,0.0015383719,0.009479171,0.05683859,0.060224965,23.0
0.59482205,0.018767059,0.003971423,0.0036239314,0.080844775,0.0002777888,0.0011505105,0.25301883,0.008585059,0.034938615,24.0
0.029500218,0.057417814,0.07140254,0.36238298,0.037390582,0.009264357,0.27020943,0.023712538,0.09597556,0.042743918,25.0
0.49020016,0.033449292,0.004740421,0.004558282,0.31278318,0.0002949762,0.0013047374,0.07181047,0.01243379,0.068424694,26.0
0.03431316,0.05365991,0.0051757414,0.004128204,0.089621276,0.00019799995,0.0009779984,0.013072812,0.014757515,0.78409535,27.0
0.010043879,0.030210027,0.017894069,0.80365366,0.014558484,0.0010267169,0.010546595,0.0073214234,0.0874615,0.017283648,28.0
0.011110692,0.01916205,0.023755666,0.06967603,0.013567249,0.006219663,0.8039315,0.0092655225,0.028327273,0.014984417,29.0
0.05830913,0.24600527,0.008839156,0.009174412,0.24163255,0.00039179283,0.0020107143,0.023255331,0.038912572,0.37146914,30.0
0.030299082,0.061173752,0.060453814,0.4296346,0.039079614,0.00843762,0.19882694,0.02430395,0.10442269,0.04336798,31.0
0.784213,0.014514417,0.0027477741,0.0024538229,0.07928907,0.0001753084,0.0007461567,0.07867717,0.0061532203,0.031030137,32.0
0.026864601,0.56901085,0.0140460655,0.020288281,0.059216857,0.00053074467,0.0031731355,0.014666922,0.19688192,0.09532066,33.0
0.0079207765,0.019666784,0.015952395,0.86642575,0.010854697,0.0012019561,0.016000908,0.006019052,0.04336157,0.012596129,34.0
0.71992874,0.01706964,0.003273128,0.0030236226,0.08671813,0.00022141874,0.0009337163,0.1286784,0.0074261613,0.032727115,35.0
0.021360887,0.29715478,0.015413329,0.027202468,0.042805113,0.00057889085,0.003660989,0.012481622,0.5164435,0.06289844,36.0
0.02199292,0.6927365,0.010038437,0.0130776055,0.051991,0.0003774808,0.0021916758,0.011562089,0.10602998,0.090002246,37.0
0.13531248,0.036804345,0.0037802898,0.0038091291,0.7022098,0.00021953686,0.0010145348,0.031845108,0.011515265,0.07348948,38.0
0.021453042,0.04720905,0.04936823,0.6279045,0.028294459,0.0045811757,0.08198574,0.016743489,0.089744575,0.032715697,39.0
0.052879687,0.36076748,0.0092408955,0.010045232,0.20753545,0.00041306092,0.0021458846,0.022234783,0.045402374,0.28933525,40.0
0.02565093,0.72678846,0.0066067884,0.008600106,0.07841233,0.00030528515,0.001664856,0.012426994,0.048323188,0.09122103,41.0
0.020559661,0.045324218,0.047212563,0.6450269,0.027128458,0.0043099583,0.07639541,0.016036786,0.08662649,0.031379536,42.0
0.5594928,0.01913678,0.0040888116,0.0037476965,0.080505826,0.00028874405,0.0011938518,0.2875732,0.008827257,0.03514504,43.0
