cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.04873869,0.0459619,0.50567025,0.056853812,0.0077585885,0.09420548,0.041215695,0.14010315,0.059492372,1.0
0.028760888,0.025633583,0.7297725,0.037809875,0.0012611983,0.104501896,0.021728132,0.010181366,0.040350564,2.0
0.039063558,0.8591886,0.0011954501,0.02518964,5.8087127e-05,0.0057817926,0.052489355,0.00025310702,0.016780408,3.0
0.14136145,0.59540015,0.0025728152,0.097304024,0.00011459011,0.014679625,0.094786115,0.0005108241,0.053270362,4.0
0.20743987,0.46298715,0.0022586226,0.07693557,0.00010718807,0.011953725,0.1901933,0.00046448424,0.04766012,5.0
0.037730403,0.87015647,0.0009896096,0.023182277,4.758508e-05,0.004912772,0.047692355,0.00020758389,0.015080919,6.0
0.025872516,0.019886224,0.019251965,0.04439917,0.00029687388,0.8247442,0.015752444,0.0017311017,0.04806551,7.0
0.033179045,0.022514697,0.00921674,0.06701129,0.00020083849,0.7676812,0.017400201,0.0010712396,0.081724785,8.0
0.008745665,0.0079295635,0.92171437,0.0111073125,0.00048443626,0.027018273,0.006790681,0.004258678,0.011951042,9.0
0.045986336,0.03712863,0.06462187,0.07055749,0.0007410904,0.6670151,0.030051503,0.0045285285,0.07936954,10.0
0.009980632,0.009682866,0.02906784,0.010911198,0.0066324053,0.014405435,0.009031049,0.8990549,0.011233715,11.0
0.016965674,0.016351731,0.063954875,0.018844446,0.00712139,0.026277639,0.01508991,0.815896,0.019498313,12.0
0.0332071,0.0324127,0.07767384,0.035753798,0.037344176,0.04490736,0.030541228,0.6714895,0.036670323,13.0
0.280638,0.04814265,0.002679779,0.2019555,0.00010575573,0.020309914,0.046438135,0.00047779712,0.39925244,14.0
0.058550067,0.049458634,0.13180028,0.08641638,0.0011809964,0.5299964,0.039921314,0.007621438,0.09505453,15.0
0.01251561,0.011612242,0.8910599,0.015313741,0.0010454166,0.030892022,0.010118067,0.01127304,0.016170003,16.0
0.20369145,0.04159422,0.0025501074,0.18442702,9.847029e-05,0.02019442,0.038903292,0.00044747707,0.50809354,17.0
0.06998456,0.024122808,0.0023623384,0.17476057,8.09505e-05,0.024822753,0.020021506,0.00038194898,0.68346256,18.0
0.08292206,0.04404959,0.0035419664,0.65706277,0.00011885936,0.038307175,0.02850945,0.0005730605,0.1449151,19.0
0.0076825595,0.0074418345,0.023704875,0.008429555,0.0045394003,0.011271642,0.006923083,0.9213155,0.008691564,20.0
0.052486364,0.045694984,0.46238533,0.07163979,0.0017750844,0.23836173,0.03839632,0.013023075,0.076237366,21.0
0.0028511388,0.0025856933,0.9748344,0.0035873696,0.00017408481,0.008335613,0.002235188,0.0015668314,0.0038297111,22.0
0.29405296,0.22384128,0.0033745444,0.264518,0.00014424205,0.02122328,0.10173674,0.0006493661,0.09045964,23.0
0.16894482,0.037770953,0.0024010593,0.17591521,9.166081e-05,0.019457875,0.034314763,0.00041843494,0.5606852,24.0
0.08273045,0.6497095,0.0019020437,0.038925085,9.669044e-05,0.008887581,0.18892951,0.00041038002,0.028408669,25.0
0.059709176,0.023868592,0.0016390692,0.7873935,5.8102563e-05,0.015654119,0.016745472,0.00027497768,0.09465704,26.0
0.06397775,0.063019015,0.108334355,0.06717214,0.20817842,0.077863924,0.060507435,0.28260875,0.06833827,27.0
0.045636356,0.84228057,0.0011246902,0.025492836,5.462711e-05,0.0055322307,0.061787527,0.00023712014,0.017854042,28.0
0.19512509,0.49387133,0.0027244606,0.117549345,0.00012141824,0.015744153,0.111290276,0.00054005586,0.06303386,29.0
0.09066664,0.057846524,0.012357028,0.25874338,0.0003275445,0.3045184,0.041616302,0.0016767571,0.23224744,30.0
0.039758995,0.8603919,0.0010529602,0.023227748,5.1158462e-05,0.005151231,0.054062244,0.00022226655,0.016081493,31.0
0.09195254,0.0560385,0.011942945,0.26652837,0.0003200314,0.28240034,0.041268576,0.0016313505,0.24791731,32.0
0.022890244,0.01843761,0.016725,0.03896391,0.00025877924,0.8440677,0.0140829105,0.0015161893,0.043057587,33.0
0.014270409,0.01294247,0.8705575,0.018281475,0.00073289836,0.04627779,0.011010246,0.006259529,0.019667724,34.0
0.050021272,0.04774557,0.31556055,0.057041492,0.011526187,0.087574676,0.043284096,0.32774276,0.059503466,35.0
0.29801983,0.08574129,0.0024781942,0.4300279,0.000100342266,0.01770318,0.056251913,0.00045598447,0.109221354,36.0
0.025487658,0.0245367,0.106392145,0.028480448,0.009143736,0.040543504,0.022530217,0.7133557,0.029529788,37.0
0.018310457,0.013328215,0.006336693,0.035645984,0.00012878251,0.8737479,0.010055182,0.00070366723,0.04174314,38.0
0.018817252,0.018161166,0.06875263,0.020807074,0.008582406,0.028868767,0.016797418,0.797635,0.021578295,39.0
0.016467957,0.016011542,0.044918973,0.01791072,0.012907945,0.023311868,0.01498232,0.8350621,0.018426571,40.0
