cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,cluster_14_prob,GHS_urban_area_id
0.058004383,0.024565514,0.028410597,9.550237e-05,0.02593353,0.06365202,0.004841336,0.052981928,0.028287873,0.0007442465,0.051879767,0.599403,0.017690863,0.0024562418,0.041053195,1
0.07326078,0.035370648,0.17646031,0.0002533905,0.03659409,0.06990497,0.015387815,0.060990665,0.0382336,0.0020977296,0.08821814,0.31541744,0.027158132,0.00787306,0.052779224,2
0.21096358,0.024634372,0.01105608,6.742938e-05,0.017414756,0.033002306,0.0032967094,0.03107013,0.020409135,0.00052664365,0.52937424,0.044546843,0.013656583,0.0014743684,0.058506813,3
0.2691724,0.058579918,0.007903152,5.7518962e-05,0.042605408,0.06763714,0.002288641,0.13071601,0.048452694,0.0004159825,0.049615555,0.06651517,0.026437921,0.0011759484,0.22842658,4
0.042206798,0.027234599,0.45397785,0.000786988,0.02725313,0.0397483,0.10058816,0.035246104,0.028209707,0.008676825,0.05506444,0.06550653,0.02320554,0.05805861,0.03423644,5
0.08361312,0.020936815,0.019349046,0.00010186782,0.016153775,0.032871712,0.0061184526,0.02558225,0.019294508,0.0008515391,0.6776919,0.042977355,0.013380283,0.002378862,0.038698602,6
0.037905406,0.024694191,0.54063237,0.0006386841,0.025117584,0.036237266,0.062060002,0.03282236,0.025674343,0.006538652,0.047940418,0.06400787,0.021111822,0.043610413,0.031008625,7
0.012166564,0.0698963,0.0023771701,3.579726e-05,0.14551675,0.014806179,0.00094188744,0.035386167,0.06613738,0.00022309418,0.0062615904,0.008445685,0.6130821,0.0005662353,0.02415707,8
0.069341846,0.036031265,0.21450609,0.00028012035,0.03762937,0.06436603,0.016358487,0.061172888,0.03811751,0.0023036692,0.08101683,0.28973433,0.028083088,0.009024332,0.052034166,9
0.011749706,0.068945274,0.002243423,3.307436e-05,0.15342721,0.014648955,0.00088304695,0.035514086,0.07053177,0.00020727461,0.005985323,0.008120282,0.6035327,0.00052743685,0.023650488,10
0.047138378,0.024368439,0.52262884,0.00025756017,0.024779027,0.0459523,0.019879181,0.037596274,0.026380993,0.002290701,0.06415186,0.12132792,0.019387852,0.009298491,0.03456215,11
0.074011244,0.035112973,0.14157204,0.00023354916,0.03646203,0.07438751,0.014072788,0.062027883,0.03878547,0.0019252775,0.088540524,0.34588522,0.026897583,0.0070434413,0.053042505,12
0.06347126,0.03714438,0.011658845,7.6525845e-05,0.042318072,0.47338375,0.0033241026,0.0928396,0.06608282,0.0005674495,0.036960937,0.08244894,0.02749296,0.0016250613,0.060605317,13
0.014142026,0.08373252,0.0025779775,3.4918416e-05,0.38884148,0.017835777,0.0009639112,0.055481482,0.08683815,0.00022128044,0.0068628746,0.010277477,0.30198112,0.00057773985,0.029631302,14
0.026053488,0.019461397,0.08888759,0.0013316163,0.019655444,0.025458328,0.10377389,0.02338961,0.020070303,0.018616473,0.031013979,0.034810416,0.017485095,0.54728484,0.022707468,15
0.15522176,0.054892454,0.01176821,7.622345e-05,0.05030472,0.15578568,0.003212624,0.1559276,0.066052236,0.00056076085,0.059092976,0.121871255,0.031351592,0.001615528,0.13226639,16
0.014020921,0.100966424,0.002397998,3.284209e-05,0.31222776,0.016552987,0.000907434,0.050756052,0.083028995,0.00020834709,0.0066754892,0.009459934,0.37163058,0.0005396262,0.030594584,17
0.014360098,0.08886679,0.0026150232,3.5729397e-05,0.35230216,0.017468015,0.0009801945,0.054600075,0.08184036,0.00022595626,0.006989343,0.01034,0.3385574,0.0005892248,0.030229691,18
0.13667633,0.05641063,0.013224096,8.122038e-05,0.05311205,0.07662981,0.0032686754,0.18212545,0.052365996,0.00058891583,0.053847756,0.2123047,0.031492017,0.0017672036,0.12610523,19
0.07000649,0.031297166,0.06186186,0.00015784871,0.032883633,0.07784356,0.008743329,0.060833782,0.03599363,0.0012649256,0.07466343,0.46710286,0.023412762,0.0043364223,0.049598347,20
0.018103907,0.011058533,0.80127037,0.0002121192,0.011265284,0.0172884,0.019522607,0.015345595,0.0115970485,0.0020539083,0.023426095,0.034150533,0.009255954,0.011084442,0.014365183,21
0.07192712,0.03548676,0.20282643,0.0002660271,0.036474217,0.06437156,0.015907021,0.060044896,0.037330322,0.0021999704,0.087186664,0.2979076,0.027236065,0.008461932,0.052373458,22
0.13798134,0.07802584,0.0066580013,5.279539e-05,0.05531119,0.053863946,0.0019621656,0.21539214,0.05580972,0.00037319964,0.033875953,0.05383821,0.03196496,0.0010531839,0.27383727,23
0.014830543,0.092700094,0.0026429093,3.5185272e-05,0.42854372,0.017597416,0.0009741846,0.061062932,0.078673154,0.00022323115,0.0070957616,0.010788723,0.25249717,0.00058679737,0.031748194,24
0.645506,0.029377034,0.0050940397,3.795118e-05,0.018247643,0.02748181,0.0015633526,0.038352393,0.020666476,0.00027908283,0.055401415,0.029777396,0.013118711,0.0007719875,0.11432483,25
0.027000241,0.18478595,0.0033909397,3.8016886e-05,0.2858768,0.025913276,0.0011583662,0.18383497,0.09333981,0.00025007752,0.010831155,0.017168583,0.09197309,0.00067508256,0.07376357,26
0.041075174,0.035952177,0.062993,0.023876548,0.036125474,0.040800985,0.083905436,0.03902873,0.036556892,0.27409932,0.044536464,0.045962773,0.034214348,0.16228347,0.038589217,27
0.027875053,0.54883194,0.0025662594,3.067719e-05,0.08567774,0.018854244,0.0009392362,0.068534814,0.060954995,0.00020280886,0.010018615,0.011460578,0.06248893,0.0005276324,0.10103644,28
0.28419903,0.042745393,0.014953221,8.270159e-05,0.034267157,0.075944714,0.0037679067,0.08309704,0.03971966,0.0006259275,0.12889303,0.15332757,0.023516294,0.001841212,0.11301914,29
