cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,GHS_urban_area_id
0.033309348,0.027227532,0.79526883,0.03833308,0.073783375,0.032077808,1.0
0.01740064,0.010688186,0.0031126286,0.027759386,0.9246885,0.016350662,2.0
0.9201953,0.024421865,0.0003849259,0.023019223,0.004666392,0.02731233,3.0
0.8989081,0.02874783,0.00049158983,0.031024069,0.006160984,0.034667432,4.0
0.039370157,0.8867128,0.0003797697,0.017917443,0.0033483764,0.05227144,5.0
0.89220303,0.03085712,0.00055211753,0.033052713,0.006880321,0.03645462,6.0
0.02545203,0.016676767,0.0063896095,0.040322088,0.8862173,0.024942271,7.0
0.11261198,0.06439513,0.0059550623,0.40045378,0.2796321,0.13695198,8.0
0.010883282,0.0067015113,0.001589577,0.019757291,0.95022106,0.0108472565,9.0
0.09125606,0.052634943,0.006538426,0.24018368,0.5088826,0.10050433,10.0
0.09045106,0.07071369,0.38968673,0.107551865,0.25535932,0.08623735,11.0
0.09357857,0.07283456,0.36245078,0.11156698,0.2704698,0.089099266,12.0
0.005686096,0.004839621,0.96747005,0.006303948,0.010205066,0.005495234,13.0
0.054174006,0.7790429,0.0005627147,0.033183947,0.0052266316,0.12780981,14.0
0.052312825,0.042695913,0.00078722386,0.5508725,0.01163763,0.34169394,15.0
0.05679319,0.037643686,0.019639537,0.08002411,0.75288147,0.053018015,16.0
0.07403232,0.043546747,0.0022780264,0.6987875,0.05838242,0.122973025,17.0
0.02212689,0.014443175,0.00045785285,0.89487225,0.008550469,0.059549354,18.0
0.27398354,0.07235066,0.0022172476,0.43460354,0.042070676,0.1747744,19.0
0.03936642,0.031934887,0.7573689,0.04513701,0.0885438,0.037648946,20.0
0.116001345,0.064142704,0.0052217133,0.45939562,0.21323709,0.14200155,21.0
0.075349025,0.042691275,0.0058946875,0.17367192,0.62458146,0.07781159,22.0
0.90343004,0.027853208,0.00039911715,0.028552476,0.004969758,0.034795433,23.0
0.024363892,0.036239397,0.00032590312,0.059156038,0.00388754,0.8760273,24.0
0.026003843,0.9190385,0.0003014794,0.013331274,0.0025758645,0.03874902,25.0
0.033311766,0.023278607,0.0005331459,0.80117965,0.008664702,0.13303208,26.0
0.015285413,0.013111935,0.91379815,0.016783126,0.026262175,0.014759209,27.0
0.8726047,0.03455279,0.0006682618,0.04081508,0.008533064,0.042826086,28.0
0.92719185,0.023843644,0.00033191193,0.019626196,0.003901541,0.02510477,29.0
0.087499596,0.048776034,0.006353791,0.20765041,0.55937886,0.09034134,30.0
0.8954813,0.028820582,0.00049613335,0.032722693,0.0062803687,0.036198948,31.0
0.06721593,0.038970828,0.0019316957,0.73060364,0.047933344,0.11334461,32.0
0.054248653,0.03599874,0.018843072,0.07725615,0.7626754,0.05097797,33.0
0.26257384,0.08767479,0.0059757363,0.32324868,0.16695781,0.15356907,34.0
0.10523284,0.077534854,0.1330696,0.13225394,0.45240986,0.099498846,35.0
