cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.028571853,0.046961367,0.019234993,0.043278955,0.06365493,0.7012225,0.018708952,0.00011743529,0.0019916317,0.0030318792,0.04219074,0.031034792,1
0.2610119,0.033425853,0.006223415,0.044173747,0.34306225,0.045515224,0.07215481,8.819699e-05,0.0011517439,0.0019646995,0.112615354,0.07861283,2
0.066846155,0.039269824,0.0038011698,0.057114497,0.031015603,0.019954855,0.09295695,6.409963e-05,0.0007888029,0.0011626816,0.07639522,0.6106301,3
0.04030346,0.09335309,0.37204188,0.07032557,0.062113035,0.19894664,0.03227495,0.0005159153,0.0119397845,0.013508981,0.055056296,0.04962037,4
0.12511294,0.021550715,0.0034673666,0.029880814,0.031891927,0.015128967,0.60616523,7.0200316e-05,0.00080136367,0.0012426275,0.05401178,0.11067606,5
0.021470444,0.70659316,0.00996823,0.065336615,0.028064694,0.061120607,0.018453425,9.048804e-05,0.0014063941,0.0018849769,0.03430369,0.051307213,6
0.04308843,0.08139408,0.34655547,0.06836809,0.06932516,0.22416218,0.033402298,0.00052395964,0.011921594,0.014547863,0.05780595,0.048904985,7
0.11154048,0.0123746,0.0023438951,0.015857147,0.023627916,0.00976489,0.74694955,4.944353e-05,0.000554786,0.00088752003,0.029438484,0.046611376,8
0.039552797,0.072039984,0.42388356,0.06111535,0.06346228,0.18465084,0.030721093,0.00052267284,0.012302999,0.015174359,0.052370306,0.044203706,9
0.10360219,0.012148589,0.0022196588,0.015826961,0.022180978,0.009391609,0.75495857,4.6258177e-05,0.00052159105,0.0008284885,0.029463548,0.04881168,10
0.047233153,0.0910867,0.13925362,0.07871029,0.084018715,0.3843097,0.03477929,0.000402863,0.008145923,0.011254072,0.06716025,0.053645413,11
0.033860087,0.055520017,0.02621514,0.05167966,0.07638408,0.64079,0.022232799,0.00015118036,0.002606339,0.0040459144,0.050169144,0.0363456,12
0.0054745665,0.009544495,0.9270861,0.0081783505,0.007668983,0.015686156,0.0045714574,0.00014031118,0.004657952,0.003865197,0.0069196904,0.0062067425,13
0.10619586,0.016796583,0.0032790592,0.021202266,0.02795359,0.01286545,0.71374816,7.270622e-05,0.00079972955,0.001256015,0.036309786,0.05952076,14
0.036850784,0.05321275,0.020255223,0.050571762,0.09009969,0.6289691,0.023246394,0.00013466392,0.0022341884,0.003517347,0.053034328,0.037873697,15
0.22182731,0.020161266,0.0032897845,0.028353814,0.039640423,0.015482949,0.5075217,6.314839e-05,0.0007355672,0.0011782113,0.06032682,0.10141903,16
0.050127137,0.08962515,0.1376044,0.07753682,0.09293707,0.37085438,0.036312293,0.0004197479,0.008437104,0.012344676,0.06910901,0.054692235,17
0.09886874,0.015183436,0.0028511342,0.019495253,0.025016703,0.01154253,0.7337044,6.157299e-05,0.000684546,0.0010699129,0.033948664,0.057573024,18
0.09598836,0.015638936,0.0028416717,0.020205516,0.024785021,0.011466834,0.73002666,6.141386e-05,0.00068276643,0.0010698288,0.03498281,0.06225017,19
0.04189653,0.075938724,0.059641205,0.066180475,0.08407697,0.52482665,0.029181784,0.00025813445,0.004782653,0.007145523,0.059946857,0.04612451,20
0.113406084,0.018179081,0.0036294737,0.022729276,0.030504158,0.014047088,0.69445384,8.141582e-05,0.00089130306,0.0014018014,0.03861034,0.062066063,21
0.09842213,0.012379155,0.0022978182,0.016203877,0.022054885,0.009548872,0.7590958,4.8652935e-05,0.00054507673,0.00086378254,0.029756866,0.0487831,22
0.09685919,0.015908672,0.0029381101,0.02028875,0.025353087,0.01173294,0.7290667,6.403039e-05,0.00070947147,0.0011121911,0.034798615,0.061168257,23
0.103003696,0.016117042,0.0031085424,0.02042325,0.026764927,0.01230064,0.7228818,6.8418165e-05,0.000754836,0.001184659,0.035144325,0.05824787,24
0.13442114,0.025711024,0.003944731,0.035829216,0.03607095,0.017430237,0.5364195,7.8740464e-05,0.0009043435,0.0013977982,0.06387867,0.14391366,25
0.10108014,0.016464854,0.0031267887,0.020701589,0.026725864,0.012369471,0.7220226,6.8695575e-05,0.00075862656,0.0011886705,0.035253692,0.06023901,26
