cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,GHS_urban_area_id
0.15303972,0.01630616,0.0006813006,0.8299728,1.0
0.12201166,0.43739656,0.0047557317,0.43583605,2.0
0.13961628,0.43047807,0.24312717,0.18677849,3.0
0.13333064,0.37481308,0.31717306,0.17468323,4.0
0.113542914,0.65668976,0.059790283,0.16997704,5.0
0.13983658,0.43498516,0.23801371,0.18716452,6.0
0.683465,0.017993575,0.0009432678,0.29759812,7.0
0.9580162,0.004618083,0.00030161274,0.037064075,8.0
0.9537643,0.004783747,0.00030529266,0.04114669,9.0
0.9598933,0.0040775863,0.00025659622,0.035772502,10.0
0.102323376,0.08444978,0.0019225054,0.8113043,11.0
0.03698913,0.0093951225,0.0003183781,0.9532974,12.0
0.10117178,0.57256615,0.004976886,0.32128516,13.0
0.6841095,0.017559802,0.0009131998,0.29741752,14.0
0.122983,0.13565491,0.0026922347,0.7386698,15.0
0.034433797,0.8961031,0.006245668,0.063217446,16.0
0.943922,0.0067543513,0.00046203847,0.048861578,17.0
0.9571914,0.004719723,0.00030918914,0.037779666,18.0
0.05450682,0.8391597,0.012846858,0.09348665,19.0
0.04329759,0.008756418,0.00031610118,0.9476299,20.0
0.056644827,0.023090757,0.0006743437,0.91959006,21.0
0.95885515,0.0042516864,0.000271114,0.036622033,22.0
0.057030622,0.83109605,0.013733252,0.09814008,23.0
0.9514338,0.0054679723,0.00036373193,0.04273451,24.0
0.12694725,0.60038066,0.08845233,0.18421978,25.0
0.12773672,0.17384258,0.003170664,0.69525003,26.0
0.041899826,0.8750054,0.008456959,0.07463777,27.0
0.11005161,0.6687497,0.054621752,0.16657689,28.0
0.13861705,0.4180664,0.25937694,0.18393962,29.0
0.04101342,0.8535011,0.002892035,0.10259345,30.0
0.13230956,0.572442,0.10625421,0.18899421,31.0
0.076975554,0.03283073,0.00093736284,0.88925636,32.0
0.010668155,0.9657583,0.0012000605,0.0223734,33.0
0.10991657,0.66919136,0.05433281,0.16655923,34.0
0.28130156,0.020599531,0.00091573526,0.69718313,35.0
0.07500302,0.015650874,0.000548519,0.90879756,36.0
0.067614555,0.8005034,0.018527266,0.1133548,37.0
0.043248806,0.00897251,0.00032065104,0.947458,38.0
0.032866403,0.065037355,0.86239773,0.039698493,39.0
0.036196433,0.8919325,0.0066833585,0.06518773,40.0
0.1052419,0.5447123,0.0048545063,0.34519133,41.0
0.13978001,0.43382928,0.2395341,0.18685663,42.0
0.11166253,0.103818364,0.0022307036,0.7822884,43.0
0.057730835,0.02264737,0.00066573854,0.9189561,44.0
0.010859874,0.96468776,0.0011997909,0.023252578,45.0
0.90645355,0.007547629,0.00043544365,0.08556342,46.0
0.08983784,0.73475176,0.03272726,0.1426831,47.0
0.08926782,0.2034494,0.5957309,0.111551866,48.0
0.1341194,0.26389858,0.003978604,0.5980035,49.0
0.11249318,0.65994143,0.056915004,0.17065041,50.0
0.9442202,0.0052421354,0.00032316177,0.050214533,52.0
0.08256167,0.18500601,0.62962586,0.102806464,53.0
