cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,GHS_urban_area_id
0.021085074,0.012252022,0.8767263,0.0009960176,2.3647397e-05,0.0055479784,0.06385385,0.0006709335,0.0154196415,0.0034244952,1.0
0.023594173,0.0134339575,0.85439694,0.0009985873,2.3220919e-05,0.0057928576,0.080582745,0.0006710306,0.016969683,0.003536845,2.0
0.08044879,0.08084712,0.039616328,0.06579527,0.00035544438,0.38520455,0.058426335,0.02047165,0.103918836,0.1649156,3.0
0.13703294,0.06928441,0.03145499,0.008352624,9.9971854e-05,0.5669543,0.05489452,0.003907361,0.09695715,0.031061769,4.0
0.046385016,0.059863973,0.03510669,0.106846094,0.0009991608,0.0681047,0.044943698,0.39432123,0.06276813,0.1806612,5.0
0.07367757,0.063981675,0.031984653,0.035788666,0.00024638954,0.5759935,0.04685626,0.011904044,0.07843523,0.081132025,6.0
0.04822462,0.028708378,0.07891587,0.0012892504,2.5476353e-05,0.009537235,0.7750394,0.0008433845,0.051727735,0.0056886496,7.0
0.02029572,0.011489324,0.88440454,0.0009120536,2.1626242e-05,0.00516138,0.059784222,0.0006136207,0.014179238,0.0031382146,8.0
0.0562202,0.031672936,0.15120259,0.0015264534,3.1503576e-05,0.010738824,0.693621,0.0010076013,0.04759832,0.006380596,9.0
0.020662153,0.011653048,0.8831202,0.0009355429,2.2190585e-05,0.0052866885,0.060051102,0.00062893325,0.014432074,0.0032081087,10.0
0.067223325,0.035683133,0.42458183,0.0020062209,4.347917e-05,0.0132513335,0.40086585,0.0013301163,0.04723306,0.0077816257,11.0
0.021206446,0.011995258,0.8818534,0.000939254,2.241773e-05,0.0053119995,0.06040945,0.0006329856,0.014405774,0.003223067,12.0
0.02027235,0.011495097,0.88388026,0.00090445956,2.1429894e-05,0.005123445,0.060424842,0.0006081676,0.014153139,0.0031168694,13.0
0.049644586,0.0911201,0.02177407,0.0031070302,4.534795e-05,0.03159786,0.05939909,0.001978062,0.71486145,0.026472474,14.0
0.04821353,0.06238901,0.03632025,0.107536085,0.001000052,0.07122046,0.04663217,0.368403,0.06542397,0.19286148,15.0
0.030188039,0.016950753,0.8040506,0.001215468,2.7807679e-05,0.0072065485,0.113250874,0.00081268064,0.021928787,0.0043684766,16.0
0.0674726,0.037598085,0.13445844,0.0015372061,3.196521e-05,0.011135395,0.6922918,0.0010225505,0.04792607,0.00652593,17.0
0.020683631,0.011587084,0.8824549,0.00092352234,2.182127e-05,0.0052486164,0.060875922,0.0006197994,0.014410612,0.0031740235,18.0
0.057347015,0.030485185,0.12338301,0.0014003789,2.8573957e-05,0.010219434,0.72444874,0.00092079386,0.04585445,0.0059124655,19.0
0.021192824,0.0121197365,0.8826698,0.0009871668,2.3712633e-05,0.0054930695,0.058807604,0.00066593394,0.014686378,0.0033537617,20.0
0.024337202,0.014164206,0.84670806,0.0010555519,2.4583831e-05,0.0060714083,0.08519343,0.00071103475,0.017984046,0.0037504393,21.0
0.022413468,0.012808759,0.87574506,0.0009930712,2.381591e-05,0.0056053195,0.06316798,0.0006722027,0.015152282,0.0034180218,22.0
0.06929233,0.1440218,0.035340544,0.0132981585,0.0001608875,0.09605295,0.06701641,0.009032951,0.20296876,0.36281523,23.0
0.020840017,0.0119307,0.8780015,0.00092007814,2.1728913e-05,0.005242414,0.064482965,0.0006209181,0.01473121,0.0032085003,24.0
0.047335934,0.07697262,0.017025236,0.0021840946,3.2127722e-05,0.025493223,0.049876794,0.0013530046,0.7632671,0.016459864,25.0
0.06643261,0.047288094,0.058055256,0.0015215885,2.9087498e-05,0.012222444,0.7194364,0.0010045095,0.0865942,0.0074157873,26.0
0.0023372637,0.0028144452,0.0018875966,0.0063207056,0.00010261713,0.0031529518,0.0022690606,0.97250766,0.0028846061,0.005723087,27.0
0.6200245,0.069301486,0.043114085,0.0021414065,3.752553e-05,0.025899442,0.13966115,0.0012952617,0.088982336,0.009542733,28.0
0.08326952,0.10432456,0.033314977,0.018593673,0.00017225099,0.363757,0.05881706,0.0092516225,0.15185171,0.17664766,29.0
0.04102564,0.022775507,0.71572345,0.0015130109,3.4090153e-05,0.009279502,0.173491,0.0010129901,0.029552402,0.005592325,30.0
0.14224452,0.08747479,0.029329311,0.007621859,9.3734445e-05,0.536239,0.053913344,0.0038144933,0.10508945,0.034179363,31.0
0.020271823,0.011486541,0.8848661,0.0009192568,2.1824022e-05,0.0051844823,0.059286088,0.0006181535,0.014192302,0.003153431,32.0
0.076455,0.04155913,0.11619625,0.0015623013,3.2198215e-05,0.011665391,0.6938574,0.0010373364,0.050910868,0.0067241318,33.0
0.02375767,0.013429753,0.8710049,0.0010844949,2.6082884e-05,0.0060519506,0.06422401,0.00072913076,0.016027668,0.0036643434,34.0
0.047136687,0.027483357,0.05663255,0.0010589776,2.0768011e-05,0.008189608,0.8079721,0.00069221656,0.046041764,0.004771981,35.0
0.08142977,0.046305906,0.07358114,0.0014577439,2.8984927e-05,0.011637833,0.71856624,0.0009639306,0.05938505,0.0066434015,36.0
0.023989156,0.013376728,0.85630345,0.0010024882,2.3325232e-05,0.005827526,0.07851462,0.00067046355,0.016776783,0.0035155152,37.0
0.04097223,0.05237696,0.031122176,0.09949658,0.0009591886,0.059800986,0.0395191,0.47314474,0.054465972,0.14814207,38.0
0.07455946,0.081321284,0.06711577,0.13640954,0.023089876,0.08662771,0.073413484,0.2665025,0.08211058,0.1088498,39.0
0.038716003,0.04452206,0.032886475,0.09289188,0.0033766076,0.04875936,0.03783571,0.5825666,0.04524523,0.07319997,40.0
0.03832172,0.04409695,0.032522973,0.09302981,0.0033145193,0.048328716,0.03745185,0.5853666,0.04484205,0.07272478,41.0
0.04759223,0.06756663,0.031883452,0.05979468,0.00045615525,0.0809848,0.045212302,0.05441495,0.07502588,0.5370689,42.0
0.055949207,0.07427653,0.04102729,0.1073539,0.0009391509,0.08516917,0.05389109,0.22916415,0.07832498,0.2739045,43.0
0.5501291,0.11378207,0.036975317,0.002987602,4.8772305e-05,0.045822993,0.10209271,0.0017816152,0.13180055,0.0145792,44.0
0.07835898,0.08467619,0.07135825,0.1349238,0.03431446,0.08962497,0.0773269,0.23435953,0.08545788,0.109599054,45.0
0.046759162,0.027734319,0.08427505,0.001247896,2.4928468e-05,0.009126596,0.777153,0.0008198224,0.047398604,0.0054606134,46.0
0.005235383,0.0063983677,0.0041745077,0.014001049,0.0001928185,0.0071911346,0.005085056,0.93709093,0.0065909256,0.014039915,47.0
0.076849,0.07735822,0.04529239,0.19620605,0.0005864165,0.2250137,0.06205015,0.0385285,0.09905638,0.17905922,48.0
0.056718368,0.06375014,0.04935761,0.12428402,0.007662975,0.06915593,0.055608496,0.41292107,0.06466878,0.09587264,49.0
0.007462932,0.012556573,0.0043210564,0.0034944306,3.4039786e-05,0.013161314,0.00696367,0.0025071648,0.014633226,0.93486553,50.0
0.023096412,0.013319272,0.87443554,0.0010865555,2.634076e-05,0.0060017225,0.06182037,0.0007356724,0.015801825,0.003676246,52.0
0.08799183,0.08215352,0.045369733,0.111744985,0.00050837256,0.3505818,0.062585086,0.027211333,0.09755522,0.13429815,53.0
0.09566932,0.05667246,0.022219742,0.0064616003,7.6091026e-05,0.677432,0.03905472,0.003094328,0.07292784,0.026391942,54.0
0.0015366245,0.0018494116,0.0012375758,0.0042518913,6.5733046e-05,0.0020859186,0.0014903033,0.98177725,0.0019007449,0.003804603,55.0
0.039626446,0.025941662,0.011076557,0.0042789187,4.6488218e-05,0.8517755,0.018134074,0.0019264888,0.03177684,0.01541709,56.0
0.02157571,0.012238197,0.88136125,0.0009771455,2.3443372e-05,0.0054817046,0.059691872,0.0006590286,0.014661611,0.0033299827,57.0
0.013447863,0.016630407,0.010595744,0.035480242,0.00043830308,0.01874395,0.013042702,0.8357562,0.017161017,0.038703557,58.0
0.0060261246,0.006170186,0.0041601355,0.93866366,0.00011444699,0.011693586,0.005184504,0.008812837,0.00708629,0.012088294,59.0
0.058084827,0.067814074,0.027721519,0.0021203074,3.444635e-05,0.020317582,0.10882772,0.0013489261,0.70049113,0.013239454,60.0
0.04456848,0.026182553,0.070854954,0.0011153466,2.2186745e-05,0.00830766,0.79934,0.00073222135,0.04395211,0.00492453,61.0
0.06553527,0.03543823,0.25873607,0.0018800207,3.9559945e-05,0.012840077,0.5654536,0.0012402297,0.051273428,0.007563471,62.0
0.031468574,0.0232574,0.010940859,0.006270128,5.7955025e-05,0.8594149,0.017028004,0.002523564,0.029657237,0.019381434,63.0
