cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.044696067,0.02970168,0.037946295,0.0037611437,0.03653456,0.544559,0.0529159,0.03697072,0.068320185,0.0017441445,0.12687744,0.015972812,1
0.07184174,0.044137806,0.06095215,0.0030116728,0.05754886,0.12565522,0.09664971,0.05814272,0.07348818,0.0013951843,0.39500335,0.0121733835,2
0.060801987,0.03681307,0.041830327,0.01860195,0.039850615,0.08949784,0.0479673,0.045603666,0.2754893,0.0049357866,0.06449232,0.2741159,3
0.055219058,0.035110228,0.041938134,0.010783598,0.039740875,0.37062943,0.052108042,0.043053664,0.18641491,0.0040083793,0.08807836,0.072915345,4
0.4589172,0.046966773,0.08075073,0.00064915884,0.06416782,0.007054004,0.12511574,0.12487714,0.019793965,0.0002817048,0.06898915,0.0024366868,5
0.047716524,0.030602697,0.034510363,0.020171486,0.032728355,0.07987616,0.03926358,0.036889605,0.17859153,0.0050586816,0.052264903,0.44232613,6
0.016692825,0.010183274,0.016368223,0.00030628312,0.014594338,0.0063327723,0.034790356,0.0143414745,0.0074335192,0.00014341298,0.8776667,0.0011468375,7
0.011625591,0.7616495,0.1068119,0.0001298433,0.050263334,0.0010769394,0.024834214,0.03527842,0.0018425453,6.2271836e-05,0.0060194344,0.00040603997,8
0.042578533,0.025972106,0.03887151,0.0010894076,0.035630606,0.02829514,0.07148056,0.035377905,0.026894549,0.0005092348,0.68911153,0.00418888,9
0.011679527,0.7730171,0.09720564,0.00013446457,0.04945597,0.0011041601,0.024148975,0.03483464,0.0018849513,6.455748e-05,0.0060509597,0.0004190344,10
0.03856824,0.02571149,0.032640114,0.003460562,0.03157616,0.61006415,0.045099776,0.031956535,0.060163256,0.0016045973,0.104416735,0.014738415,11
0.06759871,0.043477695,0.057510924,0.0040408582,0.05512006,0.2761243,0.084913045,0.05551887,0.0857418,0.0018798953,0.25142252,0.016651394,12
0.043374978,0.032790724,0.038002208,0.014736721,0.037193283,0.5350405,0.0458429,0.03776816,0.07727506,0.0069826287,0.07056995,0.060422853,13
0.013550045,0.7644189,0.094581015,0.00016237215,0.051576152,0.0013045713,0.02588984,0.038791027,0.0022441514,7.789295e-05,0.006899997,0.00050405785,14
0.027898563,0.02860224,0.08020611,0.00020241148,0.048102032,0.0024473113,0.72874117,0.04276181,0.00403086,9.530884e-05,0.036215413,0.0006967619,15
0.06952977,0.037677646,0.047278404,0.005924364,0.04415048,0.20074658,0.062615894,0.04958171,0.32025713,0.0022962843,0.12602903,0.03391268,16
0.045769706,0.038431495,0.09112878,0.00037102675,0.066332705,0.0048512546,0.5889248,0.059333075,0.0076356237,0.00017482617,0.09575471,0.0012919934,17
0.013292789,0.76283026,0.095429994,0.00016196475,0.053021967,0.0013076887,0.026190942,0.03802503,0.0022250817,7.789884e-05,0.006934501,0.0005019129,18
0.16644195,0.050044887,0.06847995,0.0026395265,0.06006702,0.036182776,0.09666506,0.0809242,0.25684014,0.0010529787,0.16855952,0.012102019,19
0.05955359,0.038981717,0.05071616,0.0041550086,0.048800815,0.3804106,0.072890006,0.04917093,0.08183996,0.0019349098,0.19425912,0.017287081,20
0.02980362,0.045015663,0.17107652,0.00020779144,0.068303816,0.0023059666,0.59359,0.05902087,0.0039225467,9.791593e-05,0.02595118,0.00070406374,21
0.012855884,0.76661974,0.093986556,0.00015401664,0.052897103,0.0012470258,0.025411557,0.037500612,0.0021232758,7.40458e-05,0.0066525764,0.00047766473,22
0.23531581,0.05583969,0.07592181,0.00242607,0.066187315,0.027842708,0.10227445,0.096473455,0.18861702,0.0009658405,0.13743028,0.010705572,23
0.013241328,0.7658921,0.09390025,0.00015943305,0.052144825,0.0012849662,0.025712222,0.038083673,0.0021975047,7.6588156e-05,0.006812604,0.00049449416,24
0.18126723,0.04441247,0.0706573,0.0002888723,0.09007862,0.0026661737,0.06519199,0.51935244,0.0059334124,0.00012953313,0.01903074,0.0009912392,25
0.07199585,0.09873293,0.31231546,0.0003037246,0.10993643,0.002934738,0.16799805,0.20441872,0.0059177806,0.00013955045,0.024275143,0.0010316395,26
0.056962546,0.044944417,0.05097048,0.029574104,0.05012454,0.36212757,0.05972685,0.050668392,0.09428326,0.015078894,0.08511498,0.100424,27
0.19476683,0.050149754,0.06465252,0.0029082512,0.059755042,0.030444063,0.08246736,0.085285254,0.30701977,0.0011143987,0.1080102,0.013426548,28
0.29868653,0.05101215,0.095248885,0.00071040733,0.07828184,0.008506585,0.19810739,0.13024384,0.020758621,0.00031356042,0.11547997,0.0026502109,29
0.18366274,0.052204717,0.07244534,0.0024993946,0.06317633,0.03397146,0.10386468,0.08624203,0.21053338,0.001006123,0.17916384,0.011229997,30
0.058181476,0.030707458,0.035679556,0.008225277,0.033704698,0.058338426,0.041744087,0.04016428,0.5642104,0.0025003385,0.057553995,0.06898997,31
0.12423343,0.068661846,0.18300387,0.00039316693,0.10014908,0.004121238,0.28001228,0.18712929,0.008636686,0.00017874059,0.042104904,0.001375469,32
0.05327643,0.03256882,0.04006398,0.006657104,0.037748054,0.4268725,0.052006103,0.040811833,0.16956016,0.00265911,0.09999279,0.037783056,33
0.028344514,0.016060553,0.024802346,0.0005862648,0.02285587,0.0135107925,0.04863785,0.02302757,0.01514447,0.00027194127,0.8045116,0.002246244,34
0.07240998,0.045241464,0.061679352,0.003348993,0.058577143,0.15717903,0.09582903,0.058986958,0.07829289,0.0015562859,0.35332817,0.013570704,35
0.07160832,0.04249159,0.0934867,0.00048812808,0.07626957,0.0065490766,0.4641708,0.07760243,0.010926064,0.00022696119,0.15444785,0.0017325552,36
0.023168722,0.016170766,0.019292094,0.00488258,0.018632952,0.7573495,0.024169624,0.019281277,0.049208548,0.00211961,0.041613907,0.0241104,37
0.012317145,0.7524133,0.11296601,0.00013858889,0.049591307,0.0011474601,0.026189707,0.036360636,0.001972767,6.63975e-05,0.006402802,0.00043394056,38
0.05438354,0.0349973,0.039792273,0.02005184,0.03737808,0.10227816,0.045726705,0.0419987,0.21657723,0.005417256,0.062618814,0.33878008,39
0.062392034,0.03814768,0.049550176,0.004332732,0.04727797,0.36631775,0.07064433,0.049155027,0.10540408,0.0019345789,0.18557274,0.01927089,40
0.018745884,0.3141649,0.44756964,0.00017525139,0.08778772,0.001572306,0.05674337,0.059625097,0.002697438,8.364275e-05,0.010273907,0.0005608529,41
0.35083574,0.055224013,0.077009566,0.0017737234,0.067842446,0.019100767,0.10359958,0.108506605,0.09494834,0.0007208629,0.11305392,0.007384472,42
0.06297872,0.04000664,0.052263554,0.0041806675,0.050342385,0.34830695,0.07559131,0.051169284,0.08880189,0.0019239204,0.20679906,0.017635616,43
0.19826768,0.046948314,0.07807239,0.0002891711,0.08580381,0.002684272,0.07119097,0.48984823,0.0060688234,0.00012950748,0.019699637,0.0009971196,44
0.06495805,0.040373854,0.05725627,0.0023019747,0.052898016,0.07861525,0.09487351,0.053124685,0.056832895,0.0010717163,0.48856243,0.009131313,45
0.07217601,0.045465205,0.061620675,0.0035096447,0.058667857,0.17549272,0.094754726,0.059007812,0.08021059,0.0016328259,0.33321744,0.014244484,46
