cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.027765686,0.5932407,4.7793845e-05,0.007147883,0.0026086874,0.30732483,0.015034096,0.0015616127,0.045268692,1.0
0.029487642,0.10020435,3.3391298e-05,0.006116371,0.0020357585,0.7795804,0.0155647155,0.0011812901,0.06579608,2.0
0.8719023,0.017984044,3.2489246e-05,0.016571328,0.00202374,0.02914535,0.020950159,0.0013991166,0.039991446,3.0
0.73831284,0.025455182,6.912842e-05,0.052170068,0.004742506,0.04164472,0.05931072,0.0032981248,0.07499672,4.0
0.038575854,0.019007003,3.8060953e-05,0.00940477,0.003249857,0.0544316,0.085012674,0.0016285864,0.78865165,5.0
0.60792315,0.03607655,0.0001221926,0.15133207,0.0075956527,0.050531775,0.06640978,0.005870119,0.07413876,6.0
0.042536028,0.071270384,4.87625e-05,0.009191932,0.0033395102,0.63075805,0.031791482,0.0018052254,0.20925862,7.0
0.012262328,0.89686316,2.628369e-05,0.0035484347,0.0012999158,0.062870055,0.006358141,0.0008082831,0.015963454,8.0
0.028622255,0.5553241,4.8809783e-05,0.007326413,0.002682235,0.3410602,0.0156153245,0.0015923186,0.047728434,9.0
0.015084749,0.8833742,3.341334e-05,0.0044510937,0.0016164217,0.06797224,0.0077034873,0.0010174311,0.018746963,10.0
0.013626637,0.8912805,2.9132641e-05,0.0039442326,0.001422499,0.064739145,0.006920152,0.0008898048,0.017147899,11.0
0.012243313,0.89676887,2.6382451e-05,0.0035482044,0.0013030559,0.06294171,0.006369877,0.00080791116,0.01599072,12.0
0.0123720635,0.88187766,2.5380754e-05,0.0034892997,0.0012907409,0.07641994,0.006551168,0.00078943546,0.017184215,13.0
0.028840914,0.016602127,3.0189094e-05,0.0070115444,0.0025360533,0.0514676,0.055286545,0.0012763563,0.8369487,14.0
0.052468088,0.070744395,5.6019046e-05,0.011006263,0.003900089,0.50325644,0.04067031,0.0021079811,0.31579039,15.0
0.020131513,0.78858167,3.5079032e-05,0.0052347323,0.0018341683,0.144878,0.010060764,0.0011229619,0.028121153,16.0
0.019642754,0.07203099,2.5122785e-05,0.0043745767,0.001564008,0.8389119,0.011762528,0.0008854472,0.050802674,17.0
0.014375823,0.856154,2.7631695e-05,0.0039282315,0.0014246897,0.09564781,0.007461896,0.0008719659,0.02010796,18.0
0.035919037,0.6835444,5.2793795e-05,0.008605213,0.002753393,0.20726994,0.015773464,0.0017188214,0.044362884,19.0
