cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.006625037,0.0037137552,6.059944e-05,0.0031344153,0.01539863,0.0048447056,0.94007975,0.004465969,0.0070538614,0.005715659,0.004971054,0.003936527,1
0.019255266,0.0102508105,0.000144137,0.006747527,0.0494775,0.013608733,0.82612705,0.012503433,0.020508206,0.016366111,0.014078112,0.010933219,2
0.09843671,0.01941156,4.0351817e-05,0.00086593046,0.024884466,0.023339123,0.0046022166,0.032415505,0.0346533,0.66905475,0.06607078,0.026225362,3
0.05700165,0.013152771,4.7251448e-05,0.0012752358,0.7406242,0.021656424,0.0111985905,0.01978078,0.05750415,0.035739914,0.02675039,0.015268591,4
0.119870685,0.026780415,0.00011031132,0.0030068317,0.47440025,0.04033549,0.026271494,0.03990887,0.09020419,0.09090507,0.05660126,0.031605095,5
0.06701069,0.0152367,2.7437027e-05,0.0005777062,0.016022522,0.01807325,0.003001806,0.026060745,0.025622465,0.7537115,0.053882655,0.02077244,6
0.03364243,0.017395921,0.00022028085,0.009686018,0.09426313,0.023444228,0.6926605,0.021422666,0.03624405,0.02823017,0.024206042,0.018584548,7
0.020813378,0.43334046,2.4743715e-05,0.00045000218,0.007985631,0.18192537,0.001925389,0.14398491,0.030977212,0.01588988,0.044640332,0.118042685,8
0.03030271,0.015891597,0.00020548509,0.009147706,0.083606735,0.021385891,0.7227451,0.019502478,0.032861657,0.025466228,0.021943118,0.016941246,9
0.024229236,0.14249164,2.5185735e-05,0.00047713926,0.009869945,0.50159264,0.0021576865,0.132812,0.04760589,0.016720755,0.045219094,0.07679877,10
0.051517133,0.035233833,0.001479981,0.23083623,0.080802,0.04182842,0.33816445,0.03986323,0.052668076,0.047933683,0.042951543,0.036721416,11
0.043220393,0.027843151,0.0008417991,0.07831256,0.07488051,0.033961162,0.56070757,0.032089334,0.04454083,0.039480753,0.034942843,0.029179072,12
0.05163371,0.035144903,0.0014207605,0.20654684,0.081902854,0.041857943,0.3612459,0.03984066,0.052919533,0.04793835,0.042927776,0.036620848,13
0.0138738025,0.6614535,1.8754181e-05,0.00033010312,0.0052120527,0.06623381,0.0013525281,0.09358443,0.017219372,0.011581168,0.03136113,0.09777941,14
0.010647132,0.006292972,0.00012651889,0.0076927734,0.021964062,0.008006333,0.9023682,0.007443591,0.011195273,0.009397936,0.008220346,0.006644913,15
0.075583875,0.033242863,0.00028698824,0.010376581,0.32359427,0.047136124,0.23696704,0.04301858,0.081896715,0.061670065,0.05018109,0.0360458,16
0.019636506,0.47691888,2.3952125e-05,0.00043332126,0.0075387163,0.15669353,0.0018413172,0.1290466,0.028537054,0.015159155,0.042365015,0.12180606,17
0.013589342,0.6600934,1.8078506e-05,0.00031966565,0.005131764,0.070770405,0.0013183523,0.09080909,0.017375916,0.011259384,0.030607851,0.09870675,18
0.1722834,0.030438012,5.8335452e-05,0.0013972452,0.17228654,0.062057,0.009491438,0.053025115,0.31721643,0.07361298,0.07249385,0.03563971,19
0.049065832,0.032339234,0.0011083473,0.12244983,0.081505515,0.039006237,0.4680329,0.03700666,0.05032441,0.04518286,0.040150866,0.033827323,20
0.03307522,0.016732326,0.00021763922,0.009660733,0.08908836,0.022276487,0.7039248,0.02069026,0.03429952,0.028368613,0.023676505,0.017989622,21
0.0764583,0.03318334,0.0002651973,0.009315575,0.37148213,0.048135225,0.1869718,0.042856533,0.08594493,0.059187584,0.050075717,0.03612367,22
0.043828208,0.07993816,2.2804757e-05,0.00044867783,0.011742092,0.2321053,0.0021592316,0.34409666,0.07187978,0.028818453,0.107510805,0.077449836,23
0.014515378,0.6319674,1.8736951e-05,0.0003331458,0.0054555167,0.08027793,0.0013834994,0.10581284,0.018862832,0.011898593,0.032721087,0.09675303,24
0.13389236,0.031335223,2.3323084e-05,0.00046784294,0.012926792,0.03888247,0.0022983798,0.07187227,0.041338444,0.102865,0.5105387,0.05355927,25
0.02527566,0.1387553,2.1840258e-05,0.00041584586,0.009022712,0.4054312,0.0018997071,0.22428438,0.04537665,0.017738199,0.053414788,0.07836375,26
0.063316956,0.054248642,0.02242099,0.3230344,0.07421385,0.058322772,0.1075883,0.057146307,0.06380366,0.061808843,0.0589102,0.05518513,27
0.02061406,0.392422,2.100717e-05,0.00038208652,0.0069216914,0.108475834,0.0016402663,0.24394046,0.02596048,0.017379658,0.05331333,0.12892915,28
0.4381606,0.024856612,2.7658833e-05,0.00059418014,0.025193809,0.041789703,0.0032761719,0.053381026,0.0870726,0.13300084,0.15676346,0.035883393,29
0.036622692,0.06692233,2.1901371e-05,0.0004358395,0.011884363,0.48439756,0.0021311475,0.15643474,0.08989822,0.021823563,0.06784214,0.06158546,30
0.027036926,0.21718194,2.2048302e-05,0.00040539828,0.007762419,0.09443238,0.0017695408,0.32057756,0.029266585,0.023886416,0.08760826,0.19005054,31
0.025433155,0.15381469,2.297155e-05,0.00043575742,0.009284434,0.39305982,0.0019811154,0.21484908,0.045608766,0.018332118,0.053612527,0.0835655,32
0.054041978,0.06358426,2.594687e-05,0.000524802,0.015790783,0.37389007,0.002632705,0.15588526,0.14485309,0.02865324,0.09288972,0.06722818,33
0.059738334,0.022666264,0.00012895264,0.0040041893,0.6192574,0.035298772,0.051767148,0.03061549,0.07300154,0.042389758,0.036286455,0.024845762,34
0.048175693,0.031703163,0.0010633566,0.114127725,0.080692634,0.03833669,0.48328277,0.03630151,0.04957658,0.04422711,0.03936325,0.033149574,35
0.15548447,0.03444052,2.2933986e-05,0.0004678517,0.014816272,0.055636223,0.0023750782,0.08725287,0.06617583,0.07471132,0.45180234,0.056814227,36
0.0046272515,0.0025761276,4.2782918e-05,0.0022343737,0.010597269,0.0033403845,0.9583575,0.0031045764,0.0048564025,0.004054901,0.003471599,0.0027368006,37
0.06510132,0.031012522,0.00030716535,0.011869747,0.23441496,0.043409374,0.37192985,0.039096404,0.071971394,0.052669678,0.04481503,0.03340255,38
0.0028681208,0.0022140797,0.00022336618,0.9674297,0.003816832,0.0024973704,0.008075323,0.0024119387,0.0029126883,0.0027367065,0.0025365918,0.0022772376,39
0.029957244,0.02414072,0.003902141,0.6737873,0.03770519,0.026685482,0.06690509,0.025938326,0.0302949,0.02889429,0.027064957,0.024724264,40
