GHS_urban_area_id,most_probable_cluster,assignment_probability,uncertainty_score,similarity
89,3,1.0,0.0,0.22537589
90,1,1.0,0.0,0.36005327
91,1,1.0,0.0,0.45029616
92,2,1.0,0.0,0.48620787
93,3,1.0,0.0,0.23888282
94,3,1.0,0.0,0.28656042
95,3,1.0,0.0,0.28290012
96,0,1.0,0.0,0.39726046
97,1,1.0,0.0,0.3562405
98,3,1.0,0.0,0.28215167
99,3,1.0,0.0,0.2305735
100,1,1.0,0.0,0.3400567
101,1,1.0,0.0,0.38746247
102,3,1.0,0.0,0.3099513
103,3,1.0,0.0,0.32461154
104,3,1.0,0.0,0.22436576
105,3,1.0,0.0,0.28559208
106,1,1.0,0.0,0.4000596
107,1,1.0,0.0,0.40205657
108,3,1.0,0.0,0.2595526
109,3,1.0,0.0,0.2475685
110,1,1.0,0.0,0.44906774
111,0,1.0,0.0,0.47637495
112,3,1.0,0.0,0.23371685
113,2,1.0,0.0,0.32354656
114,1,1.0,0.0,0.34878275
115,1,1.0,0.0,0.3483243
116,1,1.0,0.0,0.35933143
117,1,1.0,0.0,0.4111074
118,1,1.0,0.0,0.44475365
119,3,1.0,0.0,0.25132895
120,3,1.0,0.0,0.5483433
121,1,1.0,0.0,0.5718416
122,0,1.0,0.0,0.39919153
123,1,1.0,0.0,0.33189023
124,1,1.0,0.0,0.4353063
125,3,1.0,0.0,0.5618067
126,0,1.0,0.0,0.43829846
127,1,1.0,0.0,0.3426385
128,1,1.0,0.0,0.32338744
129,1,1.0,0.0,0.33310318
130,1,1.0,0.0,0.37100157
131,1,1.0,0.0,0.33083132
133,1,1.0,0.0,0.3877033
134,3,1.0,0.0,0.27199465
135,0,1.0,0.0,0.38325712
136,1,1.0,0.0,0.41696116
137,2,1.0,0.0,0.4158988
138,1,1.0,0.0,0.39881587
139,1,1.0,0.0,0.47403488
140,1,1.0,0.0,0.37441674
141,3,1.0,0.0,0.3294178
142,3,1.0,0.0,0.34132543
143,1,1.0,0.0,0.4200691
144,0,1.0,0.0,0.49910513
145,3,1.0,0.0,0.40175378
146,0,1.0,0.0,0.50138694
147,2,1.0,0.0,0.46741226
148,0,1.0,0.0,0.39331168
149,1,1.0,0.0,0.37107232
150,1,1.0,0.0,0.46832636
151,1,1.0,0.0,0.3313328
152,3,1.0,0.0,0.33708993
153,3,1.0,0.0,0.3309455
154,1,1.0,0.0,0.41088182
155,3,1.0,0.0,0.2652206
156,3,1.0,0.0,0.340943
157,1,1.0,0.0,0.33334643
158,3,1.0,0.0,0.37802452
159,1,1.0,0.0,0.36767882
160,1,1.0,0.0,0.418307
161,2,1.0,0.0,0.40364003
162,3,1.0,0.0,0.35632566
163,1,1.0,0.0,0.40969998
164,3,1.0,0.0,0.38870725
165,3,1.0,0.0,0.518083
166,3,1.0,0.0,0.5263065
167,2,1.0,0.0,0.36671
168,3,1.0,0.0,0.30516353
169,2,1.0,0.0,0.3619317
170,1,1.0,0.0,0.47648552
171,2,1.0,0.0,0.5026506
172,1,1.0,0.0,0.44622648
173,1,1.0,0.0,0.4670046
174,2,1.0,0.0,0.44447124
175,2,1.0,0.0,0.5619573
176,3,1.0,0.0,0.41884217
177,3,1.0,0.0,0.58543813
178,3,1.0,0.0,0.44750148
179,3,1.0,0.0,0.2569907
180,1,1.0,0.0,0.40140584
181,3,1.0,0.0,0.24899818
182,3,1.0,0.0,0.30043748
183,3,1.0,0.0,0.31900913
184,3,1.0,0.0,0.24867932
185,0,1.0,0.0,0.4231449
186,1,1.0,0.0,0.48136714
187,3,1.0,0.0,0.22062494
189,3,1.0,0.0,0.5579061
190,1,1.0,0.0,0.33219203
191,1,1.0,0.0,0.39842126
192,1,1.0,0.0,0.38047558
193,3,1.0,0.0,0.24273238
194,1,1.0,0.0,0.3335257
195,3,1.0,0.0,0.2240435
196,2,1.0,0.0,0.33639392
197,2,1.0,0.0,0.31389928
198,0,1.0,0.0,0.4516243
199,2,1.0,0.0,0.3187419
200,0,1.0,0.0,0.39791432
201,0,1.0,0.0,0.427911
202,0,1.0,0.0,0.4099911
203,3,1.0,0.0,0.34799755
204,0,1.0,0.0,0.41932604
205,2,1.0,0.0,0.47540057
206,2,1.0,0.0,0.36861783
207,1,1.0,0.0,0.3537465
208,2,1.0,0.0,0.317243
209,0,1.0,0.0,0.47187474
210,3,1.0,0.0,0.22369678
211,1,1.0,0.0,0.4500615
212,3,1.0,0.0,0.29808015
213,3,1.0,0.0,0.32455394
214,3,1.0,0.0,0.2467493
215,0,1.0,0.0,0.4019626
216,1,1.0,0.0,0.46108875
217,1,1.0,0.0,0.463285
218,1,1.0,0.0,0.3168344
219,2,1.0,0.0,0.58851373
220,2,1.0,0.0,0.36077344
221,1,1.0,0.0,0.41739237
222,1,1.0,0.0,0.5150228
223,3,1.0,0.0,0.26737338
224,2,1.0,0.0,0.31875065
225,2,1.0,0.0,0.3169918
226,1,1.0,0.0,0.3724861
227,1,1.0,0.0,0.5407639
228,1,1.0,0.0,0.49878576
229,0,1.0,0.0,0.42571482
230,0,1.0,0.0,0.4566862
231,3,1.0,0.0,0.27662992
232,0,1.0,0.0,0.39882612
233,4,1.0,0.0,0.6009805
234,0,1.0,0.0,0.44864336
235,3,1.0,0.0,0.22975075
236,3,1.0,0.0,0.23527554
237,2,1.0,0.0,0.3218682
238,1,1.0,0.0,0.35691935
239,2,1.0,0.0,0.3262865
240,2,1.0,0.0,0.30215803
241,2,1.0,0.0,0.3772324
242,3,1.0,0.0,0.21291552
243,2,1.0,0.0,0.31686985
244,3,1.0,0.0,0.26849598
245,3,1.0,0.0,0.24420173
246,3,1.0,0.0,0.2167168
247,3,1.0,0.0,0.21442015
248,3,1.0,0.0,0.2332279
249,3,1.0,0.0,0.21102682
250,0,1.0,0.0,0.49920222
251,3,1.0,0.0,0.24592914
252,3,1.0,0.0,0.2234799
253,1,1.0,0.0,0.54562443
255,3,1.0,0.0,0.52288747
256,3,1.0,0.0,0.2335252
257,3,1.0,0.0,0.27655575
258,3,1.0,0.0,0.3016258
259,1,1.0,0.0,0.39929894
260,3,1.0,0.0,0.22877215
261,3,1.0,0.0,0.23134173
262,2,1.0,0.0,0.31419656
263,3,1.0,0.0,0.2420115
264,1,1.0,0.0,0.450077
265,3,1.0,0.0,0.22328785
266,3,1.0,0.0,0.37509698
267,1,1.0,0.0,0.3956878
268,2,1.0,0.0,0.33857018
269,3,1.0,0.0,0.26490086
270,0,1.0,0.0,0.39196548
271,3,1.0,0.0,0.21705735
272,1,1.0,0.0,0.34462515
273,1,1.0,0.0,0.34407324
274,3,1.0,0.0,0.26771033
275,3,1.0,0.0,0.28900594
276,3,1.0,0.0,0.21607816
277,1,1.0,0.0,0.40455002
278,3,1.0,0.0,0.3071714
279,1,1.0,0.0,0.40332782
280,3,1.0,0.0,0.2743106
281,1,1.0,0.0,0.38355333
282,3,1.0,0.0,0.27188224
283,1,1.0,0.0,0.4456058
284,1,1.0,0.0,0.35728312
285,3,1.0,0.0,0.24161693
286,2,1.0,0.0,0.3816986
287,3,1.0,0.0,0.24027364
288,1,1.0,0.0,0.36082408
289,1,1.0,0.0,0.33533466
290,0,1.0,0.0,0.36856645
291,3,1.0,0.0,0.76952595
292,1,1.0,0.0,0.41570064
293,1,1.0,0.0,0.40223882
294,3,1.0,0.0,0.24917378
295,3,1.0,0.0,0.37015048
296,0,1.0,0.0,0.5040145
297,0,1.0,0.0,0.52793616
298,0,1.0,0.0,0.45118773
299,3,1.0,0.0,0.73632723
300,1,1.0,0.0,0.3416445
301,3,1.0,0.0,0.2659609
302,1,1.0,0.0,0.3457981
303,0,1.0,0.0,0.4488669
304,1,1.0,0.0,0.344561
305,1,1.0,0.0,0.3773611
306,1,1.0,0.0,0.31663048
307,2,1.0,0.0,0.58206046
308,0,1.0,0.0,0.37563166
309,1,1.0,0.0,0.46255168
310,1,1.0,0.0,0.42923754
311,2,1.0,0.0,0.38630748
312,3,1.0,0.0,0.32442883
314,1,1.0,0.0,0.45489872
315,3,1.0,0.0,0.22877048
316,3,1.0,0.0,0.5318174
317,0,1.0,0.0,0.49528986
319,2,1.0,0.0,0.460741
320,0,1.0,0.0,0.4237013
321,1,1.0,0.0,0.3639741
322,1,1.0,0.0,0.34941223
323,3,1.0,0.0,0.27041376
324,1,1.0,0.0,0.41276485
325,3,1.0,0.0,0.26894206
326,3,1.0,0.0,0.34576276
327,1,1.0,0.0,0.35158953
328,3,1.0,0.0,0.37220415
329,1,1.0,0.0,0.40157193
330,2,1.0,0.0,0.44419432
331,1,1.0,0.0,0.38552254
332,1,1.0,0.0,0.39049262
333,2,1.0,0.0,0.37681195
334,3,1.0,0.0,0.48148412
335,2,1.0,0.0,0.30718458
336,2,1.0,0.0,0.39497373
337,3,1.0,0.0,0.332435
338,2,1.0,0.0,0.49084792
339,1,1.0,0.0,0.44415015
340,0,1.0,0.0,0.38816497
341,2,1.0,0.0,0.6028299
342,2,1.0,0.0,0.38226995
343,0,1.0,0.0,0.39946374
344,3,1.0,0.0,0.58510464
345,3,1.0,0.0,0.33641472
346,3,1.0,0.0,0.24124683
347,1,1.0,0.0,0.4266508
348,4,1.0,0.0,0.21551558
349,3,1.0,0.0,0.31111643
350,3,1.0,0.0,0.2934673
351,3,1.0,0.0,0.26813635
352,0,1.0,0.0,0.441603
353,3,1.0,0.0,0.21124768
354,3,1.0,0.0,0.5458304
355,1,1.0,0.0,0.38917243
356,3,1.0,0.0,0.24120568
357,1,1.0,0.0,0.3279243
358,3,1.0,0.0,0.27949592
359,1,1.0,0.0,0.38265035
360,0,1.0,0.0,0.42673573
361,0,1.0,0.0,0.36996028
362,0,1.0,0.0,0.4732649
363,3,1.0,0.0,0.5092227
364,2,1.0,0.0,0.35225126
365,0,1.0,0.0,0.42115557
366,1,1.0,0.0,0.4564405
367,0,1.0,0.0,0.65650266
368,1,1.0,0.0,0.40725335
369,2,1.0,0.0,0.3825507
370,1,1.0,0.0,0.3705985
371,1,1.0,0.0,0.4918424
372,1,1.0,0.0,0.44672245
373,3,1.0,0.0,0.23799834
374,0,1.0,0.0,0.41332114
375,1,1.0,0.0,0.47171882
376,1,1.0,0.0,0.3670003
377,1,1.0,0.0,0.31237254
378,1,1.0,0.0,0.39971507
379,1,1.0,0.0,0.38564512
380,1,1.0,0.0,0.32917437
381,0,1.0,0.0,0.44511157
382,3,1.0,0.0,0.27132526
383,0,1.0,0.0,0.41608402
384,2,1.0,0.0,0.34273642
385,0,1.0,0.0,0.46168855
386,2,1.0,0.0,0.3870575
387,0,1.0,0.0,0.43807045
389,1,1.0,0.0,0.4904813
390,1,1.0,0.0,0.36693245
391,3,1.0,0.0,0.7160389
392,3,1.0,0.0,0.23199302
393,2,1.0,0.0,0.3068201
394,3,1.0,0.0,0.24449588
395,1,1.0,0.0,0.5657138
396,3,1.0,0.0,0.26729062
397,2,1.0,0.0,0.34711632
398,3,1.0,0.0,0.23280801
399,0,1.0,0.0,0.4786647
400,2,1.0,0.0,0.33631998
401,2,1.0,0.0,0.30914497
402,2,1.0,0.0,0.40719336
403,3,1.0,0.0,0.21768446
404,2,1.0,0.0,0.34024012
405,3,1.0,0.0,0.21693635
406,3,1.0,0.0,0.22444332
407,3,1.0,0.0,0.2158063
408,3,1.0,0.0,0.21321549
409,3,1.0,0.0,0.21989235
410,3,1.0,0.0,0.21431877
411,0,1.0,0.0,0.49903813
412,3,1.0,0.0,0.22235163
413,0,1.0,0.0,0.40174624
414,1,1.0,0.0,0.41415268
415,3,1.0,0.0,0.2266636
416,3,1.0,0.0,0.25253507
417,3,1.0,0.0,0.24435328
418,3,1.0,0.0,0.46895403
419,3,1.0,0.0,0.2268544
420,1,1.0,0.0,0.37134287
421,2,1.0,0.0,0.33446717
422,3,1.0,0.0,0.22114049
423,3,1.0,0.0,0.2463193
424,1,1.0,0.0,0.60447407
425,3,1.0,0.0,0.24478385
426,1,1.0,0.0,0.42141157
427,3,1.0,0.0,0.6373528
428,0,1.0,0.0,0.38250142
429,1,1.0,0.0,0.35412067
430,1,1.0,0.0,0.36369148
431,3,1.0,0.0,0.54833937
432,1,1.0,0.0,0.3483909
433,3,1.0,0.0,0.29656482
434,1,1.0,0.0,0.4373447
435,3,1.0,0.0,0.23127852
436,3,1.0,0.0,0.23523487
437,1,1.0,0.0,0.42156452
438,3,1.0,0.0,0.32143945
439,1,1.0,0.0,0.34927
440,3,1.0,0.0,0.3475557
441,1,1.0,0.0,0.37690258
442,1,1.0,0.0,0.39498773
443,1,1.0,0.0,0.31622618
444,2,1.0,0.0,0.45987287
445,1,1.0,0.0,0.33018056
446,1,1.0,0.0,0.38762012
447,1,1.0,0.0,0.36442986
448,1,1.0,0.0,0.3867042
449,0,1.0,0.0,0.4897476
450,3,1.0,0.0,0.2573708
451,1,1.0,0.0,0.47151563
452,0,1.0,0.0,0.5044375
453,1,1.0,0.0,0.55084306
454,2,1.0,0.0,0.48065695
455,2,1.0,0.0,0.35598722
456,3,1.0,0.0,0.3181954
457,3,1.0,0.0,0.4006959
458,3,1.0,0.0,0.27592668
459,1,1.0,0.0,0.37001234
460,1,1.0,0.0,0.35152647
461,3,1.0,0.0,0.40152037
462,1,1.0,0.0,0.50789106
463,0,1.0,0.0,0.41303933
464,1,1.0,0.0,0.3731267
465,1,1.0,0.0,0.42052293
467,3,1.0,0.0,0.2728983
468,3,1.0,0.0,0.3166013
469,1,1.0,0.0,0.41249567
470,4,1.0,0.0,0.8198844
471,3,1.0,0.0,0.31894028
472,0,1.0,0.0,0.4453496
473,2,1.0,0.0,0.39158756
474,0,1.0,0.0,0.4757227
475,3,1.0,0.0,0.4498089
476,1,1.0,0.0,0.3394763
477,3,1.0,0.0,0.27537787
478,1,1.0,0.0,0.4125952
479,3,1.0,0.0,0.26753905
480,3,1.0,0.0,0.26566115
481,1,1.0,0.0,0.3682053
482,3,1.0,0.0,0.43093193
483,1,1.0,0.0,0.40791234
484,0,1.0,0.0,0.4940073
485,3,1.0,0.0,0.33240765
486,3,1.0,0.0,0.3596178
487,2,1.0,0.0,0.3435111
488,1,1.0,0.0,0.57562083
489,0,1.0,0.0,0.42543954
490,2,1.0,0.0,0.34957033
491,2,1.0,0.0,0.494293
492,1,1.0,0.0,0.47796738
493,2,1.0,0.0,0.32583007
494,2,1.0,0.0,0.595115
495,1,1.0,0.0,0.45078203
496,0,1.0,0.0,0.50443363
497,0,1.0,0.0,0.44184333
498,3,1.0,0.0,0.26732108
499,1,1.0,0.0,0.45871237
500,3,1.0,0.0,0.25224036
501,3,1.0,0.0,0.31495738
502,3,1.0,0.0,0.27101988
503,2,1.0,0.0,0.36697075
504,3,1.0,0.0,0.5438273
505,3,1.0,0.0,0.22021168
506,3,1.0,0.0,0.24246706
507,3,1.0,0.0,0.26276526
508,3,1.0,0.0,0.21904446
509,2,1.0,0.0,0.30895025
510,0,1.0,0.0,0.40418744
511,1,1.0,0.0,0.5151401
512,2,1.0,0.0,0.32041138
513,3,1.0,0.0,0.5319184
514,0,1.0,0.0,0.4332052
515,0,1.0,0.0,0.38620386
516,1,1.0,0.0,0.44959074
517,2,1.0,0.0,0.5118611
518,1,1.0,0.0,0.422976
519,2,1.0,0.0,0.32599717
520,1,1.0,0.0,0.39206257
521,2,1.0,0.0,0.33075154
522,2,1.0,0.0,0.3501456
523,3,1.0,0.0,0.22485778
524,3,1.0,0.0,0.27913496
525,1,1.0,0.0,0.497253
526,1,1.0,0.0,0.31921765
527,1,1.0,0.0,0.4320448
528,1,1.0,0.0,0.3403108
529,2,1.0,0.0,0.39232993
530,1,1.0,0.0,0.34636828
531,0,1.0,0.0,0.48937818
532,0,1.0,0.0,0.44138792
533,2,1.0,0.0,0.4419652
535,0,1.0,0.0,0.39158583
536,0,1.0,0.0,0.477563
537,1,1.0,0.0,0.5126148
538,3,1.0,0.0,0.23793498
539,0,1.0,0.0,0.4771556
540,3,1.0,0.0,0.23170213
541,2,1.0,0.0,0.4623585
542,3,1.0,0.0,0.24162571
543,2,1.0,0.0,0.30359063
544,3,1.0,0.0,0.21921186
545,1,1.0,0.0,0.34331924
546,2,1.0,0.0,0.2972312
547,2,1.0,0.0,0.31295255
548,0,1.0,0.0,0.5340994
549,3,1.0,0.0,0.21489304
550,2,1.0,0.0,0.29777622
551,3,1.0,0.0,0.21623261
552,3,1.0,0.0,0.21699241
553,3,1.0,0.0,0.21822478
554,3,1.0,0.0,0.22400548
555,3,1.0,0.0,0.22290203
556,0,1.0,0.0,0.48067647
557,3,1.0,0.0,0.21088676
558,3,1.0,0.0,0.2216629
559,1,1.0,0.0,0.5192508
560,3,1.0,0.0,0.23375234
561,3,1.0,0.0,0.21795048
562,3,1.0,0.0,0.24239446
563,1,1.0,0.0,0.40806997
564,3,1.0,0.0,0.49436712
565,2,1.0,0.0,0.32709157
566,1,1.0,0.0,0.3818603
567,3,1.0,0.0,0.22401
568,3,1.0,0.0,0.24623366
569,3,1.0,0.0,0.23437259
570,2,1.0,0.0,0.4120505
571,1,1.0,0.0,0.41317105
572,3,1.0,0.0,0.22784495
573,3,1.0,0.0,0.27151617
574,1,1.0,0.0,0.38001028
575,3,1.0,0.0,0.25916964
576,1,1.0,0.0,0.42210418
577,3,1.0,0.0,0.23108856
578,3,1.0,0.0,0.240128
579,1,1.0,0.0,0.34287012
580,3,1.0,0.0,0.48915362
581,1,1.0,0.0,0.40244997
582,1,1.0,0.0,0.46280402
583,0,1.0,0.0,0.40396118
584,1,1.0,0.0,0.41902104
585,3,1.0,0.0,0.26839197
586,3,1.0,0.0,0.51958174
587,1,1.0,0.0,0.3764481
588,1,1.0,0.0,0.3520958
589,2,1.0,0.0,0.45492804
590,1,1.0,0.0,0.40130854
591,1,1.0,0.0,0.33448246
592,2,1.0,0.0,0.41722834
593,2,1.0,0.0,0.6592625
594,1,1.0,0.0,0.38002852
595,1,1.0,0.0,0.37644905
596,3,1.0,0.0,0.25624257
597,3,1.0,0.0,0.48567864
598,1,1.0,0.0,0.43136194
599,1,1.0,0.0,0.41461727
600,0,1.0,0.0,0.42299485
601,3,1.0,0.0,0.2528466
602,1,1.0,0.0,0.34995353
603,2,1.0,0.0,0.39059812
604,1,1.0,0.0,0.3267868
605,1,1.0,0.0,0.40721962
606,1,1.0,0.0,0.34715474
607,1,1.0,0.0,0.40701255
608,0,1.0,0.0,0.47326317
609,0,1.0,0.0,0.45732486
610,1,1.0,0.0,0.34221792
611,3,1.0,0.0,0.41930744
612,0,1.0,0.0,0.49404123
613,1,1.0,0.0,0.37253383
614,1,1.0,0.0,0.4870264
615,3,1.0,0.0,0.31900188
617,2,1.0,0.0,0.44813332
618,1,1.0,0.0,0.4209166
619,3,1.0,0.0,0.2811599
620,1,1.0,0.0,0.36624992
621,1,1.0,0.0,0.41076994
622,3,1.0,0.0,0.26671523
623,0,1.0,0.0,0.39893192
624,3,1.0,0.0,0.36955622
626,1,1.0,0.0,0.38054848
627,0,1.0,0.0,0.4953069
628,3,1.0,0.0,0.27933007
629,3,1.0,0.0,0.34902427
630,2,1.0,0.0,0.415497
631,0,1.0,0.0,0.46866378
632,3,1.0,0.0,0.6754986
633,2,1.0,0.0,0.29485255
634,2,1.0,0.0,0.45964938
635,0,1.0,0.0,0.39633906
636,1,1.0,0.0,0.47047874
637,1,1.0,0.0,0.48093748
638,2,1.0,0.0,0.5200817
639,3,1.0,0.0,0.6294932
640,3,1.0,0.0,0.31323212
641,1,1.0,0.0,0.4521952
642,3,1.0,0.0,0.2232806
643,3,1.0,0.0,0.32001343
644,3,1.0,0.0,0.2858035
645,0,1.0,0.0,0.48505867
646,3,1.0,0.0,0.5001955
647,3,1.0,0.0,0.21656412
648,3,1.0,0.0,0.225763
649,1,1.0,0.0,0.36869273
650,3,1.0,0.0,0.22172052
651,3,1.0,0.0,0.5413726
652,2,1.0,0.0,0.30947104
653,0,1.0,0.0,0.39648923
654,2,1.0,0.0,0.30669826
655,1,1.0,0.0,0.44999602
656,2,1.0,0.0,0.36999303
657,2,1.0,0.0,0.32781804
658,3,1.0,0.0,0.45933846
659,2,1.0,0.0,0.4936695
660,4,1.0,0.0,0.706602
661,0,1.0,0.0,0.42423517
662,1,1.0,0.0,0.3688504
663,1,1.0,0.0,0.4717313
664,0,1.0,0.0,0.39114594
665,3,1.0,0.0,0.23654091
666,3,1.0,0.0,0.2592909
667,0,1.0,0.0,0.40097114
668,1,1.0,0.0,0.32683772
669,1,1.0,0.0,0.39873305
670,1,1.0,0.0,0.32943875
671,2,1.0,0.0,0.38135546
672,1,1.0,0.0,0.35602987
673,3,1.0,0.0,0.63184893
674,0,1.0,0.0,0.46167853
675,0,1.0,0.0,0.4816223
676,1,1.0,0.0,0.4670196
677,1,1.0,0.0,0.34272957
678,3,1.0,0.0,0.4879472
679,3,1.0,0.0,0.23143
680,2,1.0,0.0,0.3055966
681,3,1.0,0.0,0.23206617
682,2,1.0,0.0,0.3417545
683,3,1.0,0.0,0.24248566
684,2,1.0,0.0,0.30792814
685,3,1.0,0.0,0.21306615
686,1,1.0,0.0,0.33849403
687,2,1.0,0.0,0.31051123
688,2,1.0,0.0,0.31726652
689,3,1.0,0.0,0.21232606
690,2,1.0,0.0,0.3066739
691,2,1.0,0.0,0.36134374
692,3,1.0,0.0,0.21517563
693,3,1.0,0.0,0.31527334
694,3,1.0,0.0,0.21869679
695,3,1.0,0.0,0.22080952
696,3,1.0,0.0,0.22107114
697,0,1.0,0.0,0.4886817
698,3,1.0,0.0,0.22186653
699,3,1.0,0.0,0.22101095
700,1,1.0,0.0,0.5267349
701,3,1.0,0.0,0.21606609
702,3,1.0,0.0,0.23178554
703,3,1.0,0.0,0.24452016
704,3,1.0,0.0,0.45512608
705,2,1.0,0.0,0.33546114
706,3,1.0,0.0,0.39952675
707,1,1.0,0.0,0.383886
708,3,1.0,0.0,0.2458964
709,3,1.0,0.0,0.23542418
710,3,1.0,0.0,0.24434674
711,0,1.0,0.0,0.50314665
712,3,1.0,0.0,0.32228982
713,3,1.0,0.0,0.2640232
714,3,1.0,0.0,0.3209035
715,1,1.0,0.0,0.33782887
716,3,1.0,0.0,0.26538175
717,1,1.0,0.0,0.38739714
718,1,1.0,0.0,0.36002678
719,3,1.0,0.0,0.5050479
720,3,1.0,0.0,0.2993194
721,1,1.0,0.0,0.38329455
722,0,1.0,0.0,0.40461487
723,1,1.0,0.0,0.3437406
724,3,1.0,0.0,0.330827
725,3,1.0,0.0,0.27905384
726,3,1.0,0.0,0.2691872
727,3,1.0,0.0,0.21630162
729,1,1.0,0.0,0.44695008
730,0,1.0,0.0,0.4178736
731,0,1.0,0.0,0.45527145
732,0,1.0,0.0,0.4750299
733,0,1.0,0.0,0.4655336
734,1,1.0,0.0,0.37069535
735,1,1.0,0.0,0.50041217
736,0,1.0,0.0,0.40004897
737,1,1.0,0.0,0.43497893
738,3,1.0,0.0,0.2637391
739,1,1.0,0.0,0.40362206
740,1,1.0,0.0,0.3352571
741,2,1.0,0.0,0.38075584
742,1,1.0,0.0,0.32767868
743,1,1.0,0.0,0.3707254
744,1,1.0,0.0,0.34848797
745,0,1.0,0.0,0.40520447
746,0,1.0,0.0,0.42504805
747,2,1.0,0.0,0.60152
748,1,1.0,0.0,0.38648295
749,3,1.0,0.0,0.37374207
750,0,1.0,0.0,0.44886842
751,3,1.0,0.0,0.3236024
752,0,1.0,0.0,0.59870535
753,0,1.0,0.0,0.47591105
754,2,1.0,0.0,0.39270842
755,3,1.0,0.0,0.32091793
756,1,1.0,0.0,0.42045593
757,1,1.0,0.0,0.37806502
758,1,1.0,0.0,0.37243757
759,3,1.0,0.0,0.2683749
760,0,1.0,0.0,0.40978104
761,3,1.0,0.0,0.36925521
762,1,1.0,0.0,0.3691904
763,0,1.0,0.0,0.491529
764,3,1.0,0.0,0.27790427
765,2,1.0,0.0,0.40204713
766,3,1.0,0.0,0.35203147
767,2,1.0,0.0,0.43380472
768,2,1.0,0.0,0.3613264
769,2,1.0,0.0,0.4001624
770,2,1.0,0.0,0.4393493
771,1,1.0,0.0,0.48025036
772,0,1.0,0.0,0.42746434
773,1,1.0,0.0,0.45112425
774,2,1.0,0.0,0.528146
775,1,1.0,0.0,0.5861785
776,1,1.0,0.0,0.43676984
777,3,1.0,0.0,0.26671463
778,3,1.0,0.0,0.30467212
779,3,1.0,0.0,0.24347019
780,2,1.0,0.0,0.3480211
781,3,1.0,0.0,0.21446039
782,3,1.0,0.0,0.56685907
783,3,1.0,0.0,0.22889231
784,3,1.0,0.0,0.22870587
785,3,1.0,0.0,0.313323
786,3,1.0,0.0,0.22819573
787,0,1.0,0.0,0.4250759
