cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.07788825,0.054258548,0.04187049,0.015123355,0.00011141974,0.2896274,0.007556025,0.0019650604,0.025004981,0.023734944,0.46285948,1.0
0.06847544,0.059479762,0.49255928,0.028170483,0.00017824835,0.08597312,0.007961688,0.0037351146,0.11979712,0.0678255,0.06584418,2.0
0.022970572,0.017014753,0.041214824,0.010635218,0.00017347836,0.023579055,0.008289849,0.0054964144,0.82235193,0.018050523,0.030223316,3.0
0.07714929,0.058675483,0.10144977,0.041670103,0.0012489732,0.07417477,0.05491099,0.068690054,0.36602435,0.061060842,0.09494532,4.0
0.03971752,0.055398863,0.64651746,0.030666076,9.3652576e-05,0.045104805,0.0034294564,0.0016676135,0.02432496,0.13057387,0.022505615,5.0
0.068563856,0.053212818,0.2560285,0.02822467,0.00024367376,0.07715437,0.011125102,0.005681054,0.3641489,0.05963679,0.07598021,6.0
0.06714377,0.61697125,0.04205121,0.034919813,7.498141e-05,0.13948461,0.003247216,0.0011156349,0.010289553,0.056772094,0.027929869,7.0
0.027125748,0.018743044,0.01745446,0.00672354,6.936551e-05,0.059670005,0.005725432,0.0012896496,0.015897192,0.009943533,0.837358,8.0
0.09358913,0.15759538,0.037280433,0.01993707,7.6865486e-05,0.588445,0.0039926623,0.0012032157,0.01220728,0.031357866,0.05431513,9.0
0.027845593,0.019473614,0.017998759,0.007066052,7.420926e-05,0.06078815,0.006218014,0.001377071,0.016584333,0.010368153,0.832206,10.0
0.027022084,0.019350536,0.017429018,0.0068518436,6.89762e-05,0.06372645,0.005583232,0.0012611478,0.01514086,0.010071582,0.83349425,11.0
0.026636992,0.018879926,0.017091047,0.006617923,6.5611384e-05,0.06329299,0.005263602,0.0012028378,0.014692208,0.009793416,0.83646345,12.0
0.026811136,0.018633401,0.017028734,0.0066229305,6.752158e-05,0.06034115,0.005528823,0.0012455691,0.015168514,0.0097696325,0.8387826,13.0
0.35199627,0.2757467,0.056726214,0.032079503,0.00010185915,0.16214998,0.0047700494,0.001613245,0.016135368,0.056885723,0.04179514,14.0
0.18640141,0.45783353,0.05350631,0.03521596,9.202633e-05,0.1498408,0.0041349744,0.0014240736,0.013770845,0.062850825,0.034929197,15.0
0.04158874,0.030314941,0.06332747,0.017394098,0.00029509602,0.0474775,0.017469658,0.008759557,0.67029816,0.028368438,0.07470632,16.0
