cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,GHS_urban_area_id
0.09025219,0.023779256,1.5130381e-05,0.00027464234,0.008305779,0.09507526,0.037231736,0.5067535,0.0013439682,0.038553774,0.058829065,0.07398844,0.04715774,0.018439556,1
0.029393777,0.034400046,2.5366082e-05,0.0005142326,0.03477316,0.66869605,0.021041762,0.060490232,0.0030390623,0.019138955,0.033202033,0.033537213,0.049092192,0.012655975,2
0.033454906,0.52151495,4.234951e-05,0.0008381496,0.026601013,0.07386583,0.03252464,0.051057428,0.004302662,0.02375409,0.057915144,0.026225561,0.12884198,0.019061279,3
0.1272407,0.024102155,1.3242701e-05,0.0002266301,0.004807627,0.025543157,0.1777596,0.096695185,0.0010018655,0.06572617,0.32511598,0.05138082,0.06158433,0.03880245,4
0.036151897,0.05473076,0.00022360751,0.006553021,0.45919636,0.079747446,0.032853387,0.04678585,0.09349132,0.030246703,0.04127672,0.039644927,0.053768937,0.025329087,5
0.030950839,0.26582816,2.1029453e-05,0.00039275523,0.010812763,0.04982823,0.034889348,0.048038926,0.001899292,0.020655075,0.088476986,0.022803564,0.40891135,0.016491583,6
0.019051947,0.02842559,4.881066e-05,0.0011495855,0.7238024,0.0737417,0.0159456,0.028437903,0.009280687,0.014648032,0.021788688,0.021782488,0.030692063,0.011204381,7
0.11565218,0.015175172,1.0249906e-05,0.00018150204,0.004762642,0.03825635,0.03206071,0.60931903,0.00085316214,0.038637806,0.0439309,0.05723712,0.028112521,0.015810603,8
0.040676195,0.056925382,7.456822e-05,0.0016582169,0.35591567,0.22317061,0.03266336,0.06535144,0.011847212,0.030021612,0.04616877,0.047408007,0.06608451,0.02203448,9
0.03938947,0.04879893,4.154519e-05,0.00086013426,0.07135992,0.53230923,0.028829878,0.07522023,0.005291131,0.026591599,0.043834485,0.045225568,0.06423339,0.018014511,10
0.012285537,0.015995042,0.00016761154,0.0067853727,0.05220921,0.020588377,0.011446378,0.014617605,0.8030531,0.010864551,0.013319257,0.013350588,0.015784873,0.00953255,11
0.038729213,0.052968968,0.00030579494,0.009674325,0.332431,0.07715205,0.03526089,0.04851492,0.20521186,0.03311914,0.042703144,0.042919565,0.052930646,0.028078504,12
0.04573822,0.030431835,1.9519872e-05,0.00037293555,0.015758634,0.55513895,0.02730575,0.13221529,0.0019887167,0.025687741,0.044998605,0.05075403,0.054636754,0.014953098,13
0.08552986,0.030798174,1.9649504e-05,0.00036199053,0.011927489,0.1719121,0.03943152,0.3949483,0.0018128753,0.040375385,0.06342168,0.07991529,0.059087962,0.02045775,14
0.033239823,0.04001698,0.0011875387,0.108052954,0.07596996,0.045951158,0.03173449,0.03721898,0.45839408,0.030631287,0.03511331,0.035163414,0.039298546,0.028027559,15
0.013745755,0.022491582,4.2610875e-05,0.0010427797,0.80319357,0.045487445,0.011855972,0.019829027,0.009053705,0.010756917,0.016062632,0.015227392,0.022756182,0.008454528,16
0.17307824,0.008835364,1.05025565e-05,0.00016955328,0.0028674111,0.011187222,0.063389294,0.040613838,0.0006976209,0.5411776,0.03157614,0.04658631,0.014363359,0.0654476,17
0.036711223,0.043653116,3.632125e-05,0.00074653636,0.057993177,0.5748266,0.026619919,0.071528815,0.004536496,0.024540937,0.040698536,0.042462036,0.059167966,0.01647842,18
0.020397294,0.0299218,9.516908e-05,0.0025584116,0.71368945,0.051798522,0.0180706,0.027354203,0.029423669,0.016703838,0.023076903,0.02290396,0.030395906,0.013610289,19
0.038353436,0.052902896,0.00028258873,0.008720376,0.37419212,0.078486875,0.034799352,0.048422255,0.16580144,0.032630067,0.04239788,0.042572264,0.052909393,0.027529042,20
0.0044453577,0.005715394,7.1262606e-05,0.0031934413,0.016299982,0.0071503106,0.004151725,0.005229115,0.93107295,0.0039616544,0.004789569,0.0047983187,0.005622532,0.0034983936,21
0.015059371,0.018595621,0.00036570802,0.022000648,0.04173711,0.022192921,0.014256259,0.017210389,0.77211595,0.013685244,0.016042128,0.016101904,0.018298041,0.012338795,22
0.037398417,0.053046476,0.0002585176,0.00782292,0.41328806,0.07866739,0.0338877,0.047636278,0.13416733,0.031620834,0.041668423,0.041322734,0.05263321,0.026581673,23
0.08708333,0.028981065,1.7857374e-05,0.00032712088,0.010438146,0.13857634,0.039149716,0.43947476,0.001623421,0.03953714,0.063507184,0.07529981,0.056218635,0.019765478,24
0.06605686,0.017588185,1.2312865e-05,0.00020659952,0.003948172,0.017065164,0.42041844,0.043271337,0.00088897144,0.054601885,0.24051373,0.040196735,0.044181246,0.051050335,25
0.0058567417,0.008575211,1.8949095e-05,0.00046654354,0.91793925,0.018761473,0.0050416547,0.008321918,0.0042392667,0.0046340683,0.006677482,0.006714986,0.009106451,0.0036460287,26
0.020370511,0.022788208,0.0030714949,0.6948049,0.031193927,0.024319438,0.019855825,0.021709304,0.059453584,0.019436307,0.02105056,0.021031208,0.022452697,0.018462064,27
0.087444335,0.05816419,1.7589302e-05,0.0003122728,0.00774826,0.051045705,0.08025767,0.14866345,0.0014440002,0.043826226,0.2828694,0.04450653,0.16608503,0.027615348,28
0.07309733,0.02172305,1.2175859e-05,0.00020634102,0.004111949,0.019095402,0.2504997,0.053195737,0.000896817,0.050345276,0.39411095,0.03655618,0.055907678,0.040241394,29
0.032874078,0.031400833,1.6653505e-05,0.0003219847,0.01463243,0.65514034,0.021626666,0.08717232,0.0017426505,0.019022934,0.037684195,0.03349079,0.05316414,0.011709962,30
0.078145,0.05168664,1.723157e-05,0.00029753175,0.0062872693,0.030792596,0.119386636,0.0806988,0.001312953,0.047074486,0.39315295,0.036051244,0.1199386,0.035158087,31
0.040690728,0.05547169,4.625781e-05,0.0009660763,0.08749657,0.49100193,0.030808093,0.0756548,0.006033174,0.027798701,0.047180798,0.046260595,0.07136083,0.019229822,32
0.053752437,0.009005036,1.3541147e-05,0.00020906574,0.002970624,0.009402807,0.08462594,0.022967856,0.00081232184,0.13636413,0.03018624,0.030710865,0.013988485,0.6049907,33
0.020670297,0.02090616,1.3918712e-05,0.00027562428,0.015253116,0.7795001,0.014154243,0.047170907,0.0015621743,0.012831054,0.023052067,0.023440944,0.032996032,0.008173283,34
0.005802861,0.007515193,8.756225e-05,0.003760168,0.022511763,0.009480737,0.0054291915,0.006851234,0.90889025,0.005157794,0.006281902,0.006280207,0.0073991856,0.004551948,35
0.101141624,0.013207188,1.3527035e-05,0.00021766688,0.0036004349,0.013509184,0.34373203,0.038725838,0.0008900458,0.1636476,0.06848883,0.04353781,0.02349318,0.1857951,36
0.057587277,0.039652195,2.1333262e-05,0.00040361873,0.015810559,0.42786315,0.034225494,0.18486296,0.0021086058,0.030869076,0.05989779,0.056021307,0.07283314,0.017843433,37
0.031916466,0.038492348,0.0010914182,0.093875915,0.0743437,0.0444069,0.030435491,0.035812214,0.48806533,0.029370576,0.033731636,0.033809584,0.037820958,0.026827445,38
0.022690086,0.026174659,0.0016765204,0.61037976,0.040506262,0.028715765,0.021938363,0.024667071,0.10886322,0.021345526,0.023666408,0.02366697,0.025740046,0.01996937,39
0.016691327,0.018736517,0.0022263627,0.7460305,0.026122803,0.020095047,0.016249508,0.017838465,0.0520485,0.015894841,0.017268071,0.017267495,0.018466672,0.015063865,40
0.03326398,0.038903005,0.0018875635,0.37000787,0.06407829,0.043293077,0.032031886,0.0365063,0.21211213,0.031086665,0.034841575,0.034866206,0.03824877,0.028872686,41
0.032257095,0.05281871,0.00016693794,0.004631442,0.53650653,0.07704569,0.029059544,0.04285891,0.053579584,0.026497666,0.03743587,0.034808695,0.05042713,0.021906186,42
0.019281304,0.022164736,0.001528082,0.67536795,0.03379704,0.024237582,0.018664937,0.020912604,0.08684618,0.018169412,0.020096177,0.020093821,0.021809926,0.017030265,43
0.09543686,0.012917851,1.36079225e-05,0.0002198523,0.0036704598,0.013875289,0.36312595,0.03873754,0.0009036071,0.15200992,0.07310591,0.049670145,0.024583613,0.17172939,44
0.01242806,0.014186611,0.0011770292,0.79953057,0.020872798,0.015373621,0.012052561,0.013408616,0.048387878,0.011753766,0.012917741,0.012903631,0.013947699,0.011059451,45
0.03478682,0.046948873,0.0003382239,0.011635973,0.21711233,0.06443186,0.031969413,0.042676345,0.37132847,0.03014368,0.03811775,0.038153287,0.04644467,0.025912307,46
0.016309556,0.020260418,0.00040233877,0.02475696,0.044819873,0.023980035,0.015450644,0.01863368,0.7525559,0.014820129,0.017395018,0.017384179,0.019858982,0.013372199,47
0.026872002,0.120414004,1.8586365e-05,0.0003498969,0.010131367,0.049201474,0.031010078,0.042276457,0.0017222086,0.018123794,0.08186107,0.021978915,0.5815521,0.014488114,48
0.03886046,0.04267778,0.009873109,0.44365367,0.055058517,0.044989355,0.03804455,0.0409694,0.090712406,0.037369225,0.039940458,0.0399191,0.04213626,0.035795674,49
0.022204772,0.027283613,0.0006081007,0.041305624,0.05757905,0.03203444,0.021070661,0.025216183,0.6600791,0.02026373,0.023598297,0.02362616,0.026778366,0.01835189,50
0.027624775,0.03653558,0.00030736008,0.011217903,0.14538693,0.04900969,0.025504656,0.033448935,0.5294116,0.024149476,0.030075995,0.03022919,0.036175426,0.020922506,52
0.025954826,0.53123873,2.0784988e-05,0.0003896681,0.010442125,0.04123546,0.028941305,0.038726576,0.0018764694,0.017799065,0.06461689,0.018787252,0.20543061,0.014540279,53
0.022555655,0.047922015,1.1202494e-05,0.00020563723,0.0055539147,0.03070042,0.029194983,0.034394164,0.0009876066,0.014753723,0.10357746,0.01817727,0.68027025,0.011695628,54
0.018887477,0.0217399,0.0014984602,0.68215114,0.033103608,0.023741907,0.018280497,0.020487782,0.08491637,0.01779492,0.01968523,0.019667424,0.021367814,0.016677434,55
0.028161246,0.04933852,1.3021511e-05,0.00023699188,0.006171954,0.033409603,0.039251324,0.040982574,0.0011262338,0.018529385,0.15445732,0.022565909,0.5908615,0.0148944575,56
0.010070336,0.012586117,0.00022418023,0.012589421,0.029417006,0.015096448,0.009520053,0.011573451,0.8477135,0.00911483,0.010768783,0.010775414,0.01235926,0.008191254,57
0.0077487365,0.009694775,0.00016585912,0.009046354,0.02316264,0.011704532,0.007317349,0.008926798,0.8827953,0.0070037595,0.008295244,0.008311985,0.009544342,0.006282329,58
0.018073611,0.76353806,1.9375375e-05,0.00036160977,0.008434361,0.024778133,0.019553082,0.024584664,0.0016851557,0.013096327,0.035028834,0.0125503475,0.067186765,0.0111097,59
0.00813618,0.011798208,2.462903e-05,0.00059816183,0.88620067,0.027237669,0.00686659,0.01173523,0.0052329674,0.0063789855,0.009125625,0.009273827,0.012441449,0.0049498775,60
0.038740143,0.053101107,0.00029652487,0.009278267,0.35137078,0.07803681,0.035083983,0.04873288,0.18612884,0.033031814,0.042577703,0.042859696,0.052877907,0.027883494,61
0.034411147,0.0479211,0.00021386331,0.0062304875,0.48779407,0.07556463,0.030859755,0.04433228,0.094937034,0.028901678,0.038112126,0.038440015,0.048239533,0.024042187,62
0.020795645,0.05615432,1.103762e-05,0.0002030224,0.005456085,0.02880553,0.02658796,0.03154289,0.00097395584,0.013705464,0.08887625,0.016303746,0.6996142,0.010969955,63
0.033671558,0.040611316,0.001223267,0.11405029,0.07644572,0.046448763,0.03219002,0.037673935,0.44717425,0.031042116,0.035606254,0.035582434,0.039841413,0.028438702,64
0.023169134,0.07372565,1.2293616e-05,0.00022577425,0.005993052,0.03108254,0.029184883,0.035107378,0.0010780474,0.015194766,0.09564296,0.017406072,0.660034,0.012143445,65
0.025609802,0.10372939,1.715997e-05,0.00032280543,0.00943304,0.04752866,0.02965284,0.0406343,0.0015918121,0.017177211,0.08000932,0.021135421,0.6094857,0.013672578,66
0.02155761,0.07696783,1.2814843e-05,0.00023771958,0.006536346,0.033209365,0.026341595,0.03318896,0.0011495766,0.014345878,0.078847535,0.017009106,0.6790971,0.011498579,67
0.053757735,0.35526726,0.00012487062,0.0024589037,0.048584476,0.08019506,0.054841835,0.068708,0.011472805,0.042424683,0.079678275,0.04160477,0.12356355,0.037317745,68
0.01403006,0.7954602,1.3213097e-05,0.00024847357,0.0063716066,0.021490179,0.014997775,0.020262804,0.001185925,0.009845663,0.02939755,0.009920913,0.068662934,0.0081126625,69
0.024973467,0.10496935,1.6666632e-05,0.00031265634,0.008961902,0.044192422,0.02934036,0.039088916,0.0015335106,0.016799355,0.0798945,0.020346794,0.6161104,0.013459642,70
0.034008574,0.039885886,0.0018717226,0.34656838,0.06616133,0.044422466,0.03273621,0.03737047,0.22526388,0.031752735,0.035649747,0.035652272,0.03918938,0.029466959,71
0.030220611,0.18426551,2.3444676e-05,0.000444202,0.012951408,0.05736711,0.034714133,0.04678792,0.0021966079,0.020709302,0.08535605,0.02462585,0.48353326,0.016804611,72
0.026701067,0.13747619,1.8000697e-05,0.0003374884,0.009588514,0.046348404,0.030985875,0.04177551,0.001649883,0.017915815,0.08282819,0.02110406,0.5689264,0.014344626,73
0.07655796,0.015059252,1.0764673e-05,0.00017956927,0.0033905436,0.014785656,0.4923803,0.042632073,0.0007676541,0.062454846,0.16796002,0.03730464,0.0341002,0.052416597,74
0.030848451,0.3559694,2.1802512e-05,0.00040603158,0.010811623,0.046676587,0.034981854,0.04658137,0.0019462047,0.020813506,0.08522084,0.022201523,0.32670262,0.016818052,75
0.03622929,0.0432304,0.0016949044,0.23878373,0.07448659,0.04829206,0.034796316,0.0400983,0.29922968,0.033644624,0.03815837,0.03798922,0.042289387,0.031077106,76
0.025142888,0.03575551,0.0001276365,0.0035062635,0.6450855,0.0608679,0.022272006,0.03328865,0.043496203,0.020761522,0.02807448,0.028277708,0.036356673,0.01698703,77
0.007185212,0.0102614155,2.2208396e-05,0.0005414278,0.8996807,0.023691934,0.0061036544,0.01029788,0.0048058755,0.005658564,0.008085745,0.008273602,0.010982122,0.004409677,78
0.021863319,0.075597204,1.2414749e-05,0.00022909422,0.0061553223,0.031217255,0.027189514,0.0332292,0.001099424,0.014493481,0.084549695,0.016823817,0.6759039,0.011636442,79
0.04199952,0.04307912,1.4011052e-05,0.00024932437,0.005980804,0.0323764,0.06702451,0.05510961,0.0011520085,0.026845332,0.4041245,0.030157458,0.27065554,0.021231787,80
0.019162543,0.029469348,8.295705e-05,0.0021935038,0.73068136,0.05077786,0.016948596,0.026062427,0.023425106,0.015552757,0.022005111,0.021344325,0.029685445,0.012608679,81
0.024298465,0.10272252,1.5202214e-05,0.00028384133,0.008015966,0.040745832,0.028359504,0.038325083,0.0013832103,0.016129082,0.07986209,0.019181293,0.62787986,0.012798057,82
0.060456295,0.020391576,1.14791e-05,0.00019571213,0.003991258,0.018818576,0.20498553,0.04816371,0.0008585537,0.04216101,0.47109205,0.035455488,0.058784008,0.034634713,83
0.051712625,0.05575805,0.026765753,0.27694762,0.06795201,0.058075335,0.05083616,0.053939294,0.09862717,0.05011723,0.052856687,0.052837756,0.055166405,0.048407957,84
0.04541321,0.06275417,6.95302e-05,0.0015074005,0.21615544,0.3170416,0.03543524,0.076847024,0.01017168,0.03259303,0.051381808,0.052485075,0.074821934,0.023322875,85
0.46378413,0.010580963,1.0947041e-05,0.00018146896,0.0034449133,0.015558447,0.05270296,0.0780833,0.0007747891,0.2218112,0.035864636,0.062346324,0.0172938,0.03756208,86
0.049124554,0.20315492,2.240532e-05,0.00040474345,0.00997024,0.049747307,0.05596478,0.07297176,0.0018784909,0.030882275,0.15829341,0.02993053,0.31386203,0.023792623,87
0.040838964,0.053657394,1.4581509e-05,0.00026043397,0.006277918,0.033657294,0.06017961,0.05557615,0.0012042159,0.025954872,0.31492898,0.028143954,0.35888088,0.020424789,88
0.039356284,0.2770385,2.2685323e-05,0.00041245687,0.01006714,0.044532236,0.047913425,0.05587882,0.001918407,0.026218018,0.12593187,0.025797304,0.32351214,0.021400668,89
0.02326304,0.026880914,0.0016694593,0.5971364,0.041837126,0.029524561,0.022467673,0.025320051,0.114643864,0.021866363,0.024265341,0.024269046,0.026425658,0.020430515,90
0.06216439,0.0129120825,1.2606434e-05,0.00020391219,0.0033789396,0.012418056,0.5235003,0.030921174,0.00083688746,0.080484085,0.08050411,0.035840034,0.025084976,0.13173847,91
0.007928784,0.010343199,0.00011664831,0.0049425587,0.031469636,0.013039543,0.00740779,0.00938441,0.8748373,0.0070336675,0.008589991,0.008564861,0.010144521,0.006197091,92
0.027285514,0.12134435,1.9480325e-05,0.00036728207,0.010650914,0.050453193,0.031821568,0.042510036,0.0018110626,0.018552424,0.08293508,0.02261206,0.57468855,0.014948537,93
0.06826497,0.019712636,1.2224808e-05,0.00020659536,0.0040829782,0.01849095,0.32367772,0.048198543,0.00089733006,0.05071709,0.33260176,0.038566053,0.050864227,0.04370695,94
0.044374503,0.031555217,1.2727888e-05,0.0002250336,0.0053252173,0.02931621,0.076139025,0.055115234,0.0010356739,0.028210921,0.50878054,0.03301406,0.16498972,0.021905947,95
0.007330905,0.009184975,0.00015450624,0.008329418,0.022139817,0.011105793,0.006907652,0.0084567005,0.8891311,0.0066189356,0.007836237,0.007855245,0.009022151,0.0059265895,96
0.063671656,0.02052021,1.2058894e-05,0.00020462894,0.004092176,0.018767528,0.25709862,0.04793527,0.00089222175,0.04616006,0.40848744,0.03679683,0.055992015,0.039369244,97
0.05044377,0.020566847,1.0604346e-05,0.00018182698,0.0037829962,0.018110795,0.14911939,0.043967143,0.0008028238,0.03441824,0.55650955,0.03039371,0.06327087,0.028421365,98
0.036267057,0.0774359,1.5279787e-05,0.00027501947,0.0067241224,0.03469661,0.049037095,0.051345468,0.001277394,0.023301763,0.1961754,0.024549838,0.48039228,0.018506765,99
0.018208629,0.022631276,0.00045916086,0.02916697,0.049280036,0.026659437,0.017236315,0.020790024,0.72313064,0.016553976,0.019407585,0.019377586,0.022163857,0.014934569,100
0.07058728,0.0129649835,1.3642764e-05,0.00021896251,0.0035542813,0.012809964,0.42903736,0.03245155,0.0008919002,0.10457174,0.07003702,0.038912557,0.023742354,0.20020646,101
0.040430687,0.022555497,9.840708e-06,0.00017154023,0.0038294147,0.01987508,0.08429081,0.043434672,0.00077445415,0.025931645,0.62377524,0.026653009,0.08779748,0.020470697,102
0.04050742,0.021821387,9.6759095e-06,0.00016755992,0.0036129293,0.017896505,0.094128735,0.040445797,0.0007481291,0.02664946,0.6303041,0.025172004,0.076897666,0.021638568,103
0.040544614,0.027961459,1.1191193e-05,0.00019644649,0.0044736564,0.023426317,0.07602258,0.046950456,0.0008930009,0.026115386,0.57563734,0.0279611,0.12909998,0.020706443,104
0.06462539,0.02086871,1.2243824e-05,0.00020741828,0.004123006,0.018737076,0.27576408,0.04788112,0.00090242637,0.047188587,0.3873469,0.036419272,0.055081353,0.04084241,105
0.044182688,0.02079818,1.0072829e-05,0.00017369624,0.0036961918,0.018039083,0.11680967,0.04154261,0.00077267777,0.029682197,0.60318905,0.027747655,0.068900324,0.024455933,106
0.06046499,0.021043904,1.2086514e-05,0.00020541924,0.0041310326,0.018943135,0.2395736,0.04695362,0.0008975338,0.04377882,0.43225977,0.0356754,0.05813611,0.037924573,107
0.03921851,0.024898686,1.0145753e-05,0.00017671289,0.003886518,0.019572394,0.08141497,0.04202255,0.00079399557,0.025515147,0.6198257,0.024975082,0.09711256,0.020576956,108
0.05927655,0.031408954,1.2944721e-05,0.00022223743,0.004615082,0.021996085,0.13327904,0.05482091,0.0009778072,0.03835874,0.509672,0.0302457,0.08417351,0.030940397,109
0.06464776,0.01599762,1.15090315e-05,0.00019146259,0.0035268615,0.014704857,0.49767992,0.03859768,0.0008129354,0.05679978,0.17932594,0.035022117,0.03682017,0.05586134,110
0.03993125,0.0560865,7.525248e-05,0.0016809128,0.37856323,0.209966,0.031864848,0.063909546,0.012092309,0.029529167,0.044789564,0.04609364,0.06376778,0.021649987,111
0.040178485,0.16456328,1.906917e-05,0.00034886927,0.00921548,0.05024324,0.04430608,0.06459058,0.0016540166,0.025023626,0.13215323,0.026539478,0.4222132,0.018951353,112
0.0057497807,0.008327976,1.9434436e-05,0.00048294757,0.92010736,0.017795516,0.0049340334,0.008114357,0.004494154,0.00456754,0.0064847553,0.006567105,0.008758116,0.003596887,113
0.029498234,0.04260888,2.2183083e-05,0.00044294697,0.024801215,0.6386582,0.022777963,0.06290969,0.0025211044,0.018748574,0.04055746,0.032021537,0.07176503,0.012666966,114
0.029742956,0.036147535,0.00095538306,0.07707881,0.07127653,0.041794296,0.02831801,0.033492595,0.53057355,0.027299514,0.031491183,0.03150826,0.035448976,0.02487239,115
0.051167306,0.021864058,1.1423912e-05,0.00019517113,0.003969111,0.018295558,0.16734517,0.043274097,0.0008559074,0.036380067,0.52907354,0.030791154,0.06523047,0.03154703,116
0.122845516,0.027831003,1.4652092e-05,0.0002609501,0.0069999145,0.06035347,0.061977323,0.38451162,0.001234538,0.048273083,0.121006,0.07259279,0.068179816,0.023919372,117
0.03898101,0.053366877,0.00031712264,0.010164409,0.31559393,0.076672904,0.03526251,0.04877569,0.22124286,0.033339415,0.04260635,0.04282097,0.052660506,0.028195534,118
0.027952354,0.048434388,0.0001252711,0.0033290351,0.60175586,0.071842425,0.02510746,0.037901253,0.03422521,0.022633417,0.03291746,0.029881775,0.045329902,0.018564181,119
0.04631669,0.051739946,0.00010268301,0.0023276804,0.38081634,0.17264147,0.03535957,0.07017658,0.017268369,0.035427745,0.04643042,0.05574529,0.060020458,0.025626766,120
0.03912881,0.055168938,7.524088e-05,0.001687177,0.39235583,0.20173295,0.031478975,0.062274784,0.012221929,0.029053438,0.044337574,0.045524895,0.063560665,0.021398824,121
0.3289225,0.016481502,1.17436875e-05,0.0002023048,0.004602745,0.028408103,0.072166905,0.2418343,0.00091274525,0.08166823,0.07971015,0.08258001,0.03357287,0.02892588,122
0.085383505,0.06766413,1.917277e-05,0.00033498826,0.0075261346,0.040151004,0.100913815,0.10591365,0.001504606,0.04773627,0.32169926,0.03956937,0.1482245,0.033359665,123
0.027138539,0.033185605,0.00081875303,0.061755534,0.06700841,0.03852532,0.025807152,0.030664198,0.5775731,0.024849337,0.02878742,0.028777063,0.03252123,0.02258825,124
0.08739557,0.036647215,3.785341e-05,0.0007147992,0.026906619,0.2778916,0.04372155,0.20675229,0.003751968,0.051927477,0.058825906,0.118365064,0.059310704,0.027751388,125
0.0308105,0.037392754,0.0010190106,0.08486058,0.072884195,0.043102656,0.029368645,0.0346401,0.50989085,0.02830886,0.03261645,0.032614067,0.03666143,0.025829824,126
0.01536427,0.019065589,0.00037273875,0.02266137,0.04256477,0.02265269,0.014534467,0.01757271,0.76719636,0.013953302,0.016377801,0.016396487,0.018715324,0.012572107,127
0.047583908,0.12044218,7.9846264e-05,0.0017401079,0.16799133,0.24323548,0.041190933,0.07806238,0.011297974,0.03428932,0.06479507,0.048277006,0.114963114,0.026051369,128
0.03720343,0.05125119,0.0003382542,0.011363202,0.2513111,0.070549145,0.034265954,0.045964807,0.3050889,0.032099593,0.041237947,0.040903166,0.0508775,0.027545767,129
0.072832964,0.025002332,1.1741769e-05,0.00020464235,0.00469664,0.02735558,0.10708599,0.08118958,0.0009284764,0.039647266,0.48993257,0.04164997,0.083361596,0.026100667,130
0.0075611244,0.009783843,0.00011046328,0.0046560625,0.030129077,0.012448416,0.007058339,0.008949432,0.88065124,0.006710608,0.0081808325,0.0081999935,0.009652945,0.005907691,131
0.030579997,0.037154026,0.0010035447,0.083288394,0.07255565,0.04283023,0.029130917,0.034401137,0.5142048,0.028085886,0.03237344,0.0323655,0.036416404,0.025609966,133
0.035824712,0.05063343,0.00035302824,0.012263236,0.21678764,0.06615056,0.03307615,0.04400491,0.3562169,0.030962387,0.039655548,0.038605552,0.048759468,0.026706465,134
0.02056496,0.029727545,9.577065e-05,0.0025734024,0.7130882,0.052110955,0.018053768,0.027615814,0.02952308,0.016828623,0.022989398,0.023063103,0.030122792,0.013642665,135
0.06762105,0.012537619,1.2891879e-05,0.00020775294,0.003420658,0.012506201,0.47667277,0.031681184,0.0008507042,0.09538051,0.072230436,0.03832234,0.023625396,0.16493054,136
0.04729537,0.062008653,6.616359e-05,0.0014163025,0.16781545,0.35842162,0.035495464,0.08250901,0.009290908,0.033404347,0.0514106,0.05396702,0.07355576,0.023343362,137
0.036518592,0.043319352,0.001646069,0.2104409,0.076069556,0.048885714,0.0350464,0.040453956,0.32294798,0.033907384,0.038434323,0.0384589,0.042587686,0.031283114,138
0.06329766,0.014941538,1.1027173e-05,0.000183941,0.003448519,0.014631364,0.5120677,0.038136296,0.0007861988,0.054957107,0.17308751,0.036598116,0.035190675,0.052662425,139
0.040760655,0.033809945,1.25322795e-05,0.0002207179,0.0050551645,0.026026877,0.07500592,0.048406087,0.0010057994,0.026652552,0.5234477,0.028520418,0.1694609,0.021614868,140
0.07416551,0.0128129255,1.4195265e-05,0.00022752269,0.0036738226,0.0131832305,0.374614,0.033421647,0.00092580577,0.11872637,0.06793016,0.04341644,0.023740336,0.23314798,141
0.04811797,0.020721912,9.957828e-06,0.00017285894,0.003835333,0.020231716,0.10284749,0.048878126,0.000778393,0.030132769,0.5975458,0.03084927,0.07303726,0.022841148,142
0.052992456,0.011252777,9.559161e-06,0.00015677842,0.002754028,0.010804153,0.6293155,0.027809527,0.00065577356,0.056260705,0.08807677,0.02907968,0.023154752,0.06767757,143
0.012614818,0.014314742,0.0013205248,0.80046827,0.020723335,0.0154729765,0.012252968,0.0135679105,0.045749016,0.01195786,0.013094911,0.01308956,0.014093294,0.011279862,144
0.042302024,0.04624946,0.012378174,0.3990857,0.058896806,0.04863278,0.04144567,0.044490073,0.0941478,0.040751413,0.04341675,0.043407008,0.045692556,0.039103765,145
0.01734693,0.021345802,0.00043722344,0.027272996,0.04703255,0.025386449,0.016424106,0.019784791,0.73694557,0.015786812,0.018451443,0.018530222,0.021007335,0.014247741,146
0.006114906,0.007906221,9.16526e-05,0.0039173304,0.023860296,0.010004648,0.0057150554,0.0072231395,0.90392095,0.0054335375,0.0066126436,0.0066210674,0.0077873664,0.0047912435,147
0.03565589,0.042643726,0.0014292661,0.15296689,0.07768443,0.048488908,0.034126367,0.039711352,0.3869238,0.032979887,0.03759692,0.037617095,0.041875504,0.030300038,148
0.03873304,0.0551112,0.00029285738,0.009154687,0.357332,0.07863482,0.035302185,0.04886203,0.17591834,0.032939304,0.043148465,0.04249443,0.05418555,0.027891098,149
0.02797286,0.032573942,0.0018236537,0.49957043,0.051709868,0.03586441,0.026999839,0.030549157,0.15184037,0.026226178,0.02924858,0.029201247,0.03196348,0.024455963,150
0.0998912,0.031082552,1.4750053e-05,0.00025975273,0.0063891723,0.043165732,0.10092997,0.14427139,0.0012018343,0.048539296,0.33391967,0.060415138,0.100975886,0.028943636,151
0.03617429,0.04350923,0.0014855022,0.16496257,0.078134894,0.0490444,0.034633428,0.040264785,0.36896905,0.03345396,0.038143147,0.037992343,0.042472485,0.03075992,152
0.029559255,0.03549354,0.0018903256,0.4793647,0.054529004,0.037933197,0.028559407,0.032353725,0.15128474,0.027618201,0.031073228,0.030428568,0.034146033,0.025766043,153
0.05731193,0.0116206175,9.757128e-06,0.00015978032,0.0027917735,0.010956831,0.6144701,0.029027682,0.000666452,0.061102338,0.08785264,0.029140204,0.023343155,0.0715467,154
0.065615974,0.15815158,0.0004588563,0.010828239,0.11922171,0.09898358,0.064627334,0.07879037,0.05156612,0.055954892,0.08101501,0.05821029,0.10598237,0.05059365,155
0.022101685,0.024670059,0.0034488975,0.6702975,0.033643126,0.026322084,0.021539183,0.023535265,0.06335879,0.021100279,0.022815123,0.022809831,0.024309708,0.020048454,156
