cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.043558117,0.06726458,0.05175935,0.004823741,0.13542135,0.009687364,0.0006360513,0.24756081,0.036795843,0.2555836,0.05678461,0.090124555,1
0.023673737,0.04600181,0.030943798,0.0010928769,0.1606001,0.0018185197,0.00014332168,0.5947046,0.010174752,0.01887865,0.030378615,0.08158917,2
0.043192387,0.044643916,0.049919944,0.39046043,0.05738103,0.029736357,0.005742653,0.052496042,0.15153298,0.060970463,0.0625769,0.051346935,3
0.016914083,0.018309109,0.024427697,0.00398121,0.035244066,0.002970109,0.00032512422,0.02516145,0.7827882,0.017246466,0.04607386,0.026558604,4
0.05204978,0.053011734,0.08774349,0.006356184,0.11306784,0.0054259584,0.0006224035,0.064427376,0.25712553,0.030511126,0.24451792,0.08514068,5
0.05247829,0.05484618,0.06315987,0.11115242,0.07578951,0.026074924,0.0037951367,0.06703138,0.3211646,0.073997684,0.08480947,0.06570051,6
0.085149884,0.41095173,0.08581484,0.00058929273,0.0655252,0.000857032,8.0937265e-05,0.04996798,0.004906268,0.0049401075,0.028705988,0.2625108,7
0.022023406,0.04402998,0.03675997,0.0006340191,0.5660239,0.0009329406,8.154678e-05,0.13685295,0.0067068846,0.007198227,0.035899773,0.14285642,8
0.029832117,0.05678274,0.0356455,0.0016896622,0.12941746,0.0030857597,0.00022619427,0.57850426,0.013984069,0.035656672,0.033885643,0.08128992,9
0.021455506,0.04083141,0.035241663,0.0007286572,0.57184947,0.0010796812,9.2962015e-05,0.15814416,0.0078973565,0.008705071,0.038167547,0.11580653,10
0.024424408,0.034741275,0.02822856,0.003874376,0.06029513,0.00844933,0.0005172381,0.091783635,0.025274543,0.64706486,0.03141289,0.04393373,11
0.03875089,0.057576053,0.044965997,0.004957183,0.104448654,0.010377487,0.00066256407,0.17692514,0.0347172,0.40348056,0.048993424,0.07414486,12
0.029481538,0.036919277,0.03310447,0.01140527,0.05368217,0.032304145,0.0015844749,0.0651439,0.04357533,0.61174315,0.037675224,0.04338105,13
0.05744657,0.06839993,0.20264965,0.0009074286,0.16546442,0.0011405655,0.00011565625,0.047664586,0.010329333,0.006965687,0.18368925,0.25522694,14
0.0730971,0.055600036,0.38966087,0.0009379953,0.070377976,0.0010964978,0.00012000804,0.029364986,0.010315855,0.0059018075,0.24791868,0.115608245,15
0.0101879,0.010944606,0.0142147895,0.0033732823,0.01993713,0.0022707505,0.00025766497,0.014979107,0.8710783,0.012327762,0.025114333,0.01531434,16
0.029500386,0.068358645,0.046170387,0.0007239174,0.4083381,0.0010900821,9.457737e-05,0.1813521,0.007143337,0.007916721,0.03734434,0.21196747,17
0.05434928,0.07454415,0.17185736,0.00078234746,0.17618813,0.0010147463,0.00010064445,0.04929727,0.0085210875,0.00623896,0.11423583,0.3428702,18
0.01037386,0.010813025,0.014075724,0.004172347,0.01785749,0.0023698604,0.0002881996,0.013651736,0.8774891,0.010870453,0.023541458,0.014496713,19
0.02422357,0.03455582,0.02756717,0.0038715831,0.05743209,0.008829533,0.0005250963,0.08935768,0.023982834,0.6568632,0.030049473,0.04274203,20
0.042723157,0.037671085,0.099009395,0.0018883048,0.07334846,0.0019252881,0.0002240398,0.03326521,0.028564135,0.010294532,0.60319805,0.06788834,21
0.02108282,0.041444466,0.036489114,0.0005901932,0.5992547,0.000858742,7.570999e-05,0.109497696,0.006322357,0.006459736,0.036124837,0.1417996,22
0.027169706,0.028371211,0.035345305,0.016898306,0.044180032,0.007946092,0.0010059314,0.03567813,0.67978,0.032470442,0.054554835,0.036600076,23
0.07128964,0.06925724,0.35993874,0.0008060463,0.09569868,0.000996996,0.00010399927,0.035359,0.008660619,0.005705424,0.15302096,0.19916263,24
0.05374003,0.054068893,0.099190615,0.0047529293,0.12531391,0.004483815,0.0005106031,0.06370248,0.1173533,0.025961392,0.35782117,0.09310085,25
0.043390874,0.04541027,0.06861797,0.006340399,0.09295263,0.0051529408,0.00057690014,0.05761079,0.42077857,0.029560698,0.15933737,0.070270576,26
0.033568587,0.042146534,0.036910444,0.012883701,0.05845488,0.043053117,0.0018948693,0.07262598,0.044909928,0.5645149,0.040757924,0.048279185,27
0.04143056,0.043164603,0.052256156,0.040275816,0.06407882,0.015077732,0.0020336458,0.05367918,0.5038812,0.053855766,0.076210365,0.054056153,28
0.033561613,0.03142163,0.08522403,0.0011743542,0.06732786,0.0012252728,0.0001349448,0.02746976,0.01893197,0.0069992724,0.6629843,0.06354496,29
0.017214162,0.01818159,0.025096929,0.0038559895,0.033864874,0.0027796216,0.00031490196,0.023600996,0.7853352,0.015093547,0.04842942,0.026232788,30
0.051903855,0.05390817,0.061118443,0.21296662,0.07164328,0.030676177,0.0050832955,0.06457234,0.23205318,0.07380666,0.07908361,0.06318445,31
0.052514467,0.05483635,0.0959046,0.00447352,0.13389318,0.004209276,0.0004606673,0.0675685,0.13308904,0.025725774,0.3307654,0.09655929,32
0.047551956,0.067836314,0.068175815,0.0048668804,0.22755544,0.006715145,0.00054282363,0.20311293,0.071010254,0.084117904,0.103064746,0.11544983,33
0.03353492,0.05892122,0.043292172,0.002123796,0.1839648,0.0036649045,0.00027563487,0.465362,0.019690996,0.046864104,0.046632994,0.09567244,34
0.038107384,0.0674119,0.04564166,0.0024804429,0.1514783,0.0045272657,0.00033076966,0.46482882,0.020567955,0.06247149,0.04545489,0.09669916,35
0.078712575,0.055971075,0.58539164,0.0005991431,0.04866526,0.00073147553,7.84478e-05,0.02201102,0.0060074213,0.0039294353,0.087359235,0.11054322,36
0.015677234,0.020909764,0.018680615,0.003623084,0.03719961,0.0076369126,0.00045856863,0.046985522,0.023260724,0.77622646,0.022488894,0.026852641,37
0.09918817,0.05576816,0.64537984,0.000507082,0.034799743,0.00062459207,6.735236e-05,0.017650567,0.00476587,0.0032161893,0.054446653,0.083585724,38
0.05040613,0.052623898,0.061499607,0.08182902,0.07425182,0.022691585,0.003217753,0.06465585,0.37091464,0.06949273,0.08455358,0.063863344,39
