cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,GHS_urban_area_id
0.070510566,0.37691668,0.42996928,0.009091295,0.1135122,1.0
0.019727709,0.04605701,0.8970358,0.011273807,0.0259056,2.0
0.03584277,0.053470697,0.117482126,0.75204015,0.041164216,3.0
0.0241001,0.0352906,0.074050084,0.8390589,0.02750034,4.0
0.04948409,0.101264365,0.7389016,0.04775033,0.06259965,5.0
0.00426178,0.00575018,0.009954727,0.9753018,0.0047315066,6.0
0.020056793,0.9142532,0.007882831,0.0005698227,0.05723744,7.0
0.95556706,0.0062856264,0.0011027094,0.00015047056,0.03689409,8.0
0.2929828,0.03365386,0.0041908566,0.00050541875,0.6686671,9.0
0.95454323,0.0063882866,0.0011134917,0.00015130767,0.037803713,10.0
0.033613425,0.86136353,0.03407964,0.0017593784,0.06918406,11.0
0.01406817,0.9436852,0.00960525,0.00057361246,0.03206771,12.0
0.0013421235,0.00380581,0.99255025,0.00044752387,0.0018542582,13.0
0.9240888,0.00924985,0.0015169358,0.00020158048,0.0649429,14.0
0.08765949,0.50318485,0.015577298,0.0013574299,0.39222088,15.0
0.037444558,0.08049849,0.8049957,0.029027041,0.04803421,16.0
0.95124036,0.0075288615,0.0013745647,0.0001907377,0.039665464,17.0
0.94037455,0.007701888,0.0013012133,0.00017504478,0.050447337,18.0
0.036555387,0.07902298,0.80964714,0.027744556,0.04702999,19.0
0.0075791366,0.9688956,0.0034186437,0.0002337467,0.01987294,20.0
0.030697444,0.1139483,0.80360705,0.006244467,0.045502763,21.0
0.9534315,0.006662984,0.001182571,0.0001625839,0.03856033,22.0
0.021132683,0.07304161,0.87004244,0.004913925,0.030869333,23.0
0.8179415,0.018488768,0.0028020393,0.0003604491,0.16040727,24.0
0.04186147,0.08962426,0.7807497,0.03405288,0.05371182,25.0
0.014819684,0.9374573,0.00611019,0.0004334399,0.041179344,26.0
0.028525881,0.063427135,0.8522476,0.018932553,0.036866788,27.0
0.035629075,0.078026325,0.81395763,0.026337154,0.046049908,28.0
0.0713778,0.11415778,0.30769128,0.42302808,0.083745,29.0
0.06556435,0.3228158,0.49845797,0.009226723,0.10393521,30.0
0.07676569,0.13737953,0.530166,0.1622343,0.09345452,31.0
0.060075812,0.7041834,0.014066329,0.0011503061,0.22052412,32.0
0.013211555,0.043180812,0.92122114,0.0033690135,0.01901749,33.0
0.032438587,0.07172175,0.83093125,0.022907222,0.042001184,34.0
0.013849173,0.9415409,0.0052706446,0.0003785051,0.03896087,35.0
0.05387042,0.23476036,0.61986065,0.008654671,0.082853995,36.0
0.059110347,0.11582129,0.68138,0.06988759,0.073800825,37.0
0.17856464,0.029384423,0.0034917814,0.0004150712,0.7881441,38.0
0.07946121,0.13649738,0.46259502,0.22606035,0.09538614,39.0
0.057221416,0.25881043,0.5863986,0.008886858,0.08868269,40.0
0.09946284,0.32550436,0.014062252,0.0012959939,0.55967456,41.0
0.07864469,0.13119407,0.40130693,0.29530278,0.09355156,42.0
0.006867918,0.9723288,0.0034946983,0.00022946153,0.01707916,43.0
0.03782077,0.8432939,0.035721827,0.0019712008,0.08119234,44.0
0.017945047,0.927397,0.013063492,0.0007742913,0.04082019,45.0
0.070379995,0.019679988,0.0020356602,0.00023074505,0.9076736,46.0
0.026898412,0.060684178,0.86013615,0.017349044,0.0349322,47.0
0.002058039,0.0028059187,0.004976688,0.9878671,0.0022921436,48.0
0.014595597,0.9384611,0.005399412,0.00039032154,0.041153524,49.0
0.072331816,0.13249356,0.5831686,0.12364324,0.088362806,50.0
0.037103493,0.02040168,0.0017818003,0.00019253648,0.94052047,52.0
0.031756233,0.04094097,0.06407046,0.82850194,0.034730405,53.0
0.06827425,0.10809177,0.2827417,0.46101105,0.07988119,54.0
0.082347825,0.11210503,0.006994243,0.0006933945,0.7978595,55.0
0.04293176,0.064674266,0.14647053,0.6964769,0.049446516,56.0
0.9353165,0.008126196,0.0013473869,0.00017977275,0.05503012,57.0
0.04191717,0.026900575,0.002222941,0.00023687659,0.9287224,58.0
0.05343594,0.06716432,0.09969174,0.72176987,0.057938114,59.0
0.954249,0.006863048,0.0012325364,0.00016956375,0.037485916,60.0
0.9524635,0.006935724,0.0012172972,0.00016548272,0.039218,61.0
0.9534489,0.0070552803,0.0012707276,0.00017495039,0.038050175,62.0
0.010939825,0.015653804,0.0310696,0.92994875,0.012387978,63.0
0.06391625,0.01869513,0.0019134311,0.00021668641,0.9152585,64.0
0.015813919,0.02283524,0.04628367,0.8971104,0.017956685,65.0
0.052257165,0.06573665,0.09790436,0.72743875,0.056663074,66.0
0.03576479,0.0458916,0.071056664,0.80823207,0.039054856,67.0
0.12715004,0.14573938,0.1816944,0.41188273,0.13353345,68.0
0.09065408,0.10908021,0.14868264,0.5547551,0.09682792,69.0
0.069904916,0.086185165,0.12323637,0.6453893,0.07528426,70.0
0.0318208,0.8572821,0.00958097,0.0007348354,0.10058127,71.0
0.007660288,0.010244167,0.017350491,0.9562631,0.008481928,72.0
