cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,cluster_14_prob,GHS_urban_area_id
0.026264776,0.020157432,0.12627648,0.47695017,0.017096551,0.021011602,0.043499734,0.0007693388,0.03631671,0.03807699,0.011378685,0.02538814,0.11798147,0.021555075,0.01727678,1
0.038640235,0.027962364,0.14791323,0.14262219,0.023003345,0.029461756,0.07166353,0.00070507644,0.05748638,0.06148624,0.008664831,0.036931176,0.31352675,0.016615067,0.02331786,2
0.03631681,0.024984078,0.10992521,0.07601575,0.020285185,0.02683584,0.071578614,0.000522537,0.054110356,0.0618221,0.005969286,0.03372932,0.4455667,0.011556817,0.020781327,3
0.01811301,0.01414423,0.09475164,0.6353895,0.012080692,0.014676946,0.029635157,0.0006054024,0.024756284,0.025654554,0.0094736,0.017633183,0.072507195,0.018393775,0.012184769,4
0.027307428,0.015522134,0.024127042,0.013272279,0.011997676,0.01777291,0.05733109,0.00017885445,0.040415294,0.062828176,0.0017235457,0.022647813,0.6890119,0.0031952236,0.012668706,5
0.037401404,0.025597256,0.10627512,0.08056981,0.020854943,0.027635677,0.071488544,0.0005449105,0.05452668,0.063844465,0.0062720035,0.03437861,0.43717963,0.01198071,0.021450253,6
0.030572454,0.02004964,0.06406294,0.040551692,0.016062448,0.021877723,0.061278973,0.00035338724,0.04581654,0.055742413,0.003825553,0.02762758,0.5883561,0.0072462056,0.016576434,7
0.026636602,0.24710466,0.0020255072,0.0011431392,0.46754786,0.062996455,0.009735995,5.131237e-05,0.016417576,0.011310461,0.0003194508,0.053306192,0.0041282987,0.0005504732,0.09672597,8
0.0360928,0.027004682,0.18025915,0.21035942,0.022434361,0.028133309,0.06638152,0.00078108837,0.05336098,0.055112667,0.010106154,0.035167255,0.23216598,0.020016503,0.022624088,9
0.031239843,0.5060131,0.0020237314,0.0011215579,0.18606223,0.06876109,0.010940561,4.7081223e-05,0.020644706,0.012655475,0.00030164275,0.087589584,0.0043541505,0.000523382,0.06772188,10
0.028240288,0.024423262,0.079717815,0.24573956,0.022164807,0.02494554,0.037372,0.0036192834,0.03369908,0.034303967,0.21097642,0.027838355,0.055459525,0.14923085,0.02226921,11
0.02038765,0.017069818,0.074400835,0.57932085,0.015188074,0.017522778,0.028827982,0.0015555666,0.025363827,0.025957633,0.044005547,0.020019809,0.048684232,0.06641637,0.015278978,12
0.021147206,0.01859773,0.052319296,0.12338848,0.01704738,0.018938478,0.027084416,0.0036974913,0.02475169,0.02510442,0.4718783,0.02089945,0.03799103,0.12004376,0.017110825,13
