cluster_0_prob,cluster_1_prob,GHS_urban_area_id
0.023783965,0.976216,308
0.9796162,0.020383824,309
0.023231762,0.97676826,310
0.021299575,0.9787004,311
0.978308,0.021691985,312
0.97917944,0.020820586,314
0.97509086,0.024909189,315
0.9780184,0.021981549,316
0.024163209,0.97583675,317
0.020631645,0.9793684,319
0.02038231,0.9796177,320
0.90170133,0.098298684,321
0.94170564,0.058294352,322
0.97605836,0.023941642,323
0.97833294,0.021667058,324
0.9784432,0.0215568,325
0.024363354,0.97563666,326
0.97345364,0.026546372,327
0.26403433,0.7359656,328
0.9797222,0.020277772,329
0.020400804,0.9795992,330
0.9785205,0.021479512,331
0.9771003,0.022899665,332
0.020776657,0.9792234,333
0.029763913,0.97023606,334
0.02023448,0.97976553,335
0.020408465,0.97959155,336
0.97492677,0.025073273,337
0.021315249,0.9786847,338
0.020489499,0.9795105,339
0.024245488,0.9757545,340
0.07185641,0.9281436,341
0.051810473,0.9481895,342
0.022061229,0.9779388,343
0.28605103,0.713949,344
0.9629931,0.037006915,345
0.9744381,0.025561938,346
0.9797746,0.02022537,347
0.9781298,0.021870239,348
0.97742915,0.02257082,349
0.97481793,0.025182044,350
0.9781475,0.02185243,351
0.020436559,0.9795635,352
0.97959065,0.02040934,353
0.024376268,0.9756237,354
0.021229416,0.9787706,355
0.9699893,0.030010724,356
0.102942064,0.89705795,357
0.9789966,0.021003462,358
0.026319198,0.9736808,359
0.020286096,0.9797139,360
0.020625547,0.97937447,361
0.021619372,0.9783806,362
0.025953148,0.9740468,363
0.022237945,0.97776204,364
0.021116938,0.978883,365
0.035802722,0.9641973,366
0.97669387,0.02330611,367
0.021806821,0.9781932,368
0.020364374,0.9796356,369
0.020416731,0.97958326,370
0.02025835,0.97974163,371
0.020730555,0.97926944,372
0.9771647,0.022835314,373
0.020278985,0.979721,374
0.020346966,0.979653,375
0.9748412,0.025158828,376
0.027661243,0.97233874,377
0.97333825,0.026661748,378
0.0205736,0.9794264,379
0.06433179,0.93566823,380
0.02244605,0.97755396,381
0.92053884,0.07946114,382
0.020847442,0.97915256,383
0.020798245,0.97920173,384
0.020523172,0.97947687,385
0.02068766,0.97931236,386
0.020338826,0.9796612,387
0.020719957,0.97928005,389
0.025216281,0.9747837,390
0.022790017,0.97721,391
0.9759523,0.024047654,392
0.02029328,0.9797067,393
0.9793504,0.02064964,394
0.020349339,0.9796506,395
0.9797632,0.020236762,396
0.02066787,0.9793321,397
0.9790359,0.020964056,398
0.022381445,0.9776186,399
0.020492392,0.97950757,400
0.020622501,0.9793775,401
0.021011712,0.9789883,402
0.9793716,0.02062837,403
0.02026715,0.9797328,404
0.9795485,0.020451458,405
0.97958314,0.020416858,406
0.97971696,0.020283042,407
0.97927773,0.02072232,408
0.9795198,0.02048022,409
0.9797178,0.020282237,410
0.021623757,0.9783762,411
0.9797249,0.020275125,412
0.020441888,0.9795581,413
0.021946296,0.9780537,414
0.9772748,0.022725219,415
0.9796636,0.020336369,416
0.97976506,0.020234969,417
0.021261875,0.9787381,418
0.9797346,0.020265406,419
0.037888907,0.96211106,420
0.020274235,0.9797258,421
0.97972494,0.02027498,422
0.97963274,0.020367222,423
0.023732468,0.9762675,424
0.9793405,0.020659504,425
0.977951,0.022048973,426
0.022833366,0.97716665,427
0.020327102,0.9796729,428
0.026289279,0.9737107,429
0.9795048,0.020495133,430
0.9789117,0.021088311,431
0.96484846,0.035151582,432
0.97951466,0.020485347,433
0.9796308,0.020369226,434
0.9796649,0.020335145,435
0.979319,0.020681076,436
0.979485,0.020515056,437
0.979697,0.02030298,438
0.9776824,0.022317588,439
0.9795733,0.020426704,440
0.9793477,0.020652309,441
0.9793004,0.02069959,442
0.9796025,0.020397509,443
0.022534922,0.9774651,444
0.024532037,0.975468,445
0.021278003,0.978722,446
0.022844365,0.9771556,447
0.022004662,0.97799534,448
0.029896459,0.9701035,449
0.97656345,0.023436561,450
0.025620965,0.97437906,451
0.02213031,0.9778697,452
0.021733064,0.97826695,453
0.026228193,0.97377187,454
0.024065586,0.9759344,455
0.07156739,0.92843264,456
0.9785395,0.021460427,457
0.5953985,0.40460154,458
0.022786155,0.97721386,459
0.020654837,0.97934514,460
0.021822952,0.9781771,461
0.02284761,0.9771524,462
0.021363381,0.9786366,463
0.97354156,0.02645845,464
0.020653753,0.97934633,465
0.9784745,0.021525515,467
0.97892684,0.021073183,468
0.9796186,0.0203814,469
0.9754984,0.02450163,470
0.9775354,0.02246457,471
0.020696271,0.9793037,472
0.020690108,0.97930986,473
0.021143543,0.97885644,474
0.9675396,0.03246037,475
0.91960454,0.08039546,476
0.9773798,0.022620212,477
0.9775811,0.022418953,478
0.97885835,0.02114167,479
0.9769884,0.023011567,480
0.03256277,0.9674372,481
0.974382,0.025617983,482
0.9792568,0.020743182,483
0.020901794,0.9790982,484
0.9783211,0.021678932,485
0.9796377,0.020362308,486
0.020498816,0.9795012,487
0.0358933,0.96410674,488
0.02087421,0.9791258,489
0.020624436,0.9793756,490
0.020453885,0.9795461,491
0.022745734,0.9772543,492
0.020228794,0.9797712,493
0.03736096,0.9626391,494
0.022483317,0.97751665,495
0.057385374,0.94261456,496
0.021223292,0.97877675,497
0.971805,0.028195031,498
0.9767211,0.023278875,499
0.9794252,0.02057484,500
0.97890705,0.02109294,501
0.9770242,0.02297578,502
0.02027854,0.9797215,503
0.021755608,0.97824436,504
0.9790155,0.020984476,505
0.97196436,0.028035654,506
0.9790739,0.02092615,507
0.97955126,0.020448778,508
0.020333681,0.9796663,509
0.020244038,0.97975594,510
0.02030373,0.9796963,511
0.02030535,0.9796946,512
0.020719724,0.9792803,513
0.024413465,0.97558653,514
0.02046684,0.97953314,515
0.07094435,0.9290557,516
0.96339524,0.03660472,517
0.022777723,0.9772223,518
0.020244256,0.97975576,519
0.025238236,0.9747618,520
0.020388074,0.97961193,521
0.020348372,0.97965163,522
0.9757136,0.024286438,523
0.97927505,0.020724941,524
0.021938149,0.97806185,525
0.022068027,0.977932,526
0.020534335,0.97946566,527
0.89964,0.10036002,528
0.020720134,0.9792799,529
0.8918025,0.10819755,530
0.020725725,0.9792743,531
0.020556366,0.9794436,532
0.02024813,0.9797519,533
0.020555075,0.9794449,535
0.027281197,0.9727188,536
0.021709207,0.9782908,537
0.974649,0.025350932,538
0.02170035,0.9782996,539
0.97960323,0.020396719,540
0.021244626,0.97875535,541
0.9793862,0.020613827,542
0.020431368,0.9795686,543
0.97877735,0.021222658,544
0.020807616,0.9791924,545
0.020572785,0.9794272,546
0.02028308,0.9797169,547
0.020436078,0.9795639,548
0.97946,0.020539973,549
0.020357255,0.97964275,550
0.97964466,0.020355357,551
0.9797233,0.020276748,552
0.97931224,0.020687785,553
0.9795876,0.02041239,554
0.9796527,0.020347334,555
0.024316283,0.97568375,556
0.9796551,0.020344945,557
0.9796467,0.020353323,558
0.020325586,0.9796744,559
0.97918826,0.020811722,560
0.97967106,0.020328924,561
0.9796555,0.02034451,562
0.021834917,0.9781651,563
0.02059481,0.97940516,564
0.020577896,0.9794221,565
0.047104064,0.95289594,566
0.9796367,0.020363221,567
0.97956294,0.020437108,568
0.97968507,0.02031494,569
0.021415576,0.9785844,570
0.97960997,0.020390067,571
0.97973067,0.02026938,572
0.9794033,0.020596752,573
0.97928685,0.0207132,574
0.6023743,0.3976257,575
0.97911423,0.02088581,576
0.9796395,0.020360582,577
0.9790865,0.020913467,578
0.97971827,0.02028174,579
0.021486504,0.97851354,580
0.9792946,0.020705434,581
0.020341834,0.9796582,582
0.02268822,0.9773118,583
0.9794738,0.020526133,584
0.87646186,0.1235382,585
0.97839296,0.021607015,586
0.97969383,0.020306133,587
0.979609,0.020391004,588
0.02032492,0.97967505,589
0.97951967,0.020480383,590
0.024398448,0.97560155,591
0.02540931,0.9745907,592
0.38082013,0.6191799,593
0.024050185,0.97594976,594
0.02563862,0.9743614,595
0.9752693,0.024730626,596
0.021102553,0.97889745,597
0.02126564,0.9787344,598
0.02174211,0.9782579,599
0.021903565,0.9780964,600
0.972121,0.027878946,601
0.025216613,0.97478336,602
0.023983695,0.9760163,603
0.020795668,0.97920436,604
0.020914113,0.9790859,605
0.02656262,0.97343737,606
0.020810744,0.9791892,607
0.022963297,0.97703665,608
0.025174228,0.97482574,609
0.97862065,0.021379326,610
0.9752294,0.024770606,611
0.020821428,0.97917855,612
0.97782075,0.02217927,613
0.9789918,0.021008214,614
0.9771297,0.022870265,615
0.023080256,0.9769197,617
0.020354927,0.97964513,618
0.9781666,0.021833392,619
0.9785644,0.021435628,620
0.97932196,0.020678015,621
0.9790177,0.020982338,622
0.9768894,0.02311066,623
0.03211406,0.967886,624
0.9790275,0.0209725,626
0.020681782,0.97931826,627
0.97943264,0.020567372,628
0.9788418,0.0211582,629
0.021250097,0.97874993,630
0.020766761,0.97923326,631
0.022323824,0.97767615,632
0.02041449,0.9795856,633
0.020813193,0.97918683,634
0.020283373,0.9797166,635
0.020933272,0.9790667,636
0.022194734,0.97780526,637
0.024287028,0.975713,638
0.9170865,0.082913525,639
0.9694084,0.03059157,640
0.97934556,0.020654412,641
0.9789625,0.021037452,642
0.9785722,0.02142781,643
0.97749025,0.022509765,644
0.020254526,0.97974545,645
0.020472461,0.97952753,646
0.9785528,0.021447228,647
0.9792423,0.020757718,648
0.978068,0.021932015,649
0.97950524,0.02049477,650
0.02255732,0.9774427,651
0.020307573,0.97969246,652
0.020272965,0.979727,653
0.020242756,0.97975725,654
0.021448467,0.9785515,655
0.02417428,0.9758257,656
0.020374922,0.9796251,657
0.96388876,0.03611122,658
0.96158737,0.038412638,659
0.03344592,0.9665541,660
0.02052313,0.97947687,661
0.021627009,0.978373,662
0.020695843,0.97930413,663
0.020796696,0.97920334,664
0.9784386,0.021561384,665
0.021702193,0.9782978,666
0.020233475,0.9797665,667
0.02117658,0.9788234,668
0.020511629,0.97948843,669
0.02318532,0.9768147,670
0.02076568,0.97923434,671
0.9648554,0.03514464,672
0.02150511,0.9784949,673
0.02034148,0.97965854,674
0.020853072,0.97914696,675
0.020845711,0.9791543,676
0.02159096,0.978409,677
0.020476598,0.9795234,678
0.97308326,0.026916686,679
0.020582868,0.97941715,680
0.9795311,0.02046889,681
0.020342214,0.97965777,682
0.97941285,0.020587219,683
0.020305742,0.97969425,684
0.9796607,0.020339329,685
0.025926752,0.9740733,686
0.02059382,0.9794061,687
0.02048086,0.9795191,688
0.9796866,0.020313377,689
0.020490045,0.97951,690
0.020569626,0.9794304,691
0.97957265,0.020427335,692
0.9797591,0.020240903,693
0.9797223,0.020277668,694
0.9796758,0.020324184,695
0.9796003,0.020399678,696
0.021240324,0.97875965,697
0.97962946,0.0203705,698
0.9797808,0.020219207,699
0.020484922,0.9795151,700
0.9786771,0.021322897,701
0.9796219,0.020378094,702
0.9796733,0.020326694,703
0.021788348,0.9782117,704
0.02051831,0.9794817,705
0.02148256,0.9785174,706
0.042705692,0.9572943,707
0.9797808,0.020219194,708
0.97972375,0.0202763,709
0.97977114,0.020228827,710
0.021174084,0.9788259,711
0.9790698,0.020930178,712
0.97949487,0.020505115,713
0.9792711,0.020728875,714
0.9796513,0.020348731,715
0.16817385,0.83182615,716
0.9780022,0.021997798,717
0.9797228,0.020277187,718
0.023675479,0.9763245,719
0.9792602,0.020739842,720
0.9795929,0.02040708,721
0.02039295,0.97960705,722
0.9664241,0.03357593,723
0.9782232,0.021776812,724
0.97797763,0.022022378,725
0.9792892,0.020710839,726
0.9795192,0.020480782,727
0.9779879,0.022012103,729
0.021829871,0.97817016,730
0.02160413,0.9783959,731
0.02519062,0.97480935,732
0.024570078,0.9754299,733
0.028116504,0.97188354,734
0.02248069,0.97751933,735
0.021124141,0.9788759,736
0.020451546,0.97954845,737
0.9790065,0.020993473,738
0.020908788,0.9790912,739
0.36807662,0.6319233,740
0.024754379,0.9752456,741
0.021217834,0.9787822,742
0.022840513,0.9771595,743
0.021506066,0.9784939,744
0.02273628,0.97726375,745
0.026516335,0.9734837,746
0.02043058,0.97956944,747
0.020535054,0.97946495,748
0.9770259,0.022974085,749
0.020614136,0.97938585,750
0.97187144,0.028128592,751
0.9795728,0.020427251,752
0.02081501,0.979185,753
0.021701455,0.97829854,754
0.97931165,0.02068836,755
0.020570433,0.97942954,756
0.97918403,0.020815944,757
0.97689784,0.023102175,758
0.9748185,0.025181457,759
0.030467546,0.96953243,760
0.97611964,0.023880312,761
0.9795528,0.02044725,762
0.020364972,0.97963506,763
0.97884536,0.021154689,764
0.020348184,0.9796518,765
0.97928005,0.020719986,766
0.020492285,0.9795077,767
0.0207971,0.9792029,768
0.020301947,0.97969806,769
0.021375122,0.9786249,770
0.020787124,0.9792128,771
0.020708898,0.9792911,772
0.021132572,0.9788674,773
0.03182797,0.9681721,774
0.021688307,0.9783117,775
0.9791173,0.02088272,776
0.9791285,0.020871509,777
0.97783875,0.022161296,778
0.97951883,0.020481179,779
0.020896701,0.97910327,780
0.97942835,0.020571645,781
0.02092974,0.97907025,782
0.9791695,0.020830523,783
0.9793985,0.020601528,784
0.0283661,0.97163385,785
0.9794599,0.020540144,786
0.021205496,0.9787945,787
0.021033244,0.9789668,788
0.020438714,0.97956127,789
0.020236585,0.9797634,790
0.022122793,0.9778772,791
0.030131208,0.9698688,792
0.97922164,0.020778392,793
0.021063415,0.9789366,794
0.025478937,0.97452104,795
0.02050664,0.9794933,796
0.020489806,0.9795102,797
0.021035375,0.9789646,798
0.97895056,0.02104946,799
0.020273563,0.97972643,800
0.020538006,0.979462,801
0.022215076,0.97778493,802
0.020457365,0.9795426,803
0.9796983,0.020301662,804
0.020624945,0.97937506,805
0.77314943,0.22685054,806
0.020763848,0.9792362,807
0.020378765,0.9796212,808
0.02081185,0.97918814,809
0.021338407,0.9786616,810
0.021120545,0.97887945,811
0.9780341,0.021965899,812
0.020306002,0.979694,813
0.966319,0.033680942,814
0.020472996,0.979527,815
0.9791186,0.020881427,816
0.02052263,0.9794774,817
0.97960865,0.020391362,818
0.07655524,0.92344475,819
0.020587191,0.97941285,820
0.020353595,0.97964644,821
0.97909784,0.02090217,822
0.020358454,0.9796415,823
0.02054322,0.97945684,824
0.9789434,0.0210566,825
0.97958386,0.020416142,826
0.97927374,0.020726237,827
0.9796803,0.020319745,828
0.9790257,0.02097427,829
0.021369362,0.97863066,830
0.97972876,0.020271244,831
0.022038823,0.9779612,832
0.97973114,0.020268861,833
0.9795627,0.020437304,834
0.9795546,0.02044541,835
0.02182029,0.9781797,836
0.024180146,0.9758198,837
0.030364148,0.96963584,838
0.021318067,0.9786819,839
0.9797141,0.020285947,840
0.020383231,0.97961676,841
0.97964305,0.020356918,842
0.9795279,0.020472111,843
0.97967285,0.020327186,844
0.033197246,0.9668028,845
0.9794151,0.020584902,846
0.979619,0.020380922,847
0.9785932,0.02140688,848
0.97952515,0.020474829,849
0.9797252,0.02027485,850
0.9454551,0.054544955,851
0.97855616,0.021443892,852
0.97968674,0.02031327,853
0.97970843,0.020291587,854
0.020332992,0.979667,855
0.97966415,0.020335793,856
0.9796932,0.02030679,858
0.022115557,0.9778845,859
0.024426319,0.9755737,860
0.020738956,0.97926104,861
0.02629928,0.9737007,862
0.02340053,0.97659945,863
0.021443257,0.9785567,864
0.97880435,0.021195648,865
0.021942576,0.97805744,866
0.022248797,0.97775126,867
0.022422861,0.97757715,868
0.03358046,0.9664195,869
0.120287284,0.8797127,870
0.020735182,0.9792648,871
0.02205776,0.9779422,872
0.026467899,0.97353214,873
0.0250676,0.97493243,874
0.021553067,0.9784469,875
0.97477925,0.025220772,876
0.97696584,0.023034183,877
0.020244835,0.97975516,878
0.9789276,0.021072412,879
0.02055756,0.9794425,882
0.9741064,0.025893653,883
0.9793705,0.020629527,885
0.9791076,0.020892354,886
0.97334903,0.026650991,887
0.8131701,0.18682994,888
0.974771,0.025228973,889
0.9796322,0.02036779,890
0.047253218,0.95274675,891
0.9777911,0.022208923,892
0.97889894,0.021101043,893
0.9794691,0.020530889,894
0.0213545,0.9786455,895
0.020832362,0.97916764,896
0.020469932,0.9795301,897
0.020636497,0.97936356,898
0.020523872,0.9794761,899
0.020240156,0.9797599,900
0.022559885,0.9774402,901
0.07232997,0.92767006,902
0.021669475,0.9783305,903
0.9746192,0.025380788,905
0.9790426,0.020957397,906
0.979198,0.020802056,907
0.02027009,0.9797299,908
0.97734696,0.022653043,909
0.021862427,0.9781376,910
0.9795272,0.02047284,911
0.9793809,0.02061907,912
0.9777869,0.022213075,913
0.97958934,0.020410672,914
0.024190197,0.9758098,915
0.023328042,0.97667193,916
0.021217288,0.97878265,917
0.020474108,0.97952586,918
0.020806327,0.9791937,919
0.035935365,0.96406466,920
0.020445144,0.9795549,921
0.021147344,0.9788527,922
0.020928733,0.97907126,923
0.020392928,0.9796071,924
0.021498157,0.9785018,925
0.97941905,0.020580973,926
0.97938883,0.02061116,927
0.023157606,0.9768424,928
0.020323694,0.9796763,929
0.024738219,0.9752618,930
0.2999003,0.7000997,931
0.021161014,0.978839,932
0.020503646,0.97949636,933
0.020295676,0.9797044,934
0.020670198,0.9793298,935
0.021495704,0.9785043,936
0.020512758,0.9794872,937
0.97877955,0.02122043,938
0.9794938,0.020506237,939
0.020260653,0.97973937,940
0.9796007,0.02039927,941
0.021777738,0.97822225,942
0.020492982,0.979507,943
0.97740436,0.022595622,944
0.12955026,0.8704497,945
0.020413952,0.97958606,946
0.020430958,0.9795691,947
0.020236839,0.9797632,948
0.9797517,0.020248279,949
0.97968113,0.020318856,950
0.020471968,0.979528,951
0.97968876,0.020311287,952
0.97930473,0.020695196,953
0.9796455,0.020354567,954
0.9797155,0.020284498,955
0.025957843,0.9740421,956
0.020513983,0.979486,957
0.9796313,0.020368703,958
0.9796957,0.020304322,959
0.97961646,0.02038355,960
0.97919774,0.020802183,961
0.022952488,0.97704756,962
0.020349301,0.97965074,963
0.9796614,0.020338638,964
0.0237755,0.97622454,965
0.0203175,0.9796825,966
0.97960114,0.02039884,967
0.9796354,0.020364594,968
0.29508176,0.7049182,969
0.97800994,0.021990068,970
0.9794903,0.02050973,971
0.9792648,0.020735174,972
0.97699213,0.02300786,973
0.97960806,0.02039199,974
0.9791004,0.02089958,975
0.020306299,0.9796937,976
0.02044339,0.9795566,977
0.97971517,0.020284822,978
0.03962177,0.9603782,979
0.02706593,0.97293407,980
0.022029832,0.9779702,981
0.024411496,0.97558844,982
0.02096883,0.97903115,983
0.023302754,0.97669727,984
0.97477376,0.02522626,985
0.021042788,0.97895724,986
0.02722114,0.9727788,987
0.021980578,0.9780194,988
0.024479983,0.97552,989
0.020226441,0.9797736,990
0.020926744,0.9790733,991
0.97817856,0.021821417,992
0.020944886,0.9790551,993
0.025363373,0.9746367,994
0.02067209,0.9793279,995
0.08789006,0.9121099,996
0.9764542,0.023545813,997
0.9760074,0.02399257,999
0.978603,0.021397013,1000
0.020348417,0.97965163,1002
0.023181604,0.9768184,1003
0.97937346,0.020626545,1004
0.9664969,0.03350311,1005
0.97812045,0.021879602,1006
0.9504732,0.049526863,1007
0.9666733,0.0333267,1008
0.22969185,0.7703082,1009
0.97959876,0.020401243,1010
0.02468683,0.9753131,1011
0.97924584,0.020754155,1012
0.97904223,0.020957772,1013
0.9786127,0.021387259,1014
0.022851862,0.9771481,1015
0.021225648,0.97877437,1016
0.020211596,0.97978836,1017
