cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,GHS_urban_area_id
0.018215181,0.85552394,0.035693362,0.05749591,0.0066451565,7.890158e-05,0.02634759,1.0
0.05253728,0.1979662,0.040878028,0.6260976,0.0046421154,8.029929e-05,0.07779854,2.0
0.06422258,0.21851721,0.44472522,0.11055495,0.06046639,0.00050870364,0.10100495,3.0
0.0661177,0.22402087,0.15334226,0.10954973,0.3626215,0.0010664862,0.0832815,4.0
0.30735207,0.03219652,0.038574435,0.11258904,0.0035475811,8.52412e-05,0.50565517,5.0
0.039797124,0.08488883,0.7269313,0.06060062,0.018476965,0.00022500659,0.069080226,6.0
0.010516475,0.9112792,0.017196612,0.04294736,0.0024956025,3.378821e-05,0.015530982,7.0
0.036560934,0.040424347,0.0149413245,0.86862653,0.0017025544,3.2143158e-05,0.037712213,8.0
0.035441324,0.65839225,0.042805884,0.20781171,0.0054567764,8.2250444e-05,0.050009806,9.0
0.3683336,0.05213637,0.034788344,0.39892608,0.004104705,9.018508e-05,0.14162071,10.0
0.030261777,0.70890695,0.043854196,0.1646332,0.004972252,7.3615854e-05,0.047297955,11.0
0.010880234,0.9063509,0.018288694,0.045638137,0.00247646,3.3727963e-05,0.01633184,12.0
0.020074863,0.8383759,0.043459445,0.06116529,0.0077121714,8.833484e-05,0.029124016,13.0
0.9002587,0.01103973,0.009787222,0.039440744,0.0013675165,3.5128276e-05,0.03807095,14.0
0.9027361,0.010516638,0.009874605,0.035532016,0.001363308,3.5709527e-05,0.039941546,15.0
0.050993577,0.053700898,0.025813054,0.7878173,0.0023124139,4.3471984e-05,0.07931923,16.0
0.018878056,0.8308817,0.027883125,0.09078087,0.0036059213,5.144544e-05,0.02791894,17.0
0.61546266,0.035698052,0.027294466,0.19902168,0.0032981907,7.601548e-05,0.11914892,18.0
0.10516404,0.044079226,0.0237549,0.7344115,0.0026091703,5.3496016e-05,0.089927666,19.0
0.010654528,0.9134394,0.019787049,0.037340596,0.003207606,4.0287614e-05,0.015530472,20.0
0.9052824,0.010203633,0.009474398,0.035048854,0.0013079317,3.417147e-05,0.03864867,21.0
0.79090095,0.020186165,0.016805775,0.09382899,0.0020796994,4.9781367e-05,0.076148614,22.0
0.8830979,0.012759781,0.012088189,0.041641433,0.001704673,4.5414894e-05,0.048662625,23.0
0.91119355,0.009433603,0.008864774,0.032525454,0.0012014055,3.1196596e-05,0.036749966,24.0
0.7692596,0.019284967,0.020674575,0.066253416,0.0023857953,6.0785736e-05,0.122080885,25.0
0.90451735,0.010222649,0.009584598,0.034806535,0.0013181756,3.451526e-05,0.0395162,26.0
0.026262913,0.7927065,0.056321513,0.07581456,0.011457718,0.00012614483,0.037310716,27.0
0.87336135,0.011602327,0.010946128,0.045192238,0.0013369158,3.343943e-05,0.05752761,28.0
0.1335123,0.033078138,0.051270206,0.10234575,0.0033151458,7.254241e-05,0.67640585,29.0
0.045051534,0.10806565,0.027545089,0.76180273,0.0031904066,5.6437177e-05,0.054288115,30.0
0.045584816,0.6161613,0.13248815,0.11248115,0.027367009,0.0002587459,0.06565893,31.0
0.8100493,0.018874245,0.01586156,0.08475716,0.0019825455,4.760188e-05,0.068427585,32.0
0.061503816,0.49991757,0.15698823,0.13351338,0.06263681,0.00048720703,0.08495296,33.0
0.09347358,0.05138458,0.022396665,0.75797,0.0029301455,6.041845e-05,0.071784586,34.0
0.00919969,0.9229276,0.015563607,0.036533993,0.0022746194,3.0289306e-05,0.013470213,35.0
0.10659297,0.066267736,0.04701251,0.5080517,0.0037414262,7.42272e-05,0.26825944,36.0
0.052345663,0.57132185,0.14101686,0.12217091,0.039396357,0.00034307945,0.073405325,37.0
0.9158486,0.008881266,0.008147669,0.031720713,0.0010987206,2.8217302e-05,0.034274776,38.0
0.02213249,0.8314943,0.03247534,0.07978233,0.00597544,7.720448e-05,0.028062914,39.0
0.8439319,0.016393438,0.013364036,0.06923608,0.0018085161,4.471881e-05,0.05522124,40.0
0.9062602,0.010181887,0.009399761,0.034953557,0.0013009482,3.3862576e-05,0.037869778,41.0
0.60620713,0.02752123,0.0305051,0.0980505,0.0032173395,7.9880214e-05,0.23441884,42.0
0.14752899,0.050794676,0.02776343,0.6718107,0.0032099313,6.663202e-05,0.09882562,43.0
0.51148385,0.034070175,0.032775596,0.16140056,0.003297124,7.6763485e-05,0.25689596,44.0
0.8694109,0.015112281,0.013907394,0.048963513,0.002027423,5.3778924e-05,0.050524693,45.0
0.042136032,0.1018182,0.027373994,0.76924336,0.0029629017,5.246464e-05,0.0564131,46.0
0.06333876,0.20782591,0.14297731,0.10368498,0.401911,0.0010710148,0.079191044,47.0
0.017898649,0.032594275,0.8809592,0.026889117,0.005622109,7.974721e-05,0.03595689,48.0
0.7491199,0.02449248,0.019152982,0.11893827,0.002475299,5.9483584e-05,0.08576161,49.0
0.015119491,0.036278225,0.030226786,0.022012757,0.8779622,0.00040729708,0.017993206,50.0
0.03716101,0.63091487,0.04733548,0.22438018,0.005519001,8.3363615e-05,0.054606143,52.0
0.060495287,0.17557722,0.52222496,0.09953773,0.046161152,0.00043364035,0.095569916,53.0
0.008775535,0.016502805,0.93921167,0.0140276775,0.0022689283,3.31777e-05,0.019180208,54.0
