cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,GHS_urban_area_id
0.524071,0.106599696,0.12519297,0.03898485,0.0025086594,0.019027144,0.0003167341,0.1832989,1.0
0.025185024,0.014778297,0.90197164,0.008282405,0.0014272737,0.013669968,0.00014657622,0.03453883,2.0
0.04985751,0.03550989,0.10782723,0.026551943,0.030857276,0.6997858,0.0016797547,0.047930554,3.0
0.035641942,0.030480063,0.04332841,0.02711346,0.73550415,0.08125132,0.013472968,0.033207715,4.0
0.0364432,0.041019883,0.0303915,0.015431616,0.00065769046,0.0037879164,8.587964e-05,0.87218237,5.0
0.058376826,0.046921276,0.07987759,0.039698046,0.48403808,0.22997221,0.0075415205,0.053574424,6.0
0.8549457,0.063828796,0.016807338,0.017359974,0.0006425683,0.0041394494,8.9007175e-05,0.04218713,7.0
0.047925115,0.78269327,0.011010391,0.108897686,0.0006491378,0.0031483888,9.911827e-05,0.045576975,8.0
0.10676754,0.74634683,0.015558786,0.057059214,0.00075585494,0.0040198383,0.0001111165,0.069380805,9.0
0.02145536,0.09935112,0.007252126,0.84634227,0.0005797794,0.002477274,9.409483e-05,0.022447966,10.0
0.04488006,0.8408021,0.00898837,0.064236194,0.0005044996,0.002515788,7.632272e-05,0.037996635,11.0
0.30175635,0.49289066,0.026982173,0.06657171,0.001239364,0.0069521903,0.0001796992,0.103427775,12.0
0.45239708,0.10457351,0.19588012,0.043749627,0.0036226942,0.030812625,0.00044096084,0.1685234,13.0
0.016605642,0.057534862,0.006142589,0.90000397,0.0005519921,0.0022597383,9.165873e-05,0.016809572,14.0
0.016779734,0.057946578,0.006347309,0.898386,0.00057747157,0.0023348744,9.670541e-05,0.017531293,15.0
0.13840657,0.087161876,0.27566692,0.037217945,0.0026225925,0.018197693,0.00031614435,0.44041026,16.0
0.8522941,0.06563619,0.016887484,0.017716669,0.00064485124,0.004147436,8.923322e-05,0.042584073,17.0
0.043401696,0.83287513,0.009309952,0.070857726,0.00052172074,0.002580779,7.888211e-05,0.04037406,18.0
0.07963354,0.0495474,0.621461,0.031206552,0.008926494,0.118551575,0.00079424,0.089879155,19.0
0.78897107,0.10229939,0.020584583,0.025314916,0.0008216449,0.0051293643,0.00011500676,0.056764048,20.0
0.0578978,0.5555937,0.015762003,0.30492818,0.0010301678,0.0047659734,0.00016061355,0.0598615,21.0
0.026024899,0.12844709,0.008649199,0.8057393,0.00067579036,0.0029122082,0.00010915003,0.027442418,22.0
0.019982813,0.08908877,0.006833789,0.8601751,0.00055698724,0.0023602282,9.099203e-05,0.02091135,23.0
0.025432602,0.124199,0.008492522,0.81143093,0.00066235545,0.0028571305,0.000106725165,0.026818825,24.0
0.055008434,0.032804992,0.77343726,0.019507194,0.004218303,0.048982766,0.00040434024,0.0656367,25.0
0.0153433215,0.06297481,0.0054387124,0.8976639,0.00045634998,0.0019092544,7.491102e-05,0.01613868,26.0
0.87512344,0.049461186,0.017400486,0.014994599,0.00064513955,0.004307938,8.8442845e-05,0.03797874,27.0
0.08722062,0.05387403,0.5719744,0.03421632,0.010115272,0.14755714,0.00088659785,0.09415567,28.0
0.06786623,0.05349249,0.093074,0.044646278,0.3740187,0.29767296,0.007941157,0.06128825,29.0
0.18806414,0.08513847,0.39797357,0.036959365,0.0031535046,0.024604034,0.00037330607,0.2637336,30.0
0.06888658,0.052161165,0.109495506,0.041818116,0.13643572,0.52337843,0.0046004457,0.06322399,31.0
0.05358457,0.39885274,0.015439003,0.4712908,0.0010749201,0.004865101,0.00016968182,0.054723207,32.0
0.07493418,0.044394236,0.17133978,0.029979175,0.013622228,0.6037592,0.0010925154,0.060878653,33.0
0.06929659,0.054369245,0.098264895,0.045082096,0.33126733,0.33133796,0.0072629694,0.063118875,34.0
0.58748776,0.23550151,0.028488271,0.046613466,0.0011993336,0.007144171,0.00017031824,0.09339514,35.0
0.08514565,0.07317361,0.14407398,0.03208212,0.0020051831,0.012351469,0.0002492164,0.6509188,36.0
0.05099359,0.037055768,0.08463737,0.028939173,0.05206777,0.69848144,0.0023970841,0.045427825,37.0
0.014905809,0.053587943,0.0054713143,0.9082052,0.00048578213,0.0019933255,8.065171e-05,0.015269961,38.0
0.030150952,0.021104567,0.053995647,0.01598784,0.020579211,0.8304466,0.0011076988,0.026627542,39.0
0.05677381,0.46031997,0.015812347,0.40402353,0.0010796513,0.0049387775,0.00016967437,0.056882214,40.0
0.017054835,0.058341112,0.0063606054,0.8978341,0.00058075605,0.0023560564,9.722664e-05,0.017375257,41.0
0.023933288,0.014862843,0.9021228,0.008068301,0.0011081907,0.009417358,0.0001178133,0.040369414,42.0
0.056271233,0.43604448,0.015898235,0.42886978,0.0010913505,0.004985141,0.00017142654,0.056668375,43.0
0.086850345,0.5913444,0.026338689,0.1024905,0.0012177048,0.0060882135,0.00017798308,0.1854921,44.0
0.018063042,0.06038979,0.0069444873,0.89239573,0.00063972425,0.0025729034,0.00010723614,0.018887043,45.0
0.036036644,0.19658193,0.011342836,0.7145432,0.0008549344,0.0037594636,0.00013673562,0.036744226,46.0
0.09877824,0.056335013,0.2813741,0.03649618,0.014188576,0.4286143,0.0012035003,0.08301001,47.0
0.05368179,0.04348145,0.06948928,0.037179437,0.5571926,0.18153746,0.00885385,0.04858414,48.0
0.016384726,0.06792525,0.0056989724,0.89055604,0.00047697153,0.0020048935,7.825079e-05,0.016874878,49.0
0.02880261,0.019277014,0.06325609,0.013947562,0.011340764,0.8366485,0.0007257169,0.026001712,50.0
0.30416757,0.48573318,0.027603552,0.06537749,0.0012395736,0.006977094,0.00017903754,0.10872249,52.0
0.04438347,0.03842874,0.05307222,0.034519937,0.6731693,0.093798906,0.021068402,0.04155903,53.0
0.035724185,0.023953982,0.08238762,0.01726577,0.01330794,0.7937265,0.0008620047,0.032771993,54.0
0.014561871,0.057950325,0.005224522,0.904587,0.00044371164,0.0018476234,7.299431e-05,0.015311915,55.0
0.035681967,0.025297156,0.06614462,0.019212877,0.026465653,0.7934939,0.0013635816,0.032340284,56.0
0.044036593,0.8465894,0.0087989755,0.059649076,0.00048577637,0.0024314355,7.3236166e-05,0.03793555,57.0
0.017806225,0.05984981,0.00677848,0.8938752,0.00062423834,0.002515842,0.000104709834,0.01844552,58.0
0.056731585,0.04977901,0.06670723,0.04515265,0.5815021,0.110030785,0.03662301,0.05347359,59.0
0.015028684,0.05588959,0.0054324684,0.9058026,0.00047139113,0.0019559897,7.7614706e-05,0.01534169,60.0
0.016529728,0.062147312,0.0058771335,0.89614636,0.00050548784,0.0021118878,8.294068e-05,0.016599128,61.0
0.014069238,0.052091274,0.005178144,0.91157097,0.0004525429,0.0018634604,7.4817675e-05,0.014699648,62.0
0.061852135,0.046061303,0.098914064,0.03656701,0.09551992,0.6015348,0.003660298,0.055890467,63.0
0.045964103,0.84600455,0.00887561,0.05839197,0.0004901074,0.0024624914,7.389214e-05,0.037737254,64.0
0.06920986,0.052170955,0.10747122,0.041696247,0.14675437,0.5147538,0.004949961,0.06299358,65.0
0.0752931,0.06725456,0.08527227,0.06200374,0.42299312,0.12949364,0.08670094,0.0709886,66.0
0.07605895,0.06797442,0.08602375,0.0626743,0.41386378,0.1299329,0.091737576,0.07173438,67.0
0.07038316,0.066632144,0.07449036,0.06409193,0.1363402,0.08926228,0.4304799,0.068319984,68.0
0.072174475,0.06698596,0.07802368,0.063517824,0.18886982,0.10067415,0.3604359,0.06931816,69.0
0.07749917,0.0711826,0.084597774,0.06699986,0.23852408,0.11363318,0.2735951,0.073968224,70.0
0.8770652,0.046746414,0.018962456,0.01545506,0.000724722,0.0049643023,9.879798e-05,0.03598307,71.0
0.036898892,0.030396674,0.04741556,0.026263472,0.7061111,0.11165853,0.007368766,0.03388699,72.0
0.07850777,0.07063486,0.088194676,0.06547721,0.38084385,0.12987512,0.11218047,0.07428601,73.0
0.013961504,0.05382431,0.005140009,0.90980864,0.00044027276,0.0018221115,7.2437404e-05,0.014930841,74.0
0.06941234,0.06145797,0.079641424,0.056239754,0.48034132,0.12555668,0.062071715,0.06527877,75.0
0.058964517,0.047398232,0.08201347,0.040011268,0.47070614,0.2391297,0.007282061,0.05449457,76.0
0.0155867245,0.06326957,0.0055075977,0.89690644,0.0004655629,0.0019443531,7.663033e-05,0.016243173,77.0
0.8778769,0.046570662,0.018706389,0.015305966,0.00071390276,0.004881044,9.7388336e-05,0.03584778,78.0
0.047858655,0.041216377,0.05688086,0.036926676,0.64799386,0.102513805,0.022153853,0.044455897,79.0
0.06771089,0.050935213,0.10270234,0.040929712,0.12958762,0.542971,0.004587996,0.060575247,80.0
0.059128422,0.47824797,0.018689603,0.36149725,0.001201198,0.0054835943,0.00018598151,0.07556599,81.0
0.05290926,0.04597207,0.062330566,0.04146476,0.6112987,0.107800364,0.028840229,0.04938406,82.0
0.042139046,0.030271554,0.07587087,0.023256771,0.035046432,0.7534555,0.0017222317,0.038237587,83.0
0.019553782,0.06500756,0.007314169,0.88487136,0.000680074,0.0027408178,0.00011460383,0.019717522,84.0
0.017349245,0.05982066,0.006606325,0.894804,0.0006022051,0.00242946,0.00010096409,0.018287145,85.0
0.01567704,0.06358236,0.005521257,0.8965494,0.00046179752,0.0019422756,7.545433e-05,0.016190376,86.0
0.017594159,0.010779289,0.9289943,0.0060456884,0.0009849316,0.008936773,0.00010168503,0.0265631,87.0
0.050455336,0.036814235,0.084998414,0.028727425,0.05543168,0.6956335,0.002455205,0.045484234,88.0
0.07891799,0.07100115,0.0886296,0.06576887,0.3726552,0.12982585,0.11848037,0.07472102,89.0
0.026291369,0.08043851,0.010187913,0.85156846,0.0009912538,0.00391885,0.00016898123,0.026434707,90.0
0.09492509,0.070216335,0.45448273,0.034933776,0.0031911493,0.021548165,0.00037217836,0.3203306,91.0
0.014038835,0.051989663,0.005183153,0.9116617,0.0004531433,0.0018646346,7.49325e-05,0.014733951,92.0
0.07343076,0.056386128,0.104774095,0.046168216,0.21635696,0.43096524,0.006380949,0.065537676,93.0
0.074410245,0.050343446,0.641605,0.025588961,0.0026263515,0.019221265,0.0002967736,0.18590789,94.0
0.026107572,0.017835446,0.05337862,0.013136901,0.012952527,0.85226464,0.00077146426,0.023552863,95.0
0.050236564,0.7735667,0.011436919,0.11429685,0.0006758172,0.0032886288,0.00010299975,0.046395514,96.0
0.024509482,0.014176464,0.9063671,0.007944024,0.0013361007,0.013290471,0.00013626053,0.032240022,97.0
0.05595162,0.03644244,0.7492984,0.018875295,0.0021206054,0.016224707,0.00023539051,0.12085149,98.0
0.035533007,0.02960305,0.044463884,0.025857378,0.7258188,0.09763307,0.008489918,0.032600895,99.0
0.05755855,0.54743725,0.016140595,0.31048724,0.0010441595,0.0048325057,0.00016213363,0.06233749,100.0
0.058597438,0.0586427,0.07209757,0.024766035,0.0013113765,0.0076706973,0.00016750481,0.77674663,101.0
0.06190833,0.04958667,0.08103128,0.042060286,0.47216114,0.22862668,0.00896505,0.055660542,102.0
0.08821363,0.059079945,0.5644526,0.029128894,0.0027911053,0.020127308,0.0003203051,0.23588626,103.0
0.06207725,0.046161458,0.09832643,0.03666336,0.095414616,0.60186833,0.0036884446,0.055800036,104.0
0.043071594,0.035366468,0.054917824,0.030542593,0.6569751,0.13140117,0.008452774,0.03927249,105.0
0.02760509,0.015846128,0.89501816,0.008909569,0.0015328454,0.015568995,0.00015561667,0.03536357,106.0
0.10103779,0.07928401,0.22731373,0.035825577,0.0025163977,0.016166218,0.0003061493,0.53755015,107.0
0.089138135,0.059833184,0.55597353,0.029539624,0.0028867426,0.020609243,0.00033270183,0.24168685,108.0
0.07599476,0.06789785,0.08597494,0.06258615,0.41453084,0.12991959,0.09142734,0.071668476,109.0
0.043310765,0.028953144,0.8045633,0.015582601,0.0019795531,0.015200524,0.00021605655,0.09019409,110.0
