GHS_urban_area_id,most_probable_cluster,assignment_probability,uncertainty_score,similarity
1,3,1.0,0.0,0.43033826
2,3,1.0,0.0,0.3541867
3,1,1.0,0.0,0.22013061
4,3,1.0,0.0,0.36797214
5,1,1.0,0.0,0.25065738
6,1,1.0,0.0,0.21092825
7,0,1.0,0.0,0.40900826
8,2,1.0,0.0,0.34489134
9,2,1.0,0.0,0.40614107
10,2,1.0,0.0,0.337516
11,5,1.0,0.0,0.27828464
12,5,1.0,0.0,0.27204064
13,3,1.0,0.0,0.48450646
14,2,1.0,0.0,0.42878577
15,0,1.0,0.0,0.43306968
16,1,1.0,0.0,0.334158
17,2,1.0,0.0,0.4424877
18,2,1.0,0.0,0.36802197
19,3,1.0,0.0,0.34595916
20,5,1.0,0.0,0.26583502
21,3,1.0,0.0,0.32782212
22,2,1.0,0.0,0.3399131
23,3,1.0,0.0,0.34096172
24,0,1.0,0.0,0.4760428
25,3,1.0,0.0,0.3313154
26,3,1.0,0.0,0.37076235
27,3,1.0,0.0,0.46148688
28,3,1.0,0.0,0.35741597
29,3,1.0,0.0,0.28944162
30,3,1.0,0.0,0.39517683
31,1,1.0,0.0,0.28564918
32,3,1.0,0.0,0.39079323
33,5,1.0,0.0,0.29505983
34,5,1.0,0.0,0.29375312
35,5,1.0,0.0,0.3155695
36,3,1.0,0.0,0.30734816
37,3,1.0,0.0,0.43612093
38,0,1.0,0.0,0.43441424
39,1,1.0,0.0,0.70612514
40,3,1.0,0.0,0.46548635
41,3,1.0,0.0,0.39181635
42,1,1.0,0.0,0.25631288
43,3,1.0,0.0,0.48057267
44,3,1.0,0.0,0.3471062
45,3,1.0,0.0,0.5324068
46,2,1.0,0.0,0.33250302
47,3,1.0,0.0,0.64006346
48,1,1.0,0.0,0.24294186
49,0,1.0,0.0,0.54626554
50,1,1.0,0.0,0.4900845
52,5,1.0,0.0,0.325679
53,1,1.0,0.0,0.20690668
54,1,1.0,0.0,0.27005866
55,5,1.0,0.0,0.44135106
56,1,1.0,0.0,0.23273453
57,2,1.0,0.0,0.32957038
58,0,1.0,0.0,0.40155682
59,1,1.0,0.0,0.21783476
60,2,1.0,0.0,0.36798438
61,2,1.0,0.0,0.39871037
62,2,1.0,0.0,0.33215833
63,1,1.0,0.0,0.20799065
64,2,1.0,0.0,0.35527432
65,1,1.0,0.0,0.20618157
66,1,1.0,0.0,0.23707023
67,1,1.0,0.0,0.21240996
68,1,1.0,0.0,0.21505286
69,1,1.0,0.0,0.21039319
70,1,1.0,0.0,0.22295527
71,0,1.0,0.0,0.49582067
72,1,1.0,0.0,0.21192756
73,1,1.0,0.0,0.23699635
74,0,1.0,0.0,0.39377883
75,1,1.0,0.0,0.21116233
76,1,1.0,0.0,0.49702546
77,3,1.0,0.0,0.39652118
78,5,1.0,0.0,0.24915454
79,1,1.0,0.0,0.21676683
80,1,1.0,0.0,0.24407107
81,3,1.0,0.0,0.3205453
