n_clusters,ensemble_size,perm_id,ari_vs_prev
4,29,6,0.9598497041332942
4,30,6,0.9632698663384702
4,1,7,1.0
4,2,7,1.0
4,3,7,0.8243981584854081
4,4,7,0.7057123956235392
4,5,7,0.8027020939759586
4,6,7,0.7995677111462598
4,7,7,0.7648701906671299
4,8,7,0.7654883338396744
4,9,7,0.8254772586387714
4,10,7,0.8585181080172329
4,11,7,0.8912900847733373
4,12,7,0.8633700368746399
4,13,7,0.9421185654718344
4,14,7,0.8874267711023862
4,15,7,0.9175771638798339
4,16,7,0.9039260097225427
4,17,7,0.8901481504276729
4,18,7,0.9230617151490002
4,19,7,0.9140507974897057
4,20,7,0.9208551219963685
4,21,7,0.9323123859465239
4,22,7,0.9472857340233513
4,23,7,0.9342390783044981
4,24,7,0.9388486276323853
4,25,7,0.9438251504991815
4,26,7,0.9663936493063522
4,27,7,0.9615223377333213
4,28,7,0.9554337679154704
4,29,7,0.9558606695028974
4,30,7,0.9626053188742074
4,1,8,1.0
4,2,8,1.0
4,3,8,0.9116077060425984
4,4,8,0.6058795908070679
4,5,8,0.6720656601702474
4,6,8,0.8261800228082846
4,7,8,0.8647550405716299
4,8,8,0.7770628802298634
4,9,8,0.8392809272434592
4,10,8,0.789574863214354
4,11,8,0.9059509753856708
4,12,8,0.8833689654075645
4,13,8,0.9179062167047277
4,14,8,0.9023281620781756
4,15,8,0.9493407815170932
4,16,8,0.9340712672073432
4,17,8,0.9270724981480725
4,18,8,0.8821550266118
4,19,8,0.9430103179548041
4,20,8,0.9366919210518729
4,21,8,0.9272122832992954
4,22,8,0.946287524718306
4,23,8,0.9265721758549094
4,24,8,0.9405829889309844
4,25,8,0.9598142950201467
4,26,8,0.9598003313962734
4,27,8,0.9509289731205889
4,28,8,0.9565153658068587
4,29,8,0.9468145867592568
4,30,8,0.9499094559576322
4,1,9,1.0
4,2,9,1.0
4,3,9,0.8531672509647789
4,4,9,0.7872384942470438
4,5,9,0.8359818756949765
4,6,9,0.7631841336600675
4,7,9,0.7851743354942167
4,8,9,0.84150242762048
4,9,9,0.8313305560581599
4,10,9,0.8731243242535687
4,11,9,0.910626024425599
4,12,9,0.8747454392900649
4,13,9,0.8840995443981773
4,14,9,0.9075945416467723
4,15,9,0.8751970666341765
4,16,9,0.9078048228690785
4,17,9,0.9341726530644572
4,18,9,0.9596364674676368
4,19,9,0.9307033987507092
4,20,9,0.9542629617035289
4,21,9,0.9504892914982324
4,22,9,0.9278632848553704
4,23,9,0.9517585001996345
4,24,9,0.9583535460655024
4,25,9,0.9603790365403485
4,26,9,0.9620529598194356
4,27,9,0.9514921115747159
4,28,9,0.9530063214153165
4,29,9,0.9519753319539996
4,30,9,0.9595812315258104
4,1,10,1.0
4,2,10,1.0
4,3,10,0.5853740933242635
4,4,10,0.5115137658437635
4,5,10,0.7025925314068375
4,6,10,0.8430254584113736
4,7,10,0.8535869580430898
4,8,10,0.9042436071050401
4,9,10,0.9013775682606439
4,10,10,0.8887028190431006
4,11,10,0.9017518831244722
4,12,10,0.8905769426983245
4,13,10,0.9141120222503073
4,14,10,0.9131567236681909
4,15,10,0.8809303754298295
4,16,10,0.8954849799170224
4,17,10,0.8982379978155547
4,18,10,0.9639073223971893
4,19,10,0.9607772088774389
4,20,10,0.9576381871201971
4,21,10,0.961188577351351
4,22,10,0.9598186382819545
4,23,10,0.9603144446106442
4,24,10,0.9651487542469451
4,25,10,0.9554267666331648
4,26,10,0.9487570114267304
4,27,10,0.9492555062936692
4,28,10,0.9510813937207869
4,29,10,0.9550823884886382
4,30,10,0.9510730476670641
4,1,11,1.0
4,2,11,1.0
4,3,11,0.8159053179878345
4,4,11,0.8073209298495319
4,5,11,0.9036081415929419
4,6,11,0.926696412192219
4,7,11,0.9405815558435422
4,8,11,0.9539596468045736
4,9,11,0.9517474300003295
4,10,11,0.9554064330889792
4,11,11,0.9416146353638325
4,12,11,0.9486139168721365
4,13,11,0.9450000217772451
4,14,11,0.9522200215599386
4,15,11,0.960913142732312
4,16,11,0.9599972479125216
4,17,11,0.9693834212941637
4,18,11,0.9630366066389069
4,19,11,0.9553188437232418
4,20,11,0.9651462358121685
4,21,11,0.9663589259109703
4,22,11,0.9689314199957431
4,23,11,0.960588660392438
4,24,11,0.9626057467671802
4,25,11,0.9663202828431869
4,26,11,0.965657893496991
4,27,11,0.9562751463073726
4,28,11,0.9515578752264707
4,29,11,0.9666677869383152
4,30,11,0.9671772814280166
4,1,12,1.0
4,2,12,1.0
4,3,12,0.8017357350637957
4,4,12,0.9233747965652532
4,5,12,0.7905793713220894
4,6,12,0.7945108121532591
4,7,12,0.8233923017078099
4,8,12,0.9455153675376929
4,9,12,0.9148073050018276
4,10,12,0.9084745852321524
4,11,12,0.9322760169342752
4,12,12,0.9295401289474677
4,13,12,0.969228340753952
4,14,12,0.920609059660248
4,15,12,0.9295225439710403
4,16,12,0.9190249744169126
4,17,12,0.9381627578861438
4,18,12,0.9526078698939451
4,19,12,0.937659749006155
4,20,12,0.9743028526382823
4,21,12,0.944979609080469
4,22,12,0.9568878054655033
4,23,12,0.9652782408926474
4,24,12,0.9591440970744493
4,25,12,0.9701179978658316
4,26,12,0.9660443342714569
4,27,12,0.9769215340173604
4,28,12,0.9646681907640022
4,29,12,0.9738266410448572
4,30,12,0.9698304501171232
4,1,13,1.0
4,2,13,1.0
4,3,13,0.8834609974919019
4,4,13,0.673430004868662
4,5,13,0.8064167762156447
4,6,13,0.852670898831539
4,7,13,0.8504590748456735
4,8,13,0.9151073773445038
4,9,13,0.910195179623423
4,10,13,0.9319224261643688
4,11,13,0.9416791911947351
4,12,13,0.939835762894754
4,13,13,0.9435359604823286
4,14,13,0.9420657862856241
4,15,13,0.9502870864977558
4,16,13,0.9523320677860481
4,17,13,0.95238166390508
4,18,13,0.9412642564476998
4,19,13,0.9315169285865575
4,20,13,0.9498723360101899
4,21,13,0.9396683367641535
4,22,13,0.966656350169503
4,23,13,0.9569629575095039
4,24,13,0.9660451945970225
4,25,13,0.9625875142529162
4,26,13,0.9752324738002215
4,27,13,0.9614361471221162
4,28,13,0.9518416915753996
4,29,13,0.9642092601992938
4,30,13,0.9612781814278608
4,1,14,1.0
4,2,14,1.0
4,3,14,0.7008455023761634
4,4,14,0.7336840302198041
4,5,14,0.6251990634807704
4,6,14,0.5528993277829974
4,7,14,0.7780061886392143
4,8,14,0.7870096264269655
4,9,14,0.854101814523917
4,10,14,0.8890565451955227
4,11,14,0.8903414903281485
4,12,14,0.8724513130775735
4,13,14,0.867202482646377
4,14,14,0.9386184772372279
4,15,14,0.9398940137061095
4,16,14,0.9622553381002098
4,17,14,0.9431277229967678
4,18,14,0.949172925874567
4,19,14,0.9493931366281175
4,20,14,0.9627803162065486
4,21,14,0.9491442941732613
4,22,14,0.9497564641665263
4,23,14,0.9444601300577252
4,24,14,0.9537426827096769
4,25,14,0.9401306787788288
4,26,14,0.9618002793440467
4,27,14,0.9587197951703955
4,28,14,0.958304973778468
4,29,14,0.9654827708508207
4,30,14,0.9675578481212056
4,1,15,1.0
4,2,15,1.0
4,3,15,0.8385027668190431
4,4,15,0.6281644522880709
4,5,15,0.45635269450505483
4,6,15,0.8317926484621786
4,7,15,0.7435356639945804
4,8,15,0.82660707433629
4,9,15,0.8846101205335616
4,10,15,0.8777021477009446
4,11,15,0.8737057289512443
4,12,15,0.9164078121351591
4,13,15,0.8937110472994532
4,14,15,0.915837044417526
4,15,15,0.9124051898279896
4,16,15,0.9406979452592161
4,17,15,0.9238443235269511
4,18,15,0.9316966407700786
4,19,15,0.9537331325545365
4,20,15,0.9108705497966293
4,21,15,0.9503511416684824
4,22,15,0.9333443940881008
4,23,15,0.948053072462544
4,24,15,0.9433456325301489
4,25,15,0.9508252996293087
4,26,15,0.9463032854401366
4,27,15,0.9497190489283525
4,28,15,0.9443376620875591
4,29,15,0.9194951334990551
4,30,15,0.9319653359017218
4,1,16,1.0
4,2,16,1.0
4,3,16,0.4661256602174898
4,4,16,0.7273354212603996
4,5,16,0.6196380144143853
4,6,16,0.666966712704479
4,7,16,0.6401460470985979
4,8,16,0.7617298775061756
4,9,16,0.8297535485229502
4,10,16,0.861788480975746
4,11,16,0.8694694826914714
4,12,16,0.918272278842313
4,13,16,0.9148750418516647
4,14,16,0.9005993282779032
4,15,16,0.8994192324546489
4,16,16,0.9270162185492353
4,17,16,0.9402391766040307
4,18,16,0.8993214402210946
4,19,16,0.9255137812748396
4,20,16,0.9143223401186469
4,21,16,0.9246619877958036
4,22,16,0.9170941508295403
4,23,16,0.931749380718465
4,24,16,0.953234648506941
4,25,16,0.9431631049383459
4,26,16,0.9560442750523882
4,27,16,0.9509641412193331
4,28,16,0.9591228422560572
4,29,16,0.9507528078573586
4,30,16,0.939566954575336
4,1,17,1.0
4,2,17,1.0
4,3,17,0.7920293517578341
4,4,17,0.6926187714617833
4,5,17,0.6087226658316333
4,6,17,0.6172965025035616
4,7,17,0.6517294219937194
4,8,17,0.8758081049131299
4,9,17,0.8404083727424919
4,10,17,0.9133891493813701
4,11,17,0.9045698670667762
4,12,17,0.8928118944881783
4,13,17,0.9142908616576021
4,14,17,0.8774942419188457
4,15,17,0.9064626656845597
4,16,17,0.9429317806793639
4,17,17,0.9228118173557647
4,18,17,0.9186961915130146
4,19,17,0.9084305080799474
4,20,17,0.9531876270304475
4,21,17,0.9458333565805643
4,22,17,0.9356303317509207
4,23,17,0.9459023385738242
4,24,17,0.9314279674848778
4,25,17,0.9621370196648219
4,26,17,0.9475068845870269
4,27,17,0.9576349158591654
4,28,17,0.9519051792176416
4,29,17,0.9591635798291316
4,30,17,0.9562774483403851
4,1,18,1.0
4,2,18,1.0
4,3,18,0.4883581863623505
4,4,18,0.6639054705935755
4,5,18,0.7451616936350393
4,6,18,0.7465300707101602
4,7,18,0.7749899637170764
4,8,18,0.7642040912022027
4,9,18,0.8340871907487712
4,10,18,0.8110557416207514
4,11,18,0.8473643256506534
4,12,18,0.8308032998610863
4,13,18,0.9096057503160814
4,14,18,0.9104725611375775
4,15,18,0.9259679126691472
4,16,18,0.915628515269718
4,17,18,0.9351097072896339
4,18,18,0.9075514513459516
4,19,18,0.9035691374432452
4,20,18,0.9205649615007471
4,21,18,0.9451044600733889
4,22,18,0.9339515694022863
4,23,18,0.9522087304018053
4,24,18,0.9528022230478962
4,25,18,0.9464356778631057
4,26,18,0.9476753898629139
4,27,18,0.9492182341279713
4,28,18,0.9384213491289094
4,29,18,0.9580694420082417
4,30,18,0.963729076701903
4,1,19,1.0
4,2,19,1.0
4,3,19,0.4475916762076325
4,4,19,0.8252403408801575
4,5,19,0.7329339725132942
4,6,19,0.8519204123849192
4,7,19,0.8245734810526124
4,8,19,0.596508353634915
4,9,19,0.8596922324444152
4,10,19,0.8248229363825909
4,11,19,0.8212106753574975
4,12,19,0.8904959250851093
4,13,19,0.9080294409307997
4,14,19,0.8993937298450914
4,15,19,0.9215128556256587
4,16,19,0.9281351725240098
4,17,19,0.9385649133677516
4,18,19,0.9333740517640199
4,19,19,0.9416991437483617
4,20,19,0.921834010278656
4,21,19,0.9548010404332685
4,22,19,0.9391786975626971
4,23,19,0.9542076528188197
4,24,19,0.9608536974283162
4,25,19,0.947127443414482
4,26,19,0.9606583665852964
4,27,19,0.9560135661728576
4,28,19,0.9577891335458082
4,29,19,0.9617637778612335
4,30,19,0.9652237923831833
4,1,20,1.0
4,2,20,1.0
4,3,20,0.7354144596275605
4,4,20,0.8465694466713747
4,5,20,0.9064577393219305
4,6,20,0.8830690368059297
4,7,20,0.9092836186299164
4,8,20,0.9019017374312684
4,9,20,0.9141265809923969
4,10,20,0.9530377151519694
4,11,20,0.9475477386980983
4,12,20,0.9655299002806235
4,13,20,0.9406905874395045
4,14,20,0.9493487828191705
4,15,20,0.9510211223942729
4,16,20,0.9717021134615427
4,17,20,0.9615875673547379
4,18,20,0.9577964129758285
4,19,20,0.9515072817222049
4,20,20,0.9513371996612492
4,21,20,0.9537977824405462
4,22,20,0.9712425895826778
4,23,20,0.9587925723268429
4,24,20,0.9534324173368837
4,25,20,0.9674331043973832
4,26,20,0.9566734617604563
4,27,20,0.9655022320348459
4,28,20,0.9549840144335003
4,29,20,0.9562551817016203
4,30,20,0.9708469396676995
4,1,21,1.0
4,2,21,1.0
4,3,21,0.6622893358880969
4,4,21,0.7569025980257988
4,5,21,0.6078887254614566
4,6,21,0.727828695311549
4,7,21,0.8174980607014111
4,8,21,0.8238859078581363
4,9,21,0.8364632456714329
4,10,21,0.8637171909874991
4,11,21,0.8799040680872589
4,12,21,0.9104953808732105
4,13,21,0.882085576845251
4,14,21,0.9203714716427516
4,15,21,0.8939144394846792
4,16,21,0.933704463615954
4,17,21,0.9061549568878269
4,18,21,0.9442975793836886
4,19,21,0.953937967915526
4,20,21,0.9457573876226074
4,21,21,0.965910100707503
4,22,21,0.9563764404705567
4,23,21,0.9551456192806451
4,24,21,0.9656492723243177
4,25,21,0.9581923091665159
4,26,21,0.9659901519361535
4,27,21,0.9606026083831504
4,28,21,0.9719859856774005
4,29,21,0.9672012630684863
4,30,21,0.9636549696230778
4,1,22,1.0
4,2,22,1.0
4,3,22,0.7879940732990008
4,4,22,0.819000719353311
4,5,22,0.9155584236337477
4,6,22,0.9323334074894921
4,7,22,0.9151585708550637
4,8,22,0.951925057263892
4,9,22,0.9228829130837647
4,10,22,0.9156010572632064
4,11,22,0.9267248773531224
4,12,22,0.9136592079311803
4,13,22,0.9142773594939287
4,14,22,0.9453312934474492
4,15,22,0.9276782182702318
4,16,22,0.9254181351310885
4,17,22,0.9307733660015417
4,18,22,0.9411311165625355
4,19,22,0.9580238662776006
4,20,22,0.9539739445620141
4,21,22,0.9437511687038953
4,22,22,0.9468901279337019
4,23,22,0.950640948972935
4,24,22,0.9636980179791529
4,25,22,0.9395388681299555
4,26,22,0.9532614004188401
4,27,22,0.9520290740758667
4,28,22,0.9551030463662953
4,29,22,0.9705369584725798
4,30,22,0.9514160406727243
4,1,23,1.0
4,2,23,1.0
4,3,23,0.8531672509647789
4,4,23,0.7872384942470438
4,5,23,0.801593578193437
4,6,23,0.8409118888637885
4,7,23,0.8911971032455271
4,8,23,0.893290334033878
4,9,23,0.8869663691791845
4,10,23,0.8575777280087324
4,11,23,0.9291530926115341
4,12,23,0.8992618899975591
4,13,23,0.920995115265748
4,14,23,0.9180669625267882
4,15,23,0.9376488532290391
4,16,23,0.9176540054507177
4,17,23,0.9404052892816972
4,18,23,0.9469266774015298
4,19,23,0.949554534773563
4,20,23,0.9570100594150373
4,21,23,0.9493160228662078
4,22,23,0.9643827202307429
4,23,23,0.9571792132432064
4,24,23,0.9703913949330395
4,25,23,0.9631315094527282
4,26,23,0.9544348543524244
4,27,23,0.966441796728025
4,28,23,0.9632089910214305
4,29,23,0.9612285316132586
4,30,23,0.9578865176635021
4,1,24,1.0
4,2,24,1.0
4,3,24,0.8531385622683643
4,4,24,0.8245900627965551
4,5,24,0.782173793687145
4,6,24,0.708291585969301
4,7,24,0.8369867599289709
4,8,24,0.9012643448933609
4,9,24,0.8661763072521731
4,10,24,0.9115227756409746
4,11,24,0.9008711240209427
4,12,24,0.8942901572326972
4,13,24,0.8929119000683833
4,14,24,0.9233543827432322
4,15,24,0.9260774699951835
4,16,24,0.9373679459935245
4,17,24,0.9388334810999331
4,18,24,0.9172649555891259
4,19,24,0.9296576370005485
4,20,24,0.9247925404178926
4,21,24,0.9417871161933523
4,22,24,0.9268348426369899
4,23,24,0.933505992998479
4,24,24,0.9375390868203903
4,25,24,0.9295036033087228
4,26,24,0.9522877969608302
4,27,24,0.9508550456787483
4,28,24,0.9459601393926204
4,29,24,0.9672381886841667
4,30,24,0.9570629234373162
4,1,25,1.0
4,2,25,1.0
4,3,25,0.7391840196756243
4,4,25,0.7030478516658308
4,5,25,0.7463519968749518
4,6,25,0.7239414373844123
4,7,25,0.812391732937936
4,8,25,0.661712454595731
4,9,25,0.8026751620781367
4,10,25,0.7517588248391008
4,11,25,0.8408999586113036
4,12,25,0.8819845952862498
4,13,25,0.8910279853426575
4,14,25,0.8911877491670961
4,15,25,0.9280398475608861
4,16,25,0.9307085399633062
4,17,25,0.9015089461121792
4,18,25,0.9259460437337843
4,19,25,0.9411994639085618
4,20,25,0.9532911797751842
4,21,25,0.9432002387847718
4,22,25,0.9509552605817725
4,23,25,0.9571012888466495
4,24,25,0.962641972036507
4,25,25,0.9671725372352769
4,26,25,0.9505870912911578
4,27,25,0.964224664136947
4,28,25,0.9680495513053863
4,29,25,0.9702302157346447
4,30,25,0.9691634316902502
4,1,26,1.0
4,2,26,1.0
4,3,26,0.840199810262967
4,4,26,0.9142928252038184
4,5,26,0.76623342227509
4,6,26,0.8345225592076304
4,7,26,0.5688870320512442
4,8,26,0.8839108470515968
4,9,26,0.8892345950922111
4,10,26,0.8815296918607777
4,11,26,0.9185664897290787
4,12,26,0.9083199348758381
4,13,26,0.9380720815101837
4,14,26,0.9548315036676448
4,15,26,0.9343623945295405
4,16,26,0.9286944977718555
4,17,26,0.9502371647909424
4,18,26,0.9422095907767354
4,19,26,0.9458509395424458
4,20,26,0.9533187734967314
4,21,26,0.9634206464118641
4,22,26,0.9574352373636751
4,23,26,0.9503030995816978
4,24,26,0.9606765219149632
4,25,26,0.9583119650739301
4,26,26,0.9685254075985087
4,27,26,0.9604632748987918
4,28,26,0.9558571235082279
4,29,26,0.9627347293480444
4,30,26,0.9583512037415105
4,1,27,1.0
4,2,27,1.0
4,3,27,0.3063445327015677
4,4,27,0.6723839870627176
4,5,27,0.6500785868693421
4,6,27,0.7318254923213722
4,7,27,0.7656376826364101
4,8,27,0.8336151761943894
4,9,27,0.8611945628485244
4,10,27,0.853450905184309
4,11,27,0.8700792230614105
4,12,27,0.904700779577977
4,13,27,0.9025287613288713
4,14,27,0.8632157352563686
4,15,27,0.8903446434805837
4,16,27,0.886170299274866
4,17,27,0.9248174646254624
4,18,27,0.9266853640635663
4,19,27,0.9045391619692275
4,20,27,0.9548169976931052
4,21,27,0.9375967516875767
4,22,27,0.9589152805707747
4,23,27,0.947972153878529
4,24,27,0.9616751165642534
4,25,27,0.9557240440057168
4,26,27,0.9660714638023483
4,27,27,0.9518458119432667
4,28,27,0.9640391235583248
4,29,27,0.9633864915715808
4,30,27,0.9623542835693563
4,1,28,1.0
4,2,28,1.0
4,3,28,0.7685114596312972
4,4,28,0.7936215452888412
4,5,28,0.7920434225164934
4,6,28,0.8083616898249458
4,7,28,0.6645053284914991
4,8,28,0.8038023973323992
4,9,28,0.8000491472393757
4,10,28,0.7633100286551884
4,11,28,0.8624938826794281
4,12,28,0.8555505071693251
4,13,28,0.871697893416998
4,14,28,0.9205221188775826
4,15,28,0.927737101802685
4,16,28,0.9070568953814906
4,17,28,0.9271691748327784
4,18,28,0.9204239283709441
4,19,28,0.9423845435800491
4,20,28,0.9560946778588729
4,21,28,0.9377539625809431
4,22,28,0.9259078299982357
4,23,28,0.9342357080295628
4,24,28,0.9414025883358683
4,25,28,0.9397805741933556
4,26,28,0.9437534160562513
4,27,28,0.9557807854802388
4,28,28,0.9642404111218137
4,29,28,0.9564050277457511
4,30,28,0.9646699446097875
4,1,29,1.0
4,2,29,1.0
4,3,29,0.6287205465039116
4,4,29,0.628412044798519
4,5,29,0.7049704314956525
4,6,29,0.7983169107600879
4,7,29,0.8495967161348523
4,8,29,0.8953842076993278
4,9,29,0.7920318584050062
4,10,29,0.9007182888950358
4,11,29,0.8908407622783232
4,12,29,0.9019879246058231
4,13,29,0.9066788958856419
4,14,29,0.928275147656139
4,15,29,0.9362209360606201
4,16,29,0.9380537774159123
4,17,29,0.9461995121067157
4,18,29,0.9113059742579313
4,19,29,0.8853168500700174
4,20,29,0.9429510683147899
4,21,29,0.9379407408925993
4,22,29,0.9383847050237876
4,23,29,0.9613288133443847
4,24,29,0.9694560802916048
4,25,29,0.9608701298912138
4,26,29,0.9466806000563016
4,27,29,0.9666785408600832
4,28,29,0.964691152850941
4,29,29,0.9580596880821859
4,30,29,0.9585881683510508
4,1,30,1.0
4,2,30,1.0
4,3,30,0.876115134338932
4,4,30,0.7489814990379997
4,5,30,0.8372952145701071
4,6,30,0.8642808406306998
4,7,30,0.6546327836509451
4,8,30,0.88852405273746
4,9,30,0.90468292560555
4,10,30,0.9171439655872266
4,11,30,0.9277346403948362
4,12,30,0.9367449591896082
4,13,30,0.9220534351942113
4,14,30,0.9187268184983833
4,15,30,0.9275814346389916
4,16,30,0.9160519064341515
4,17,30,0.911997054263981
4,18,30,0.917467328825826
4,19,30,0.9311671667998155
4,20,30,0.9378092821858024
4,21,30,0.9611291658116102
4,22,30,0.9341525345902034
4,23,30,0.9474906612691139
4,24,30,0.9615696495256274
4,25,30,0.9541996347666278
4,26,30,0.9356334808978847
4,27,30,0.9627914926157207
4,28,30,0.9610132195064587
4,29,30,0.9588570924166242
4,30,30,0.9627084428758232
4,1,31,1.0
4,2,31,1.0
4,3,31,0.8762860900280227
4,4,31,0.8893321761821132
4,5,31,0.8441966687340725
4,6,31,0.7529865590208598
4,7,31,0.7937700546823573
4,8,31,0.8262977031808535
4,9,31,0.8521153111721659
4,10,31,0.8793522719903624
4,11,31,0.9165284850835982
4,12,31,0.8692344110080591
4,13,31,0.9246099225753476
4,14,31,0.8574133747442566
4,15,31,0.8678128107916372
4,16,31,0.9253801680075303
4,17,31,0.9283208284437628
4,18,31,0.9278614468067391
4,19,31,0.9347004521083695
4,20,31,0.9310719866564153
4,21,31,0.9176649581029221
4,22,31,0.938281882876192
4,23,31,0.9362200871021149
4,24,31,0.9479629365235519
4,25,31,0.9415334024840061
