cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,GHS_urban_area_id
0.08227251,0.09428972,0.5269023,0.07472211,0.10128104,0.12053228,1.0
0.09895338,0.15287448,0.3151984,0.08159229,0.0071178125,0.34426364,2.0
0.8974193,0.036171146,0.0019487226,0.048222054,0.0002134516,0.016025282,3.0
0.8624363,0.05328421,0.0022407454,0.060791325,0.00023793017,0.021009492,4.0
0.89882386,0.034747887,0.0017893652,0.04965488,0.00019728184,0.014786694,5.0
0.8995441,0.0358586,0.0017742402,0.04748745,0.000193206,0.015142342,6.0
0.070496134,0.104258664,0.55571926,0.060505465,0.007477314,0.2015432,7.0
0.018918123,0.06189589,0.0055415826,0.015875442,0.00034215755,0.8974268,8.0
0.0176108,0.023608118,0.90129465,0.0152230235,0.0030218118,0.039241605,9.0
0.06324195,0.1441677,0.0418717,0.053603865,0.0020015272,0.69511324,10.0
0.06999446,0.07687499,0.22205995,0.06514443,0.47474712,0.091179006,11.0
0.08592393,0.095476106,0.32826197,0.07934841,0.29527137,0.11571828,12.0
0.0055170627,0.0059118466,0.012428733,0.0052144537,0.9642139,0.006713979,13.0
0.10526742,0.1537579,0.0036135325,0.70230675,0.0003944828,0.034659922,14.0
0.018050905,0.06202544,0.0051054745,0.015388334,0.00032039025,0.8991095,15.0
0.09432847,0.1447923,0.36132953,0.07905791,0.0073148995,0.31317693,16.0
0.028238606,0.079294786,0.01044028,0.02335683,0.00059970556,0.8580697,17.0
0.055259973,0.4142495,0.007079502,0.049029376,0.00053871557,0.47384298,18.0
0.14303479,0.59073466,0.0068099485,0.085125096,0.00058319524,0.17371228,19.0
0.049647253,0.054046247,0.13964148,0.046415027,0.64707255,0.063177384,20.0
0.025508877,0.07148448,0.008393154,0.0203474,0.0004941447,0.87377197,21.0
0.0133034615,0.017869422,0.92545456,0.011598524,0.0023695487,0.02940453,22.0
0.5501232,0.23569913,0.0060590575,0.129116,0.00058939704,0.07841319,23.0
0.034990896,0.8578465,0.0025526788,0.037997488,0.00022199916,0.066390395,24.0
0.8776416,0.043859556,0.0024087196,0.055977367,0.00026403068,0.019848688,25.0
0.109426446,0.43797174,0.008899626,0.06902416,0.00070061354,0.37397745,26.0
0.07189617,0.074897945,0.1143703,0.069329195,0.5886107,0.08089573,27.0
0.8889628,0.03892809,0.0018004735,0.0544788,0.00019610043,0.01563376,28.0
0.8967766,0.035005175,0.0018569186,0.051078565,0.00020556287,0.015077116,29.0
0.019972479,0.06269187,0.0061174016,0.016640333,0.00037118112,0.89420676,30.0
0.88685155,0.038472936,0.0018065202,0.057255816,0.00019817075,0.01541499,31.0
0.019267423,0.069933966,0.0040185843,0.015239758,0.0002662782,0.891274,32.0
0.10144233,0.16841534,0.21480486,0.0844172,0.0060285334,0.4248917,33.0
0.019752815,0.026632963,0.8888064,0.017172521,0.003273946,0.044361345,34.0
0.089468785,0.10047617,0.41122505,0.08204756,0.19254385,0.12423865,35.0
0.7765377,0.08473139,0.0029222034,0.10683324,0.0003102233,0.028665137,36.0
0.087552585,0.09793296,0.35381925,0.08094386,0.2603908,0.11936057,37.0
0.035128023,0.85518724,0.0026179703,0.038322862,0.00022779367,0.068516165,38.0
0.0892855,0.10066086,0.42296827,0.082091115,0.18029766,0.1246966,39.0
0.058624014,0.06408625,0.17284219,0.054763317,0.57436,0.07532422,40.0
0.034436714,0.86242974,0.0024716523,0.037858203,0.00021621892,0.06258736,41.0
0.8975409,0.035941698,0.0019393974,0.04847494,0.00021289205,0.01589011,42.0
0.02996863,0.032426756,0.07707885,0.028148754,0.79490787,0.037469152,43.0
0.6854105,0.10906888,0.0035330188,0.16728854,0.00037837034,0.03432075,44.0
0.09280031,0.17411841,0.12384003,0.07876865,0.0044917217,0.52598095,45.0
0.08856164,0.098898225,0.3676775,0.08151726,0.24236879,0.12097659,46.0
0.07508924,0.07816411,0.118167855,0.07246948,0.57182586,0.084283516,47.0
0.89722246,0.03547729,0.0019148324,0.049620315,0.00021157246,0.015553502,48.0
0.004784818,0.0051231286,0.010660571,0.0045262245,0.96909666,0.0058085723,49.0
0.09331785,0.09668552,0.13806099,0.09047904,0.47820288,0.103253745,50.0
0.06724382,0.07870454,0.63550526,0.0606886,0.05395923,0.10389854,52.0
0.8990691,0.035964582,0.0018653993,0.047281343,0.00020397404,0.015615621,53.0
0.8942726,0.036057353,0.0019942129,0.051497266,0.00022136634,0.015957195,54.0
0.08436223,0.09345614,0.3115981,0.07792889,0.31978992,0.11286482,55.0
0.8983348,0.03518895,0.0018924038,0.048945446,0.00020849079,0.015429894,56.0
0.0651838,0.076334916,0.64893794,0.058708366,0.049682558,0.10115242,57.0
0.14460985,0.33941135,0.0050754375,0.45267373,0.00052834407,0.057701252,58.0
0.89722097,0.03644591,0.0019385411,0.048148043,0.00021274107,0.016033791,59.0
0.0341325,0.86819994,0.0023473015,0.037194066,0.00020670077,0.057919525,60.0
0.04683911,0.7567131,0.004206895,0.046088092,0.0003503144,0.14580241,61.0
0.056131396,0.6330345,0.005691386,0.05172388,0.00045672298,0.2529621,62.0
0.89870596,0.035087597,0.0018734523,0.048809964,0.00020641161,0.01531654,63.0
0.07693206,0.084727146,0.25849128,0.071365826,0.40729588,0.1011878,64.0
0.8929711,0.037750404,0.0021076691,0.049848136,0.00023170214,0.017090973,65.0
0.8996184,0.03546114,0.0018509972,0.047465954,0.0002028745,0.015400632,66.0
0.8989473,0.03629349,0.0018644719,0.04695374,0.00020298184,0.015738094,67.0
0.8990236,0.035130616,0.0018227492,0.04872109,0.00020055338,0.0151014,68.0
0.89928657,0.03518375,0.0018439398,0.04823231,0.00020264955,0.015250773,69.0
0.89741933,0.035259403,0.0018964167,0.04980123,0.0002091113,0.015414452,70.0
0.008562584,0.009194576,0.019727575,0.008087074,0.94395566,0.010472513,71.0
0.8999409,0.035281472,0.0018289994,0.04750362,0.00020024159,0.015244774,72.0
0.90034115,0.03517114,0.0017701826,0.047595423,0.00019361771,0.014928548,73.0
0.048177347,0.039054886,0.0016192407,0.8987061,0.00019049998,0.01225194,74.0
0.8998934,0.03573789,0.0018264906,0.046944167,0.0001992539,0.015398809,75.0
0.108888015,0.11215164,0.15156773,0.10596175,0.4027993,0.11863157,76.0
0.09759522,0.1734592,0.17260866,0.0832483,0.0053991685,0.46768942,77.0
