cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.019818882,0.8283575,0.015174617,0.022734279,0.00081748655,4.4387467e-05,0.052039433,0.0057721767,0.019700365,0.005085029,0.03045578,1.0
0.07475974,0.03950195,0.10377894,0.63167596,0.0011096062,6.0656424e-05,0.03832518,0.008759636,0.027616257,0.0046251155,0.06978695,2.0
0.02006885,0.02658363,0.0705283,0.029662238,0.008191419,0.00022424124,0.01897456,0.77195257,0.0150012495,0.018774953,0.02003799,3.0
0.014640909,0.019356098,0.047325153,0.021032514,0.0068743136,0.00017690471,0.013913282,0.8365521,0.011091182,0.01455385,0.014483703,4.0
0.087323904,0.046098992,0.23025751,0.46683416,0.001665302,8.8475535e-05,0.04317809,0.013767201,0.033344693,0.0066377604,0.07080395,5.0
0.013171834,0.018452844,0.033125643,0.017648,0.010046295,0.00020801948,0.01327445,0.85337144,0.010601365,0.016931346,0.013168735,6.0
0.030287957,0.7100047,0.015781583,0.029872598,0.000820683,4.6986013e-05,0.12096709,0.005366353,0.032953974,0.0045878827,0.049310256,7.0
0.039960954,0.084391706,0.010550867,0.02622248,0.0005830786,3.6133122e-05,0.7035432,0.0033803731,0.06416562,0.0028231775,0.06434237,8.0
0.051467173,0.17967549,0.016292749,0.038346063,0.00087797036,5.3302963e-05,0.5469262,0.0052517746,0.071284525,0.004395815,0.085428886,9.0
0.0357395,0.040932935,0.0072552,0.019320903,0.0004088448,2.597068e-05,0.7662714,0.0022881043,0.07327539,0.0019011281,0.05258067,10.0
0.05500317,0.2594173,0.019078927,0.043932,0.001001497,6.0131293e-05,0.446363,0.0061118035,0.07016106,0.005129439,0.09374167,11.0
0.036057726,0.6375917,0.017902574,0.034475226,0.00095929264,5.5429886e-05,0.16115981,0.0061612288,0.041027546,0.0052829534,0.059326474,12.0
0.016221328,0.8575334,0.011362832,0.018100122,0.00060920307,3.3652923e-05,0.045975514,0.004195904,0.016439773,0.003746359,0.025781985,13.0
0.3285844,0.029730305,0.014661294,0.05315139,0.000743955,4.9851507e-05,0.10886017,0.003932915,0.32857653,0.0030196242,0.12868962,14.0
0.05576241,0.015888764,0.0065260646,0.017700283,0.00044287395,3.118269e-05,0.06515974,0.0021366568,0.79244167,0.0017810259,0.04212933,15.0
0.061516035,0.42430514,0.026497958,0.06110569,0.0011422201,6.586675e-05,0.24895504,0.007593204,0.05868608,0.0059119225,0.10422091,16.0
0.05422043,0.26228902,0.019127065,0.04300639,0.0010281646,6.168087e-05,0.44837582,0.006250556,0.07107515,0.0052453387,0.0893204,17.0
0.06551386,0.043320373,0.010473107,0.028762223,0.0006207367,4.058733e-05,0.5448046,0.0033246712,0.21999319,0.0027492133,0.080397524,18.0
0.110042974,0.18788967,0.14771,0.23066294,0.002506756,0.00012834722,0.11321434,0.02193781,0.059998166,0.011408025,0.11450106,19.0
0.015749548,0.8601742,0.010494029,0.017289607,0.00055493653,3.083849e-05,0.04729789,0.0037938976,0.016105546,0.0033300153,0.02517948,20.0
0.051742155,0.016116286,0.005949809,0.01668435,0.00038289465,2.6411572e-05,0.0817277,0.0019052499,0.7803808,0.0015790216,0.04350532,21.0
0.054676045,0.041730992,0.00926925,0.02545154,0.00053779664,3.485061e-05,0.63901967,0.0029225717,0.15200594,0.002418901,0.071932346,22.0
0.63374996,0.022600476,0.017508939,0.115125135,0.00056711293,3.5307512e-05,0.04982048,0.0034163666,0.054487724,0.0022601376,0.100428395,23.0
0.04796507,0.01597086,0.005929556,0.016064964,0.00039948858,2.7897637e-05,0.07405355,0.0019498309,0.79493004,0.001650784,0.041057948,24.0
0.03374705,0.027979225,0.74889356,0.10111944,0.0013211162,6.380436e-05,0.021936985,0.013505438,0.016392894,0.0050947974,0.02994573,25.0
0.054164022,0.015421684,0.005864434,0.016768089,0.00037570109,2.6106063e-05,0.07240484,0.0018600095,0.78566796,0.0015629324,0.04588418,26.0
0.019873645,0.81895673,0.011612853,0.020795157,0.000599161,3.386524e-05,0.06747089,0.0040057506,0.020710403,0.0034799767,0.03246148,27.0
0.023662372,0.024449553,0.8155245,0.051897835,0.0017371466,7.527994e-05,0.017880406,0.02339151,0.013473598,0.0061414614,0.02176629,28.0
0.030375322,0.04207219,0.12504905,0.046481,0.0088153295,0.00026655116,0.028869716,0.64168984,0.022188148,0.024040386,0.030152414,29.0
0.058256958,0.11525477,0.014653483,0.039466504,0.00071756885,4.3807886e-05,0.59351355,0.004316206,0.07357623,0.0035024397,0.09669858,30.0
0.029782975,0.04233477,0.122015245,0.04578525,0.008652545,0.00026274414,0.028596606,0.64587855,0.021832358,0.024900561,0.029958297,31.0
0.07502196,0.029040536,0.00914826,0.026124533,0.0005649906,3.830704e-05,0.18827759,0.0028901328,0.5892199,0.0024384388,0.07723533,32.0
0.043807507,0.54477787,0.01996796,0.040687595,0.0010326057,6.0060433e-05,0.215103,0.006603642,0.049696323,0.005560687,0.072702795,33.0
0.08594278,0.16076577,0.28847614,0.17933807,0.0036057308,0.00016932108,0.08690138,0.038975738,0.051414583,0.016011791,0.08839867,34.0
0.045809075,0.50905675,0.020281559,0.041739516,0.0010648802,6.2283354e-05,0.23955388,0.006742709,0.053269643,0.0057155434,0.07670422,35.0
0.06619935,0.01683417,0.026737418,0.7964428,0.00046971283,2.7341255e-05,0.02133918,0.003265028,0.017335264,0.001928528,0.0494212,36.0
0.020327237,0.8267966,0.015953995,0.024255693,0.00079296844,4.297375e-05,0.050075807,0.0057092034,0.019236805,0.0049706046,0.031838126,37.0
0.069120966,0.017243281,0.0072102663,0.020153401,0.00046465758,3.2194333e-05,0.072400436,0.0022900745,0.76296717,0.0018586657,0.04625892,38.0
0.029597688,0.039599594,0.06852644,0.038882617,0.034420945,0.000595948,0.029447714,0.66176426,0.02411174,0.043320682,0.029732373,39.0
0.04711886,0.01607952,0.0059622284,0.016091052,0.00040421644,2.8263032e-05,0.07569349,0.0019691903,0.7938398,0.001663317,0.04115007,40.0
0.483184,0.027725173,0.016259098,0.060495567,0.00077955535,5.1577612e-05,0.08685338,0.004176417,0.21271643,0.0030214612,0.104737334,41.0
0.013719296,0.013145071,0.89571285,0.032927707,0.0008618663,3.878275e-05,0.009878748,0.010484425,0.007487117,0.0031153632,0.012628866,42.0
0.075424336,0.04193848,0.011105964,0.030881394,0.00066729565,4.4096214e-05,0.42885622,0.003523477,0.31713647,0.0029169715,0.087505326,43.0
0.085492745,0.01913916,0.029302813,0.75513834,0.00054069556,3.169357e-05,0.024846394,0.0037037737,0.020828882,0.0022243576,0.05875116,44.0
0.64838666,0.023203993,0.016439108,0.06668604,0.00068676414,4.4151086e-05,0.05915261,0.003836423,0.10049919,0.0026111999,0.07845387,45.0
0.041542582,0.088499926,0.010978152,0.027497854,0.00059611496,3.681862e-05,0.69315803,0.0034792763,0.064339444,0.002886382,0.066985376,46.0
0.021082599,0.8183385,0.016627688,0.024914835,0.0008716979,4.7384117e-05,0.0525158,0.0061977403,0.02043181,0.0055847554,0.03338724,47.0
0.014728308,0.021003969,0.03603494,0.019626725,0.011724503,0.0002384524,0.015060474,0.83533293,0.011973204,0.019456802,0.01481967,48.0
0.0501442,0.015109385,0.005935429,0.016377978,0.00039504623,2.7630698e-05,0.068948686,0.0019283385,0.7982141,0.0015999341,0.04131924,49.0
0.04672978,0.5977988,0.04866704,0.059777215,0.0026948655,0.00013994152,0.091085754,0.020511456,0.042897765,0.019759944,0.069937356,50.0
0.05053063,0.42170838,0.020832894,0.043992285,0.0011093146,6.544045e-05,0.3036858,0.0069190296,0.0612721,0.0058537927,0.08403028,52.0
0.04756023,0.06299252,0.08766914,0.058215417,0.16574536,0.001531816,0.04885014,0.3548818,0.04105014,0.08357518,0.047928263,53.0
0.029119227,0.040880695,0.11781919,0.044366907,0.0085199345,0.00025656016,0.027841514,0.6572311,0.021344904,0.023659417,0.028960513,54.0
0.059368156,0.02026499,0.0071619605,0.020103276,0.0004570365,3.133735e-05,0.114085145,0.0022933793,0.7206756,0.0018917283,0.05366744,55.0
0.014140502,0.019917998,0.04960834,0.020843327,0.0052636983,0.00014633703,0.013759623,0.8383366,0.010650916,0.013170238,0.014162414,56.0
0.03434527,0.05656688,0.0082228305,0.021012139,0.0004596639,2.8795217e-05,0.7598559,0.0026234766,0.060541302,0.0021869666,0.05415677,57.0
0.7261982,0.016053068,0.010897002,0.050502703,0.00045190114,2.9495373e-05,0.042325176,0.0025070482,0.07266609,0.0017787955,0.07659052,58.0
0.047392868,0.06119896,0.08497027,0.057569705,0.23098835,0.0017248351,0.048324578,0.29758042,0.041061107,0.08150149,0.04768739,59.0
0.05041401,0.014321783,0.005610232,0.015756242,0.00036747404,2.5687454e-05,0.06401622,0.0018005297,0.80498415,0.0015101148,0.0411936,60.0
0.050632913,0.01412828,0.0055854926,0.015728157,0.0003646223,2.5465788e-05,0.06332548,0.0017883994,0.8061895,0.0014911091,0.04074051,61.0
0.050628603,0.014511605,0.005801641,0.016021991,0.00038727667,2.7191232e-05,0.062435314,0.0018819548,0.8064409,0.0015763114,0.04028722,62.0
0.004571961,0.0064396057,0.013945401,0.0064870147,0.0022159657,5.572485e-05,0.004517435,0.9487936,0.0035376002,0.0048543736,0.0045813075,63.0
