cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.040521532,0.003971723,0.031403515,0.01656166,0.08246141,0.024297051,0.7232912,0.026792955,0.025858622,0.023969857,0.0008704374,1.0
0.11457387,0.0016283835,0.049095936,0.021571986,0.63264483,0.040118016,0.02735981,0.013235726,0.054702993,0.044687305,0.00038115488,2.0
0.042376842,0.00067376473,0.044478264,0.024239378,0.02501458,0.03560009,0.0048124003,0.005050242,0.74838096,0.06920849,0.00016502179,3.0
0.034824494,0.038287595,0.07206449,0.02423958,0.04297877,0.028164953,0.06312973,0.62041146,0.04002351,0.032694023,0.003181396,4.0
0.020581553,0.00042147297,0.0063349074,0.83498883,0.009362807,0.07111702,0.0025046098,0.0019925556,0.019574605,0.032991014,0.00013053812,5.0
0.044380896,0.009250999,0.21050851,0.026937123,0.05655997,0.03311317,0.048136104,0.46486193,0.062204573,0.042649698,0.0013969863,6.0
0.11118697,0.0024637105,0.044063363,0.025526373,0.6013794,0.04544682,0.060466796,0.017718175,0.047467805,0.04368626,0.00059430045,7.0
0.07157626,0.000914747,0.018910037,0.012478969,0.8011022,0.024075285,0.017426068,0.0064110598,0.024135968,0.022743035,0.00022632297,8.0
0.16442083,0.0006708394,0.015672984,0.014572869,0.70003605,0.0334228,0.009553154,0.004455185,0.028210241,0.028812125,0.00017295258,9.0
0.11520667,0.0005621168,0.013291465,0.0114357,0.77630746,0.02546419,0.008238904,0.0037912591,0.022780415,0.022778232,0.00014359794,10.0
0.08096794,0.0005459088,0.012840625,0.009885846,0.82337326,0.020952363,0.00864008,0.0037988333,0.019790547,0.019066941,0.00013765656,11.0
0.12020239,0.0031255204,0.05257544,0.029848386,0.52827424,0.05189338,0.086377546,0.022828847,0.05409922,0.050028678,0.0007463937,12.0
0.020445833,0.0023984977,0.016427029,0.0088489875,0.038838305,0.012710449,0.8583027,0.015501801,0.013436837,0.012571112,0.0005184267,13.0
0.01682644,0.00032077442,0.005081167,0.859426,0.0074409693,0.061031707,0.0019255617,0.0015457899,0.01667569,0.029627943,9.7912714e-05,14.0
0.017278347,0.00033243967,0.005137655,0.85795414,0.0076756203,0.06308665,0.0020013463,0.0015886838,0.016396306,0.028446551,0.00010224799,15.0
0.59772855,0.0007223332,0.01773781,0.023584725,0.18852204,0.065213606,0.008593877,0.0046561295,0.0428739,0.050176576,0.00019050292,16.0
0.07205556,0.0009108046,0.018610954,0.012508547,0.80127764,0.02419849,0.017400743,0.006349854,0.02389543,0.022565797,0.00022616475,17.0
0.45013702,0.0008222058,0.01932278,0.02308636,0.34267393,0.05991419,0.010401374,0.0052637076,0.042011213,0.0461503,0.0002169308,18.0
0.09185868,0.0008686323,0.049900904,0.03208152,0.048570096,0.058156136,0.007045123,0.0064371857,0.59123707,0.11363035,0.00021433762,19.0
0.051348757,0.0046126773,0.03920638,0.020443026,0.10765999,0.03027587,0.6511763,0.03205504,0.032337822,0.029869638,0.0010144764,20.0
0.051156573,0.0002995921,0.0057261707,0.06481707,0.013547085,0.7974345,0.002313996,0.0015911375,0.021590749,0.041435275,8.7795524e-05,21.0
0.5587656,0.000729063,0.017678916,0.022386212,0.23823407,0.06065291,0.008857771,0.004673527,0.04129624,0.046533253,0.00019249745,22.0
0.016619364,0.00030974523,0.00481236,0.8621044,0.007295337,0.06268254,0.0018818426,0.0014852567,0.015449844,0.027264202,9.5107556e-05,23.0
0.07455489,0.0003333698,0.006632965,0.054790556,0.017099591,0.76637346,0.002675635,0.0018079423,0.025431963,0.05020319,9.6465265e-05,24.0
0.024117453,0.0004617002,0.0071559385,0.80257124,0.010717707,0.08721022,0.0027695994,0.002195219,0.023131976,0.039526716,0.00014229056,25.0
0.019778343,0.00034336458,0.0053075007,0.83336073,0.008464294,0.08107116,0.0021302677,0.001644068,0.017047511,0.030747034,0.00010568755,26.0
0.012192418,0.001574325,0.010088235,0.005415701,0.022553552,0.0077022817,0.9143559,0.010003194,0.008168133,0.007608806,0.00033752297,27.0
0.027262518,0.00038047132,0.021801164,0.015646541,0.01481947,0.023666987,0.002715556,0.0027330953,0.8399674,0.050912358,9.4485156e-05,28.0
0.0099083325,0.00055990554,0.921432,0.005235822,0.011105717,0.006925263,0.0038741939,0.0069401315,0.023405526,0.01050012,0.00011295643,29.0
0.28251278,0.0008919953,0.02436049,0.021480927,0.50836724,0.05068498,0.011728322,0.006148658,0.048066366,0.04553031,0.00022787828,30.0
0.04982563,0.0048580663,0.56007975,0.026228717,0.06523687,0.034290247,0.035194144,0.09663955,0.0796242,0.047152262,0.00087051775,31.0
0.32406232,0.0006374633,0.013778564,0.058426443,0.046416037,0.4073612,0.0056499564,0.003620644,0.051329065,0.08853823,0.00018006368,32.0
0.11216225,0.006089304,0.14223123,0.03790859,0.2759662,0.058514453,0.1460988,0.06573666,0.0869548,0.067092575,0.0012451835,33.0
0.013493719,0.005339153,0.041647136,0.008746174,0.017027043,0.010452051,0.01904109,0.85339713,0.017260585,0.0129346885,0.0006612785,34.0
0.09548204,0.0015745586,0.030169582,0.019057404,0.7037065,0.035422165,0.0339711,0.01117493,0.035590783,0.033465035,0.00038588635,35.0
0.7881722,0.00035726465,0.008557193,0.01757185,0.048284847,0.0639112,0.0036458203,0.0021686428,0.027466586,0.03976766,9.685177e-05,36.0
0.06195467,0.0118205445,0.15623121,0.03152273,0.09611202,0.041680485,0.13453953,0.34794334,0.06629349,0.050072514,0.0018294803,37.0
0.018910382,0.00037463344,0.005969957,0.84263414,0.008480525,0.06538975,0.0022213564,0.0018080357,0.019642113,0.03445498,0.00011407903,38.0
