cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,GHS_urban_area_id
0.6460885,0.057376046,0.009734186,0.28667095,0.00013028191,1.0
0.500606,0.07718841,0.01181966,0.41023552,0.00015044054,2.0
0.055995744,0.7999891,0.010834849,0.1330509,0.00012948175,3.0
0.0930244,0.36690426,0.03593795,0.50386506,0.00026828135,4.0
0.91758615,0.017032254,0.0035909214,0.06173802,5.258022e-05,5.0
0.044654135,0.8186231,0.024967957,0.111518785,0.00023596738,6.0
0.441337,0.070942156,0.011439684,0.4761371,0.00014405356,7.0
0.9261822,0.020075412,0.0048638233,0.048794616,8.395731e-05,8.0
0.94686204,0.012637192,0.0025000388,0.037962038,3.8634702e-05,9.0
0.9279443,0.019352896,0.0047488287,0.04787229,8.168476e-05,10.0
0.9482982,0.013638805,0.0029965525,0.03501651,4.9917817e-05,11.0
0.9358158,0.017510293,0.003946211,0.042660307,6.73531e-05,12.0
0.6863874,0.05030365,0.00950925,0.25367445,0.00012522782,13.0
0.95593333,0.011096535,0.0025983285,0.03032897,4.290007e-05,14.0
0.96682656,0.008093768,0.0017639769,0.023287598,2.8104889e-05,15.0
0.9137423,0.021850532,0.0040065157,0.060338315,6.232648e-05,16.0
0.9033287,0.01954188,0.0039572,0.07311426,5.7954796e-05,17.0
0.936878,0.017046584,0.0039862576,0.042021297,6.784769e-05,18.0
0.7096379,0.10059961,0.014503445,0.17502028,0.00023877027,19.0
0.93136,0.01891091,0.004284254,0.045370985,7.382299e-05,20.0
0.9250554,0.020902188,0.0046343347,0.04932868,7.941908e-05,21.0
0.94013464,0.015957998,0.003772134,0.040071227,6.393226e-05,22.0
0.9118035,0.02446363,0.005757172,0.057874657,0.000101116326,23.0
0.95074576,0.012981523,0.0029354005,0.033288587,4.8773803e-05,24.0
0.4801675,0.06352128,0.01214864,0.4440118,0.00015077861,25.0
0.8943354,0.030391634,0.007300055,0.06784135,0.00013155836,26.0
0.096799776,0.071759626,0.018412493,0.81287473,0.00015337091,27.0
0.40376973,0.28601187,0.024524467,0.28530672,0.00038720513,28.0
0.06403539,0.07956605,0.009319213,0.84699214,8.726107e-05,29.0
0.83687323,0.05087577,0.008826534,0.10327524,0.00014921911,30.0
0.121165246,0.667448,0.018783368,0.19234961,0.00025382376,31.0
0.89813054,0.02949998,0.00681737,0.06543015,0.00012199467,32.0
0.30656728,0.09620449,0.0121671,0.58491236,0.00014878073,33.0
0.16559826,0.12844637,0.014421956,0.6913811,0.0001523061,34.0
0.9600409,0.010146652,0.002147289,0.027630629,3.455372e-05,35.0
0.6612654,0.083406754,0.011243782,0.24392237,0.00016173818,36.0
0.4722424,0.07373484,0.01238104,0.44148928,0.0001524921,37.0
0.94828767,0.01360547,0.0031069482,0.034947563,5.2335672e-05,38.0
0.14158475,0.22247835,0.22347602,0.41164672,0.00081418385,39.0
0.25568026,0.062117204,0.012076075,0.6699904,0.0001360146,40.0
0.9647187,0.008491718,0.0019494861,0.024808941,3.1132884e-05,41.0
0.89242697,0.021444023,0.004683217,0.08137851,6.725688e-05,42.0
0.8930668,0.021455294,0.004325986,0.08108973,6.2096486e-05,43.0
0.40915966,0.07355861,0.0114119,0.5057253,0.00014453339,44.0
0.12886782,0.047137316,0.009579777,0.81431425,0.00010082723,45.0
0.951111,0.012842391,0.0027411187,0.03325999,4.5436827e-05,46.0
0.11873247,0.1411617,0.047045693,0.69274616,0.00031393848,47.0
0.03731508,0.84509593,0.019146342,0.098263174,0.00017951995,48.0
0.2860168,0.0622835,0.012092529,0.6394679,0.00013938728,49.0
0.12464347,0.08280771,0.022871606,0.7694873,0.00018997729,50.0
0.9241441,0.021176038,0.004863382,0.049732093,8.44286e-05,52.0
0.08413751,0.6696241,0.07104462,0.17452437,0.0006694655,53.0
0.013870518,0.95202005,0.0042965985,0.029762357,5.052878e-05,54.0
0.8910785,0.022123083,0.0043187314,0.082417116,6.2625404e-05,55.0
0.02087966,0.9303473,0.0056279465,0.043076463,6.861499e-05,56.0
0.9545081,0.011928376,0.0026350156,0.030884834,4.3650067e-05,57.0
0.9603903,0.009970731,0.0022656333,0.027336167,3.719682e-05,58.0
0.10353652,0.54974693,0.1267082,0.21902886,0.0009794623,59.0
0.955964,0.011124731,0.002575201,0.03029344,4.2630672e-05,60.0
0.9523321,0.011116794,0.002664699,0.033844315,4.2165422e-05,61.0
0.9534407,0.012125912,0.0027529257,0.031634513,4.591721e-05,62.0
0.010169267,0.9629826,0.0033655479,0.02344463,3.7989812e-05,63.0
0.96374774,0.009052596,0.001915554,0.025253402,3.0674644e-05,64.0
0.067600936,0.10290853,0.008565953,0.8208353,8.926972e-05,65.0
0.10310165,0.57600814,0.11544579,0.20442967,0.0010147499,66.0
0.073836066,0.72009957,0.055064622,0.150465,0.0005347939,67.0
0.12977448,0.31395137,0.34683475,0.20622508,0.0032143225,68.0
0.116357066,0.44953552,0.21041957,0.22222371,0.0014641376,69.0
0.1043725,0.5266099,0.1469418,0.221094,0.0009818054,70.0
0.9660031,0.008083799,0.0017618571,0.024123698,2.7451058e-05,71.0
0.0429717,0.8491325,0.020976754,0.08668243,0.0002366587,72.0
0.114657715,0.5339292,0.13965578,0.21041691,0.0013403443,73.0
0.9388533,0.013146186,0.0027416025,0.045218203,4.0750703e-05,74.0
0.082709126,0.665283,0.073044315,0.17832637,0.0006371417,75.0
0.13486338,0.22371309,0.27003962,0.37048554,0.00089842896,76.0
0.8796732,0.03518876,0.008612522,0.07636803,0.00015753537,77.0
0.9222863,0.01644021,0.0032955697,0.057929266,4.8678878e-05,78.0
0.06106505,0.78471303,0.035284754,0.11854425,0.0003929777,79.0
0.012108412,0.95731616,0.003975718,0.026554078,4.5643446e-05,80.0
0.91188085,0.024557034,0.005888244,0.05757029,0.00010363727,81.0
0.05466859,0.7875386,0.03474746,0.12271409,0.00033126047,82.0
0.008835374,0.9658308,0.0027542096,0.022549441,3.0135172e-05,83.0
0.07030783,0.049709238,0.01128957,0.86859334,0.00010007038,84.0
0.9155838,0.023691686,0.005596841,0.055029534,9.8256955e-05,85.0
0.9513242,0.010711223,0.0024109837,0.03551726,3.634769e-05,86.0
0.36331257,0.06782701,0.011613452,0.5571047,0.0001422151,87.0
0.015868573,0.94140726,0.004118602,0.03855872,4.6868605e-05,88.0
0.097687855,0.62802356,0.089709744,0.18367465,0.00090420194,89.0
0.88417983,0.02236197,0.0046862997,0.088704854,6.702009e-05,90.0
0.084953584,0.48160568,0.016351394,0.41691935,0.00016999671,91.0
0.95856184,0.0094026085,0.001992499,0.030012442,3.0664043e-05,92.0
0.02527167,0.9112285,0.010346848,0.053035628,0.00011738645,93.0
0.063022375,0.662823,0.01451136,0.25949448,0.00014879656,94.0
0.02626956,0.90387183,0.01153235,0.058200378,0.0001258875,95.0
0.9378247,0.017035885,0.003770082,0.041305237,6.40252e-05,96.0
0.10173358,0.64806074,0.015371071,0.23464718,0.00018740029,97.0
0.070351996,0.6626936,0.013739047,0.2530664,0.00014896826,98.0
0.060821872,0.76578844,0.04006072,0.13293731,0.00039167664,99.0
0.9034264,0.019944798,0.003934437,0.07263714,5.7246918e-05,100.0
0.14159025,0.116605386,0.01060034,0.73108137,0.00012268362,101.0
0.019944185,0.9249457,0.008493709,0.046528026,8.8431916e-05,102.0
0.06990909,0.6146985,0.015275919,0.29995984,0.00015665506,103.0
0.0147194415,0.9486244,0.0049609174,0.031637557,5.770881e-05,104.0
0.04439725,0.7964825,0.021876978,0.1370561,0.00018712872,105.0
0.015766622,0.93901366,0.0041792397,0.04099414,4.638506e-05,106.0
0.09600328,0.20872544,0.01287779,0.6822568,0.00013666783,107.0
0.2594721,0.21042535,0.016138455,0.5137584,0.00020555654,108.0
0.084138855,0.6380128,0.08040132,0.19683683,0.0006101664,109.0
0.04586852,0.7816129,0.011293527,0.16110775,0.000117331765,110.0
0.93675333,0.016812578,0.004029661,0.04233552,6.889841e-05,111.0
0.09736019,0.06848728,0.007565232,0.8265038,8.344918e-05,112.0
0.946759,0.014279165,0.003070931,0.03583939,5.1448547e-05,113.0
0.9582829,0.010360526,0.0021607492,0.029161582,3.4237422e-05,114.0
0.9181537,0.016631579,0.0035515798,0.061611094,5.201765e-05,115.0
0.36403692,0.07425396,0.011455112,0.55011296,0.00014102658,116.0
0.94685054,0.01327888,0.0026402078,0.037188835,4.1594696e-05,117.0
0.91269344,0.023939142,0.005956909,0.057305433,0.00010498781,118.0
0.6332804,0.054073483,0.010731552,0.3017754,0.00013918291,119.0
0.11357402,0.19759464,0.42937952,0.25831056,0.0011412627,120.0
0.037396953,0.029259147,0.005290344,0.9280042,4.928281e-05,121.0
0.9242285,0.017266197,0.0033027942,0.05515302,4.954807e-05,122.0
0.6516331,0.054857444,0.009818433,0.2835595,0.00013160567,123.0
0.8008704,0.036567777,0.0069006677,0.15556592,9.520819e-05,124.0
0.13082236,0.15415879,0.059627738,0.6549951,0.00039607703,125.0
0.87703025,0.024821065,0.004771243,0.09330916,6.835048e-05,126.0
0.95613766,0.009766516,0.0021185656,0.03194513,3.215545e-05,127.0
0.91934675,0.016740052,0.0035906082,0.060269695,5.2808922e-05,128.0
0.92407465,0.016461307,0.0032277666,0.05618816,4.797341e-05,129.0
0.8464226,0.030591676,0.005673246,0.117231995,8.052878e-05,130.0
0.9645361,0.008356697,0.0018952222,0.025182089,2.9948682e-05,131.0
0.9276238,0.016123185,0.00312991,0.053076424,4.669484e-05,133.0
0.19180283,0.059472773,0.013487661,0.7350945,0.00014229353,134.0
0.92155415,0.01709868,0.0033182355,0.05797957,4.9279417e-05,135.0
0.08462222,0.16551472,0.029414197,0.7202271,0.00022182622,136.0
0.9458245,0.013180077,0.0032609939,0.03768118,5.3149954e-05,137.0
0.966796,0.008094097,0.0017725232,0.02330908,2.8344262e-05,138.0
0.07678302,0.25973707,0.018865125,0.6444452,0.00016957539,139.0
0.24507457,0.061886754,0.010417791,0.68249893,0.00012194929,140.0
0.08780651,0.4974755,0.047434643,0.36692742,0.00035589593,141.0
0.07577499,0.1238423,0.022784619,0.7774188,0.00017930008,142.0
0.028220179,0.025788829,0.004173954,0.94177794,3.904373e-05,143.0
0.94773334,0.011477163,0.002432033,0.038321033,3.6491372e-05,144.0
0.2766005,0.06307165,0.012052788,0.64813733,0.00013773657,145.0
0.9450863,0.014207439,0.0034235308,0.037225388,5.7349847e-05,146.0
0.94991255,0.010970109,0.0024145332,0.036665976,3.6817375e-05,147.0
0.9613948,0.009857583,0.0021523363,0.026560415,3.48907e-05,148.0
0.9313837,0.017935643,0.0043154918,0.04629175,7.336268e-05,149.0
0.17720333,0.05605289,0.0112588825,0.7553645,0.00012042638,150.0
0.87826055,0.023394067,0.00481565,0.09346054,6.91664e-05,151.0
0.122248374,0.12407624,0.042613864,0.71076226,0.00029930033,152.0
0.0697288,0.11268077,0.7065095,0.108826384,0.0022545713,153.0
0.14977132,0.051418584,0.00834515,0.7903706,9.43367e-05,154.0
0.1275926,0.33698627,0.32349202,0.20924053,0.0026885816,155.0
0.1016097,0.05997975,0.015282376,0.8229916,0.00013658586,156.0
0.44994903,0.17341371,0.017006004,0.359394,0.00023724444,157.0
0.13152812,0.04675758,0.0086713275,0.8129495,9.3530994e-05,158.0
0.67041576,0.10617105,0.013794152,0.20940457,0.00021439942,159.0
0.02635017,0.020043952,0.0030051605,0.9505709,2.9854844e-05,160.0
0.9409054,0.015349514,0.0037270454,0.039955016,6.303381e-05,161.0
0.045209855,0.7723788,0.012437545,0.16985005,0.00012373895,162.0
0.027365245,0.020536944,0.0033214497,0.9487438,3.257324e-05,163.0
0.067658894,0.5894936,0.020421542,0.32223678,0.00018923022,164.0
0.0556173,0.080722526,0.76863164,0.093817495,0.0012110333,165.0
0.070647255,0.120161645,0.6733891,0.13468389,0.0011181149,166.0
0.94142157,0.015557258,0.003629724,0.03932974,6.1703155e-05,167.0
0.047766633,0.789497,0.025871554,0.13663656,0.00022828073,168.0
0.96257055,0.009412226,0.0020787152,0.025904598,3.393566e-05,169.0
0.044657,0.042586982,0.0076211863,0.9050671,6.771211e-05,170.0
0.055622842,0.029795406,0.005493072,0.9090324,5.6220964e-05,171.0
0.9172401,0.018031238,0.003566179,0.061110344,5.2180767e-05,172.0
0.72384405,0.045120016,0.009550626,0.22136001,0.00012530663,173.0
0.7183272,0.047475815,0.008580651,0.22549975,0.000116556905,174.0
0.3072288,0.06933138,0.010895584,0.6124112,0.00013301203,175.0
0.08939027,0.108123116,0.02305525,0.7792548,0.00017651032,176.0
0.06065982,0.10070418,0.7263279,0.111240245,0.0010678528,177.0
0.10234965,0.15608726,0.5908526,0.14544918,0.0052612685,178.0
0.073124744,0.1422977,0.020258293,0.76415837,0.00016090371,179.0
0.0467463,0.02591619,0.0042113783,0.92308223,4.3880336e-05,180.0
0.06989491,0.65311754,0.040888824,0.2357878,0.0003109116,181.0
0.08228046,0.57899547,0.048444957,0.28993797,0.00034107064,182.0
0.085321225,0.5828434,0.065115005,0.266284,0.0004362711,183.0
0.0140339555,0.9497485,0.005008313,0.031152267,5.6917488e-05,184.0
0.9392851,0.01356047,0.002708804,0.044404645,4.095081e-05,185.0
0.09108719,0.044108246,0.008905647,0.85581124,8.774275e-05,186.0
0.01892439,0.92973804,0.007801786,0.043451775,8.393377e-05,187.0
0.10902728,0.088879004,0.026186408,0.7756989,0.00020836655,189.0
0.1330051,0.09558076,0.011553811,0.75973976,0.00012058854,190.0
0.8768256,0.024368277,0.0049268035,0.09380963,6.975451e-05,191.0
0.8563982,0.037009303,0.0061177933,0.10038088,9.3753544e-05,192.0
0.019070286,0.92513937,0.0051371893,0.050596982,5.6155754e-05,193.0
0.963542,0.009058241,0.0020455834,0.02532121,3.3062428e-05,194.0
0.033547252,0.8669385,0.016561031,0.08278842,0.00016476255,195.0
0.93990946,0.01628781,0.003642268,0.04009835,6.2071376e-05,196.0
0.8876634,0.032491494,0.007988789,0.07171122,0.00014502258,197.0
0.7457699,0.042351875,0.008382703,0.20338318,0.00011239272,198.0
0.93068135,0.018643195,0.004514377,0.04608341,7.760993e-05,199.0
0.92764723,0.017214473,0.003229748,0.05185921,4.927879e-05,200.0
0.9608356,0.009931312,0.0021995476,0.026997449,3.6056586e-05,201.0
0.9221183,0.021527484,0.0050678505,0.051198028,8.833274e-05,202.0
0.106757365,0.45654783,0.13242911,0.30356294,0.0007028235,203.0
0.9422978,0.012775421,0.0025796543,0.04230818,3.8914233e-05,204.0
0.71940583,0.04549605,0.00864404,0.22633703,0.00011708043,205.0
0.9387872,0.0166506,0.0037417994,0.04075668,6.3687214e-05,206.0
0.94867307,0.013444668,0.002812569,0.035024017,4.569804e-05,207.0
0.9120967,0.024551906,0.005961322,0.057284966,0.00010514013,208.0
0.94602036,0.012077694,0.0025018833,0.039362587,3.7538484e-05,209.0
0.31663173,0.06686601,0.015576209,0.60075116,0.00017485741,210.0
0.6540203,0.05366961,0.011039197,0.28112996,0.00014101801,211.0
0.08739672,0.1601752,0.6117713,0.1379896,0.0026671998,212.0
0.19738853,0.5088148,0.022728804,0.27075905,0.00030879493,213.0
0.08926505,0.58889437,0.09032876,0.23092653,0.00058522634,214.0
0.87257797,0.03910941,0.0079638595,0.08020739,0.00014128085,215.0
0.16119519,0.060712688,0.009075974,0.7689147,0.000101503116,216.0
0.32992598,0.15997453,0.017229516,0.49266157,0.00020852023,217.0
0.5014468,0.1341151,0.014789671,0.34944183,0.00020666682,218.0
0.1606585,0.13044105,0.058133997,0.65035915,0.0004073195,219.0
0.95779103,0.010838831,0.0024556583,0.02887389,4.0549898e-05,220.0
0.38009652,0.065627396,0.012500962,0.5416264,0.0001487624,221.0
0.121303275,0.052720483,0.012067827,0.81379,0.0001184174,222.0
0.60891587,0.106522426,0.013136734,0.27123415,0.0001907415,223.0
0.95553786,0.011622381,0.0025536185,0.030243872,4.218621e-05,224.0
0.937927,0.016877785,0.0037466825,0.041384615,6.394721e-05,225.0
0.9668832,0.007900386,0.0017391715,0.023449661,2.7561844e-05,226.0
0.77042377,0.040882256,0.0075987256,0.18099043,0.000104783925,227.0
0.9645734,0.008734955,0.0019451343,0.02471515,3.1408374e-05,228.0
0.96568215,0.008522369,0.0018697341,0.023895698,3.0075902e-05,229.0
0.9588355,0.010449567,0.0023911786,0.028284313,3.9360264e-05,230.0
0.10261728,0.49426353,0.12087499,0.2815937,0.0006504335,231.0
0.9469498,0.014216063,0.0031270834,0.03565466,5.244556e-05,232.0
0.17263606,0.26220158,0.3319498,0.21595283,0.017259737,233.0
0.9553106,0.010249971,0.0021044803,0.03230269,3.2227796e-05,234.0
0.010334556,0.9630231,0.0030994231,0.023507543,3.5346413e-05,235.0
0.027683917,0.91059035,0.007278129,0.054357182,9.04348e-05,236.0
0.94945014,0.013406408,0.0030034306,0.034089677,5.0348077e-05,237.0
0.965487,0.008523105,0.0018525795,0.024107566,2.9782137e-05,238.0
0.9516522,0.012506542,0.0029076808,0.03288505,4.8573544e-05,239.0
0.9418481,0.015566174,0.0035932937,0.038931295,6.111392e-05,240.0
0.9514759,0.011904079,0.0028785064,0.033694517,4.693181e-05,241.0
0.023088863,0.91800183,0.009417838,0.04938583,0.00010565248,242.0
0.95867234,0.010667971,0.002368004,0.028252834,3.8869908e-05,243.0
0.112086184,0.3992297,0.2581055,0.22928676,0.0012918487,244.0
0.10701006,0.5311458,0.14253034,0.21822146,0.0010923004,245.0
0.035529137,0.8759048,0.01609756,0.07228645,0.00018192941,246.0
0.05976193,0.76874065,0.03976902,0.13134852,0.00037990953,247.0
0.036105096,0.8826629,0.008206371,0.0729237,0.00010187745,248.0
0.07032657,0.7347597,0.04943034,0.1449863,0.00049708685,249.0
0.9646146,0.008262136,0.001777821,0.025317868,2.7560838e-05,250.0
0.01319324,0.9519089,0.004807348,0.030036824,5.3664633e-05,251.0
0.1081658,0.5628422,0.12332701,0.20451704,0.0011479891,252.0
0.48963073,0.06392596,0.011570862,0.43472698,0.00014553082,253.0
0.13859624,0.22584593,0.23520839,0.39950618,0.00084324257,255.0
0.029229997,0.89860964,0.012186211,0.059834458,0.00013973564,256.0
0.015533563,0.9408939,0.004061708,0.03946507,4.576131e-05,257.0
0.8706159,0.02488998,0.0054014055,0.099016465,7.623252e-05,258.0
0.3232164,0.06350566,0.012772619,0.60035694,0.00014836829,259.0
0.016887387,0.94136345,0.0059707575,0.035709783,6.855614e-05,260.0
0.17891851,0.21460737,0.014662729,0.5916349,0.0001764967,261.0
0.96690863,0.007829455,0.0017209646,0.023513999,2.6900041e-05,262.0
0.026298776,0.91398996,0.006743288,0.052884698,8.336724e-05,263.0
0.7332709,0.044266842,0.009157499,0.21318384,0.000120894714,264.0
0.009602854,0.9650682,0.0031630213,0.022130925,3.5012712e-05,265.0
0.08878988,0.04078713,0.00836794,0.86197096,8.4053965e-05,266.0
0.098154046,0.42329776,0.01591364,0.4624633,0.00017122805,267.0
0.96195996,0.009292194,0.0021512075,0.026561981,3.4639746e-05,268.0
0.034160905,0.87600493,0.016297685,0.073359884,0.00017656645,269.0
0.9484401,0.01372908,0.0030796041,0.03469991,5.1421917e-05,270.0
0.08343466,0.6583563,0.014334588,0.24371235,0.00016215791,271.0
0.11606359,0.3214429,0.01540294,0.5469207,0.00016977452,272.0
0.14277509,0.053302396,0.008060633,0.79577065,9.1206224e-05,273.0
0.628165,0.05890696,0.010117839,0.3026767,0.00013352334,274.0
