cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.04732473,0.011228928,0.1383534,0.00015945872,0.026437547,0.07642118,0.032244146,0.0012054561,0.002733666,0.032423574,0.25095108,0.36816388,0.012352948,1
0.0601242,0.006340389,0.30172268,8.4332845e-05,0.0303566,0.19153626,0.033719026,0.00063820253,0.0012468846,0.043906596,0.27505988,0.050571565,0.0046933508,2
0.05042249,0.24945313,0.069191724,0.004427253,0.04934229,0.060087673,0.07921395,0.14702326,0.032106254,0.05927009,0.05937241,0.06127767,0.07881184,3
0.04697595,0.32522798,0.102858864,0.00055626564,0.046388432,0.07497186,0.17651889,0.005999043,0.0064181294,0.074423954,0.0622692,0.05135561,0.026035856,4
0.047511257,0.12021755,0.11695876,0.00044407914,0.04932449,0.083559334,0.3565107,0.0042748977,0.0049952017,0.09348512,0.059923608,0.043967918,0.018827029,5
0.03918304,0.49117163,0.05909237,0.0018001181,0.038163178,0.049265333,0.07126963,0.035347447,0.016857794,0.048387267,0.04791964,0.04845893,0.053083524,6
0.42870465,0.004589819,0.060078155,7.794785e-05,0.09766525,0.19857259,0.024790546,0.0005613975,0.0010661695,0.07582368,0.08267723,0.02223967,0.0031529139,7
0.05264915,0.0050106184,0.08784853,7.951703e-05,0.0217479,0.07275194,0.018001074,0.0005843724,0.0013025693,0.024172066,0.61291087,0.09829537,0.0046459422,8
0.034064326,0.006984608,0.0640463,0.00011514533,0.01788414,0.04428388,0.017985038,0.0008470552,0.0020960306,0.019821092,0.16652773,0.6165996,0.008745026,9
0.051918257,0.007246861,0.101434596,0.00011488295,0.024097987,0.070774615,0.02269012,0.00084801373,0.0019765845,0.027247304,0.43194768,0.25230697,0.0073961476,10
0.05630659,0.042294104,0.102755,0.00074573955,0.04043962,0.07225324,0.054641064,0.0056873118,0.016367031,0.046819672,0.11778739,0.276579,0.16732423,11
0.05257144,0.028770711,0.10368958,0.00047101764,0.035377573,0.06955043,0.046180334,0.0035660292,0.009630463,0.041077603,0.1308504,0.41013366,0.06813078,12
0.030251363,0.03499075,0.05014763,0.0007332012,0.02372356,0.03764646,0.03330007,0.0056912773,0.017070703,0.027422627,0.0520401,0.08948803,0.5974942,13
0.054780517,0.009344934,0.12241645,0.00010756172,0.06306163,0.18332015,0.18211862,0.00083629496,0.0013088637,0.30982426,0.048408926,0.020072883,0.00439889,14
0.057796814,0.0062793503,0.27519932,7.67511e-05,0.039743543,0.35796496,0.059568103,0.0005894058,0.001035051,0.09193783,0.08206536,0.024115095,0.0036283878,15
0.01072372,0.8566776,0.019808877,0.00024976255,0.01048966,0.015218434,0.027309643,0.0032005063,0.0026694613,0.014847154,0.014033984,0.013410308,0.0113609815,16
0.042788327,0.0072700544,0.068300426,0.00012548937,0.020892292,0.05055033,0.019230014,0.00091473304,0.0023116234,0.022473272,0.21640307,0.5401511,0.0085891625,17
0.057568915,0.008395975,0.23496051,9.663018e-05,0.049484797,0.28586715,0.11305526,0.0007500914,0.0012498439,0.1517857,0.0680597,0.024337713,0.0043877163,18
0.010912049,0.855878,0.019954532,0.00022818393,0.010865614,0.01552694,0.030148149,0.0028903447,0.002403824,0.01577159,0.013789618,0.012552809,0.009078366,19
0.056837615,0.039055005,0.10191501,0.0007059847,0.04019528,0.072158106,0.05260107,0.005329897,0.015586099,0.046038136,0.12136352,0.30474266,0.14347158,20
0.031644255,0.030078301,0.07494352,0.00020835998,0.036472898,0.060882982,0.6104033,0.0018011174,0.0022811124,0.08614112,0.03499257,0.022124004,0.008026449,21
0.05091773,0.0066291303,0.10681927,0.00010271915,0.023348568,0.07389289,0.022034284,0.0007603689,0.0017277242,0.02683019,0.49869356,0.18175249,0.0064910473,22
0.010066787,0.86998254,0.017213581,0.00027095395,0.009961693,0.0137111945,0.023945479,0.0038133329,0.0027532834,0.013796306,0.0125836115,0.011916173,0.009985044,23
0.056680232,0.008887013,0.12427037,0.00010390809,0.06418937,0.19985494,0.15849078,0.0008052607,0.0012718292,0.31165507,0.049517997,0.019998949,0.004274276,24
0.047331262,0.12121087,0.11460433,0.0004641304,0.04980787,0.08305471,0.35735014,0.004428984,0.0051189717,0.09391526,0.05926931,0.04381549,0.019628642,25
0.049848292,0.17295064,0.11728577,0.0004934832,0.051057544,0.08481771,0.28867432,0.004956971,0.0055849464,0.091316745,0.06356465,0.048058547,0.02139042,26
0.014877923,0.019194985,0.021741902,0.0006230366,0.012205204,0.017515585,0.016113006,0.004611796,0.016549967,0.013668914,0.022529053,0.033940636,0.80642796,27
0.03014554,0.6104982,0.047485065,0.0011837736,0.029692644,0.039037872,0.060621463,0.020036444,0.011110325,0.038863942,0.03705055,0.03661536,0.037658833,28
0.02986741,0.016946852,0.07666605,0.0001264901,0.033894196,0.06594746,0.62507427,0.0010889621,0.0014707254,0.09376022,0.032262925,0.017752402,0.0051420256,29
0.03865307,0.4518598,0.082562074,0.00053297525,0.038044356,0.06023566,0.13593961,0.0059132203,0.006073502,0.059644546,0.051417854,0.04412821,0.024995102,30
0.049138818,0.31689784,0.069730535,0.0034247388,0.047979753,0.059680738,0.080941945,0.090296395,0.027624654,0.0586411,0.05879407,0.060551617,0.07629774,31
0.044887867,0.07814769,0.12508348,0.00033960713,0.04601364,0.08565931,0.40600166,0.0031743501,0.0039435844,0.09125082,0.058848348,0.04103016,0.015619535,32
0.05728742,0.03903657,0.19039631,0.00037750122,0.03964486,0.09538758,0.073987134,0.003175688,0.0064436486,0.053847972,0.15872183,0.24449313,0.03720029,33
0.032617766,0.0098245,0.0767489,0.00014889028,0.018947572,0.046271484,0.022942526,0.0011208344,0.002761287,0.02239133,0.13063866,0.6224924,0.013093835,34
0.038352348,0.013846863,0.08033173,0.00022003888,0.02354194,0.05212481,0.02838948,0.0016478848,0.0042002224,0.02716223,0.124149635,0.5834849,0.022547819,35
