cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,GHS_urban_area_id
0.6526814,0.09541772,0.24692772,0.004973135,1.0
0.058798168,0.025754904,0.9097651,0.005681747,2.0
0.034013357,0.027529877,0.0526947,0.8857621,3.0
0.1570129,0.11741163,0.29599488,0.42958057,4.0
0.16788557,0.12289032,0.3332724,0.37595168,5.0
0.02051352,0.017717697,0.027697379,0.9340714,6.0
0.83571446,0.073259726,0.088398896,0.0026269255,7.0
0.044545792,0.94525605,0.009336418,0.0008617383,8.0
0.31238097,0.6522031,0.033169333,0.0022466076,9.0
0.043331735,0.94687885,0.0089697195,0.00081964035,10.0
0.04960608,0.93866605,0.010704404,0.0010234674,11.0
0.0456588,0.9441158,0.00936058,0.000864829,12.0
0.07012365,0.916999,0.011874353,0.0010030103,13.0
0.043909416,0.9463144,0.0089582335,0.00081800186,14.0
0.73917294,0.08961465,0.16749576,0.003716697,15.0
0.097284205,0.0318812,0.86726695,0.003567624,16.0
0.043798484,0.9469176,0.008528315,0.0007556486,17.0
0.059135582,0.9257715,0.013734989,0.0013578753,18.0
0.08851375,0.034391347,0.8720934,0.005001576,19.0
0.047142595,0.941693,0.010197555,0.00096683804,20.0
0.027835913,0.010520518,0.9600277,0.0016158122,21.0
0.04686979,0.9419668,0.010200651,0.00096281694,22.0
0.24781838,0.06426873,0.682604,0.0053088553,23.0
0.049160432,0.93925637,0.0105812205,0.0010019838,24.0
0.19146053,0.13243273,0.44599992,0.23010685,25.0
0.38230613,0.57742906,0.037756924,0.0025078298,26.0
0.05715894,0.019508025,0.92104495,0.0022881124,27.0
0.21854846,0.064596,0.7109494,0.00590617,28.0
0.11992924,0.091497645,0.21505125,0.573522,29.0
0.4690528,0.48653677,0.041766763,0.0026437172,30.0
0.10616253,0.046430822,0.8384181,0.008988502,31.0
0.059528947,0.9291409,0.010443315,0.0008868728,32.0
0.9238946,0.05284448,0.022306224,0.0009547059,33.0
0.41981864,0.0889716,0.48539308,0.0058166366,34.0
0.256101,0.7123091,0.02952688,0.0020630497,35.0
0.2674147,0.06659007,0.66047204,0.0055232556,36.0
0.8928389,0.05820583,0.047407087,0.0015482641,37.0
0.91345423,0.062114988,0.023408718,0.0010220269,38.0
0.06084293,0.048067853,0.09953841,0.7915508,39.0
0.03945352,0.016754959,0.94053394,0.003257582,40.0
0.1590946,0.045776997,0.79075176,0.0043766797,41.0
0.085289,0.06684418,0.14341004,0.7044568,42.0
0.87761295,0.092984445,0.028114311,0.0012883034,43.0
0.879125,0.061047904,0.058052707,0.0017743785,44.0
0.04409711,0.015448912,0.9383862,0.002067735,45.0
0.055016357,0.9311475,0.012599479,0.0012367079,46.0
0.0499303,0.017289495,0.9306787,0.0021015164,47.0
0.04049414,0.035427693,0.05333984,0.8707383,48.0
0.92399204,0.052179046,0.02287677,0.00095213146,49.0
0.030264497,0.012495378,0.9551243,0.0021158755,50.0
0.043215815,0.9471302,0.008845907,0.0008080558,52.0
0.05427479,0.047740083,0.070355766,0.8276293,53.0
0.05029191,0.040268727,0.08051368,0.82892567,54.0
0.15564418,0.82158864,0.021161398,0.00160574,55.0
0.01674684,0.013729675,0.02542746,0.944096,56.0
0.045379948,0.9439897,0.009725743,0.00090459886,57.0
0.4368412,0.08960879,0.4677477,0.0058023776,58.0
0.08398704,0.07497314,0.10569358,0.73534614,59.0
0.043399327,0.9471491,0.008677525,0.000774116,60.0
0.04810437,0.9418969,0.0092017995,0.00079694355,61.0
0.044377178,0.9453834,0.009374319,0.0008651191,62.0
0.0013266986,0.0011166722,0.0018973151,0.99565935,63.0
0.0434302,0.9473115,0.008502349,0.0007558422,64.0
0.004982273,0.004227046,0.0070143114,0.9837764,65.0
0.075430535,0.06710933,0.09571867,0.76174146,66.0
0.053144075,0.046630703,0.06918179,0.8310435,67.0
0.16843243,0.15705653,0.193387,0.4811241,68.0
0.12162769,0.1104265,0.14740309,0.62054276,69.0
0.11608492,0.105070226,0.14161424,0.6372306,70.0
0.07680735,0.9093543,0.012792893,0.0010454425,71.0
0.033525053,0.029144013,0.04456764,0.8927632,72.0
0.07983611,0.07113053,0.10089706,0.74813634,73.0
0.80301446,0.07782369,0.11619826,0.0029636652,74.0
0.08363065,0.0746504,0.10511406,0.7366048,75.0
0.048254848,0.021636177,0.9256477,0.0044612265,76.0
0.05343742,0.93606484,0.009662258,0.0008354806,77.0
0.0570579,0.9283779,0.013252438,0.0013117859,78.0
0.030884149,0.02679226,0.04125,0.9010736,79.0
0.029992055,0.024447214,0.046192132,0.89936864,80.0
0.10905851,0.0560075,0.8166155,0.018318439,81.0
0.04512264,0.039496716,0.059145335,0.8562353,82.0
0.17549732,0.1278583,0.35554168,0.3411027,83.0
0.16161759,0.091707446,0.6989968,0.047678147,84.0
0.122661196,0.85804445,0.017882561,0.0014118304,85.0
0.047234345,0.94169396,0.010118153,0.0009534799,86.0
0.12167438,0.093149334,0.21580258,0.5693737,87.0
0.041441116,0.03353372,0.06464595,0.86037916,88.0
0.06363779,0.056171816,0.08186988,0.79832053,89.0
0.12587985,0.06552635,0.7845344,0.024059376,90.0
0.03091319,0.01170255,0.95557505,0.0018092523,91.0
0.044438124,0.9462056,0.008600902,0.00075545814,92.0
0.01162399,0.009966883,0.015974836,0.9624343,93.0
0.1185653,0.062616475,0.7966502,0.022168003,94.0
0.14754747,0.11096335,0.27714038,0.46434876,95.0
0.051785875,0.93806577,0.009353846,0.00079447776,96.0
0.18242437,0.11129805,0.63150996,0.074767604,97.0
0.12326217,0.06570533,0.78696436,0.024068048,98.0
0.023760159,0.020574233,0.03193575,0.9237299,99.0
0.13405073,0.07219289,0.7645374,0.029219022,100.0
0.03801299,0.01336581,0.9468775,0.0017436615,101.0
0.0755168,0.059826504,0.12456682,0.7400899,102.0
0.115975276,0.060584497,0.8025011,0.020939177,103.0
0.056450855,0.045232702,0.09038156,0.8079349,104.0
0.06986745,0.05563653,0.11353241,0.76096356,105.0
0.16952766,0.10019565,0.6724094,0.05786727,106.0
0.047805227,0.021420294,0.92619914,0.0045754295,107.0
0.18146595,0.11060351,0.6342912,0.07363931,108.0
0.030296983,0.026312595,0.04038016,0.90301025,109.0
0.045890417,0.019919518,0.93003726,0.004152838,110.0
0.043830194,0.9466207,0.008755015,0.0007940316,111.0
0.1307589,0.100560404,0.23084368,0.5378371,112.0
0.06483901,0.92326,0.010992873,0.00090819085,113.0
0.6162836,0.097721085,0.28096423,0.0050311466,114.0
0.11321967,0.058117386,0.80902344,0.019639514,115.0
0.05456318,0.024531089,0.91538835,0.005517362,116.0
0.71213466,0.09280072,0.19104332,0.004021265,117.0
0.044902522,0.94526136,0.009013467,0.0008227345,118.0
0.13042773,0.099103935,0.23617248,0.5342958,119.0
0.8831962,0.06438478,0.050775286,0.0016437902,120.0
0.789594,0.0800247,0.12722658,0.0031548124,121.0
0.9322114,0.042651635,0.024197217,0.0009397825,122.0
0.14844286,0.08246664,0.7313048,0.037785612,123.0
0.8507364,0.06730242,0.0796915,0.002269733,124.0
0.9086796,0.066803254,0.02347033,0.0010468472,125.0
0.8845257,0.08777247,0.026473427,0.0012283751,126.0
0.09550718,0.04732489,0.8430621,0.014105837,127.0
0.17797002,0.1293785,0.36012545,0.33252603,128.0
0.02620756,0.010403405,0.9616476,0.0017414428,129.0
0.73672247,0.089506865,0.17000657,0.0037640822,130.0
0.08887402,0.043499026,0.855205,0.012422004,131.0
0.8757644,0.06036658,0.061996326,0.0018725597,133.0
0.08650478,0.06751911,0.14644723,0.69952893,134.0
0.92757034,0.050052434,0.021467343,0.0009099487,135.0
0.06842438,0.032526087,0.8911225,0.007926984,136.0
0.043238096,0.94736814,0.008620073,0.00077360816,137.0
0.39162275,0.0850756,0.51749057,0.0058110845,138.0
0.03028319,0.012787793,0.9545986,0.0023304296,139.0
0.07854989,0.037800945,0.8736101,0.010039002,140.0
0.09019899,0.045141026,0.85199827,0.012661714,141.0
0.0851787,0.04194939,0.86122704,0.011644853,142.0
0.027071865,0.011117194,0.9598545,0.001956429,143.0
0.0511715,0.93874097,0.009290882,0.0007966759,144.0
0.041188713,0.017745683,0.9374795,0.003586136,145.0
0.04866247,0.94022644,0.010160049,0.00095103314,146.0
0.04527529,0.9441571,0.00966983,0.0008977486,147.0
0.08052718,0.90532345,0.013093311,0.0010561139,148.0
0.047263373,0.020936474,0.9274632,0.004337041,149.0
0.8056147,0.0772996,0.11414554,0.0029401453,150.0
0.030446658,0.012622809,0.95461625,0.002314289,151.0
0.005540072,0.0045797247,0.008139641,0.9817406,152.0
0.16845159,0.15662172,0.19412316,0.48080352,153.0
0.51810867,0.09488294,0.3814156,0.0055928454,154.0
0.1538032,0.14157952,0.18077464,0.52384263,155.0
0.056839246,0.045019828,0.09223687,0.80590403,156.0
0.041085344,0.01698945,0.9389542,0.002971042,157.0
0.1104484,0.05653632,0.81407326,0.018941958,158.0
0.7352675,0.09333873,0.16758586,0.0038078302,159.0
0.103785895,0.03202464,0.86084944,0.0033400261,160.0
0.04403402,0.9461416,0.008998809,0.000825497,161.0
0.1372445,0.075237885,0.7563034,0.031214181,162.0
0.03842495,0.016691312,0.9415572,0.0033265105,163.0
0.0965689,0.04832387,0.84089094,0.014216335,164.0
0.16262805,0.12004713,0.31505817,0.40226662,165.0
0.18170528,0.11118186,0.6289005,0.07821235,166.0
0.046041373,0.94312006,0.009907543,0.00093098223,167.0
0.013558671,0.01115548,0.020381251,0.9549046,168.0
0.044022184,0.94607264,0.009070706,0.00083446153,169.0
0.7349887,0.0889346,0.1722717,0.0038050404,170.0
0.107574835,0.8750116,0.016160183,0.0012533024,171.0
0.15166591,0.82582355,0.020923162,0.0015873687,172.0
0.81740755,0.07756819,0.10232904,0.0026953048,173.0
0.87888056,0.09291781,0.026933968,0.0012677185,174.0
0.91750425,0.058943592,0.022572527,0.0009796246,175.0
0.19481,0.123249546,0.5793221,0.10261829,176.0
0.12351332,0.065517835,0.786719,0.02424983,177.0
0.1825834,0.1710738,0.20646349,0.43987936,178.0
0.0013099691,0.0011000554,0.0018839606,0.99570596,179.0
0.09366727,0.046560902,0.8459289,0.013842926,180.0
0.0032751653,0.0027396951,0.0047518536,0.9892333,181.0
0.027456015,0.02217321,0.042764746,0.907606,182.0
0.0095288865,0.0078101605,0.014189416,0.9684715,183.0
0.01215671,0.010052958,0.018170698,0.9596197,184.0
0.048745148,0.9397646,0.010492752,0.0009975323,185.0
0.30029806,0.07287599,0.6212656,0.0055603413,186.0
0.004978757,0.004234725,0.006954009,0.98383254,187.0
0.08692101,0.89809227,0.013866017,0.0011207339,189.0
0.2010103,0.13659407,0.48898908,0.1734065,190.0
0.7367564,0.088775106,0.17055616,0.003912397,191.0
0.82593924,0.07287929,0.098530374,0.0026510742,192.0
0.001981481,0.0016692835,0.0028085462,0.9935407,193.0
0.05066327,0.022763928,0.92156595,0.0050068907,194.0
0.0023611132,0.0019963821,0.0033499042,0.9922926,195.0
0.04302341,0.94735324,0.008818815,0.00080454396,196.0
0.044682533,0.9451036,0.009349034,0.00086486863,197.0
0.6183513,0.33782738,0.041391697,0.0024295277,198.0
0.04324856,0.9472169,0.00875024,0.0007842059,199.0
0.046438992,0.94280356,0.009834692,0.00092275295,200.0
0.8529519,0.06647119,0.07833712,0.0022397952,201.0
0.9232752,0.048099007,0.027598647,0.0010271461,202.0
0.12433975,0.094009735,0.22375213,0.5578984,203.0
0.05753502,0.9281386,0.013035962,0.0012904115,204.0
0.2214353,0.74944896,0.02719817,0.0019175799,205.0
0.06585723,0.9168158,0.01573848,0.0015884688,206.0
0.029822621,0.01217682,0.95582324,0.002177315,207.0
0.047318093,0.9413864,0.010319971,0.00097549404,208.0
0.053233825,0.9363609,0.009580009,0.0008252624,209.0
0.091000944,0.07127866,0.15474308,0.6829773,210.0
0.8712159,0.07318395,0.05381916,0.0017809421,211.0
0.13630675,0.12408319,0.16405126,0.57555884,212.0
0.20475729,0.13261499,0.5454655,0.117162175,213.0
0.08602926,0.076740265,0.108358555,0.72887194,214.0
0.05387442,0.9355232,0.009755276,0.0008470945,215.0
0.92971337,0.044749185,0.0245665,0.00097100175,216.0
0.053826764,0.023909196,0.9173751,0.004888938,217.0
0.034630686,0.012590425,0.9509681,0.0018107748,218.0
0.071060464,0.9161232,0.011849054,0.0009672402,219.0
0.09517492,0.8888053,0.014843366,0.0011764384,220.0
0.27144402,0.06880971,0.65436053,0.005385731,221.0
0.13269542,0.069949664,0.7707389,0.02661601,222.0
0.153676,0.11547073,0.28405404,0.44679922,223.0
0.049659234,0.93824893,0.0110381665,0.0010536603,224.0
