cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.15731087,0.026617538,0.008479255,0.24428123,8.264287e-05,0.24492486,0.04241662,0.043913454,0.090506434,0.06196301,0.07364449,0.001050429,0.004809178,1
0.080517344,0.022551375,0.017443066,0.18084687,0.00012086775,0.12374234,0.032481015,0.036558926,0.2543969,0.042363565,0.19858491,0.0016902684,0.008702658,2
0.002382732,0.0019406459,0.005828977,0.0026804071,0.00040927302,0.002557594,0.002076377,0.0022057733,0.00310464,0.0021902584,0.003225964,0.9643732,0.0070241336,3
0.03323643,0.021290679,0.38640612,0.043455176,0.00073666574,0.039417893,0.024536159,0.02746177,0.062460434,0.027572572,0.072865866,0.021036578,0.23952363,4
0.04133285,0.030531606,0.19959857,0.04933409,0.0024316986,0.045800366,0.033783324,0.036773838,0.062795304,0.036301624,0.065978505,0.17756538,0.21777283,5
0.02947182,0.02295772,0.10099063,0.0341022,0.0027655726,0.03195399,0.024942175,0.026947578,0.041623533,0.026451793,0.042321507,0.516134,0.09933743,6
0.072548084,0.019833578,0.017257178,0.18572275,0.000113420894,0.09132162,0.029454269,0.031011872,0.36882704,0.035513952,0.13868046,0.0015988827,0.008116886,7
0.03242217,0.6547018,0.0027125333,0.01564607,5.6666027e-05,0.025738765,0.08693772,0.071570724,0.009517689,0.08908962,0.009176652,0.00055870536,0.0018708314,8
0.09241357,0.043971494,0.004838624,0.048391458,6.424549e-05,0.41139996,0.04924294,0.093363464,0.025194269,0.1924364,0.034753166,0.0007510708,0.0031793287,9
0.03240345,0.6515332,0.0026775415,0.015581011,5.5505436e-05,0.026084954,0.0841392,0.0733855,0.009439052,0.09316029,0.009147051,0.00054911047,0.0018440615,10
0.034978043,0.022712449,0.11384514,0.044085227,0.000623754,0.045187492,0.025809433,0.029606843,0.058113154,0.030509781,0.0992041,0.013607264,0.48171738,11
0.053493395,0.029337877,0.06295327,0.071495034,0.00035989334,0.08531765,0.034449413,0.042913996,0.09693923,0.045423035,0.41598794,0.005924412,0.05540491,12
0.031539198,0.0150320465,0.018189585,0.043468576,0.00012336338,0.059568428,0.018234182,0.023461346,0.054861598,0.025818063,0.69485074,0.0018447743,0.013008167,13
0.03164705,0.6573511,0.0025535414,0.015024071,5.2662414e-05,0.025215095,0.0860795,0.07078469,0.009074115,0.09111727,0.0088154925,0.0005218287,0.0017636478,14
0.026107037,0.019298065,0.08898694,0.030832311,0.0012353606,0.030595226,0.021156663,0.023368534,0.037762318,0.023636915,0.048327867,0.04619549,0.6024973,15
0.019744111,0.013319982,0.09753746,0.024667785,0.00051147945,0.024062812,0.015018203,0.016901389,0.032584425,0.017170914,0.044797264,0.014283582,0.6794006,16
0.031782515,0.6570592,0.0026226484,0.015241733,5.4301378e-05,0.025445098,0.0845966,0.07249498,0.009259187,0.09013872,0.008961322,0.0005373043,0.0018063678,17
0.043193728,0.47432196,0.0030068175,0.0193994,5.7858375e-05,0.038121443,0.09772981,0.110216714,0.011289306,0.18844052,0.011557087,0.0005898545,0.00207554,18
0.029752584,0.021418499,0.1322644,0.035877973,0.0012929679,0.03454185,0.023741186,0.026172591,0.045370374,0.026353933,0.055071164,0.05372982,0.5144127,19
0.038437378,0.019321935,0.027348083,0.052190833,0.0001773097,0.06936226,0.023081543,0.02971445,0.067771405,0.03215034,0.6172545,0.0027175504,0.020472417,20
0.04477026,0.027369808,0.23137225,0.059257746,0.0006416088,0.058129825,0.03171108,0.037063967,0.08719156,0.037442893,0.13940777,0.014061653,0.23157963,21
0.060357757,0.024487391,0.0129946545,0.07417416,0.00011596767,0.18343987,0.030228294,0.042711455,0.06614921,0.051047504,0.44408277,0.0015627352,0.008648255,22
0.035690546,0.026453286,0.13567226,0.042294826,0.0020028807,0.040738657,0.029086418,0.031751163,0.052170157,0.031943902,0.061450653,0.105256915,0.40548834,23
0.039284084,0.5409036,0.0028034283,0.017783523,5.4932716e-05,0.033399303,0.095394604,0.09445663,0.010402039,0.15251434,0.010508388,0.000555862,0.0019392342,24
0.07114275,0.019256394,0.018101612,0.21113466,0.00012537467,0.050794754,0.031383492,0.025854992,0.48427022,0.029339578,0.049467076,0.00172779,0.0074013458,25
0.04811435,0.024426363,0.04697332,0.06740658,0.00026362104,0.07840925,0.02943873,0.03631244,0.09409357,0.039015662,0.4960803,0.004227535,0.03523829,26
0.04221663,0.035952915,0.0777309,0.046052683,0.013095516,0.045328256,0.037892126,0.039748233,0.050927043,0.03993234,0.055564888,0.39898357,0.11657492,27
0.050380092,0.022984538,0.053279087,0.07938712,0.00023081286,0.07820115,0.028751662,0.035244875,0.14237115,0.03698076,0.4419342,0.0037489173,0.026505593,28
0.059641585,0.025347799,0.089706995,0.10584914,0.00026572286,0.06992308,0.03375127,0.0380337,0.36291417,0.037734658,0.14909837,0.0043909983,0.023342462,29
0.053372297,0.031248745,0.15505736,0.07200631,0.0006090562,0.072512016,0.03650651,0.042572886,0.10225375,0.044412777,0.20259656,0.011917777,0.17493397,30
0.0393742,0.02282092,0.41793057,0.055071022,0.0005207701,0.048746374,0.027075425,0.030893007,0.08872623,0.03117241,0.10892703,0.011652047,0.11708991,31
0.06760137,0.0259153,0.012834135,0.08244188,0.00011588414,0.20647964,0.032862034,0.045457635,0.07113239,0.054839395,0.39032382,0.0015487608,0.008447667,32
0.08669005,0.027583871,0.007626453,0.08146452,8.0932594e-05,0.48200685,0.036111932,0.05117476,0.04814932,0.07249361,0.10068388,0.0010194656,0.004914413,33
0.082711704,0.030123966,0.010772458,0.08763811,0.00010716637,0.35197282,0.038211163,0.055536043,0.063022174,0.07098903,0.20048152,0.0013846587,0.0070492695,34
0.03064436,0.020065516,0.10905565,0.038521536,0.00058316794,0.039171595,0.02276534,0.026068132,0.050979543,0.026729867,0.08345685,0.013199836,0.5387586,35
0.18242793,0.022311805,0.0072023706,0.44071504,7.032215e-05,0.08053156,0.04319903,0.032647423,0.10997852,0.04144725,0.034902837,0.00088134944,0.0036845275,36
0.057612475,0.031953994,0.09785387,0.07867598,0.00047962935,0.0836396,0.037851654,0.044793945,0.110006824,0.047567125,0.3064282,0.008413564,0.09472317,37
0.03747587,0.024465889,0.12083098,0.04709552,0.00065775355,0.04910876,0.027614973,0.03213511,0.062070016,0.03298908,0.109064385,0.014285677,0.44220585,38
0.050967034,0.044686787,0.083118185,0.05476332,0.03443964,0.05378608,0.046653062,0.048466574,0.059377283,0.048619796,0.06285117,0.30539808,0.10687295,39
0.04026073,0.034154084,0.075745456,0.04403126,0.011517801,0.043352213,0.036015473,0.037881378,0.04884616,0.03804812,0.053454757,0.42166048,0.11503205,40
0.025634238,0.018822363,0.09277161,0.030417934,0.0011696705,0.03005036,0.020686045,0.022883764,0.037580594,0.023106223,0.047829404,0.04426141,0.60478646,41
