cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,cluster_14_prob,GHS_urban_area_id
0.19577311,0.046671353,0.020591918,0.027250377,0.00015362371,0.0028817581,0.070462786,0.029025493,0.0064192237,0.025743954,0.028908834,0.07252772,0.38723168,0.04118903,0.045169126,1
0.45785725,0.06064115,0.01965282,0.028937295,7.8307836e-05,0.001254807,0.09160432,0.030964676,0.002950162,0.024489777,0.027377386,0.13734367,0.046807393,0.04360055,0.026440479,2
0.0230426,0.03452888,0.40158278,0.0632185,9.908976e-05,0.0011610761,0.05359745,0.13699453,0.002646225,0.028263612,0.16050732,0.03694244,0.010427081,0.03496883,0.0120195355,3
0.021258682,0.07708767,0.07676517,0.39289913,4.7512603e-05,0.000574767,0.02562218,0.17479663,0.0012722032,0.06527281,0.041669924,0.052038476,0.0064070323,0.057031132,0.007256628,4
0.020570347,0.03566697,0.11724685,0.07721187,5.2916945e-05,0.00066211197,0.038157314,0.35910538,0.0014022088,0.027638847,0.22511406,0.036538277,0.0073776944,0.04636158,0.0068935356,5
0.02057835,0.025010057,0.071989514,0.038491584,6.335143e-05,0.00082012726,0.048064116,0.106201954,0.001699009,0.018910753,0.58897805,0.029109122,0.0089866845,0.033585884,0.0075114076,6
0.036213983,0.35503122,0.023897454,0.116737455,4.8607326e-05,0.0006235239,0.021412874,0.047311485,0.0013499605,0.16801985,0.021126576,0.096065536,0.008353327,0.09519699,0.008611135,7
0.513193,0.05415474,0.017518189,0.026423814,8.5495485e-05,0.0014264629,0.066335075,0.02761525,0.0031820715,0.02430914,0.025098318,0.10188038,0.069314346,0.04414379,0.025319856,8
0.5866075,0.056218777,0.013885783,0.023306077,5.7379315e-05,0.000909966,0.047095265,0.022972392,0.0020462505,0.021700751,0.01893238,0.11759217,0.031906188,0.03977727,0.016991854,9
0.36003888,0.056847475,0.022317529,0.031009814,0.00012677476,0.0022191857,0.08782122,0.033587027,0.004925181,0.028273527,0.032762364,0.09868514,0.15469523,0.049810644,0.036879882,10
