GHS_urban_area_id,similarity,consensus_label_majority,entropy,mean_prob_cluster_0,mean_prob_cluster_1,mean_prob_cluster_2,mean_prob_cluster_3
21,1.398976922839673,3,1.1136052840329054,0.23418633909295208,0.019224373540092547,0.21792363998752362,0.5286656438342192
22,0.963923745398327,2,0.8337564848679384,0.017763357659014906,0.00551643223106222,0.585246723826082,0.3914734905858916
23,1.408914335862353,3,1.1779679934841096,0.23836077976286452,0.008036828448348085,0.27190906473456833,0.48169334571670047
24,1.1465100176649277,2,1.0473624263384391,0.03248716819982542,0.005763571126948306,0.48265106289435444,0.4790982016001626
25,1.09082674518426,0,0.9266674540084565,0.656725771946461,0.06506577464896458,0.06765474789407001,0.21055369517475966
26,1.3920403623287876,3,0.952060724503101,0.055002944476413226,0.006512940994189007,0.3714966465555301,0.5669874773286736
27,1.3788761499123472,3,1.3854893481803474,0.16667746229088526,0.16141740792722487,0.32622093171966227,0.3456842017385289
28,1.426266889466742,3,1.1994296884023339,0.2372037300426767,0.04289739484741727,0.24234743013883375,0.47755147633209144
29,1.0838016855483918,0,1.3017891283926657,0.466184540910798,0.23901281505523536,0.11508935578443578,0.17971329147439682
30,1.1878551389875855,2,1.084872981749623,0.16319842449989985,0.017836804816406076,0.43717278439221186,0.381791973180134
31,1.4453071791864558,3,1.3177816102809685,0.29782253854523466,0.12629824550609509,0.26152931284095365,0.3143498981726649
32,1.1436785080159653,2,0.9126287315444399,0.03393616048620237,0.005433372599655504,0.5518963830906828,0.40873408306387604
33,1.454342520058285,3,1.2549228957132186,0.17553744261406096,0.07594186516836399,0.3675164937595403,0.3810042119261546
34,1.6352589829714446,0,1.3292637477440499,0.3391639336733863,0.14847178264925942,0.3220035331597629,0.19036076242008787
35,1.065182312908049,2,1.048348892563898,0.12067659779735196,0.06195300829657933,0.5837990279949594,0.23357137607324313
36,1.2040999270092063,0,1.207844783052706,0.4921158042407653,0.11128780042676331,0.13754276012668007,0.25905364904124545
37,1.1380659136432363,2,1.30005734957152,0.26212015746450323,0.0794433749412711,0.42208959108159266,0.23634688407228308
38,1.2457713290789252,3,1.1552824042846286,0.09945375584550702,0.0808356291328749,0.17320119922776722,0.6465094128762794
39,1.0197347502246683,1,1.3185152605658574,0.26502589688560035,0.35176023364589426,0.19921636225492093,0.18399751836088293
40,1.3354910931508994,3,1.3564347287041278,0.22694551763020904,0.1756522910009438,0.15662996046943437,0.4407722435169488
41,1.2649478512315178,3,1.2439409430040822,0.22226511752665487,0.08948657005216731,0.15132562983892492,0.5369226983270816
42,1.1988264524393075,0,1.244931658280717,0.5062591522141084,0.07553146719375016,0.08637680056378301,0.3318325751733655
43,1.0625942896220395,2,1.2474154554741248,0.04228513193029429,0.18208467430842215,0.41437592055715883,0.36125428179865965
44,1.3418041305131951,3,1.1545045301164962,0.33596317261502767,0.07577089750996924,0.11408874297983024,0.47417717565668077
45,1.2794058766189613,3,1.3228756361288123,0.2603808002832209,0.06704892920369207,0.21812470111047108,0.4544455758586941
46,0.9014329495804794,2,1.0099437543432908,0.04574855125486836,0.07322537650948795,0.5026867860232356,0.3783392799262004
47,1.449705961956815,3,1.3731701564987404,0.23817864010381765,0.17595359714930614,0.2862707751181471,0.29959698017753567
48,0.9230169063191683,0,1.1718359594745933,0.5817863365020297,0.2491861399820843,0.07940819482396702,0.0896193348072499
49,1.1275197216819524,2,1.2824905813229928,0.04025943525616039,0.18990061919426976,0.3996795805000015,0.370160362836212
50,1.1626943738577016,2,1.3704906354763837,0.2622004829203164,0.19491359843677158,0.3308271461980413,0.2120587711212168
52,0.9907264942168539,2,0.9109927038114013,0.034515466320124255,0.04984242182938793,0.5939977078643076,0.3216443995170751
53,0.9637589140816701,0,1.2321327249054024,0.5516140140201341,0.23422437340295887,0.12865276694802763,0.08550884151046319
54,0.9469549561864812,0,1.1315464002063966,0.5988531977745716,0.2039603697783557,0.11620973776726551,0.08097669815752066
55,1.0953273544035214,2,1.2440132654973435,0.04124731993363178,0.16372954555292907,0.40290394639285443,0.3921191884834622
56,0.9584866760646857,0,1.144802103316891,0.5709497965511072,0.22840704912747983,0.11834270077019127,0.08230046388638425
57,0.9043998131631558,2,0.8618823689683259,0.02271839693878266,0.017897827262563754,0.5820026058633763,0.37738116236651625
58,1.2700168721272858,3,1.2055096022365652,0.26611180785321614,0.08413791237372752,0.15672927221186186,0.4930210129337176
59,1.0646577306989926,0,1.2466373318779806,0.49085604544011113,0.2649238664861924,0.14741469454903022,0.09680538270098878
60,1.3040343713437599,3,1.030460044278376,0.028097466305565207,0.005442575329320941,0.46908209125407657,0.49737788026551266
61,0.9584641406146758,2,1.0571342314960273,0.0318605925329174,0.008286310545209239,0.5018058445092566,0.4580472503904316
62,0.8729786519766476,2,1.0204627113271307,0.028189446007510013,0.00396174474944255,0.5086120251580024,0.4592367737167216
63,0.9048514429880375,0,1.1798015391463745,0.562714288063309,0.24584639178824222,0.11408828185120994,0.07735104695488518
64,0.9534444162623466,2,1.1269431113608843,0.07975570929857623,0.08607566025344458,0.5136531573474797,0.320515473136046
65,0.9033515030802608,0,1.1590846250125875,0.657681284741452,0.15150591070792563,0.054377367830693836,0.1364354396460449
66,0.9957745526169678,0,1.236905510637187,0.5366029096497916,0.2411443104575937,0.12486384980746278,0.09738892106949586
67,0.8829150691129167,0,1.2521556034400316,0.4937895707036694,0.28423674611638183,0.13523811709378325,0.0867355579839978
68,1.0793358812607428,0,1.3097928017557745,0.43132049519938004,0.24228669724710075,0.19800300277811597,0.12838979311960563
69,1.0169953081487644,0,1.2382090943873136,0.42525174505486,0.29342942845814485,0.17504398992970638,0.10627483216267775
70,0.9826549034241733,0,1.2614240227764895,0.42275223288301395,0.30789475902329977,0.13219315332262147,0.13715986337567915
71,1.0884164515422348,2,0.9840539627264862,0.07657421112511,0.06750379272340377,0.6932906615459532,0.1626313470253264
72,0.882885784361799,0,1.2250756429449767,0.5721041013485721,0.2346380239002176,0.11368941134603174,0.07956845950571284
73,0.978243904610365,0,1.2445065679565763,0.5299097223249228,0.2395073933746721,0.13486231088806938,0.09572057275380724
74,1.3359508423207553,3,1.118359747381987,0.33874518895644085,0.05585756703469277,0.07789158084403677,0.5275056651031994
75,0.9188559912899753,0,1.2242260571845587,0.5207815385691356,0.2640241233430688,0.128141414332457,0.087052930085724
76,1.5470192463874508,0,1.3298738864981652,0.29669052594732603,0.25162822765622417,0.15584393382395306,0.29583732003717556
77,1.1049550840967641,2,0.856165869332736,0.021087961253594297,0.005124215604767546,0.5183232679080261,0.4554645657920116
78,1.0317846934089303,2,0.9271677886350452,0.055948611191264846,0.07159085612178864,0.7682020820769365,0.10425845599092992
79,0.8813791774535935,0,1.2420706188665411,0.5530621662461942,0.24086902662089654,0.12328048297850268,0.08278832135268502
80,0.8646618347728614,0,1.1365014915102056,0.5846093716686912,0.22039615256409195,0.11597246765549804,0.07902201726492775
81,1.2581817454843534,0,1.0992137210700559,0.40729781073068283,0.05447452754850801,0.16918561801104887,0.3690420385594478
82,0.9515358641131729,0,1.2428963926120478,0.5464684900401058,0.23986091201185478,0.12823719212853463,0.08543340529575368
83,1.0641669886573986,0,1.1133629753449685,0.6327406682814101,0.1890012670740232,0.08651646619368318,0.09174160796040032
84,1.3221881261137158,3,1.3444740771458608,0.32726885611295126,0.13053825014304532,0.10193603612081856,0.4402568432271153
85,1.3650875015616033,3,1.0277346801949179,0.028901452750506006,0.0058893230153640305,0.42271887740508945,0.5424903649478986
86,1.1445032838611344,2,1.0545202066970383,0.02704603893592969,0.003552599268203477,0.5218486102116421,0.4475527556223505
87,1.080541828725482,0,1.2080919486295272,0.5846956006155686,0.08344788341667939,0.0849212937481322,0.24693522440164184
88,0.8739387621266457,0,1.2014977492856798,0.5875554631147598,0.2068578294608012,0.1236270883930777,0.08195960563955322
89,1.0069887365245702,0,1.1941487471716503,0.4813118933092354,0.29854877540023866,0.13072419510216282,0.08941512918548114
90,1.2968808510588745,3,1.3070065510723496,0.3410697904999537,0.1410877012438144,0.13282511690576262,0.3850173927109732
91,1.1126756637027004,0,1.0026060241481742,0.7040800922115795,0.07093424787746691,0.10131113294683948,0.12367452928497374
92,0.966653961315944,2,1.1241326834982406,0.028667167285013114,0.05922289269231037,0.4950122317803071,0.4170977008532927
93,0.869332394017418,0,1.1427990079870474,0.5700164594422373,0.23189810897638374,0.11545102672539259,0.08263437522377882
94,0.8875808459412856,0,0.8695994009119759,0.7444569276337998,0.046157332344780144,0.12671434409490512,0.08267139188457993
95,0.9485037175065997,0,1.0576591101693322,0.6099956015039154,0.18655251463800526,0.11127728646903057,0.09217460786928855
96,1.099102346471662,2,0.8340659133522645,0.018956964852592042,0.005680060716805424,0.5368459279057827,0.43851704630309374
97,0.9193543365838905,0,0.9902491342628583,0.6815608948608529,0.08752512312956727,0.12641546758988376,0.10449852649751067
98,1.031467880015478,0,0.9179378381822882,0.7903625996134979,0.07265460401761362,0.09098053198314107,0.04600226164702187
99,0.9016050839379246,0,1.2148361526327498,0.5618124537810884,0.2492806380930071,0.1117840445736005,0.07712285473577031
100,1.3264542690415557,3,1.1537019694069768,0.3990018289446626,0.13397011061213202,0.06368480430481231,0.40334327985781243
101,1.1048540447140107,0,0.8890196068704537,0.7962998239089724,0.04897209675153022,0.0687020223752391,0.08602604959674084
102,0.9105194708103282,0,1.1668187749539758,0.5896930037373791,0.207686867378075,0.1198154032224093,0.08280471897733212
103,1.039402572839547,0,0.9466411569026254,0.7686534955567657,0.07678955502018234,0.08871989381482752,0.06583706408362539
104,0.938143184700533,0,1.161102242929641,0.5795594254698369,0.2254009253572233,0.11671714662372858,0.07832250104253448
105,0.9134037548991437,0,1.2095540887241234,0.5744474269307664,0.18815869531674145,0.14246410745998675,0.09492975918419183
106,0.9306126864273108,0,1.0466429065501184,0.6659487121972819,0.11038237468384514,0.127166907657896,0.09650199900120027
107,0.953601058089192,0,0.7235221511928503,0.8618071717495149,0.02632343435341655,0.055556656433826755,0.05631274987099812
108,1.0371081486725726,0,0.8385891499899516,0.8091473434622926,0.0450393621248157,0.07011608282866602,0.07569721279194791
109,0.9855675827486688,0,1.2032075806374265,0.4684718052463571,0.324754016740871,0.12288837928792513,0.08388580217262656
110,1.095369594177135,0,1.0269081629458177,0.6954786987297302,0.09157976954790804,0.09512416353619539,0.11781736590246386
111,1.1010069139103322,2,1.042412966558787,0.025795425266783998,0.004346734171963683,0.5112626248207036,0.45859520986971897
112,1.0138278362250437,0,1.0599682136370916,0.7518001098686221,0.059238343534976576,0.0661288778832041,0.12283267326639356
113,1.2602107293067484,3,1.0014024594763162,0.03819182000111483,0.006096745313209408,0.3933543479547423,0.5623570882061055
114,1.3523370195185853,3,1.1596855748274502,0.39193885204639506,0.05777576608259483,0.11183458619849695,0.43845081322699225
115,1.286550218132034,3,1.3015597420159652,0.34594138579288397,0.1427380178564057,0.1305805032056637,0.3807400845777668
116,1.0347665251547506,0,0.8944660494310666,0.7091796588521299,0.05429659565984621,0.06592194115752825,0.17060179725819707
117,1.363497930918776,3,1.1876031361803046,0.2126397784178945,0.05891582852619158,0.14620349704723457,0.5822408913209678
118,1.1384729468134345,2,1.0311265478045422,0.02770767157667273,0.006351410761890363,0.5122098816836188,0.4537310293604455
119,1.2107464471418483,0,1.3296166248300465,0.4250249784378844,0.13052180725705415,0.10580045062756822,0.33865276726794813
120,1.481513079244337,3,1.383921152901972,0.2442022114755191,0.15536278111150129,0.2852873050951444,0.3151477060637448
121,1.3897421428469312,3,1.3175623435046182,0.19099179185283818,0.11774584597555716,0.3203401304459828,0.37092223933919394
122,1.30708211684269,3,1.042879811947094,0.1470101776441766,0.025205178733583775,0.1475362566013584,0.6802483889376116
123,1.2050403162535412,0,1.0932750550129815,0.45876756040396016,0.05040833249615879,0.07087464633376468,0.41994944839608883
124,1.3649480131492335,3,1.2478281412101615,0.10416559919583517,0.15477833171802052,0.3333985572489167,0.40765751631488834
125,1.2085836803565002,2,1.2670032398341582,0.11377090856499562,0.10785607744769955,0.5293798821453057,0.24899312986849956
126,1.2518766348764159,2,1.174571442296748,0.05243509465585598,0.12504012971108303,0.4223700081812864,0.40015476731352634
127,1.2978369877612468,3,1.253943426838585,0.34869751663320747,0.16291535154811213,0.1116282811618293,0.3767588348173894
128,1.1942347225112544,0,1.2628556128457484,0.45259045348278804,0.07378856465366242,0.11027408383165688,0.36334688466298726
129,1.402361550197122,3,1.114182806880597,0.34032960929852424,0.05374812009663241,0.11533237517949481,0.490589902919177
130,1.3549643330343086,3,1.1454955200162473,0.3886265043339364,0.058389799768529635,0.1021041673143182,0.45087952946611815
131,1.301441988241394,3,1.2716098973406216,0.3388244715710812,0.16728791705987475,0.11312646322310554,0.3807611642383441
133,1.2790026297585164,3,1.112186643757553,0.09143619739797147,0.09413088058450261,0.19889358658247447,0.6155393387229582
134,1.4021785027408102,3,1.383329808149326,0.2888047459968576,0.21184965461910085,0.12273899867685156,0.3766066128095496
135,1.2473858329271634,2,1.0359758649847028,0.07265429259823349,0.04512419377397552,0.4787838845276604,0.4034376496079569
136,1.2165083260239433,0,1.0896265182952902,0.7062881120138027,0.07675604390018985,0.07437431369369613,0.14258152909570368
137,1.061141774008514,2,1.0667479860977291,0.028825594243584166,0.005066284748363554,0.5186634234984968,0.44744469703763345
138,1.2906459318192685,3,1.2371269648080596,0.19139714593963705,0.1126660156570051,0.1555113854027897,0.5404254524448514
139,0.992063623851884,0,0.5404737114459313,0.8855278733276101,0.015337454053035758,0.04871719888532981,0.05041747794820287
140,0.9822142837474054,0,0.8075233710269395,0.7057500374490092,0.02496174263388012,0.07144811027816735,0.1978401085873285
141,1.0591388043812633,0,0.7941188940281827,0.8202357560861889,0.011869040913625974,0.0487796679443512,0.11911553941910775
142,1.161708265729745,0,1.1173907458906813,0.6652541141239697,0.12488525278771263,0.07649183094741382,0.13336878207797837
143,0.9747589578736892,0,0.5377561430995501,0.83787100762789,0.0068023338301925465,0.05161315031422962,0.1037135074479358
144,1.05476302486341,2,1.1420090332308839,0.030761060138098647,0.08959880055015497,0.527725099871691,0.3519150464213776
145,1.3268650104053417,3,1.3431659633236297,0.19482533076372183,0.1370559715585834,0.13952593442946323,0.5285927552918743
146,1.3120195166589002,3,1.0141763400965904,0.03173648039695066,0.004193332497454069,0.43970364798117595,0.5243665381254733
147,0.9983710360306143,2,1.1502245557913917,0.025754540529279907,0.057054171460633935,0.46740502598958616,0.4497862615695342
148,1.113558259630701,2,0.9406560701034237,0.05570669622777224,0.048042624671510215,0.6532046542381791,0.24304602811979512
149,1.4019621947995995,3,1.2728040400751788,0.30481656976326166,0.049370637176731055,0.2835589124823672,0.3622538816568682
150,1.22888793239939,2,1.3018864901730702,0.04845417377750997,0.16784861687286365,0.49371043208363863,0.289986773771129
151,1.1091531455624917,0,1.0640928388185769,0.44617012083760704,0.04434552668503556,0.13670273266227326,0.3727816047507658
152,1.0246236517001168,1,1.320252431586891,0.2080870967336088,0.38775981094605905,0.10528075852551619,0.2988723279565026
153,1.0148167298501833,1,1.2989723496188839,0.3067572441814747,0.3449203065882371,0.20693523676603298,0.14138723142700405
154,1.0671088772573731,0,1.0118794835164853,0.5851872305920276,0.08926718722266755,0.09478216177757545,0.23076342796405946
155,1.0770161302418932,1,1.2797170295610842,0.3553613055922887,0.3793496104352705,0.15075697904344895,0.11453210288647549
156,1.3663451517803988,3,1.3761156983946108,0.2438106869255124,0.2632496755028598,0.15115799347196995,0.34178164454645665
157,1.313833142551024,0,1.222700087966766,0.4241864288112892,0.10513702663144163,0.19679257486316123,0.2738839508044495
158,1.3439420528088555,3,1.3252905758823195,0.36546443877123524,0.09396285666055022,0.1239191039021611,0.41665360201051066
159,1.381837767629358,3,1.189861566413016,0.26471171219666734,0.04889113903379736,0.18992536618449313,0.4964717762812769
160,1.1108371867211821,0,0.9298711840519036,0.6598916370519144,0.07741163702083792,0.08949771838867486,0.17319900754655457
161,1.3049901855486716,3,1.0751055416768764,0.03052145762381048,0.004810614092568592,0.4584261893373298,0.5062417288474376
162,0.9702665418787052,0,0.7743754981712616,0.7984463754130013,0.04716395016192674,0.09022334104406403,0.06416634196036902
163,1.0413039205736034,0,0.7566827380226017,0.7846590037419929,0.018406623843753078,0.056484980415953345,0.1404493916413282
164,1.0424543595768285,0,0.8942322602571613,0.756704011722011,0.051799200181085296,0.09659742831412749,0.09489935328722741
165,1.5108971715250117,0,1.2691263227072815,0.36635326639259835,0.29017316267593324,0.15474468490799032,0.18872888395088233
166,1.4592087324423622,0,1.3114834412905432,0.38172442651071575,0.28066972191254047,0.1658330187849787,0.1717728225049735
167,0.9639221271787863,2,0.8923457747828882,0.07993754163774153,0.02371134163999169,0.7462484333438872,0.15010267792814502
168,0.9910779172185693,0,1.2103613074109147,0.5927721652728769,0.11115711621660254,0.14131958138848563,0.1547511252325488
169,0.8773205105414152,2,0.747943581826944,0.028247888360952433,0.00489353115644363,0.8538864319216449,0.11297214826644536
170,1.4810530400529223,3,1.3102807473729263,0.22719713645415615,0.07488718636748252,0.3408459141527563,0.3570697673100037
171,1.1789810571594241,2,1.100313669536022,0.09787998638623756,0.039105382141838,0.536000917327958,0.3270137144283856
172,1.1148255681283306,2,1.1254098098653373,0.060806075567589705,0.06719420450446997,0.6281530422775014,0.24384668183531613
173,1.0798715089866053,2,1.2317528074329012,0.18403378472283285,0.06301189638437325,0.41637071802984277,0.3365836174377491
174,1.1347870969282203,2,1.0953394313338305,0.11036323767510431,0.0323507609051992,0.4554125078492329,0.4018734708883664
175,1.2591386770423936,3,1.1402678850810313,0.12920127784563587,0.04721199549423019,0.36396718591909105,0.4596195382792706
176,1.5245611830518362,0,1.3558091711931808,0.2983258919678971,0.20263813210812934,0.2820602190561633,0.21697576644062133
177,1.5113507088195304,0,1.3646406269091151,0.2839176510933339,0.25052575371090424,0.22852120811548574,0.2370353862750747
178,0.9493260584177771,1,1.2762202570066168,0.2650003246408004,0.3959088849371263,0.19308755468021577,0.14600323009666358
179,1.2058318942092727,0,1.2862054350371286,0.5160009149086459,0.19604883509507554,0.0930216076250238,0.19492864328215792
180,0.9735989109957964,0,0.6448011906433764,0.8320099180933229,0.005577233103515551,0.05713732953737799,0.10527552416828033
181,1.0828143234322232,0,1.239068903303072,0.5816437360868033,0.2123153930274106,0.11237384327678772,0.09366703611581184
182,1.2911315816398974,0,1.2168248261261925,0.41479124163265707,0.3871818201164371,0.09771687646266215,0.10031007835129876
183,1.0983471045860462,1,1.2464436336691793,0.23016303908897687,0.46048929470854244,0.18181212920968648,0.12753552605856372
184,0.9350035309225015,0,1.1283604796992608,0.5858709922758731,0.2093799101632624,0.1196098554556397,0.08513924592568628
185,0.964392273544182,2,0.7635325367804504,0.03119495983367763,0.061718537225912244,0.796466392953652,0.1106201192718368
186,1.3659998547487782,3,1.3711771476514503,0.11442052696039302,0.15683857921497799,0.3610206686052505,0.36772022256887343
187,0.8746119344676364,0,1.2012617247069486,0.5700302116210136,0.23965290385617666,0.11324692458523006,0.07706995892344776
189,1.1347762840081297,2,1.2314815228381468,0.07099929630364717,0.14811577332599749,0.6533974080041103,0.127487529836643
190,1.3549336353914125,0,1.3520702420351687,0.36571194777296767,0.16251876341155705,0.19424268094501881,0.2775265853493653
191,1.236252474025705,2,1.2236395269545148,0.12367935375685511,0.07296178677829568,0.4154452831358817,0.3879135764775011
192,1.4354210383136605,3,1.2056282731761485,0.2982222506425059,0.04837748889858965,0.2615347868157248,0.3918654794519294
193,1.1791352109748285,0,1.244435624370492,0.542536621274423,0.24512147199371737,0.08903757169459643,0.12330433921955299
194,1.1862482674190673,0,1.0242873694599246,0.423658492370936,0.053717647700169256,0.10702350107533384,0.41560037416787554
195,0.9575903794838387,0,1.204928616838214,0.5742388578977671,0.22518588827901498,0.11565166653249706,0.08492359947790419
196,0.9037224136557432,2,0.8463727488885662,0.031646346932414186,0.05356733670594498,0.7898439130584793,0.12494241055297917
197,0.9267000095702077,2,0.9468626669225144,0.03333285308295928,0.034772956427897385,0.679451147681162,0.2524430403778191
198,1.106224839833771,2,1.1758827675855446,0.07209540815654461,0.10958528752689693,0.5792404276392193,0.23907887804188538
199,0.9027009638637321,2,0.9170346750284426,0.019799263428370514,0.004238897749979921,0.5858402514214708,0.3901215853588441
200,1.0195895005920586,2,0.8198881813225314,0.05864506292402501,0.06122816404695835,0.7892360037794375,0.09089078540943528
201,1.2498392741783664,3,1.1911943048855829,0.099827370967436,0.10373849782026501,0.1676343642434684,0.6287997766851365
202,1.3132767765974669,3,0.9359414046873205,0.10915562518666172,0.00630614625594206,0.17468550020238663,0.7098527345616781
203,1.1165187177196818,1,1.2994151841280934,0.29761636037305983,0.3447849734196441,0.19103006407475834,0.16656861149915433
204,1.0457935702878094,2,0.9085864041409084,0.05791646858469424,0.06023949488557527,0.7410842908128095,0.14075975166772062
205,1.2270782215271208,2,1.0832645770330926,0.0992637561732566,0.05654616785328609,0.5851654031715908,0.25902466319177014
206,1.0788055871922562,2,0.96723614924954,0.02866176669059159,0.004089916696816205,0.6160659512035764,0.351182349963878
207,1.3941437467612756,3,1.1721037932225582,0.28438711251128257,0.04267225425488801,0.15975111478700724,0.5131895134913815
208,0.9426929151462295,2,0.8378319795283927,0.020884421259252398,0.014117807730125644,0.587208395561671,0.3777893798312764
209,1.3315702753638505,3,1.0821614232238252,0.052340681080867014,0.005992680640125773,0.40633265159747883,0.5353340039928506
210,1.1587681641383916,0,1.2126129687323077,0.5687498125596351,0.09871995867725324,0.08249424625680175,0.2500359814293989
211,1.0242064003306754,2,1.2562928807734504,0.1513233646888676,0.0745368970794699,0.5182012215255866,0.25593852903145187
212,1.040598625911691,0,1.3113815986627162,0.36891005262281185,0.3037668615349811,0.20051792750980715,0.1268051546810251
213,1.4629590358667899,3,1.3717566065726783,0.25732296994824455,0.190182240818749,0.25387010514027614,0.29862469654706586
214,0.9417463472320116,0,1.2105411676948679,0.4454190163836622,0.34163462539112144,0.11967752943771363,0.09326882014276087
215,1.1007314473829488,2,0.8728480811696476,0.05191451395975554,0.00585700325495709,0.6005179907712177,0.3417104933412256
216,1.20235570381624,2,1.236672349116916,0.1171796167495687,0.06546182124058911,0.45841987403975587,0.35893869193578226
217,1.4499731746913842,3,1.2983157328935278,0.3112561301212514,0.0990650539572286,0.263522795451206,0.32615603747432625
218,1.1281046668243226,0,1.144286630901308,0.6014166765227635,0.1113776400428298,0.12087895866369404,0.16632673980759052
219,1.3524326742454096,3,1.2127138328111968,0.16478218865552813,0.06123581279051611,0.350295973185626,0.4236860132400976
220,1.2611456163475283,3,1.179540794815967,0.06901317555052476,0.05671373582178592,0.43544890421236554,0.43882416407335334
221,1.3353265243541939,3,1.3447790668079709,0.10206815993164814,0.18099396319774938,0.25575860939032485,0.4611792562542802
222,1.3047618717080531,3,1.3198007960194307,0.23861725409479376,0.07560629593124721,0.204191447686016,0.4815850090249427
223,1.1910366493754816,0,1.228367001688432,0.42106777325236217,0.08960865103993143,0.10671703879500163,0.3826065135247113
224,0.958158939556008,2,1.0087308679176494,0.03615880343654934,0.06792272305225085,0.5049815123374028,0.39093696841622533
225,0.887829738121686,2,0.9966180683615607,0.05128534870042658,0.06119346142467654,0.5957747308216954,0.2917464724635428
226,1.256736906857239,3,1.2713876480120891,0.3315894126737146,0.14154446657353192,0.12897323894732446,0.39789289337762246
227,1.043007918284328,2,1.0905580319035513,0.05874995842858063,0.12205889320086655,0.681752617390032,0.13743853141740556
228,1.0689491473760628,2,0.9641772365673726,0.04945854669550638,0.06762071933269703,0.7689841278371967,0.11393660544513594
229,1.0510101205597793,2,1.1424737584206235,0.028576774437991198,0.09282641704410625,0.470981726022852,0.4076150714092587
230,1.2782022821670194,3,1.1032149411349514,0.3643488273292974,0.060215780688233,0.11701183326050925,0.4584235669813526
231,1.1166659459221027,0,1.273992039216661,0.3989860139580783,0.3354976175455785,0.13999845945125647,0.12551790837284343
232,0.9745027202664923,2,0.994595679576219,0.039699871569246564,0.07165566492654328,0.5068599940990204,0.38178445399731664
233,1.1815839058423503,0,1.36382071859519,0.38076269767898663,0.22121667042811627,0.221516369620388,0.17650425771951056
234,1.0469313795964408,2,1.2054077971054253,0.03090678056277046,0.11409302108414965,0.46224986571579246,0.39275032371251595
235,0.8859617832794695,0,1.1383577287184856,0.5816247926717594,0.22445606275886376,0.11607014141274997,0.07784900268755725
236,0.9530141720947767,0,1.1719074628385686,0.5652754060225512,0.23845463040098894,0.11677263818092794,0.07949733181812368
237,0.8951878564088928,2,0.9257445408878169,0.026887779650200602,0.0526383379094548,0.595223192058462,0.3252506967967703
238,1.3241789342502375,3,1.0477772537747503,0.41537967742467036,0.05732242360788761,0.1059822594192519,0.42131565021118883
239,1.3003786289081645,3,1.0256223799850646,0.02603551149824604,0.005470002831546436,0.4740371589410028,0.49445733867245817
240,0.847089629984391,2,0.9776160755435389,0.023223909111447193,0.003959297670812603,0.5684077753330368,0.40440901866149037
241,0.9597916386640252,2,1.0577958107325727,0.029455662886862164,0.007771145584379838,0.5108673536981496,0.45190583158079656
242,0.901040706922233,0,1.2308195759173992,0.567472515936077,0.2465076325182687,0.1107846887529324,0.07523517982640632
243,0.8858680772061978,2,0.9510673840771073,0.02395903262905383,0.05849542927715254,0.5717561612305475,0.3457893891316276
