cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.004690448,0.004171105,0.00830709,0.008068985,0.0068608546,0.020882817,0.0040598554,0.0054229195,0.9265892,0.0047587655,0.00042488088,0.005763155,1
0.015864447,0.013869999,0.030832969,0.015661888,0.024572123,0.09884519,0.013466822,0.018727306,0.730952,0.016105194,0.0010377103,0.02006429,2
0.033817906,0.017017461,0.07116794,0.0006308763,0.6848427,0.013280447,0.01796747,0.08298517,0.0023743005,0.026343146,9.1981754e-05,0.049480624,3
0.0063260687,0.0051022195,0.021770459,0.00121259,0.013112067,0.9145988,0.0048730923,0.008295401,0.008662785,0.006485144,0.00013008156,0.009431292,4
0.051919702,0.032552596,0.27164456,0.0021912868,0.29770738,0.078118354,0.03261193,0.0918759,0.009391412,0.047013227,0.00029538057,0.08467826,5
0.03250147,0.01684741,0.054856732,0.00075713673,0.7205837,0.015567376,0.01847609,0.072941355,0.0028185244,0.024486912,0.00010856616,0.040054705,6
0.0074360915,0.006036598,0.025237132,0.0014834058,0.015076161,0.89952785,0.0057576564,0.009679159,0.0108985165,0.007644826,0.0001583883,0.011064248,7
0.057716057,0.040053654,0.14376469,0.0006812197,0.061204247,0.011666199,0.0317123,0.082354516,0.0024949904,0.085199915,0.00010636473,0.48304585,8
0.022303594,0.01943936,0.045362797,0.018089237,0.035085138,0.16126972,0.01880819,0.026480874,0.6004603,0.022730267,0.0013011773,0.02866941,9
0.018129041,0.012979547,0.7922885,0.00064543495,0.046645544,0.020145696,0.011620422,0.027979262,0.0027665463,0.020333635,9.0862886e-05,0.04637551,10
0.008814534,0.0082181655,0.012063087,0.8530918,0.0109642185,0.0183919,0.008087096,0.009595147,0.04851846,0.00888338,0.003461383,0.009910725,11
0.024930663,0.022973957,0.036219385,0.48074695,0.03223904,0.06103328,0.022546219,0.02753875,0.23181124,0.025163509,0.006167112,0.0286299,12
0.008478171,0.007936189,0.011366033,0.8661299,0.010407861,0.01677845,0.007817097,0.009183337,0.039894465,0.008539858,0.0040058773,0.009462721,13
0.06482297,0.5831269,0.010479844,0.0003364924,0.011420734,0.0030367724,0.14670162,0.026959835,0.0010013133,0.11760126,6.200055e-05,0.034450326,14
0.0073303175,0.006473496,0.013841823,0.008610368,0.01102486,0.03989286,0.006277186,0.0085612405,0.88077563,0.007464016,0.0005411101,0.009207169,15
0.004596096,0.0040721893,0.008158467,0.0075938967,0.0067628417,0.020849882,0.003971299,0.0053249183,0.9279787,0.004647599,0.00040779088,0.005636286,16
0.09275677,0.082399674,0.025916757,0.0003761798,0.024193358,0.0046471176,0.049161185,0.065793306,0.0012421713,0.36463454,6.317824e-05,0.2888157,17
0.07031125,0.49733096,0.011800775,0.00032582157,0.012397676,0.003133088,0.098640256,0.030531293,0.0009905706,0.22752553,5.8652964e-05,0.046954066,18
0.020035528,0.015926732,0.08969717,0.002717354,0.043837737,0.71583545,0.015045226,0.026874263,0.016801797,0.020827025,0.00031511916,0.032086544,19
0.017296085,0.016016375,0.024463095,0.678357,0.021993909,0.039405752,0.015739636,0.018985396,0.12545429,0.017441468,0.0051743146,0.019672604,20
0.03011988,0.02584752,0.064025365,0.019520067,0.04947273,0.27564692,0.025079168,0.03631428,0.40291467,0.030507028,0.0015023268,0.039049987,21
0.030330395,0.026101679,0.06559379,0.018817058,0.04958324,0.28722143,0.025258612,0.036506962,0.38864654,0.030839976,0.0014843793,0.039616007,22
