cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,GHS_urban_area_id
0.07993369,0.037533402,0.63780266,0.00012398812,0.13555971,0.0032868,0.007989717,0.09777001,1.0
0.067530155,0.059721947,0.039542474,9.8889686e-05,0.05225116,0.002268737,0.0042034825,0.7743832,2.0
0.8362622,0.014720648,0.043451548,8.2338505e-05,0.021397933,0.0021588989,0.0049746796,0.07695178,3.0
0.84284127,0.014915563,0.04951972,0.00010146926,0.021872703,0.0028485488,0.0065393695,0.06136126,4.0
0.07358148,0.19843666,0.0636274,0.00016776808,0.1161583,0.003849992,0.0067331195,0.5374453,5.0
0.8602087,0.012993459,0.043068632,8.34383e-05,0.019198228,0.0023007393,0.005315891,0.05683093,6.0
0.025352178,0.12293546,0.0565609,9.717752e-05,0.7214001,0.0021941834,0.0043352162,0.0671248,7.0
0.025097707,0.12689133,0.056191243,9.879674e-05,0.7199044,0.0022392052,0.004374125,0.0652032,8.0
0.0242096,0.11668597,0.056636363,9.708152e-05,0.7353113,0.0022280042,0.0043260697,0.06050557,9.0
0.019554164,0.77144694,0.028928056,9.487809e-05,0.11704642,0.0020515728,0.0034765904,0.057401292,10.0
0.032304436,0.5181121,0.05326373,0.00013953226,0.29115853,0.0030825955,0.005459492,0.09647959,11.0
0.027548583,0.15659171,0.059516117,0.00011008679,0.67645967,0.0025013068,0.0047869734,0.072485484,12.0
0.011134375,0.005779489,0.012666684,0.0002644775,0.008132763,0.005773768,0.94811237,0.008136049,13.0
0.012847309,0.87948936,0.016459519,7.123247e-05,0.050942164,0.001472946,0.0023832447,0.036334246,14.0
0.011888945,0.88323635,0.015729427,6.279428e-05,0.051295154,0.001325378,0.0021547365,0.034307174,15.0
0.026180701,0.7274242,0.034001537,0.00010702463,0.11511847,0.0023564268,0.0039337715,0.090877905,16.0
0.017702654,0.052035846,0.047828976,6.906564e-05,0.83832437,0.0015504914,0.003295027,0.039193638,17.0
0.013324133,0.86180246,0.018382672,6.921771e-05,0.06405608,0.001468821,0.0024290518,0.038467504,18.0
0.03225885,0.6757939,0.039205015,0.00012585225,0.1243455,0.0027183415,0.004625471,0.120927066,19.0
0.020798687,0.047611356,0.0678056,7.585885e-05,0.8153553,0.0017786922,0.003811017,0.042763457,20.0
0.016846955,0.8388273,0.021205617,7.823454e-05,0.065250434,0.001700705,0.002735461,0.05335535,21.0
0.012454203,0.87706333,0.016398052,6.2592066e-05,0.053292703,0.0013362778,0.002178228,0.037214667,22.0
0.014434834,0.8598556,0.01956338,8.444384e-05,0.06283335,0.0017626047,0.002831966,0.038633842,23.0
