cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.014897466,0.03669223,0.016599122,0.016446339,0.016912637,0.66650826,0.031772677,0.021311382,0.13346606,0.024600789,0.00147914,0.019313913,1
0.023426266,0.065547965,0.02639712,0.017246222,0.026979204,0.33284962,0.055259634,0.034985416,0.34306905,0.041171744,0.001776781,0.03129098,2
0.007258455,0.035128918,0.0084358975,0.0017458124,0.009020983,0.012019375,0.028952483,0.013383194,0.8567752,0.016242307,0.00023857366,0.010798798,3
0.016201362,0.057076413,0.018650925,0.007111614,0.018945493,0.07698451,0.044052526,0.02563177,0.67992216,0.031767465,0.00085460296,0.0228012,4
0.013416662,0.044043243,0.015403905,0.000608784,0.023659972,0.002333251,0.76631033,0.064164385,0.011389611,0.03594439,0.00010760711,0.022617824,5
0.026175413,0.1587158,0.03057954,0.0022094036,0.038808167,0.009755691,0.47223845,0.07657473,0.06932275,0.072303936,0.0003605254,0.042955507,6
0.028647203,0.20282476,0.038503874,0.0009164858,0.045552686,0.0035417434,0.26868793,0.126305,0.01734204,0.19737224,0.00016704663,0.07013898,7
0.023790391,0.49278754,0.030541541,0.0022943148,0.029871305,0.011307809,0.120284274,0.049880344,0.10564683,0.08892416,0.00037370835,0.04429783,8
0.012012455,0.0460178,0.013955526,0.0045525064,0.014123056,0.04347198,0.034273557,0.019389546,0.76989573,0.024502939,0.0005687794,0.017236274,9
0.009555881,0.037364714,0.011066755,0.0034635959,0.011296007,0.032088973,0.028129134,0.015614438,0.81765866,0.01960473,0.00043621132,0.013720902,10
0.014804571,0.021322176,0.015544392,0.7497404,0.015726672,0.06308496,0.020435002,0.017395735,0.030820997,0.018352583,0.016166471,0.016606014,11
0.012402615,0.019483304,0.013158723,0.7515237,0.013343413,0.08789598,0.018445997,0.015099445,0.03146979,0.01614218,0.0067677204,0.014267137,12
0.017601801,0.025087535,0.018459499,0.7060943,0.018666057,0.07092352,0.024070125,0.020588813,0.03579729,0.021692866,0.021334123,0.019684026,13
0.21495645,0.013029058,0.5013615,0.000441695,0.06631159,0.0013212477,0.012618859,0.03324466,0.003760699,0.035619244,9.719871e-05,0.11723774,14
0.0053805797,0.012190971,0.0059454264,0.008232561,0.006050947,0.8914434,0.010741432,0.0074797953,0.036527887,0.008516814,0.0006575601,0.006832758,15
0.011023547,0.017200775,0.011687041,0.78318864,0.011843336,0.07462663,0.016285948,0.013376045,0.027511481,0.014294757,0.00630501,0.012656863,16
0.08669578,0.01151042,0.50928396,0.00028333953,0.04988068,0.0008908506,0.010643296,0.031232202,0.0027562364,0.041910246,6.0142454e-05,0.25485298,17
0.023636466,0.16773474,0.03806337,0.00064571254,0.030172365,0.0024523889,0.055765603,0.056970432,0.0109333,0.53353065,0.00012137762,0.07997357,18
0.005108299,0.011559766,0.0056397626,0.007840195,0.0057442533,0.8970315,0.010192829,0.0070987693,0.034600493,0.008077289,0.0006252962,0.0064815935,19
0.007869512,0.011991784,0.008318625,0.8534289,0.008431079,0.046118736,0.011408452,0.009466239,0.01861369,0.010069634,0.0053100423,0.008973221,20
0.005591499,0.012247309,0.0061410405,0.00978619,0.0063004377,0.88972926,0.011064268,0.007755191,0.034941908,0.008683571,0.000732177,0.0070270323,21
0.0039578285,0.008558194,0.004342968,0.0074336794,0.004439916,0.92298204,0.0076843104,0.0054385453,0.023552502,0.0061078276,0.0005432515,0.004959072,22
0.013778801,0.03391943,0.0153483655,0.015210884,0.015604305,0.69334936,0.029149039,0.019627279,0.12203198,0.022744294,0.0013775753,0.017858706,23
0.04532918,0.015805978,0.14854832,0.00028605878,0.04081626,0.00093868334,0.013327528,0.037899226,0.003124259,0.08273959,5.902829e-05,0.61112595,24
