GHS_urban_area_id,most_probable_cluster,assignment_probability,uncertainty_score,similarity
255,2,1.0,0.0,0.36476344
256,2,1.0,0.0,0.18123169
257,2,1.0,0.0,0.20091204
258,1,1.0,0.0,0.3742673
259,1,1.0,0.0,0.3828792
260,2,1.0,0.0,0.19147308
261,2,1.0,0.0,0.19149448
262,0,1.0,0.0,0.27381545
263,2,1.0,0.0,0.1972844
264,1,1.0,0.0,0.33651802
265,2,1.0,0.0,0.18383774
266,2,1.0,0.0,0.32455957
267,2,1.0,0.0,0.2130705
268,0,1.0,0.0,0.24130687
269,2,1.0,0.0,0.20305102
270,0,1.0,0.0,0.4319031
271,2,1.0,0.0,0.18086144
272,2,1.0,0.0,0.1972532
273,2,1.0,0.0,0.18808195
274,2,1.0,0.0,0.22214319
275,2,1.0,0.0,0.2047115
276,2,1.0,0.0,0.1853561
277,1,1.0,0.0,0.3071981
278,2,1.0,0.0,0.21042313
279,2,1.0,0.0,0.22304806
280,2,1.0,0.0,0.19033606
281,2,1.0,0.0,0.20897906
282,2,1.0,0.0,0.18924356
283,2,1.0,0.0,0.21867807
284,1,1.0,0.0,0.28300172
285,2,1.0,0.0,0.18363324
286,0,1.0,0.0,0.3146096
287,2,1.0,0.0,0.20430103
288,2,1.0,0.0,0.20937918
289,1,1.0,0.0,0.27815977
290,0,1.0,0.0,0.36521938
291,2,1.0,0.0,0.6655966
292,0,1.0,0.0,0.5243388
293,0,1.0,0.0,0.39578596
294,1,1.0,0.0,0.27955446
295,2,1.0,0.0,0.36261055
296,1,1.0,0.0,0.28847146
297,1,1.0,0.0,0.35924304
298,0,1.0,0.0,0.30178168
299,2,1.0,0.0,0.4543985
300,1,1.0,0.0,0.3027456
301,1,1.0,0.0,0.2870768
302,1,1.0,0.0,0.29014906
303,1,1.0,0.0,0.32150647
304,1,1.0,0.0,0.31035283
305,1,1.0,0.0,0.32931536
306,1,1.0,0.0,0.24678661
307,0,1.0,0.0,0.3285979
308,0,1.0,0.0,0.33695826
309,2,1.0,0.0,0.22530907
310,1,1.0,0.0,0.36506328
311,0,1.0,0.0,0.35115698
312,2,1.0,0.0,0.19410977
314,2,1.0,0.0,0.22786494
315,2,1.0,0.0,0.21914218
316,3,1.0,0.0,0.43819222
317,0,1.0,0.0,0.45892558
319,0,1.0,0.0,0.26236475
320,1,1.0,0.0,0.4496261
321,1,1.0,0.0,0.32076037
322,1,1.0,0.0,0.22650602
323,2,1.0,0.0,0.29178888
324,1,1.0,0.0,0.22016948
325,2,1.0,0.0,0.2959719
326,2,1.0,0.0,0.327433
327,1,1.0,0.0,0.27141103
328,2,1.0,0.0,0.27756277
329,2,1.0,0.0,0.2350764
330,0,1.0,0.0,0.29225308
331,2,1.0,0.0,0.23295994
332,2,1.0,0.0,0.23026042
333,0,1.0,0.0,0.21590129
334,2,1.0,0.0,0.3606948
335,0,1.0,0.0,0.2241341
336,0,1.0,0.0,0.3287462
337,2,1.0,0.0,0.23662527
338,0,1.0,0.0,0.28897214
339,0,1.0,0.0,0.44368175
340,0,1.0,0.0,0.2768429
341,1,1.0,0.0,0.2871115
342,0,1.0,0.0,0.25746694
343,0,1.0,0.0,0.29157192
344,2,1.0,0.0,0.42908382
345,2,1.0,0.0,0.31964707
346,2,1.0,0.0,0.24610229
347,2,1.0,0.0,0.2387063
348,3,1.0,0.0,0.3106821
349,2,1.0,0.0,0.27102476
350,2,1.0,0.0,0.31409392
351,2,1.0,0.0,0.2659788
352,0,1.0,0.0,0.30452976
353,2,1.0,0.0,0.18703797
354,2,1.0,0.0,0.52061146
355,0,1.0,0.0,0.46728286
356,2,1.0,0.0,0.23817176
357,1,1.0,0.0,0.2883733
358,2,1.0,0.0,0.2756162
359,1,1.0,0.0,0.27041522
360,0,1.0,0.0,0.28744426
361,0,1.0,0.0,0.32795593
362,0,1.0,0.0,0.30678478
363,2,1.0,0.0,0.47683302
364,0,1.0,0.0,0.30622295
365,0,1.0,0.0,0.28538087
366,1,1.0,0.0,0.30944395
367,1,1.0,0.0,0.24186292
368,2,1.0,0.0,0.24646597
369,0,1.0,0.0,0.2802741
370,0,1.0,0.0,0.50532514
371,1,1.0,0.0,0.36160085
372,1,1.0,0.0,0.31071383
373,2,1.0,0.0,0.25938877
374,0,1.0,0.0,0.26135728
375,0,1.0,0.0,0.38394728
376,1,1.0,0.0,0.30820715
377,1,1.0,0.0,0.28898668
378,1,1.0,0.0,0.28563234
379,1,1.0,0.0,0.29611012
380,1,1.0,0.0,0.25107318
381,0,1.0,0.0,0.3049047
382,1,1.0,0.0,0.31691796
383,0,1.0,0.0,0.31428868
384,0,1.0,0.0,0.2872235
385,0,1.0,0.0,0.34880584
386,0,1.0,0.0,0.2662438
387,0,1.0,0.0,0.40232155
389,0,1.0,0.0,0.5507739
390,1,1.0,0.0,0.29934844
391,2,1.0,0.0,0.46276894
392,2,1.0,0.0,0.21633683
393,0,1.0,0.0,0.25496355
394,2,1.0,0.0,0.23599051
395,1,1.0,0.0,0.34371442
396,2,1.0,0.0,0.23522742
397,0,1.0,0.0,0.27785245
398,2,1.0,0.0,0.19718596
399,1,1.0,0.0,0.2843468
400,0,1.0,0.0,0.2849918
401,0,1.0,0.0,0.23516911
402,0,1.0,0.0,0.34431195
403,2,1.0,0.0,0.19380984
404,0,1.0,0.0,0.28123003
405,2,1.0,0.0,0.19331549
406,2,1.0,0.0,0.19501518
407,2,1.0,0.0,0.19547483
408,2,1.0,0.0,0.1911034
409,2,1.0,0.0,0.20537587
410,2,1.0,0.0,0.19051787
411,0,1.0,0.0,0.31974077
412,2,1.0,0.0,0.1872908
413,0,1.0,0.0,0.3338305
414,1,1.0,0.0,0.35307786
415,2,1.0,0.0,0.20754275
416,2,1.0,0.0,0.20059478
417,2,1.0,0.0,0.18815605
418,2,1.0,0.0,0.35986584
419,2,1.0,0.0,0.19540131
420,0,1.0,0.0,0.35194224
421,0,1.0,0.0,0.3617212
422,2,1.0,0.0,0.19018257
423,2,1.0,0.0,0.18984342
424,1,1.0,0.0,0.37274805
425,2,1.0,0.0,0.19135474
426,2,1.0,0.0,0.22362411
427,2,1.0,0.0,0.5031336
428,0,1.0,0.0,0.41957834
429,1,1.0,0.0,0.29016557
430,1,1.0,0.0,0.24609435
431,2,1.0,0.0,0.4526817
432,1,1.0,0.0,0.2606497
433,2,1.0,0.0,0.20286646
434,1,1.0,0.0,0.24184749
435,2,1.0,0.0,0.18874887
436,2,1.0,0.0,0.18827756
437,2,1.0,0.0,0.22235581
438,2,1.0,0.0,0.20747921
439,1,1.0,0.0,0.2764642
440,2,1.0,0.0,0.22403039
441,1,1.0,0.0,0.23894751
442,2,1.0,0.0,0.20092018
443,2,1.0,0.0,0.18104532
444,0,1.0,0.0,0.31726834
445,1,1.0,0.0,0.35811338
446,1,1.0,0.0,0.34050196
447,0,1.0,0.0,0.3093464
448,0,1.0,0.0,0.4023434
449,0,1.0,0.0,0.3790882
450,1,1.0,0.0,0.2746061
451,0,1.0,0.0,0.42729563
452,1,1.0,0.0,0.3336751
453,1,1.0,0.0,0.57413805
454,0,1.0,0.0,0.43357414
455,0,1.0,0.0,0.22354063
456,1,1.0,0.0,0.31463757
457,2,1.0,0.0,0.29346514
458,1,1.0,0.0,0.38170338
459,1,1.0,0.0,0.34571305
460,1,1.0,0.0,0.28261405
461,2,1.0,0.0,0.32707074
462,1,1.0,0.0,0.33683327
463,1,1.0,0.0,0.24127935
464,0,1.0,0.0,0.24572496
465,1,1.0,0.0,0.34839216
467,2,1.0,0.0,0.18753517
468,2,1.0,0.0,0.29479185
469,1,1.0,0.0,0.2230981
470,3,1.0,0.0,0.42360008
471,2,1.0,0.0,0.23172075
472,0,1.0,0.0,0.47726005
473,0,1.0,0.0,0.24632065
474,0,1.0,0.0,0.26762798
475,2,1.0,0.0,0.37188533
476,1,1.0,0.0,0.22303043
477,2,1.0,0.0,0.29170477
478,1,1.0,0.0,0.22595356
479,2,1.0,0.0,0.2966476
480,2,1.0,0.0,0.2893675
481,0,1.0,0.0,0.36006668
482,2,1.0,0.0,0.31583592
483,2,1.0,0.0,0.22329874
484,0,1.0,0.0,0.31532857
485,2,1.0,0.0,0.2411465
486,2,1.0,0.0,0.21356383
487,0,1.0,0.0,0.20320897
488,2,1.0,0.0,0.44856715
489,0,1.0,0.0,0.26582
490,0,1.0,0.0,0.22662506
491,0,1.0,0.0,0.3317575
492,0,1.0,0.0,0.5148103
493,0,1.0,0.0,0.23220724
494,0,1.0,0.0,0.27833405
495,1,1.0,0.0,0.31919014
496,1,1.0,0.0,0.31488276
497,0,1.0,0.0,0.2605979
498,2,1.0,0.0,0.25952753
499,2,1.0,0.0,0.28973272
500,2,1.0,0.0,0.18976614
501,2,1.0,0.0,0.26999474
502,1,1.0,0.0,0.27905628
503,0,1.0,0.0,0.26155362
504,2,1.0,0.0,0.5954749
505,2,1.0,0.0,0.20078482
506,2,1.0,0.0,0.24486318
507,2,1.0,0.0,0.2520713
508,2,1.0,0.0,0.18560086
509,0,1.0,0.0,0.22669767
510,0,1.0,0.0,0.35121372
511,1,1.0,0.0,0.30300808
512,0,1.0,0.0,0.25342685
513,1,1.0,0.0,0.52324986
514,0,1.0,0.0,0.23966312
515,0,1.0,0.0,0.34556568
516,1,1.0,0.0,0.3016589
517,0,1.0,0.0,0.23208737
518,1,1.0,0.0,0.30466017
519,0,1.0,0.0,0.22154297
520,0,1.0,0.0,0.52440494
521,0,1.0,0.0,0.2517932
522,0,1.0,0.0,0.25140217
523,2,1.0,0.0,0.22933297
524,2,1.0,0.0,0.24666864
525,0,1.0,0.0,0.30737332
526,1,1.0,0.0,0.2999148
527,1,1.0,0.0,0.27166218
528,1,1.0,0.0,0.23757336
529,0,1.0,0.0,0.33387685
530,1,1.0,0.0,0.2987136
531,0,1.0,0.0,0.43124232
532,0,1.0,0.0,0.3865976
533,0,1.0,0.0,0.33827308
535,0,1.0,0.0,0.34305236
536,1,1.0,0.0,0.256544
537,1,1.0,0.0,0.35765436
538,2,1.0,0.0,0.21910581
539,0,1.0,0.0,0.29405516
540,2,1.0,0.0,0.21518776
541,0,1.0,0.0,0.36771217
542,2,1.0,0.0,0.21905658
543,0,1.0,0.0,0.22745453
544,2,1.0,0.0,0.1970537
545,1,1.0,0.0,0.28544092
546,0,1.0,0.0,0.25318933
547,0,1.0,0.0,0.28085226
548,0,1.0,0.0,0.30106667
549,2,1.0,0.0,0.19165356
550,0,1.0,0.0,0.21129611
551,2,1.0,0.0,0.20048243
552,2,1.0,0.0,0.18623593
553,2,1.0,0.0,0.22656927
554,2,1.0,0.0,0.18687868
555,2,1.0,0.0,0.20140132
556,0,1.0,0.0,0.2970357
557,2,1.0,0.0,0.18670878
558,2,1.0,0.0,0.18786368
559,0,1.0,0.0,0.41235247
560,2,1.0,0.0,0.20247523
561,2,1.0,0.0,0.19296171
562,2,1.0,0.0,0.18841882
563,1,1.0,0.0,0.34145257
564,2,1.0,0.0,0.35307962
565,0,1.0,0.0,0.28460485
566,0,1.0,0.0,0.35946774
567,2,1.0,0.0,0.18878455
568,2,1.0,0.0,0.18461204
569,2,1.0,0.0,0.1941497
570,0,1.0,0.0,0.2901237
571,1,1.0,0.0,0.24717546
572,2,1.0,0.0,0.20177864
573,2,1.0,0.0,0.17917426
574,1,1.0,0.0,0.22473551
575,1,1.0,0.0,0.2808897
576,1,1.0,0.0,0.27613625
577,2,1.0,0.0,0.19079994
578,2,1.0,0.0,0.18693028
579,2,1.0,0.0,0.1954183
580,2,1.0,0.0,0.3746005
581,2,1.0,0.0,0.22282232
582,0,1.0,0.0,0.42762145
583,0,1.0,0.0,0.3226368
584,2,1.0,0.0,0.2245865
585,1,1.0,0.0,0.31213507
586,2,1.0,0.0,0.40030894
587,1,1.0,0.0,0.24526949
588,2,1.0,0.0,0.21222748
589,0,1.0,0.0,0.39595535
590,1,1.0,0.0,0.23209013
591,1,1.0,0.0,0.31006053
592,0,1.0,0.0,0.33257037
593,0,1.0,0.0,0.34994212
594,0,1.0,0.0,0.42400298
595,1,1.0,0.0,0.37599173
596,1,1.0,0.0,0.27579284
597,2,1.0,0.0,0.28932315
598,0,1.0,0.0,0.4867022
599,1,1.0,0.0,0.3301084
600,1,1.0,0.0,0.3013081
601,2,1.0,0.0,0.22999418
602,1,1.0,0.0,0.2626406
603,0,1.0,0.0,0.22557582
604,1,1.0,0.0,0.29928058
605,1,1.0,0.0,0.29163572
606,1,1.0,0.0,0.32006264
607,1,1.0,0.0,0.3180946
608,0,1.0,0.0,0.2554839
609,1,1.0,0.0,0.27347308
610,1,1.0,0.0,0.2752873
611,2,1.0,0.0,0.3013898
612,0,1.0,0.0,0.31348124
613,2,1.0,0.0,0.2421863
614,2,1.0,0.0,0.24469225
615,2,1.0,0.0,0.2331754
617,0,1.0,0.0,0.32569626
618,1,1.0,0.0,0.40510347
619,2,1.0,0.0,0.29542583
620,1,1.0,0.0,0.2210853
621,1,1.0,0.0,0.21370603
622,2,1.0,0.0,0.29691002
623,0,1.0,0.0,0.27817634
624,1,1.0,0.0,0.34516317
626,2,1.0,0.0,0.23470835
627,0,1.0,0.0,0.31237468
628,2,1.0,0.0,0.25251108
629,2,1.0,0.0,0.24253094
630,0,1.0,0.0,0.22213161
631,0,1.0,0.0,0.31187403
632,2,1.0,0.0,0.6213713
633,0,1.0,0.0,0.20213598
634,0,1.0,0.0,0.3712773
635,0,1.0,0.0,0.26469815
636,0,1.0,0.0,0.55617064
637,0,1.0,0.0,0.3084825
638,0,1.0,0.0,0.28331432
639,2,1.0,0.0,0.46247455
640,2,1.0,0.0,0.27816787
641,2,1.0,0.0,0.2501293
642,2,1.0,0.0,0.18759516
643,2,1.0,0.0,0.2698631
644,1,1.0,0.0,0.28326687
645,0,1.0,0.0,0.29985476
646,2,1.0,0.0,0.47916558
647,2,1.0,0.0,0.1988131
648,2,1.0,0.0,0.2243578
649,1,1.0,0.0,0.25266778
650,2,1.0,0.0,0.18811217
651,1,1.0,0.0,0.48713762
652,0,1.0,0.0,0.24640933
653,0,1.0,0.0,0.32833716
654,0,1.0,0.0,0.24665959
655,0,1.0,0.0,0.556051
656,0,1.0,0.0,0.23308688
657,0,1.0,0.0,0.27998415
658,2,1.0,0.0,0.30667934
659,0,1.0,0.0,0.23126423
660,2,1.0,0.0,0.6374644
661,0,1.0,0.0,0.2650364
662,0,1.0,0.0,0.4980083
663,1,1.0,0.0,0.37366936
664,0,1.0,0.0,0.2925249
665,2,1.0,0.0,0.20230435
666,2,1.0,0.0,0.24998347
667,0,1.0,0.0,0.342063
668,1,1.0,0.0,0.27572906
669,0,1.0,0.0,0.32411286
670,1,1.0,0.0,0.2804255
671,0,1.0,0.0,0.33281147
672,1,1.0,0.0,0.2924995
673,2,1.0,0.0,0.47240996
674,0,1.0,0.0,0.3827153
675,0,1.0,0.0,0.3086613
676,0,1.0,0.0,0.45789558
677,1,1.0,0.0,0.3136813
678,1,1.0,0.0,0.34634134
679,2,1.0,0.0,0.21764264
680,0,1.0,0.0,0.21396896
681,2,1.0,0.0,0.21971561
682,0,1.0,0.0,0.2484284
683,2,1.0,0.0,0.24578454
684,0,1.0,0.0,0.22047637
685,2,1.0,0.0,0.19479676
686,1,1.0,0.0,0.26052052
687,0,1.0,0.0,0.30084538
688,0,1.0,0.0,0.31539232
689,2,1.0,0.0,0.19118154
690,0,1.0,0.0,0.23269808
691,0,1.0,0.0,0.27814135
692,2,1.0,0.0,0.19106561
693,2,1.0,0.0,0.31904343
694,2,1.0,0.0,0.19360691
695,2,1.0,0.0,0.18355937
696,2,1.0,0.0,0.20975228
697,1,1.0,0.0,0.2595351
698,2,1.0,0.0,0.20658629
699,2,1.0,0.0,0.18540913
700,0,1.0,0.0,0.51984745
701,2,1.0,0.0,0.20114984
702,2,1.0,0.0,0.18741263
703,2,1.0,0.0,0.18695591
704,2,1.0,0.0,0.37870607
705,0,1.0,0.0,0.30028093
706,2,1.0,0.0,0.3273276
707,0,1.0,0.0,0.37762082
708,2,1.0,0.0,0.19456229
709,2,1.0,0.0,0.18278208
710,2,1.0,0.0,0.20055674
711,0,1.0,0.0,0.3115215
712,2,1.0,0.0,0.23889704
713,2,1.0,0.0,0.19977805
714,2,1.0,0.0,0.23625454
715,1,1.0,0.0,0.21484692
716,1,1.0,0.0,0.28698838
717,2,1.0,0.0,0.20840093
718,1,1.0,0.0,0.25778675
719,2,1.0,0.0,0.38842335
720,2,1.0,0.0,0.20281242
721,2,1.0,0.0,0.20260781
722,0,1.0,0.0,0.3974027
723,1,1.0,0.0,0.27647358
724,2,1.0,0.0,0.22610472
725,2,1.0,0.0,0.1876752
726,1,1.0,0.0,0.27522638
727,2,1.0,0.0,0.18840903
729,1,1.0,0.0,0.25648707
730,0,1.0,0.0,0.25373337
731,1,1.0,0.0,0.30561584
732,0,1.0,0.0,0.22839956
733,0,1.0,0.0,0.39289337
734,1,1.0,0.0,0.38805962
735,2,1.0,0.0,0.3788647
736,0,1.0,0.0,0.3158214
737,0,1.0,0.0,0.46103647
738,2,1.0,0.0,0.23426218
739,1,1.0,0.0,0.28933933
740,1,1.0,0.0,0.24294932
741,0,1.0,0.0,0.2317989
742,1,1.0,0.0,0.29805085
743,1,1.0,0.0,0.35497034
744,1,1.0,0.0,0.29989848
745,0,1.0,0.0,0.31103382
746,1,1.0,0.0,0.28279957
747,0,1.0,0.0,0.29265815
748,1,1.0,0.0,0.3379238
749,2,1.0,0.0,0.33156714
750,0,1.0,0.0,0.36084417
751,1,1.0,0.0,0.31877086
752,1,1.0,0.0,0.22179115
753,0,1.0,0.0,0.46953526
754,0,1.0,0.0,0.26807746
755,2,1.0,0.0,0.2041749
756,1,1.0,0.0,0.40698433
757,1,1.0,0.0,0.2119985
758,1,1.0,0.0,0.25188455
759,2,1.0,0.0,0.29839152
760,0,1.0,0.0,0.26417708
761,2,1.0,0.0,0.2729745
762,2,1.0,0.0,0.21094549
763,0,1.0,0.0,0.33727857
764,2,1.0,0.0,0.26930884
765,0,1.0,0.0,0.22919938
766,2,1.0,0.0,0.23612107
767,0,1.0,0.0,0.3120785
768,0,1.0,0.0,0.28656954
769,0,1.0,0.0,0.2070612
770,0,1.0,0.0,0.33316535
771,0,1.0,0.0,0.5837553
772,0,1.0,0.0,0.25143498
773,1,1.0,0.0,0.30722463
774,0,1.0,0.0,0.3220099
775,1,1.0,0.0,0.3731634
776,2,1.0,0.0,0.24752301
777,2,1.0,0.0,0.19721511
778,2,1.0,0.0,0.26714024
779,2,1.0,0.0,0.19156536
780,0,1.0,0.0,0.28979576
781,2,1.0,0.0,0.19529437
782,2,1.0,0.0,0.5135495
783,2,1.0,0.0,0.19776472
784,2,1.0,0.0,0.23262523
785,1,1.0,0.0,0.33271116
786,2,1.0,0.0,0.19547772
