cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,GHS_urban_area_id
0.0454015,0.00060060393,0.94709766,0.00690025,1.0
0.9181135,0.001036745,0.053493664,0.027356053,2.0
0.17930397,0.11209255,0.1124132,0.5961903,3.0
0.16388196,0.3509402,0.11470414,0.37047374,4.0
0.18340267,0.19101122,0.12131264,0.5042735,5.0
0.7804533,0.0014846965,0.19061495,0.027447006,6.0
0.25542063,0.0015426237,0.72094816,0.022088578,7.0
0.044779778,0.00060046586,0.94774383,0.006875934,8.0
0.9233332,0.00092943624,0.05222379,0.023513546,9.0
0.17126599,0.0012362147,0.81056476,0.016933031,10.0
0.12626792,0.03245874,0.06973945,0.7715339,11.0
0.37728515,0.006333769,0.09322752,0.52315354,12.0
0.6814128,0.0017328248,0.28677365,0.030080723,13.0
0.042122103,0.004624055,0.019537626,0.9337162,14.0
0.077272385,0.7217249,0.058180932,0.14282182,15.0
0.04768219,0.005450472,0.022337943,0.92452943,16.0
0.05834711,0.00062945165,0.93328315,0.0077402974,17.0
0.06862035,0.0006928048,0.9220281,0.0086586885,18.0
0.16320546,0.06742963,0.09709488,0.67227006,19.0
0.864976,0.0019471803,0.071810715,0.06126607,20.0
0.6241844,0.0051622344,0.110411026,0.26024234,21.0
0.3195429,0.0062531605,0.08396516,0.59023875,22.0
0.07031442,0.74815065,0.053135164,0.12839979,23.0
0.4835716,0.0018896718,0.48458835,0.029950414,24.0
0.07191706,0.010212935,0.0352297,0.8826403,25.0
0.101624906,0.0199794,0.053419773,0.8249759,26.0
0.0025703951,0.9913451,0.0020643377,0.0040202457,27.0
0.15407073,0.054845236,0.08927945,0.7018046,28.0
0.12739637,0.5209846,0.09263623,0.2589828,29.0
0.11411295,0.004075771,0.03793581,0.84387547,30.0
0.12130354,0.028035223,0.065483145,0.78517807,31.0
0.7391494,0.0038138975,0.101173304,0.15586337,32.0
0.35564566,0.0064944895,0.090610296,0.54724956,33.0
0.14934313,0.42336154,0.10636052,0.32093483,34.0
0.020992754,0.0016434073,0.008930999,0.9684328,35.0
0.048858088,0.0006263481,0.9432709,0.007244663,36.0
0.04918,0.0025186646,0.018441726,0.9298596,37.0
0.078848965,0.7155338,0.05931988,0.14629737,38.0
0.13277155,0.58354086,0.11819902,0.16548862,39.0
0.02794242,0.90865123,0.023287162,0.040119212,40.0
0.004549948,0.9846291,0.0036463349,0.00717457,41.0
0.05568884,0.80244446,0.04246412,0.09940256,42.0
0.02226149,0.9229183,0.017366614,0.037453566,43.0
0.068309,0.00069608033,0.9222679,0.008727021,44.0
0.024361305,0.92000467,0.02019716,0.035436887,45.0
0.031097576,0.0029013117,0.013848858,0.95215225,46.0
0.012687065,0.956459,0.009987854,0.020866128,47.0
0.8241078,0.0025629294,0.08494557,0.08838367,48.0
0.093041554,0.70393664,0.08074429,0.12227751,49.0
0.13254768,0.4986132,0.09597978,0.2728594,50.0
0.8673078,0.0019074356,0.07101736,0.05976744,52.0
0.18975972,0.0052377433,0.05776005,0.74724245,53.0
0.049281806,0.0007216977,0.9419812,0.0080152545,54.0
0.051237013,0.8187479,0.03918718,0.09082789,55.0
0.08803317,0.00081723253,0.9007289,0.010420744,56.0
0.1518043,0.0046873484,0.047776587,0.7957318,57.0
0.106183104,0.6085456,0.078505754,0.20676552,58.0
0.16206172,0.36145177,0.113633946,0.3628525,59.0
0.038796708,0.003982264,0.017651554,0.93956953,60.0
0.09332237,0.016851109,0.04812459,0.8417019,61.0
0.019514957,0.0013912928,0.008087404,0.97100633,62.0
0.6350989,0.0018021879,0.33245498,0.030643998,63.0
0.15310347,0.056397982,0.089457974,0.70104057,64.0
0.14405125,0.045503683,0.08215479,0.72829026,65.0
0.546819,0.005835271,0.10898814,0.33835754,66.0
0.14925712,0.051045272,0.086026244,0.7136714,67.0
0.11837593,0.626828,0.10420635,0.15058972,68.0
0.00451421,0.9849465,0.003661761,0.0068775276,69.0
0.04407744,0.8448903,0.033810508,0.07722175,70.0
0.036368813,0.0021997166,0.014268937,0.94716257,71.0
0.8943414,0.0014297,0.063219555,0.04100931,72.0
0.28956905,0.0061011016,0.078585684,0.6257442,73.0
0.90049946,0.0013449289,0.059807997,0.03834757,74.0
0.15578733,0.05695351,0.09066177,0.6965974,75.0
0.012097508,0.95849866,0.009505386,0.019898478,76.0
0.5507549,0.005772596,0.10916097,0.33431152,77.0
0.877037,0.0010247818,0.10144724,0.020491006,78.0
0.027050987,0.0017867278,0.010920044,0.9602422,79.0
0.2027913,0.001362469,0.7768522,0.01899407,80.0
0.16118059,0.06762378,0.09607773,0.67511785,81.0
0.30817246,0.0061861062,0.08192602,0.6037154,82.0
0.053247593,0.00076498557,0.9374637,0.0085236505,83.0
0.12947942,0.59328926,0.11492545,0.1623059,84.0
0.81167024,0.0027592944,0.08823324,0.09733725,85.0
0.045007117,0.00057706615,0.9476972,0.0067186006,86.0
0.17886157,0.2566422,0.12173549,0.44276074,87.0
0.6067526,0.0018374956,0.3606787,0.030731251,88.0
0.12490073,0.53226525,0.09084727,0.2519867,89.0
0.007767581,0.9741275,0.006326774,0.011778145,90.0
0.045914333,0.00060039427,0.9465639,0.0069213263,91.0
0.102668725,0.020621493,0.05413721,0.8225726,92.0
