cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,GHS_urban_area_id
0.049893513,0.10402971,0.0061226594,0.059837934,0.07374564,0.00055369036,0.07487208,0.05209425,0.054464694,0.039296992,0.4038185,0.08127029,1
0.05281384,0.104936086,0.008466385,0.062551044,0.12550572,0.0007327978,0.07652959,0.054971423,0.078236185,0.042519648,0.31108806,0.081649244,2
0.049449153,0.3874425,0.00066575955,0.039688796,0.0032325983,7.378363e-05,0.36444998,0.029611483,0.0043751965,0.021532575,0.03762407,0.061854076,3
0.06917321,0.18642671,0.0008033992,0.06754123,0.004222225,8.978735e-05,0.34689957,0.050595224,0.0052086147,0.03128767,0.07782657,0.15992573,4
0.043631256,0.085941926,0.012353013,0.050142705,0.29474387,0.00092284137,0.061607346,0.0440016,0.14642425,0.035693448,0.16356762,0.060970172,5
0.035673603,0.63576627,0.0014704855,0.03649583,0.0077452026,0.00014665164,0.1006017,0.026841512,0.0123125445,0.020873195,0.07521768,0.046855345,6
0.01996989,0.033710122,0.00876944,0.022602243,0.69243073,0.00061347097,0.026201252,0.020485098,0.07275644,0.017044704,0.05860617,0.02681037,7
0.06969872,0.008709836,0.00031071668,0.040913347,0.0012281672,4.2368858e-05,0.018557778,0.117082626,0.0013914936,0.7036887,0.0070426734,0.031333555,8
0.047178224,0.09997507,0.0051090545,0.05641288,0.057094194,0.00047200464,0.071912825,0.049246885,0.04388114,0.036704414,0.45315415,0.078859136,9
0.06771385,0.008270229,0.00029004063,0.040258434,0.00114944,3.942395e-05,0.01776139,0.116172045,0.0013061182,0.7101628,0.006664575,0.030211618,10
0.049654316,0.09705688,0.010934471,0.05775308,0.2163222,0.0008807693,0.07048603,0.050904002,0.11113967,0.04048566,0.22194804,0.07243481,11
0.051294282,0.10830877,0.0069817523,0.060881812,0.089843586,0.00061745476,0.076835826,0.053018663,0.064777344,0.040461924,0.36558256,0.081396036,12
0.033488374,0.07627387,0.0026106918,0.041273218,0.02405466,0.0002511016,0.054151725,0.035060707,0.02168343,0.025178744,0.6251727,0.06080074,13
0.0672368,0.00795119,0.000274112,0.039097182,0.0010971996,3.7153164e-05,0.017246097,0.12535499,0.0012395259,0.7033921,0.0064886888,0.03058496,14
0.011012205,0.016800327,0.0113721695,0.012160202,0.8252184,0.0006191676,0.013678081,0.011202003,0.050413862,0.009700548,0.024062933,0.013760112,15
0.084798105,0.062856324,0.000585034,0.08054979,0.0030023423,6.810492e-05,0.19725332,0.07030959,0.0034788032,0.036218368,0.04836869,0.41251156,16
0.08367711,0.008880004,0.00028109443,0.049741074,0.0011555861,3.7572045e-05,0.020146925,0.22613959,0.0013020722,0.56115264,0.0073549044,0.040131453,17
0.06741728,0.007924253,0.00027334614,0.03858677,0.0010925469,3.708222e-05,0.017205454,0.12413708,0.0012346351,0.7054169,0.0064413734,0.030233199,18
