cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,GHS_urban_area_id
0.20319033,0.07955325,0.42021105,0.020384049,0.18161394,0.09417238,0.00087498646,1.0
0.5757985,0.061174054,0.13876733,0.022017397,0.11281637,0.088703506,0.0007228584,2.0
0.87351125,0.022688909,0.020691268,0.00471489,0.040111393,0.038103584,0.00017877085,3.0
0.018052649,0.010075546,0.028451981,0.91848606,0.01272181,0.011171802,0.0010401485,4.0
0.782512,0.039463237,0.01554426,0.0035408824,0.07528391,0.08349354,0.00016218507,5.0
0.16636194,0.066615,0.22321808,0.3705152,0.09133346,0.078917444,0.0030388911,6.0
0.067939155,0.06906487,0.017074453,0.0029214683,0.7595643,0.0832762,0.00015954328,7.0
0.019491222,0.03973909,0.0050101005,0.0009813925,0.8942085,0.04051282,5.6820325e-05,8.0
0.025730167,0.044256333,0.007086929,0.0013164438,0.8755717,0.045962684,7.5691445e-05,9.0
0.022224164,0.040913984,0.0057119797,0.0011010935,0.88727385,0.042711705,6.323518e-05,10.0
0.13773827,0.055477783,0.60826665,0.018159036,0.114572294,0.06503462,0.00075123535,11.0
0.22280899,0.0905466,0.34117168,0.019632908,0.2175512,0.10741032,0.00087820867,12.0
0.090344615,0.049011994,0.65476847,0.078038305,0.071196645,0.0541999,0.0024400158,13.0
0.00896426,0.8754664,0.0025387434,0.0006864105,0.039337598,0.07295955,4.7058526e-05,14.0
0.017644655,0.06923397,0.0031092486,0.00083271746,0.039427776,0.8697004,5.131385e-05,15.0
0.3299931,0.093486294,0.0491853,0.007480648,0.37827966,0.14121437,0.0003606182,16.0
0.018252417,0.03811054,0.0047318405,0.00092508196,0.8988901,0.03903622,5.3794553e-05,17.0
0.020260349,0.057938,0.0052085263,0.0010778375,0.8623305,0.05312091,6.3845124e-05,18.0
0.6842582,0.05492516,0.020055912,0.00430879,0.12149991,0.11475071,0.0002012848,19.0
0.15547624,0.06399634,0.5501985,0.019072013,0.13549346,0.074952155,0.0008113888,20.0
0.12705794,0.12789844,0.015066932,0.0034917307,0.25229552,0.4739958,0.00019362799,21.0
0.01925455,0.03915831,0.0050748256,0.0009860197,0.89581186,0.039657198,5.72418e-05,22.0
0.015864747,0.07001912,0.0029781575,0.0007903555,0.03735882,0.87293935,4.950673e-05,23.0
0.00939922,0.8803562,0.0028594765,0.00076662353,0.042663995,0.063900925,5.3497184e-05,24.0
0.017037611,0.069476,0.0031741837,0.000838648,0.039798874,0.86962223,5.241443e-05,25.0
0.009328949,0.8669438,0.0026728737,0.00070533174,0.044083055,0.07621767,4.8318667e-05,26.0
0.1001205,0.069959745,0.15096365,0.5003952,0.082478926,0.074410066,0.021671906,27.0
0.01575556,0.06862796,0.0029147377,0.00076727953,0.0374094,0.87447727,4.7818918e-05,28.0
0.19264603,0.07286698,0.25996026,0.28317818,0.101627044,0.08678498,0.0029364878,29.0
0.040655684,0.053297866,0.009688395,0.0017586928,0.83079475,0.06370628,9.8254e-05,30.0
0.023727043,0.08091572,0.003975691,0.0010227076,0.056548823,0.8337481,6.190012e-05,31.0
0.02450662,0.093052424,0.006262815,0.0013353963,0.794813,0.07994918,8.05807e-05,32.0
0.2551596,0.09817001,0.25209507,0.0183382,0.25750193,0.11791178,0.00082347105,33.0
0.16903667,0.06564543,0.39286995,0.19700713,0.09531532,0.077488095,0.0026373141,34.0
0.2578145,0.10555282,0.18813793,0.015986089,0.30357,0.12818848,0.0007501972,35.0
0.03306495,0.14347765,0.0060524056,0.0014782908,0.13202064,0.68381613,8.991715e-05,36.0
0.09902979,0.04670956,0.6398612,0.09020553,0.06937636,0.052788187,0.002029297,37.0
0.015545441,0.08725604,0.0029862328,0.00078418327,0.04324185,0.8501371,4.9154107e-05,38.0
0.123280026,0.09864989,0.15488987,0.3011817,0.109382614,0.10233837,0.11027751,39.0
0.028820561,0.016906127,0.046431683,0.8660912,0.021134578,0.018543744,0.00207221,40.0
0.020611247,0.068346575,0.0036034894,0.0009648017,0.042397656,0.8640168,5.947202e-05,41.0
0.94899124,0.0092097195,0.0059286235,0.0012739451,0.017828012,0.016715279,5.3177784e-05,42.0
0.07650328,0.028744156,0.78484696,0.027767507,0.04770093,0.033690374,0.0007467667,43.0
0.011051629,0.83433163,0.003018758,0.00082442793,0.044541527,0.10617567,5.6346173e-05,44.0
0.8696332,0.024009775,0.011933966,0.0027205443,0.042830847,0.0487512,0.00012046086,45.0
0.15192305,0.10685809,0.056951743,0.0076757926,0.551193,0.12499388,0.00040447354,46.0
0.12191482,0.094275236,0.16677566,0.340785,0.10681523,0.09834794,0.07108615,47.0
0.15486279,0.063422814,0.22902153,0.3879278,0.086887494,0.07483278,0.003044816,48.0
0.13682987,0.061171684,0.43774152,0.20311913,0.088552035,0.069724545,0.0028611734,49.0
0.12275517,0.09571424,0.16723213,0.326993,0.10811384,0.09969943,0.07949216,50.0
0.018115353,0.039510068,0.0050299857,0.00096328737,0.8974796,0.038845126,5.6609475e-05,52.0
0.19991489,0.074722245,0.2298581,0.29981482,0.10290458,0.08977965,0.0030056927,53.0
0.575306,0.07540558,0.022167554,0.0051233154,0.13901122,0.182738,0.00024823358,54.0
0.02982374,0.04602552,0.007906039,0.0014452734,0.86404824,0.0506689,8.229849e-05,55.0
0.7674427,0.041769758,0.016489062,0.0036635771,0.08117007,0.08929578,0.00016906869,56.0
0.016914466,0.038025364,0.004554758,0.0008848469,0.90175176,0.037816912,5.1988492e-05,57.0
0.016954005,0.0630376,0.0030157007,0.0007964478,0.0385002,0.8776469,4.918023e-05,58.0
0.009306249,0.0054209107,0.012897075,0.95905286,0.0066617224,0.005994595,0.0006665194,59.0
0.008569446,0.8876615,0.0025209268,0.0006841242,0.036706284,0.0638102,4.7495567e-05,60.0
