cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,GHS_urban_area_id
0.048657883,0.17482623,0.08197728,0.027672492,0.5744625,0.091304004,0.0010996468,1.0
0.05041383,0.6036953,0.22826058,0.0047408007,0.01270719,0.09999819,0.00018413042,2.0
0.061253794,0.123666435,0.15515436,0.0036645194,0.007871052,0.6482374,0.00015239225,3.0
0.021477085,0.0412428,0.038193915,0.0017943949,0.003705188,0.8935125,7.4114614e-05,4.0
0.17310144,0.052051496,0.7175656,0.002610047,0.005063737,0.049493093,0.00011458059,5.0
0.023066428,0.042084683,0.03959576,0.0019519426,0.004059369,0.8891598,8.2011175e-05,6.0
0.0317956,0.7634424,0.12217709,0.003636632,0.009643607,0.06917183,0.00013282984,7.0
0.89926946,0.015698897,0.059230953,0.0016439182,0.0026359493,0.021440944,7.987755e-05,8.0
0.6819979,0.03636304,0.22773063,0.002670514,0.004660959,0.046454575,0.00012243059,9.0
0.9059776,0.014361453,0.0561018,0.0014549592,0.0023447445,0.019689372,7.004069e-05,10.0
0.08661051,0.04271517,0.8255645,0.0017639392,0.0034902333,0.0397801,7.5508855e-05,11.0
0.07030739,0.19024742,0.6393188,0.0036524027,0.008401151,0.087924466,0.00014828936,12.0
0.0027949293,0.0071022008,0.0041574026,0.0023454826,0.9788912,0.0046016886,0.00010708894,13.0
0.90580976,0.014356466,0.055925634,0.0014476734,0.002327819,0.0200631,6.955955e-05,14.0
0.9004538,0.015481453,0.058160592,0.0016124479,0.0025825794,0.021630831,7.82644e-05,15.0
0.8769285,0.01810946,0.07728586,0.0017585362,0.0028408635,0.02299378,8.2951454e-05,16.0
0.17311098,0.051278137,0.7129959,0.0024873798,0.004751793,0.05526762,0.00010825147,17.0
0.8960942,0.016301928,0.060453795,0.0017198068,0.0027577619,0.022588557,8.390663e-05,18.0
0.74472755,0.03150073,0.17877351,0.0024937505,0.0042463443,0.03814423,0.000113831644,19.0
0.060645614,0.5629145,0.1340237,0.01733436,0.08567303,0.13878569,0.000623056,20.0
0.88857436,0.017773915,0.06430463,0.0019374674,0.003052122,0.024263283,9.420272e-05,21.0
0.90034866,0.015521251,0.058188893,0.0016213624,0.0025888197,0.021652492,7.855121e-05,22.0
0.89335203,0.016949298,0.061056845,0.0018195932,0.00286151,0.023872985,8.7746965e-05,23.0
0.9059877,0.014085402,0.056778543,0.0013785493,0.0022405183,0.019463418,6.591169e-05,24.0
0.04298524,0.09094029,0.0979546,0.0028984167,0.0063916137,0.7587074,0.00012248717,25.0
0.89647734,0.01631839,0.059661943,0.0017313691,0.0027422654,0.022984875,8.3735365e-05,26.0
0.0033391642,0.008163094,0.004872778,0.0031218356,0.9749167,0.0054450925,0.00014135658,27.0
0.37506357,0.059222788,0.49280885,0.0036380454,0.006402488,0.06270821,0.00015604675,28.0
0.030613972,0.08916159,0.06892161,0.0025567112,0.005555813,0.8030882,0.00010208761,29.0
0.8904894,0.015726922,0.0693621,0.0014716447,0.002412813,0.020467658,6.9444766e-05,30.0
0.07766512,0.06548263,0.7851737,0.002173503,0.0044274516,0.06498588,9.1626986e-05,31.0
0.89182377,0.017204517,0.06238375,0.00186144,0.0029460278,0.023689952,9.062971e-05,32.0
0.06527363,0.12489434,0.7227223,0.002806982,0.0062175673,0.07796977,0.00011540451,33.0
0.06788719,0.14127359,0.703863,0.0030938613,0.006989997,0.07676543,0.0001269354,34.0
0.22238852,0.052775964,0.6594465,0.0027571933,0.005196797,0.057314083,0.000121046214,35.0
0.06307043,0.1090659,0.75071055,0.0026397544,0.0059205997,0.0684821,0.00011068621,36.0
0.05949767,0.57450885,0.13689953,0.014337668,0.06941584,0.14478737,0.0005531164,37.0
0.90221584,0.015145976,0.057260256,0.0015633977,0.002507014,0.021231933,7.563767e-05,38.0
0.06171276,0.07945464,0.06737348,0.63362765,0.0802346,0.07113994,0.0064569535,39.0
0.074589215,0.28834352,0.52065784,0.004590142,0.010418505,0.10122318,0.00017758821,40.0
0.89751583,0.016095586,0.059538566,0.0017035687,0.0027155941,0.02234806,8.279886e-05,41.0
0.11358245,0.052604876,0.7829353,0.0023252945,0.004514886,0.043939132,9.808396e-05,42.0
0.069872886,0.1700234,0.66672665,0.0034550931,0.0076974095,0.08208607,0.00013846577,43.0
0.06183641,0.09433702,0.77039564,0.0024125108,0.0053925687,0.065523565,0.00010228148,44.0
0.84971803,0.02013235,0.09883489,0.0017331605,0.0029600062,0.026538916,8.25955e-05,45.0
0.057370808,0.045923356,0.85476136,0.0015710313,0.0032245186,0.037082914,6.604973e-05,46.0
0.067016035,0.10311775,0.07894034,0.49062455,0.16526756,0.087321885,0.0077118794,47.0
0.019799022,0.041178513,0.036232807,0.0017016068,0.0035504878,0.8974679,6.975638e-05,48.0
0.884303,0.016329965,0.073421665,0.0014763278,0.0024160955,0.02198425,6.872757e-05,49.0
0.077469595,0.114601575,0.0900045,0.42128557,0.18628559,0.09887584,0.0114772925,50.0
0.7004688,0.03476191,0.21329276,0.0025923182,0.0045098225,0.04425533,0.00011907147,52.0
0.020611642,0.04077357,0.03609884,0.0018233673,0.0038168966,0.8967999,7.5747e-05,53.0
0.019050563,0.040916394,0.034776803,0.0017021028,0.0036154324,0.8998684,7.03413e-05,54.0
0.7789471,0.027764099,0.15134048,0.0022042298,0.0037353528,0.035907857,0.00010079939,55.0
0.021041645,0.043613963,0.036674507,0.0019800235,0.0042088116,0.8923984,8.257334e-05,56.0
0.9004184,0.015427503,0.05867775,0.0016038939,0.002561646,0.02123329,7.755169e-05,57.0
0.90744793,0.01395183,0.055870812,0.0013865882,0.0022351297,0.019041505,6.620938e-05,58.0
0.025116302,0.04513275,0.041409463,0.0022429856,0.0046180305,0.88138646,9.401492e-05,59.0
0.9075347,0.0138301505,0.056063153,0.0013543132,0.002188626,0.018964637,6.440364e-05,60.0
0.9074144,0.013841615,0.0562001,0.0013554734,0.002188902,0.018935194,6.440937e-05,61.0
0.9050534,0.014039259,0.057967428,0.0013471311,0.0021899273,0.019339046,6.386856e-05,62.0
0.02226965,0.0425225,0.037912358,0.0020016169,0.004164322,0.89104605,8.346713e-05,63.0
0.29818997,0.055293288,0.5755792,0.0030985773,0.0056942813,0.06200897,0.00013569908,64.0
0.019470545,0.041644093,0.036242917,0.0016718995,0.0035203097,0.89738154,6.862206e-05,65.0
0.020687332,0.04132885,0.037858114,0.0017213401,0.0036497295,0.89468265,7.1907736e-05,66.0
