GHS_urban_area_id,most_probable_cluster,assignment_probability,uncertainty_score,similarity
236,2,1.0,0.0,0.26332086
237,0,1.0,0.0,0.279446
238,1,1.0,0.0,0.6604612
239,0,1.0,0.0,0.3168313
240,0,1.0,0.0,0.2953405
241,0,1.0,0.0,0.33090693
242,2,1.0,0.0,0.24606632
243,0,1.0,0.0,0.29897937
244,2,1.0,0.0,0.24794535
245,2,1.0,0.0,0.24080248
246,2,1.0,0.0,0.24634902
247,2,1.0,0.0,0.24087778
248,2,1.0,0.0,0.273219
249,2,1.0,0.0,0.24255507
250,1,1.0,0.0,0.617924
251,2,1.0,0.0,0.27534145
252,2,1.0,0.0,0.23726378
253,0,1.0,0.0,0.57513833
255,1,1.0,0.0,0.59820414
256,2,1.0,0.0,0.23885274
257,2,1.0,0.0,0.2686557
258,2,1.0,0.0,0.39530405
259,1,1.0,0.0,0.63756126
260,2,1.0,0.0,0.24880928
261,2,1.0,0.0,0.25502354
262,0,1.0,0.0,0.24768282
263,2,1.0,0.0,0.2560274
264,1,1.0,0.0,0.6735773
265,2,1.0,0.0,0.23848762
266,1,1.0,0.0,0.567264
267,2,1.0,0.0,0.3311522
268,0,1.0,0.0,0.30527344
269,2,1.0,0.0,0.2872966
270,0,1.0,0.0,0.4982749
271,2,1.0,0.0,0.24114025
272,2,1.0,0.0,0.25087646
273,2,1.0,0.0,0.28007028
274,2,1.0,0.0,0.35509723
275,2,1.0,0.0,0.27823278
276,2,1.0,0.0,0.24461296
277,2,1.0,0.0,0.38424116
278,2,1.0,0.0,0.2999603
279,2,1.0,0.0,0.32536906
280,2,1.0,0.0,0.27820346
281,2,1.0,0.0,0.29937726
282,2,1.0,0.0,0.26023012
283,2,1.0,0.0,0.33392704
284,2,1.0,0.0,0.32263416
285,2,1.0,0.0,0.24266008
286,0,1.0,0.0,0.45229027
287,2,1.0,0.0,0.29386574
288,2,1.0,0.0,0.33744848
289,1,1.0,0.0,0.5705291
290,1,1.0,0.0,0.5191229
291,2,1.0,0.0,0.46823534
292,0,1.0,0.0,0.603128
293,1,1.0,0.0,0.6931402
294,2,1.0,0.0,0.3403772
295,1,1.0,0.0,0.5905936
296,1,1.0,0.0,0.6791426
297,1,1.0,0.0,0.577151
298,0,1.0,0.0,0.47477424
299,1,1.0,0.0,0.4776565
300,1,1.0,0.0,0.5532563
301,2,1.0,0.0,0.35437614
302,1,1.0,0.0,0.653072
303,1,1.0,0.0,0.784191
304,1,1.0,0.0,0.58762723
305,1,1.0,0.0,0.5937654
306,1,1.0,0.0,0.4382601
307,0,1.0,0.0,0.2966763
308,0,1.0,0.0,0.54134613
309,2,1.0,0.0,0.43019012
310,1,1.0,0.0,0.56268775
311,0,1.0,0.0,0.3536007
312,2,1.0,0.0,0.29441136
314,2,1.0,0.0,0.40552324
315,2,1.0,0.0,0.28429958
316,2,1.0,0.0,0.59135455
317,0,1.0,0.0,0.58534074
319,0,1.0,0.0,0.27965635
320,0,1.0,0.0,0.40021855
321,1,1.0,0.0,0.5536799
322,1,1.0,0.0,0.50633466
323,2,1.0,0.0,0.44138518
324,1,1.0,0.0,0.5690854
325,2,1.0,0.0,0.39131466
326,1,1.0,0.0,0.5472793
327,1,1.0,0.0,0.49629906
328,2,1.0,0.0,0.51399666
329,2,1.0,0.0,0.4254629
330,0,1.0,0.0,0.44107834
331,2,1.0,0.0,0.37887314
332,2,1.0,0.0,0.35909662
333,0,1.0,0.0,0.2504478
334,2,1.0,0.0,0.71151286
335,0,1.0,0.0,0.2519149
336,0,1.0,0.0,0.44172046
337,2,1.0,0.0,0.36169332
338,0,1.0,0.0,0.42009592
339,0,1.0,0.0,0.5019743
340,1,1.0,0.0,0.53579116
341,0,1.0,0.0,0.56219345
342,0,1.0,0.0,0.36413988
343,0,1.0,0.0,0.32677576
344,2,1.0,0.0,0.74596006
345,2,1.0,0.0,0.43752897
346,2,1.0,0.0,0.33429968
347,2,1.0,0.0,0.4090545
348,2,1.0,0.0,0.43656754
349,2,1.0,0.0,0.3807357
350,2,1.0,0.0,0.38390887
351,2,1.0,0.0,0.23890433
352,0,1.0,0.0,0.39268142
353,2,1.0,0.0,0.24767993
354,1,1.0,0.0,0.881946
355,1,1.0,0.0,0.5854955
356,2,1.0,0.0,0.3367088
357,1,1.0,0.0,0.5643183
358,2,1.0,0.0,0.24603236
359,1,1.0,0.0,0.5873541
360,0,1.0,0.0,0.36273864
361,0,1.0,0.0,0.45386705
362,0,1.0,0.0,0.25384876
363,1,1.0,0.0,0.69372505
364,0,1.0,0.0,0.31008157
365,0,1.0,0.0,0.3744784
366,1,1.0,0.0,0.52322537
367,1,1.0,0.0,0.44679326
368,2,1.0,0.0,0.74242604
369,0,1.0,0.0,0.417089
370,1,1.0,0.0,0.6954822
371,1,1.0,0.0,0.61973786
372,1,1.0,0.0,0.6086069
373,2,1.0,0.0,0.33622068
374,0,1.0,0.0,0.32103992
375,0,1.0,0.0,0.4265403
376,1,1.0,0.0,0.5109908
377,1,1.0,0.0,0.5220766
378,1,1.0,0.0,0.4472358
379,1,1.0,0.0,0.5547232
380,1,1.0,0.0,0.4796579
381,0,1.0,0.0,0.38673666
382,2,1.0,0.0,0.3615886
383,0,1.0,0.0,0.39131686
384,0,1.0,0.0,0.34740987
385,0,1.0,0.0,0.39671263
386,0,1.0,0.0,0.29229605
387,0,1.0,0.0,0.5080388
389,0,1.0,0.0,0.54133195
390,1,1.0,0.0,0.6672682
391,1,1.0,0.0,0.5303815
392,2,1.0,0.0,0.30092734
393,0,1.0,0.0,0.3424076
394,2,1.0,0.0,0.2929026
395,1,1.0,0.0,0.5968674
396,2,1.0,0.0,0.3237934
397,0,1.0,0.0,0.2892416
398,2,1.0,0.0,0.25671408
399,1,1.0,0.0,0.62590957
400,0,1.0,0.0,0.35796353
401,0,1.0,0.0,0.28456062
402,0,1.0,0.0,0.25231192
403,2,1.0,0.0,0.25312877
404,0,1.0,0.0,0.28497666
405,2,1.0,0.0,0.2515641
406,2,1.0,0.0,0.23587294
407,2,1.0,0.0,0.25025636
408,2,1.0,0.0,0.24270034
409,2,1.0,0.0,0.2570252
410,2,1.0,0.0,0.24406934
411,1,1.0,0.0,0.6530248
412,2,1.0,0.0,0.2484409
413,0,1.0,0.0,0.46621716
414,1,1.0,0.0,0.5876736
415,2,1.0,0.0,0.2497687
416,2,1.0,0.0,0.26394314
417,2,1.0,0.0,0.24447031
418,2,1.0,0.0,0.71372485
419,2,1.0,0.0,0.2575689
420,1,1.0,0.0,0.6255062
421,0,1.0,0.0,0.25779793
422,2,1.0,0.0,0.24765612
423,2,1.0,0.0,0.24602282
424,0,1.0,0.0,0.31317657
425,2,1.0,0.0,0.2594228
426,2,1.0,0.0,0.3498984
427,1,1.0,0.0,0.53784555
428,0,1.0,0.0,0.48454818
429,1,1.0,0.0,0.5777139
430,2,1.0,0.0,0.260991
431,2,1.0,0.0,0.36041218
432,2,1.0,0.0,0.2629218
433,2,1.0,0.0,0.28320435
434,2,1.0,0.0,0.3319167
435,2,1.0,0.0,0.24299234
436,2,1.0,0.0,0.24331057
437,2,1.0,0.0,0.33588073
438,2,1.0,0.0,0.29772714
439,2,1.0,0.0,0.31084818
440,2,1.0,0.0,0.3278233
441,2,1.0,0.0,0.26910657
442,2,1.0,0.0,0.2728738
443,2,1.0,0.0,0.2394493
444,0,1.0,0.0,0.53624237
445,1,1.0,0.0,0.5793673
446,1,1.0,0.0,0.6381513
447,1,1.0,0.0,0.5909262
448,1,1.0,0.0,0.68074465
449,1,1.0,0.0,0.7293029
450,2,1.0,0.0,0.35130674
451,0,1.0,0.0,0.5910846
452,1,1.0,0.0,0.75587267
453,1,1.0,0.0,0.8113827
454,0,1.0,0.0,0.47334674
455,0,1.0,0.0,0.33355486
456,1,1.0,0.0,0.530169
457,2,1.0,0.0,0.39397487
458,2,1.0,0.0,0.2619822
459,1,1.0,0.0,0.7586362
460,1,1.0,0.0,0.55505353
461,1,1.0,0.0,0.6137126
462,1,1.0,0.0,0.53219765
463,1,1.0,0.0,0.67725885
464,1,1.0,0.0,0.5439587
465,1,1.0,0.0,0.57254356
467,2,1.0,0.0,0.26056528
468,2,1.0,0.0,0.39369744
469,1,1.0,0.0,0.5098007
470,2,1.0,0.0,0.59051234
471,2,1.0,0.0,0.36414093
472,0,1.0,0.0,0.48068044
473,0,1.0,0.0,0.28946978
474,0,1.0,0.0,0.2969337
475,2,1.0,0.0,0.46995693
476,1,1.0,0.0,0.5188737
477,2,1.0,0.0,0.44561616
478,2,1.0,0.0,0.31975442
479,2,1.0,0.0,0.39274168
480,2,1.0,0.0,0.37926763
481,1,1.0,0.0,0.5648494
482,2,1.0,0.0,0.57585853
483,2,1.0,0.0,0.3858493
484,0,1.0,0.0,0.5167521
485,2,1.0,0.0,0.38381317
486,2,1.0,0.0,0.36052218
487,0,1.0,0.0,0.2564891
488,1,1.0,0.0,0.57992977
489,0,1.0,0.0,0.33966455
490,0,1.0,0.0,0.2816093
491,0,1.0,0.0,0.43228385
492,0,1.0,0.0,0.62986004
493,0,1.0,0.0,0.27052638
494,0,1.0,0.0,0.5455141
495,1,1.0,0.0,0.541834
496,1,1.0,0.0,0.504086
497,0,1.0,0.0,0.2995997
498,2,1.0,0.0,0.34796804
499,1,1.0,0.0,0.5619712
500,2,1.0,0.0,0.279102
501,2,1.0,0.0,0.37714398
502,2,1.0,0.0,0.3220076
503,0,1.0,0.0,0.34146225
504,1,1.0,0.0,0.8466908
505,2,1.0,0.0,0.27489936
506,2,1.0,0.0,0.3393634
507,2,1.0,0.0,0.30198044
508,2,1.0,0.0,0.24029806
509,0,1.0,0.0,0.26182318
510,0,1.0,0.0,0.39763093
511,0,1.0,0.0,0.33751863
512,0,1.0,0.0,0.31945595
513,1,1.0,0.0,0.79833615
514,0,1.0,0.0,0.33978721
515,0,1.0,0.0,0.3972321
516,1,1.0,0.0,0.49781233
517,0,1.0,0.0,0.3566824
518,1,1.0,0.0,0.49563876
519,0,1.0,0.0,0.29824656
520,0,1.0,0.0,0.48989025
521,0,1.0,0.0,0.27122906
522,0,1.0,0.0,0.36293983
523,2,1.0,0.0,0.3017429
524,2,1.0,0.0,0.343043
525,0,1.0,0.0,0.33852232
526,1,1.0,0.0,0.5024817
527,1,1.0,0.0,0.5154995
528,1,1.0,0.0,0.45083675
529,0,1.0,0.0,0.4191505
530,1,1.0,0.0,0.57074517
531,0,1.0,0.0,0.45153016
532,0,1.0,0.0,0.5026485
533,0,1.0,0.0,0.34756044
535,0,1.0,0.0,0.41880932
536,1,1.0,0.0,0.6267291
537,0,1.0,0.0,0.3617972
538,2,1.0,0.0,0.30170298
539,0,1.0,0.0,0.34567285
540,2,1.0,0.0,0.27264708
541,0,1.0,0.0,0.25355464
542,2,1.0,0.0,0.28232098
543,0,1.0,0.0,0.27316934
544,2,1.0,0.0,0.26002404
545,1,1.0,0.0,0.6015813
546,0,1.0,0.0,0.30025768
547,0,1.0,0.0,0.35338053
548,0,1.0,0.0,0.28704038
549,2,1.0,0.0,0.25089917
550,0,1.0,0.0,0.28120908
551,2,1.0,0.0,0.25278717
552,2,1.0,0.0,0.24344082
553,2,1.0,0.0,0.2533246
554,2,1.0,0.0,0.23814356
555,2,1.0,0.0,0.26574948
556,1,1.0,0.0,0.64963037
557,2,1.0,0.0,0.24223688
558,2,1.0,0.0,0.24727674
559,0,1.0,0.0,0.5345157
560,2,1.0,0.0,0.25836644
561,2,1.0,0.0,0.24323454
562,2,1.0,0.0,0.2640726
563,1,1.0,0.0,0.6425293
564,1,1.0,0.0,0.60197914
565,0,1.0,0.0,0.31774646
566,1,1.0,0.0,0.6285712
567,2,1.0,0.0,0.2467586
568,2,1.0,0.0,0.24632037
569,2,1.0,0.0,0.25225592
570,0,1.0,0.0,0.44716412
571,2,1.0,0.0,0.3328934
572,2,1.0,0.0,0.23750065
573,2,1.0,0.0,0.24940564
574,1,1.0,0.0,0.48744893
575,2,1.0,0.0,0.33167106
576,2,1.0,0.0,0.3724487
577,2,1.0,0.0,0.24653457
578,2,1.0,0.0,0.24820423
579,2,1.0,0.0,0.25470588
580,2,1.0,0.0,0.74353224
581,2,1.0,0.0,0.3295352
582,0,1.0,0.0,0.38609242
583,0,1.0,0.0,0.5171116
584,2,1.0,0.0,0.3252635
585,2,1.0,0.0,0.3043421
586,2,1.0,0.0,0.2829402
587,2,1.0,0.0,0.27786392
588,1,1.0,0.0,0.42220357
589,0,1.0,0.0,0.28108823
590,2,1.0,0.0,0.2858321
591,1,1.0,0.0,0.5506981
592,0,1.0,0.0,0.60139805
593,0,1.0,0.0,0.4481792
594,1,1.0,0.0,0.74703354
595,1,1.0,0.0,0.60301745
596,2,1.0,0.0,0.3527213
597,1,1.0,0.0,0.48360625
598,0,1.0,0.0,0.6295328
599,1,1.0,0.0,0.6039449
600,1,1.0,0.0,0.53553677
601,2,1.0,0.0,0.33103457
602,1,1.0,0.0,0.51642233
603,0,1.0,0.0,0.32826295
604,1,1.0,0.0,0.5732862
605,1,1.0,0.0,0.6711067
606,1,1.0,0.0,0.58779466
607,1,1.0,0.0,0.62137103
608,0,1.0,0.0,0.4678641
609,1,1.0,0.0,0.5333707
610,1,1.0,0.0,0.50000054
611,2,1.0,0.0,0.5300877
612,0,1.0,0.0,0.503889
613,2,1.0,0.0,0.35396254
614,2,1.0,0.0,0.41466293
615,2,1.0,0.0,0.37191963
617,0,1.0,0.0,0.24825604
618,0,1.0,0.0,0.4935361
619,2,1.0,0.0,0.43162987
620,1,1.0,0.0,0.54095304
621,1,1.0,0.0,0.52463204
622,2,1.0,0.0,0.39391196
623,1,1.0,0.0,0.50209326
624,1,1.0,0.0,0.55207205
626,1,1.0,0.0,0.5797123
627,0,1.0,0.0,0.50958365
628,2,1.0,0.0,0.376357
629,2,1.0,0.0,0.37865645
630,0,1.0,0.0,0.26079834
631,0,1.0,0.0,0.38484305
632,1,1.0,0.0,0.4521795
633,0,1.0,0.0,0.26805198
634,0,1.0,0.0,0.481268
635,0,1.0,0.0,0.27302894
636,0,1.0,0.0,0.60944694
637,0,1.0,0.0,0.36911428
638,0,1.0,0.0,0.43576622
639,2,1.0,0.0,0.736506
640,2,1.0,0.0,0.42725003
641,2,1.0,0.0,0.40524438
642,2,1.0,0.0,0.249609
643,2,1.0,0.0,0.39175063
644,2,1.0,0.0,0.33958694
645,0,1.0,0.0,0.33976427
646,1,1.0,0.0,0.83870274
647,2,1.0,0.0,0.27085447
648,2,1.0,0.0,0.30577207
649,1,1.0,0.0,0.549837
650,2,1.0,0.0,0.23814225
651,1,1.0,0.0,0.8223047
652,0,1.0,0.0,0.27087453
653,0,1.0,0.0,0.40635484
654,0,1.0,0.0,0.28549927
655,0,1.0,0.0,0.6293981
656,0,1.0,0.0,0.38396493
657,0,1.0,0.0,0.33519682
658,1,1.0,0.0,0.45551005
659,0,1.0,0.0,0.35086772
660,2,1.0,0.0,1.0578296
661,0,1.0,0.0,0.33829847
662,1,1.0,0.0,0.69241107
663,1,1.0,0.0,0.62660396
664,0,1.0,0.0,0.31994775
665,2,1.0,0.0,0.28134087
666,2,1.0,0.0,0.3489845
667,0,1.0,0.0,0.4327571
668,1,1.0,0.0,0.47507098
669,1,1.0,0.0,0.5526709
670,1,1.0,0.0,0.5716951
671,0,1.0,0.0,0.41426936
672,1,1.0,0.0,0.5623432
673,1,1.0,0.0,0.62324727
674,0,1.0,0.0,0.47584355
675,0,1.0,0.0,0.3223524
676,0,1.0,0.0,0.5275901
677,1,1.0,0.0,0.6016665
678,1,1.0,0.0,0.6409963
679,2,1.0,0.0,0.303521
680,0,1.0,0.0,0.2531306
681,2,1.0,0.0,0.27673507
682,0,1.0,0.0,0.27190053
683,2,1.0,0.0,0.27359626
684,0,1.0,0.0,0.28979242
685,2,1.0,0.0,0.25302136
686,1,1.0,0.0,0.56118613
687,0,1.0,0.0,0.26410714
688,0,1.0,0.0,0.36318183
689,2,1.0,0.0,0.2477526
690,0,1.0,0.0,0.25836653
691,0,1.0,0.0,0.30665925
692,2,1.0,0.0,0.25007555
693,2,1.0,0.0,0.24032336
694,2,1.0,0.0,0.23871943
695,2,1.0,0.0,0.23671153
696,2,1.0,0.0,0.27113035
697,1,1.0,0.0,0.6101822
698,2,1.0,0.0,0.2514565
699,2,1.0,0.0,0.24288282
700,0,1.0,0.0,0.584786
701,2,1.0,0.0,0.25416195
702,2,1.0,0.0,0.24309522
703,2,1.0,0.0,0.24569246
704,1,1.0,0.0,0.6268289
705,0,1.0,0.0,0.3274453
706,1,1.0,0.0,0.6523097
707,1,1.0,0.0,0.6644035
708,2,1.0,0.0,0.24979657
709,2,1.0,0.0,0.24141774
710,2,1.0,0.0,0.26042098
711,0,1.0,0.0,0.32921925
712,2,1.0,0.0,0.4621771
713,2,1.0,0.0,0.27267286
714,2,1.0,0.0,0.40404463
715,1,1.0,0.0,0.47180945
716,2,1.0,0.0,0.34624165
717,2,1.0,0.0,0.32688704
718,2,1.0,0.0,0.26434284
719,2,1.0,0.0,0.7430435
720,2,1.0,0.0,0.2784567
721,2,1.0,0.0,0.27868667
722,0,1.0,0.0,0.44436035
723,2,1.0,0.0,0.3061235
724,2,1.0,0.0,0.27149865
725,2,1.0,0.0,0.2760927
726,2,1.0,0.0,0.27891752
727,2,1.0,0.0,0.25359628
729,2,1.0,0.0,0.38987857
730,1,1.0,0.0,0.5416462
731,1,1.0,0.0,0.49069983
732,0,1.0,0.0,0.41898865
733,1,1.0,0.0,0.7096386
734,1,1.0,0.0,0.58921975
735,1,1.0,0.0,0.5459405
736,0,1.0,0.0,0.44307533
737,0,1.0,0.0,0.49268597
738,1,1.0,0.0,0.4558211
739,1,1.0,0.0,0.63656294
740,1,1.0,0.0,0.4661866
741,0,1.0,0.0,0.3321451
742,1,1.0,0.0,0.64401484
743,1,1.0,0.0,0.6993402
744,1,1.0,0.0,0.55456567
745,0,1.0,0.0,0.4275213
746,1,1.0,0.0,0.5261893
747,0,1.0,0.0,0.43134663
748,1,1.0,0.0,0.62509185
749,1,1.0,0.0,0.49592468
750,0,1.0,0.0,0.48631135
751,2,1.0,0.0,0.367478
752,1,1.0,0.0,0.53373426
753,0,1.0,0.0,0.5461119
754,0,1.0,0.0,0.27878073
755,2,1.0,0.0,0.32269177
756,1,1.0,0.0,0.6618816
757,1,1.0,0.0,0.49504697
758,2,1.0,0.0,0.3454396
759,2,1.0,0.0,0.40325773
760,0,1.0,0.0,0.31194016
761,2,1.0,0.0,0.47432822
762,2,1.0,0.0,0.35928306
763,1,1.0,0.0,0.71922594
764,2,1.0,0.0,0.35921252
765,0,1.0,0.0,0.27263433
766,2,1.0,0.0,0.39567563
767,0,1.0,0.0,0.49697924
768,0,1.0,0.0,0.34662676
769,0,1.0,0.0,0.25465998
770,0,1.0,0.0,0.45068237
771,0,1.0,0.0,0.64087725
772,0,1.0,0.0,0.32941043
773,1,1.0,0.0,0.5308549
774,0,1.0,0.0,0.4700852
775,1,1.0,0.0,0.6117548
776,2,1.0,0.0,0.40333942
777,2,1.0,0.0,0.2963682
778,2,1.0,0.0,0.37574932
779,2,1.0,0.0,0.24397364
780,0,1.0,0.0,0.31522858
781,2,1.0,0.0,0.25686884
782,1,1.0,0.0,0.8398533
783,2,1.0,0.0,0.24449567
784,2,1.0,0.0,0.3133855
785,1,1.0,0.0,0.5574979
