cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.047661692,0.057869986,0.005495419,0.035178345,0.0822561,6.17902e-05,0.019483939,0.060980618,0.019761486,0.058766805,0.0012219329,0.3597925,0.2514694,1
0.044773385,0.07865503,0.005192217,0.029311549,0.055089287,6.691307e-05,0.015801828,0.03909,0.020360587,0.14435996,0.0012451414,0.46094865,0.105105475,2
0.034180835,0.0799891,0.0046493057,0.019921279,0.029244548,7.444571e-05,0.011823393,0.02220171,0.019787151,0.6388724,0.0012548079,0.09897623,0.03902476,3
0.033473708,0.075348936,0.00476113,0.020290483,0.029898394,7.703463e-05,0.011911051,0.02230365,0.019463092,0.6419306,0.0012934804,0.09978115,0.039467357,4
0.03421995,0.07609956,0.0050074165,0.02107364,0.030683821,8.199083e-05,0.012308189,0.02276952,0.02016984,0.63830686,0.0013698277,0.09809813,0.03981117,5
0.033317424,0.074201226,0.0047366647,0.020334234,0.030297272,7.630235e-05,0.011865635,0.022317111,0.019192418,0.6410662,0.0012841781,0.10153672,0.039774537,6
0.05181076,0.11673929,0.0055403137,0.02969522,0.048706535,7.429692e-05,0.016119486,0.036393832,0.024551999,0.27895668,0.0013546606,0.3094449,0.08061196,7
0.04839409,0.024699986,0.013878001,0.033763055,0.047360606,9.48424e-05,0.56604105,0.14331295,0.033550624,0.014417409,0.002367178,0.025426058,0.04669419,8
0.06905276,0.032675337,0.009573314,0.04008914,0.07680442,7.347047e-05,0.1394462,0.45382804,0.03299785,0.017934335,0.0017095807,0.03800538,0.08781021,9
0.044863775,0.023015842,0.013635459,0.031087779,0.04231675,9.259117e-05,0.61162686,0.12056673,0.032415155,0.013428995,0.0023250573,0.02318957,0.041435465,10
0.047598712,0.041477636,0.005766488,0.039272744,0.093393676,5.597453e-05,0.024750216,0.10552152,0.019428909,0.030605689,0.0011777711,0.12693293,0.46401772,11
0.04876362,0.040404543,0.005880179,0.039277654,0.09781059,5.6387733e-05,0.026589721,0.120043516,0.01977302,0.029049516,0.0011928431,0.113482624,0.45767576,12
0.060470987,0.03275917,0.0075387475,0.03982862,0.08835138,6.144458e-05,0.06398921,0.4736512,0.025740294,0.018854033,0.0013902523,0.04713726,0.1402274,13
0.060820967,0.030885171,0.009051091,0.03952992,0.07691613,7.0188995e-05,0.10991758,0.48813418,0.029142229,0.017598491,0.0016274238,0.038957406,0.09734918,14
0.0430206,0.07435798,0.005166815,0.029963722,0.05436055,6.559748e-05,0.015415949,0.038488638,0.019729592,0.13145205,0.0012292863,0.4795197,0.107229576,15
0.03812415,0.0840233,0.005096052,0.023773097,0.036827307,7.680294e-05,0.013442596,0.027278133,0.020602144,0.53000104,0.0013320661,0.16538176,0.05404155,16
0.07148766,0.03150866,0.013607618,0.035410017,0.046434615,9.5837444e-05,0.5228903,0.13441065,0.05272599,0.016166665,0.002334005,0.027180692,0.045747228,17
0.058703624,0.03402233,0.007860718,0.043946687,0.10080247,6.449198e-05,0.05775486,0.41736373,0.025113447,0.020496909,0.0014562767,0.053993728,0.17842072,18
0.033338733,0.07629451,0.004667186,0.02070904,0.030131355,7.318184e-05,0.011718878,0.022538913,0.019045217,0.62689066,0.0012465972,0.11190685,0.041438892,19
0.06358215,0.034700464,0.0074158497,0.040826507,0.090780914,6.1025195e-05,0.059412804,0.45055783,0.026275896,0.019727038,0.001373252,0.050648026,0.15463826,20
0.03467282,0.08064597,0.0047794012,0.021831146,0.031298507,7.324086e-05,0.011994228,0.023414716,0.019587858,0.6033415,0.0012606836,0.12317858,0.043921344,21
0.055862524,0.038705606,0.007367117,0.047408037,0.11185323,6.448398e-05,0.039507672,0.22600953,0.023339037,0.025344258,0.0014171425,0.08012999,0.34299135,22
0.033342943,0.076048754,0.0047194147,0.020797828,0.030114844,7.442393e-05,0.011798578,0.02260259,0.019179888,0.627935,0.0012645326,0.110726364,0.041394886,23
0.055969406,0.04082843,0.0063527673,0.043438975,0.1114774,5.770425e-05,0.031788576,0.16674557,0.0218188,0.026675448,0.001246171,0.09341355,0.40018728,24
0.060662832,0.1990574,0.0062264544,0.028810224,0.038294785,8.976371e-05,0.016656587,0.031723276,0.03415295,0.40262705,0.0015810442,0.1273158,0.05280184,25
0.04534127,0.08492622,0.005611838,0.030821042,0.053918585,7.467821e-05,0.016053766,0.037597697,0.021590421,0.20579007,0.0013709576,0.40295345,0.09395,26
0.06978987,0.054013804,0.013324439,0.23073809,0.13018394,9.2878436e-05,0.036319207,0.10947844,0.032555155,0.03476388,0.00221089,0.09659738,0.18993203,27
0.036328297,0.07995983,0.0049791466,0.022858191,0.034969643,7.612158e-05,0.012925504,0.025833108,0.019945115,0.56220436,0.0013120654,0.14835152,0.05025712,28
0.034443907,0.077467084,0.004914886,0.020795876,0.030514007,7.993291e-05,0.012176035,0.02253328,0.020126898,0.6398279,0.0013393126,0.09657237,0.039208468,29
0.043785412,0.07478247,0.005115567,0.029397624,0.056014687,6.515953e-05,0.015585745,0.039070576,0.019748447,0.13118534,0.0012191893,0.47576702,0.10826277,30
0.03339033,0.07458167,0.0048946235,0.020985106,0.030305501,7.90555e-05,0.012046378,0.022633713,0.019565903,0.6360386,0.0013291665,0.10360973,0.040540308,31
0.04646383,0.059114717,0.0053464454,0.03511716,0.076792985,6.0095244e-05,0.018231427,0.05551531,0.019356964,0.06145241,0.0011878313,0.3998883,0.22147253,32
0.05930643,0.06261004,0.005579088,0.039369427,0.1004735,5.8184312e-05,0.021662958,0.07578935,0.021808248,0.048333377,0.0011838257,0.25818694,0.30563867,33
