cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,GHS_urban_area_id
0.25598532,0.008275133,0.063600205,0.00011017722,0.0012242286,0.26949278,0.40131214,1.0
0.032879375,0.038021922,0.7875926,0.00019198417,0.0028542525,0.06289908,0.075560756,2.0
0.060924005,0.017428251,0.5617983,0.00015902272,0.0020280406,0.21705276,0.1406096,3.0
0.008080053,0.021932831,0.011354798,0.0016859531,0.93860495,0.008720893,0.0096205445,4.0
0.049578473,0.0050055287,0.05063377,6.515146e-05,0.0007456739,0.83213276,0.061838657,5.0
0.043819536,0.6832283,0.09092511,0.0017972124,0.06647583,0.05173609,0.06201795,6.0
0.06417417,0.007657994,0.08963305,7.874457e-05,0.00094420277,0.096800864,0.740711,7.0
0.91217905,0.002250432,0.010439261,3.923971e-05,0.00039741347,0.03689756,0.037796997,8.0
0.48876122,0.007544668,0.04430922,0.00010815349,0.001167131,0.13109173,0.32701793,9.0
0.91193444,0.0021444145,0.010222877,3.6624573e-05,0.00037361984,0.03670811,0.0385799,10.0
0.17548116,0.008433582,0.07720566,0.00010702381,0.001212276,0.43220264,0.3053577,11.0
0.37340134,0.007824067,0.05329634,0.00010785037,0.0011824028,0.20051056,0.36367744,12.0
0.028938383,0.7646979,0.107247666,0.00044160034,0.008892354,0.038241543,0.05154045,13.0
0.36367816,0.007019248,0.045913044,0.000107235915,0.0011466657,0.44453228,0.1376034,14.0
0.06678412,0.006786623,0.0794231,8.2919825e-05,0.0009634473,0.74146664,0.10449316,15.0
0.038672008,0.003041908,0.026164867,4.247701e-05,0.00047444645,0.89379853,0.037805747,16.0
0.70918435,0.0055481135,0.029306792,8.5264815e-05,0.0008991986,0.09079696,0.1641793,17.0
0.91235924,0.0022485086,0.01041807,3.940381e-05,0.00039846872,0.037369035,0.03716726,18.0
0.06075192,0.0065657496,0.07448619,8.149866e-05,0.0009443344,0.7688047,0.08836561,19.0
0.5316507,0.007123677,0.041877154,0.00010354478,0.0011128695,0.13429177,0.2838402,20.0
0.040591314,0.0033703889,0.029190063,4.683509e-05,0.00052463234,0.88655955,0.039717272,21.0
0.91080314,0.0022768658,0.010564583,3.9500977e-05,0.00040061987,0.03651077,0.03940451,22.0
0.04531041,0.0029764841,0.023373218,4.3314954e-05,0.00047707933,0.89089787,0.0369216,23.0
0.91068465,0.0023204773,0.010674595,4.0762458e-05,0.00041184507,0.037592176,0.03827547,24.0
0.057684414,0.0067471946,0.06725564,8.8212095e-05,0.0010124908,0.79756534,0.06964672,25.0
0.054873865,0.0030970233,0.02395295,4.512926e-05,0.0004958419,0.8759691,0.04156609,26.0
0.035765633,0.07884634,0.047353894,0.012643138,0.74590534,0.038177542,0.041308157,27.0
0.048341192,0.004960114,0.04874165,6.523928e-05,0.0007451687,0.84036684,0.056779753,28.0
0.0636229,0.42305502,0.110118866,0.004172314,0.24354191,0.07112688,0.08436212,29.0
0.6332986,0.0058211363,0.033582013,9.371052e-05,0.0009808927,0.21437062,0.111852996,30.0
0.045289814,0.0038529807,0.037828214,5.0394465e-05,0.00057416444,0.8594771,0.05292733,31.0
0.78539145,0.0041353228,0.022000194,6.896091e-05,0.0007125511,0.11443939,0.0732522,32.0
0.031701986,0.034129295,0.7945515,0.00016648158,0.002452992,0.05591018,0.08108762,33.0
0.054340947,0.58546394,0.10477504,0.0026593325,0.11496057,0.06277749,0.07502267,34.0
0.0602054,0.024885952,0.53383875,0.00017675519,0.0023445995,0.097202756,0.28134578,35.0
0.037190527,0.0025389988,0.02183208,3.5280824e-05,0.00039379063,0.9026811,0.035328172,36.0
0.012279264,0.9131422,0.031513672,0.0003244903,0.008616782,0.01521855,0.018905047,37.0
0.036850307,0.002684527,0.02256587,3.7808688e-05,0.0004210351,0.9035047,0.033935703,38.0
0.010650059,0.028313922,0.014862643,0.0023312217,0.91972476,0.011468097,0.0126492465,39.0
0.008165467,0.94088614,0.022801796,0.00018939708,0.0046658223,0.010326619,0.012964731,40.0
0.04616783,0.0043992777,0.039290242,6.0454164e-05,0.0006815374,0.8609173,0.04848345,41.0
0.071156554,0.009131266,0.11482574,0.00010926271,0.0012833765,0.6892296,0.1142642,42.0
0.03578147,0.04101613,0.7643927,0.00019577771,0.0028942984,0.061998032,0.09372173,43.0
0.27664712,0.0069275876,0.044533204,0.000108911794,0.0011579831,0.560648,0.10997715,44.0
0.0555807,0.56518215,0.10929986,0.002771999,0.12527406,0.065472595,0.076418675,45.0
0.8923698,0.0025592507,0.012260225,4.316347e-05,0.00044165194,0.041861776,0.050464094,46.0
0.024014276,0.05659138,0.032409903,0.0070270738,0.82623017,0.025719045,0.028008163,47.0
0.04748521,0.21618104,0.07660302,0.004501265,0.5419387,0.052822173,0.06046859,48.0
0.0073284637,0.94688684,0.020616999,0.0001643848,0.0039564488,0.009211843,0.011835057,49.0
0.010001113,0.026262641,0.013950362,0.002248658,0.92488813,0.0107939355,0.011855159,50.0
0.9128591,0.0022212083,0.0103162015,3.89038e-05,0.00039346205,0.03716483,0.037006322,52.0
0.056703575,0.2997582,0.0950932,0.0045850244,0.40681967,0.063770704,0.073269665,53.0
0.050377283,0.005199792,0.053507768,6.708198e-05,0.0007704517,0.82707655,0.06300109,54.0
0.07266164,0.20501556,0.44150928,0.00058905914,0.0094892485,0.10046025,0.17027499,55.0
0.048260823,0.004880095,0.0490193,6.3683205e-05,0.00072855206,0.8379681,0.05907948,56.0
0.90962523,0.0023314755,0.010739836,4.0939878e-05,0.00041342873,0.037744686,0.03910443,57.0
0.03988393,0.0027870752,0.022744019,3.9828097e-05,0.00044141777,0.8990673,0.035036467,58.0
0.0057794317,0.015690252,0.00815173,0.0012010912,0.9560395,0.006260478,0.0068775304,59.0
0.91038924,0.0023038632,0.010644308,4.065721e-05,0.00041019352,0.03869731,0.037514415,60.0
0.90818936,0.0022221599,0.010570619,3.80822e-05,0.00038781375,0.037738394,0.0408536,61.0
0.91079366,0.0022799573,0.010584878,3.9508748e-05,0.00040086737,0.036580395,0.0393207,62.0
0.021130236,0.019360844,0.86399716,0.00010522791,0.0015237998,0.04083552,0.05304723,63.0
0.0382896,0.0042353617,0.03797164,4.4270524e-05,0.00052590814,0.040208764,0.87872446,64.0
0.063203216,0.32957006,0.37771314,0.00065798324,0.011557729,0.09314818,0.12414972,65.0
0.02253002,0.053978693,0.030485285,0.006320854,0.83623374,0.024094202,0.026357263,66.0
0.009186608,0.026260551,0.013055079,0.0017237633,0.928838,0.009910926,0.011025014,67.0
0.07810529,0.1089864,0.08846748,0.363702,0.19699995,0.08030416,0.083434775,68.0
0.08456401,0.13953678,0.10147397,0.10615534,0.3871395,0.0880225,0.09310789,69.0
0.06897407,0.12810394,0.08594417,0.04644843,0.52072793,0.07228894,0.07751249,70.0
0.07390617,0.025808634,0.36452863,0.00019550022,0.0025412573,0.10626903,0.42675078,71.0
0.0041569904,0.970086,0.011591991,9.2233786e-05,0.0022232549,0.005195284,0.006654294,72.0
0.028772123,0.06621449,0.038489107,0.008997381,0.79336077,0.030711135,0.03345509,73.0
0.042733192,0.003581604,0.033617873,4.7757803e-05,0.0005412926,0.87317026,0.046308026,74.0
0.017322594,0.043017786,0.023687301,0.0044316975,0.8726073,0.018566953,0.020366335,75.0
