cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,GHS_urban_area_id
0.0841969,0.0014100248,0.069563076,0.19126038,0.08433277,0.1124236,0.4568133,1.0
0.08340841,2.1730093e-05,0.025012499,0.00067426154,0.032083794,0.8509196,0.007879732,2.0
0.059664648,1.5642976e-05,0.87380886,0.0003828039,0.047177892,0.016449418,0.0025007264,3.0
0.29917613,2.9675944e-05,0.17682736,0.0008192454,0.42980123,0.08648899,0.00685737,4.0
0.05118753,1.2010697e-05,0.89287406,0.0002967771,0.040171653,0.01348392,0.0019740202,5.0
0.039918732,1.1842187e-05,0.038081724,0.00033289273,0.8947966,0.0240646,0.002793613,6.0
0.020610856,0.00013629894,0.015362804,0.008639865,0.019843524,0.032694165,0.90271246,7.0
0.07598828,3.6722646e-05,0.03028231,0.0012128919,0.045954537,0.8293364,0.017188877,8.0
0.018753525,7.2674964e-05,0.013023039,0.003672553,0.017985238,0.03458767,0.9119053,9.0
0.115410805,8.118404e-05,0.052590705,0.0028002837,0.08056529,0.70246345,0.04608834,10.0
0.050504323,0.00047520618,0.03971741,0.037835296,0.050824776,0.07400116,0.7466418,11.0
0.05550809,0.0005521632,0.043836273,0.04577609,0.055664226,0.08050819,0.718155,12.0
0.00761306,0.00033914056,0.006724787,0.94902664,0.0076983194,0.009149704,0.019448347,13.0
0.37332183,2.447086e-05,0.48500735,0.00063409633,0.08990177,0.046412405,0.0046980362,14.0
0.8048092,1.5373442e-05,0.056252122,0.0004297047,0.04936493,0.0853264,0.0038022823,15.0
0.07419169,2.391114e-05,0.027236195,0.00076273666,0.049858183,0.83832693,0.009600311,16.0
0.009476344,4.0038485e-05,0.0066959197,0.0020932185,0.009216398,0.01693896,0.9555391,17.0
0.39341918,3.16988e-05,0.0663813,0.00092739257,0.078985505,0.4510376,0.00921735,18.0
0.7773397,1.5015527e-05,0.11763526,0.0004028707,0.057207193,0.044166792,0.0032331836,19.0
0.06744616,0.001729601,0.057748616,0.47609806,0.068318434,0.085323654,0.2433355,20.0
0.5089398,2.645812e-05,0.34961262,0.00068596995,0.08224776,0.053376768,0.0051106866,21.0
0.06869872,0.00019413968,0.045081258,0.008841442,0.06429311,0.1430956,0.6697957,22.0
0.8228113,1.2598214e-05,0.08799907,0.00033933995,0.046663817,0.039425623,0.0027481671,23.0
0.68983424,1.9241019e-05,0.18885793,0.00050960743,0.06843681,0.04836884,0.0039733956,24.0
0.051201183,1.0506724e-05,0.89802116,0.00026082614,0.036205992,0.012545355,0.0017550294,25.0
0.83082485,1.2127487e-05,0.07780217,0.00032880326,0.047161065,0.041168638,0.0027023936,26.0
0.061573908,0.008691948,0.056833073,0.6359191,0.06198896,0.06906962,0.10592344,27.0
0.4389382,2.5825586e-05,0.32499516,0.00068892876,0.16844581,0.061504416,0.005401706,28.0
0.05024177,1.0928824e-05,0.8964941,0.00027095393,0.038399316,0.012766781,0.001816146,29.0
0.15917273,2.334681e-05,0.038108464,0.00070397643,0.053269297,0.74113816,0.007584056,30.0
0.085218936,1.9060128e-05,0.06860522,0.0005382952,0.79356635,0.047415197,0.0046369745,31.0
0.7389368,1.9612542e-05,0.06554516,0.00055325835,0.06380942,0.12612869,0.005007069,32.0
0.14484008,0.00016060738,0.07737761,0.0059466087,0.12103325,0.5208449,0.12979697,33.0
0.14445387,0.00016801408,0.07820503,0.0062702606,0.12392466,0.5059152,0.14106292,34.0
0.07433356,0.0009492727,0.06022526,0.09705281,0.07494238,0.10316268,0.5893341,35.0
0.11168258,1.4266008e-05,0.8073979,0.00036239778,0.056698523,0.021281626,0.002562706,36.0
0.07501608,0.0009662253,0.060869396,0.0996479,0.075907215,0.1039723,0.58362085,37.0
0.75034416,1.7141245e-05,0.14276038,0.0004555126,0.057376634,0.04546606,0.0035801055,38.0
0.019129861,0.00075272104,0.01677349,0.8686311,0.019317452,0.023240509,0.052154884,39.0
0.073334426,0.0017478492,0.06255368,0.41424325,0.07454364,0.09350285,0.28007433,40.0
0.6833786,1.8864102e-05,0.18847065,0.0005013011,0.07498594,0.048712965,0.0039316504,41.0
0.049161997,1.0463275e-05,0.9009444,0.00025964185,0.03558267,0.012296701,0.0017441661,42.0
0.068699755,0.0017381369,0.05887606,0.4638849,0.06991644,0.08699526,0.24988948,43.0
0.051008187,1.2141949e-05,0.89184886,0.0003000693,0.04123865,0.013596068,0.0019959628,44.0
0.09986416,0.0002396629,0.06298148,0.010374907,0.090349525,0.22552793,0.5106624,45.0
0.067742355,0.000782069,0.05438957,0.07300385,0.06836645,0.09565107,0.64006466,46.0
0.09221396,0.024119336,0.086436674,0.46258047,0.09273874,0.10108317,0.14082764,47.0
0.037774805,1.1792615e-05,0.046964273,0.0003238468,0.89251965,0.019833338,0.0025722948,48.0
0.027424088,0.001007136,0.024015505,0.8085967,0.027837388,0.033496227,0.07762302,49.0
0.0995885,0.03291295,0.0937845,0.41835362,0.10009712,0.10840682,0.14685655,50.0
0.023999378,0.00017251438,0.01823808,0.011561493,0.023787221,0.037245866,0.8849954,52.0
0.033083707,1.0743733e-05,0.038536448,0.00029685238,0.9072522,0.018435868,0.0023841641,53.0
0.033019356,1.0603304e-05,0.036216557,0.00029442032,0.9090716,0.018994408,0.0023929882,54.0
0.07837186,0.0017250993,0.06645614,0.3519875,0.0795872,0.1008999,0.32097223,55.0
0.03352458,1.1564397e-05,0.036633566,0.00032226922,0.9066767,0.020202804,0.0026284985,56.0
0.061906744,0.0006632493,0.049314238,0.058203697,0.062310085,0.08856658,0.67903537,57.0
0.10831426,1.4193573e-05,0.8147945,0.00035980027,0.053218216,0.020765133,0.002533916,58.0
0.04999132,1.5326017e-05,0.06935953,0.00041634036,0.85255796,0.024425237,0.003234319,59.0
0.03912962,1.1129279e-05,0.0125941215,0.00035034266,0.018666582,0.92497945,0.004268792,60.0
0.055771098,2.2195936e-05,0.02054957,0.0007181251,0.030736547,0.8826857,0.009516744,61.0
0.03821748,1.094136e-05,0.0123941535,0.0003447009,0.01859213,0.92623013,0.0042104986,62.0
0.034459967,1.1729913e-05,0.036194876,0.0003281441,0.9051261,0.021177355,0.0027018033,63.0
0.07595733,0.0017418838,0.06460686,0.38313952,0.07710024,0.097276516,0.30017766,64.0
