cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,GHS_urban_area_id
0.058937393,0.089760765,0.6234578,0.09284861,0.1349954,1.0
0.064770475,0.096480995,0.5716995,0.12496879,0.14208028,2.0
0.06760148,0.09951915,0.5356316,0.15188165,0.14536604,3.0
0.025774397,0.033160977,0.083581306,0.81619376,0.04128957,4.0
0.062388986,0.74563444,0.01937368,0.0018458077,0.17075713,5.0
0.0012384646,0.0015250737,0.0031784836,0.99224114,0.0018168276,6.0
0.008507096,0.01546516,0.9408388,0.0045469017,0.030642001,7.0
0.7945151,0.16034749,0.009930045,0.00150475,0.033702735,8.0
0.043072473,0.89677876,0.008459901,0.00090165937,0.05078719,9.0
0.9126154,0.05960167,0.007076485,0.0012744624,0.019431937,10.0
0.32399866,0.58781594,0.016465299,0.0021880977,0.06953197,11.0
0.030652879,0.13828681,0.024919964,0.001841406,0.804299,12.0
0.019532429,0.033466283,0.8738151,0.013510419,0.059675705,13.0
0.9364167,0.04507968,0.0045090374,0.0007656581,0.0132289305,14.0
0.922136,0.053688694,0.0060578412,0.0010739499,0.017043466,15.0
0.03734668,0.083194375,0.5974266,0.009105925,0.2729264,16.0
0.049050104,0.8961714,0.008355597,0.0009186846,0.045504276,17.0
0.8763424,0.09361426,0.006895172,0.0010879736,0.02206017,18.0
0.005956385,0.011558763,0.95509773,0.0023384355,0.025048666,19.0
0.0138338385,0.05020328,0.017428638,0.0011064175,0.91742784,20.0
0.023867171,0.07460256,0.057048563,0.0027112816,0.8417704,21.0
0.88055784,0.079251595,0.0105110165,0.0019671284,0.027712472,22.0
0.89675623,0.077109024,0.0060625635,0.0009757414,0.019096477,23.0
0.93138546,0.049266122,0.004706843,0.00079396524,0.01384759,24.0
0.029305274,0.12959898,0.03503127,0.002168236,0.80389625,25.0
0.9271216,0.05257303,0.0048797913,0.00081971585,0.014605857,26.0
0.010776777,0.019190628,0.92763966,0.006200921,0.03619201,27.0
0.044986624,0.12396259,0.20436281,0.006529525,0.62015843,28.0
0.059792537,0.09061812,0.61562407,0.09749973,0.13646558,29.0
0.025134547,0.07783689,0.062690265,0.0028504573,0.83148783,30.0
0.036190428,0.05882849,0.77306443,0.034476917,0.09743977,31.0
0.63599527,0.29604605,0.014217081,0.002051931,0.05168962,32.0
0.034414444,0.077386215,0.6449488,0.008420317,0.23483025,33.0
0.028571384,0.0474945,0.8211035,0.02272187,0.08010871,34.0
0.018684972,0.076882824,0.019365234,0.0013012242,0.88376576,35.0
0.00766599,0.0150547065,0.93975526,0.00287272,0.03465137,36.0
0.0653569,0.097118005,0.575217,0.12054228,0.14176571,37.0
0.9321837,0.04732256,0.005078879,0.0008829378,0.01453189,38.0
0.01488346,0.029551541,0.8767716,0.005440652,0.073352724,39.0
0.046931002,0.8751765,0.010002381,0.0010438742,0.06684624,40.0
0.91820246,0.055968713,0.0065099685,0.0011631544,0.018155744,41.0
0.027337126,0.084333435,0.07201473,0.0032293105,0.81308544,42.0
0.5920554,0.33512178,0.015183768,0.0021682219,0.05547085,43.0
0.055118497,0.35525107,0.036512125,0.002832755,0.5502856,44.0
0.16790725,0.74754184,0.014225452,0.0017410937,0.06858433,45.0
0.932196,0.048917186,0.004548689,0.0007613387,0.01357668,46.0
0.023284381,0.047717858,0.7905568,0.0073533566,0.1310876,47.0
0.06985685,0.09597093,0.3393366,0.36692724,0.12790842,48.0
