cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,GHS_urban_area_id
0.048667874,0.015699787,0.8808636,0.00025222206,0.051572874,0.0029436036,1.0
0.02567272,0.8536339,0.038297877,0.0011066832,0.06211291,0.019175928,2.0
0.01866206,0.043058895,0.0258642,0.0060327393,0.024534859,0.88184726,3.0
0.07960936,0.13054267,0.098431334,0.12169194,0.093520485,0.4762041,4.0
0.06108863,0.22956559,0.09423,0.0076512024,0.09256859,0.514896,5.0
0.051324263,0.09042932,0.06780779,0.03439574,0.061575145,0.6944677,6.0
0.039649274,0.025981229,0.040841904,0.00023569072,0.8907775,0.002514427,7.0
0.33543974,0.031148536,0.4991388,0.0005979396,0.12748635,0.0061886613,8.0
0.04773665,0.014543876,0.8887412,0.0002400609,0.045944262,0.0027940115,9.0
0.9018207,0.009438755,0.045530226,0.00021460363,0.041056853,0.0019388144,10.0
0.046445496,0.013828346,0.895709,0.00024577268,0.040926423,0.0028450005,11.0
0.045130946,0.014877429,0.89561087,0.0002685504,0.040959425,0.0031528128,12.0
0.04406517,0.014456891,0.8977857,0.0002586982,0.04039812,0.0030354285,13.0
0.88247806,0.010709263,0.055924963,0.00023815756,0.04847149,0.0021781297,14.0
0.82993567,0.015903203,0.06906745,0.00033178212,0.08173964,0.0030222626,15.0
0.060059395,0.587357,0.12139545,0.0011428428,0.21262868,0.01741664,16.0
0.3147389,0.031372786,0.51318973,0.00058380445,0.13403755,0.0060772123,17.0
0.9097594,0.0090367915,0.041850936,0.00021434063,0.037227925,0.0019107037,18.0
0.039076895,0.7730056,0.064662285,0.0017547071,0.08480542,0.036695216,19.0
0.043146353,0.013915676,0.9000189,0.0002444143,0.03981064,0.002864106,20.0
0.028501712,0.813147,0.0440838,0.00068950275,0.103675365,0.009902597,21.0
0.9065178,0.009688074,0.042692166,0.00023677286,0.038781594,0.0020835511,22.0
0.050668877,0.051508147,0.0521859,0.00038392984,0.84109235,0.004160812,23.0
0.90939766,0.009243766,0.04162482,0.00022247352,0.03754022,0.001971151,24.0
0.01675168,0.039687343,0.023452634,0.004719865,0.02201913,0.8933694,25.0
0.8673491,0.012966307,0.05519791,0.00028654997,0.061634425,0.0025657797,26.0
0.051512524,0.014595414,0.88840765,0.00027121327,0.04209242,0.003120719,27.0
0.02317092,0.8675038,0.03674192,0.0009229646,0.054622073,0.017038284,28.0
0.0824708,0.12818748,0.10136479,0.15666093,0.09478942,0.43652663,29.0
0.12989579,0.03724035,0.6384764,0.000511453,0.18808255,0.0057935305,30.0
0.056920994,0.6530649,0.09044165,0.0034714295,0.114075996,0.08202501,31.0
0.9088228,0.009219615,0.041717608,0.00022000348,0.038068254,0.0019517242,32.0
0.04284879,0.014614202,0.8987499,0.0002576245,0.040487222,0.0030422267,33.0
0.048961043,0.1629997,0.07317704,0.007414181,0.07144149,0.6360066,34.0
0.04487386,0.013603547,0.8982615,0.00023963732,0.040237177,0.0027841912,35.0
0.05613325,0.5838131,0.08265737,0.0010243508,0.2628333,0.013538591,36.0
0.10994509,0.2980545,0.3376938,0.0027125962,0.20092663,0.050667368,37.0
