cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.08183182,0.046072684,0.0006991271,0.77131695,0.013784849,0.023300156,5.6513913e-05,0.0030421955,0.0030065994,0.00016682043,0.056722224,1.0
0.0655641,0.01956393,0.0049171606,0.036699887,0.72524655,0.042879093,0.00025263088,0.05754196,0.017851058,0.0008763653,0.028607303,2.0
0.006540625,0.005122636,0.927777,0.0059152045,0.008850193,0.006460827,0.00071743433,0.018590033,0.007444561,0.0068847165,0.0056967307,3.0
0.0066935355,0.0050829956,0.9250158,0.005960825,0.009406262,0.006633403,0.0005908461,0.022439003,0.0077922097,0.0046454123,0.0057397196,4.0
0.0019403953,0.0015152448,0.9785889,0.0017521059,0.0026468975,0.0019240777,0.00019731566,0.005761741,0.0022195354,0.0017633967,0.0016903986,5.0
0.010163526,0.008091104,0.8871137,0.009251426,0.013515097,0.010098153,0.0012312441,0.027104717,0.011672489,0.012804525,0.008953964,6.0
0.03878857,0.62854576,0.0009079405,0.11219292,0.011115877,0.031870324,8.20507e-05,0.0033927048,0.0043057487,0.00022913939,0.16856901,7.0
0.019396776,0.83153325,0.0006486723,0.046021238,0.006681161,0.0179869,6.102769e-05,0.0022754825,0.002964821,0.00016784426,0.07226283,8.0
0.045312922,0.28280696,0.0009847814,0.0950629,0.0125839235,0.05157179,8.847383e-05,0.0037687093,0.0053678467,0.00024530804,0.5022063,9.0
0.018889613,0.8307268,0.00060019334,0.045325328,0.0063407826,0.017606374,5.6148703e-05,0.0021264486,0.0027869265,0.00015464702,0.075386725,10.0
0.09419482,0.042320862,0.0012342703,0.06385954,0.024231518,0.57131463,0.00010052611,0.0056470577,0.009466786,0.00028548922,0.18734446,11.0
0.054912362,0.15954338,0.000873545,0.12401256,0.012794259,0.053108726,7.617033e-05,0.0034987642,0.0047600158,0.00021402171,0.5862062,12.0
0.07748236,0.29995987,0.0013552903,0.3711584,0.01919863,0.043992568,0.000117487936,0.005311934,0.0059870253,0.00033605436,0.17510042,13.0
0.49786323,0.036110684,0.0019849178,0.09910556,0.090140775,0.16694933,0.00014483689,0.011041273,0.01240493,0.0004345776,0.08381985,14.0
0.096209794,0.04326523,0.018408882,0.06347637,0.2517872,0.10749116,0.00083374215,0.25711608,0.09481878,0.00291204,0.06368075,15.0
0.041585717,0.010957833,0.002202113,0.022214439,0.85282964,0.023391789,0.00011826518,0.02214562,0.007982832,0.00040540067,0.01616636,16.0
0.024427135,0.7982608,0.0009117458,0.05570684,0.008880881,0.022751244,8.690766e-05,0.0031291728,0.0040554586,0.00023810886,0.081551686,17.0
0.019142075,0.83312416,0.000625411,0.046068598,0.0065151253,0.017560964,5.8700243e-05,0.002202481,0.002862044,0.00016162079,0.07167878,18.0
0.026299486,0.015825663,0.031731978,0.021218203,0.051698208,0.024498714,0.00063161337,0.7822318,0.023547791,0.0029306891,0.01938578,19.0
