cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,GHS_urban_area_id
0.024651764,0.03917953,0.08524437,0.025297165,0.00016119302,0.23248303,0.0064000315,0.051632486,0.081810415,0.0073693427,0.17328842,0.04035771,0.13652094,0.0956036,1
0.015844416,0.093668856,0.045867223,0.03415797,0.00016366811,0.40826547,0.0063034035,0.025271237,0.06703905,0.010155813,0.06554023,0.023810089,0.06015266,0.14375983,2
0.0068061007,0.03780316,0.011081744,0.03490717,0.0004896897,0.01715923,0.013146041,0.008370345,0.016094135,0.7995503,0.013005754,0.008180203,0.010903446,0.022502739,3
0.016471414,0.12882988,0.05034605,0.037091736,0.0001816147,0.38748515,0.006354978,0.02371184,0.07475246,0.0118227415,0.050316688,0.02548507,0.057559386,0.12959102,4
0.013379388,0.1325264,0.023962026,0.090072066,0.00063064636,0.042680062,0.020331271,0.016909301,0.03733716,0.49510813,0.028433014,0.016672635,0.023721563,0.05823641,5
0.007208244,0.054311953,0.012120669,0.0406017,0.00039688195,0.02079452,0.01231375,0.009031516,0.018051695,0.7622012,0.01474765,0.008753448,0.012242654,0.027224256,6
0.01970605,0.04706008,0.08816335,0.02954501,0.0001525667,0.27825266,0.0059071425,0.036065787,0.11498357,0.0075308066,0.10365873,0.03412101,0.095251516,0.13960174,7
0.48871064,0.008614756,0.04297716,0.0067895204,0.00013527855,0.020986302,0.0032235899,0.08329315,0.016577478,0.0031744726,0.022743136,0.22722358,0.06321874,0.012332168,8
0.5112161,0.008564588,0.039665572,0.0068334844,0.00013549173,0.020910183,0.0034315574,0.1286131,0.016353386,0.0031807425,0.026113043,0.15791297,0.06459179,0.012477974,9
0.6489128,0.007223219,0.030632801,0.0056839217,0.00012190199,0.016977338,0.0028474699,0.070178606,0.013037331,0.0027572357,0.018875362,0.1247504,0.047899183,0.010102425,10
0.58296263,0.008482453,0.035075877,0.0068363394,0.0001462854,0.019721543,0.0035738028,0.10944065,0.015510277,0.003272966,0.02455658,0.12284249,0.055445556,0.012132559,11
0.60494417,0.008320025,0.033536434,0.0066779098,0.00014525102,0.019220473,0.0035081902,0.101067334,0.014999982,0.003229317,0.023589905,0.1157642,0.053201415,0.011795426,12
0.07636729,0.00944439,0.04362881,0.0077846106,0.00012028605,0.02513124,0.0038930574,0.5864207,0.019907083,0.0032329096,0.05101334,0.07630355,0.08124768,0.015505107,13
