cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.20291938,0.014177346,0.042114854,0.00043566208,0.0036344654,0.6599724,7.2375624e-05,0.0031411368,0.07353236,1.0
0.03622811,0.70941734,0.05808506,0.0014393523,0.011071562,0.050379816,0.00019286033,0.018502736,0.114683114,2.0
0.04927264,0.102802165,0.07366872,0.09068224,0.13021539,0.057311427,0.0039423276,0.43136215,0.060742874,3.0
0.044868305,0.09753769,0.06901591,0.06501691,0.12577187,0.052730203,0.0031830363,0.48615113,0.055724915,4.0
0.042487357,0.096050434,0.06486547,0.055042986,0.10932277,0.04980935,0.0028240243,0.5260311,0.053566556,5.0
0.039734174,0.090503514,0.062679134,0.0467561,0.115327395,0.04712965,0.0025191554,0.5454491,0.049901776,6.0
0.08578656,0.010471069,0.03888313,0.00030876877,0.0027389147,0.8133728,5.0697723e-05,0.0022879238,0.04610014,7.0
0.8584839,0.0076586385,0.015227219,0.00030047074,0.002126521,0.07612612,5.2164458e-05,0.0019471705,0.03807777,8.0
0.07499227,0.011207311,0.04576815,0.0003227981,0.0029339965,0.8167584,5.264817e-05,0.0024273475,0.045537055,9.0
0.8584275,0.007751838,0.015363894,0.0003065327,0.002163614,0.07574913,5.3293206e-05,0.0019803648,0.038203865,10.0
0.056969024,0.03359847,0.5943929,0.0008340695,0.009692163,0.23202579,0.00012890027,0.0070911795,0.06526755,11.0
0.074331544,0.01644478,0.08600946,0.0004560415,0.004381577,0.7571466,7.358116e-05,0.0035162978,0.057640158,12.0
0.07771696,0.03487422,0.3972126,0.00091002515,0.010005254,0.39071238,0.0001429297,0.007454713,0.080970965,13.0
0.07796789,0.21058825,0.10637526,0.0015839475,0.012789086,0.12193274,0.0002293432,0.016186228,0.4523473,14.0
0.046969045,0.14199165,0.13173567,0.009638919,0.32095966,0.06741322,0.0010112047,0.21744381,0.06283673,15.0
0.03820066,0.68416035,0.06887409,0.0013681117,0.011234867,0.056586992,0.00018461488,0.017459925,0.1219304,16.0
0.8496035,0.008732538,0.016695974,0.00035509138,0.0024593032,0.07663425,6.216676e-05,0.0022619616,0.043195255,17.0
0.8517317,0.007618553,0.015140047,0.0002857227,0.0020399638,0.0805509,4.9263912e-05,0.0018812101,0.040702656,18.0
0.038836975,0.61105573,0.08092404,0.004013065,0.033880677,0.05284533,0.00045583045,0.106561266,0.071427025,19.0
0.07882078,0.010369181,0.04001697,0.00030423427,0.0027243418,0.82085204,4.9871236e-05,0.0022621239,0.0446005,20.0
0.07833616,0.25714934,0.09667503,0.0016821641,0.013003062,0.11279491,0.00024117835,0.017599935,0.42251825,21.0
0.84835,0.008632335,0.016666183,0.0003492736,0.0024301724,0.07804342,6.112515e-05,0.0022283664,0.04323918,22.0
0.007035247,0.028151738,0.012703074,0.0022907606,0.014288464,0.00881364,0.00019710347,0.9163207,0.0101993205,23.0
0.39684865,0.029426927,0.043598603,0.0008232155,0.0057404027,0.18145865,0.00013632711,0.0059195487,0.33604765,24.0
0.013339564,0.03828001,0.02270208,0.007908001,0.03614664,0.016287394,0.00056018226,0.8469775,0.017798671,25.0
0.06833182,0.41461572,0.09806255,0.0018184829,0.01425104,0.09882589,0.00025425354,0.020526513,0.28331372,26.0
0.042124555,0.06340004,0.07784214,0.026300015,0.5889993,0.05323573,0.002780807,0.09908857,0.04622889,27.0
0.032700762,0.683938,0.06909142,0.003148168,0.026777137,0.04502611,0.00036429957,0.07528088,0.063673146,28.0
0.03889122,0.089838006,0.06082742,0.044570956,0.10667613,0.04598918,0.0024195972,0.5616727,0.049114827,29.0
0.04455916,0.028357549,0.024883717,0.00043300085,0.0031388877,0.052886695,6.668935e-05,0.0037114564,0.8419628,30.0
0.04231969,0.53086525,0.08907976,0.0050739306,0.043320067,0.05741172,0.0005619302,0.15505719,0.07631042,31.0
0.054330096,0.025371088,0.023641245,0.0004422136,0.0031161497,0.055828974,6.897801e-05,0.0036535398,0.8335477,32.0
