cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.0040023928,0.004873089,0.004347061,7.7876575e-05,0.003477335,0.9634493,0.010515054,0.0040347534,0.0052231466,1.0
0.09480458,0.0014214651,0.10065148,6.551863e-05,0.051980432,0.0074543892,0.12180299,0.09136076,0.53045833,2.0
0.07137052,0.00022706966,0.051917244,1.3037887e-05,0.78454435,0.0008658661,0.0043457584,0.06646716,0.020249058,3.0
0.026957547,0.00021097457,0.866404,1.1228055e-05,0.036882777,0.0008787445,0.0052593104,0.04116157,0.022233909,4.0
0.052854706,0.00016243114,0.028257642,9.4416355e-06,0.8597609,0.0006108122,0.002975136,0.041874066,0.013494743,5.0
0.026306972,0.00021674723,0.8726415,1.1330073e-05,0.030019514,0.0009254304,0.0059269504,0.03813637,0.025815176,6.0
0.055995554,0.01813139,0.0613242,0.00048177486,0.045509834,0.39844167,0.28022593,0.056349285,0.083540395,7.0
0.07464002,0.0022220786,0.07710987,9.565262e-05,0.045687266,0.013118496,0.4649858,0.07363585,0.248505,8.0
0.060857195,0.012648847,0.06808384,0.0003807403,0.048199486,0.17546274,0.47504547,0.061681066,0.09764066,9.0
0.0136256805,0.00072557456,0.015032607,2.8872151e-05,0.009269705,0.0049676956,0.90972203,0.013803136,0.032824773,10.0
0.009808252,0.0148995165,0.010670303,0.00021441793,0.008601103,0.90888673,0.024331952,0.00994559,0.01264209,11.0
0.003510152,0.0042807986,0.003824753,6.837153e-05,0.0030549485,0.9678712,0.009247447,0.0035552594,0.0045870948,12.0
0.025147276,0.6747078,0.026635343,0.001473322,0.023036888,0.15051872,0.04353451,0.025357453,0.029588759,13.0
0.073398225,0.00018446098,0.03213219,1.0663551e-05,0.817833,0.0006990988,0.0034841436,0.05543631,0.016821923,14.0
0.7814968,0.00021764475,0.029120106,1.2149657e-05,0.08837562,0.00086540525,0.0049294876,0.05903184,0.03595088,15.0
