cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.038105313,0.8383015,0.0006292858,4.91889e-05,0.031319182,0.002789545,0.066322185,0.008932892,0.013550901,1.0
0.095146485,0.23742895,0.00090231764,6.4166976e-05,0.048695825,0.004683045,0.5641529,0.014655222,0.034271143,2.0
0.036806125,0.017312303,0.002068885,0.00011082939,0.052916028,0.014567406,0.024217045,0.81321055,0.038790863,3.0
0.056841742,0.03088342,0.0006688601,4.512243e-05,0.8220223,0.0035119397,0.03390635,0.033877213,0.018243046,4.0
0.0058892416,0.00481788,0.9442887,0.00050186354,0.005592902,0.01838629,0.0057252073,0.007074179,0.0077236756,5.0
0.052755337,0.031144733,0.0006239069,4.294683e-05,0.8383558,0.0031532391,0.029918503,0.028638545,0.015367012,6.0
0.047583684,0.022642737,0.002008687,0.00010405012,0.027918758,0.020756122,0.053593956,0.027505254,0.7978868,7.0
0.037371337,0.84314233,0.0005995716,4.6773275e-05,0.03062899,0.0026641756,0.06392348,0.008616675,0.013006763,8.0
0.02820778,0.017478852,0.008376053,0.00027581552,0.023236787,0.79377073,0.026829492,0.035042983,0.066781424,9.0
0.034562793,0.85320693,0.00051899505,4.0151564e-05,0.026891215,0.0023410367,0.06304903,0.0075486787,0.011841156,10.0
0.007856104,0.005295628,0.0047345404,0.00012164462,0.006797166,0.94241595,0.0075500603,0.009983163,0.0152457915,11.0
0.08305127,0.04090261,0.0055455556,0.00026309604,0.055718537,0.07540837,0.082274154,0.06956392,0.58727247,12.0
0.036764152,0.83753675,0.0005185099,3.9602284e-05,0.027174577,0.0023836165,0.075332336,0.0076328567,0.012617559,13.0
0.0062402384,0.0041181277,0.0030366937,8.5519016e-05,0.0052686715,0.9547532,0.006001661,0.007690934,0.012805003,14.0
0.029128214,0.024940277,0.7503809,0.004786347,0.028114384,0.06473294,0.028467488,0.03384769,0.03560177,15.0
0.071492635,0.08395406,0.00058501307,4.015616e-05,0.030457413,0.003219354,0.7719619,0.0099019855,0.028387453,16.0
0.041288473,0.8279532,0.00069133117,5.4284865e-05,0.03465549,0.0030416695,0.06797022,0.009825791,0.014519501,17.0
0.03572128,0.84629166,0.00056294905,4.372437e-05,0.028159767,0.002526047,0.0660214,0.008047293,0.012625936,18.0
0.15328501,0.123971365,0.0008636414,5.9011898e-05,0.06640025,0.0047793896,0.59108627,0.017669022,0.041886136,19.0
0.16510771,0.07108926,0.0018534045,0.000114219074,0.067436926,0.012633852,0.37270352,0.03442535,0.2746358,20.0
0.09382825,0.051048137,0.009731114,0.00042632865,0.06595153,0.1716654,0.09409016,0.08486474,0.4283943,21.0
0.055522986,0.026176536,0.0025933543,0.00013128213,0.034036793,0.028691784,0.058961228,0.036344003,0.7575421,22.0
0.005433364,0.0035699704,0.0027793872,7.54718e-05,0.0046705143,0.9604912,0.005148706,0.007020718,0.010810682,23.0
0.05889115,0.7045496,0.00081170385,6.1117484e-05,0.039084844,0.0038354201,0.15932056,0.011688077,0.02175751,24.0
0.035468254,0.0134751545,0.0008749301,4.7724006e-05,0.017271223,0.007890773,0.035485335,0.0150971925,0.8743894,25.0
0.04520594,0.020040596,0.0017674281,9.112492e-05,0.027106714,0.018486707,0.046788227,0.028319607,0.8121937,26.0
0.06480204,0.057352453,0.46455625,0.020094909,0.0630824,0.1176124,0.06368862,0.07308898,0.07572197,27.0
0.07614859,0.03278517,0.0008234182,5.456121e-05,0.772981,0.004466948,0.03938355,0.04936315,0.023993611,28.0
0.07507635,0.028607564,0.0024104386,0.00012494685,0.04648332,0.024424467,0.06404426,0.05458146,0.70424724,29.0
0.03850896,0.8335479,0.00051984884,3.976111e-05,0.02827186,0.0023963305,0.07615694,0.007808635,0.012749826,30.0
0.07088959,0.034121178,0.0009602052,6.3827974e-05,0.76168156,0.0051125535,0.038901217,0.06321654,0.025053348,31.0
0.072862506,0.63341266,0.0008343296,6.191038e-05,0.04586039,0.0040376056,0.20568816,0.012932062,0.024310315,32.0
0.04340152,0.8152331,0.0006361363,4.8879163e-05,0.039346978,0.0028775919,0.07398057,0.009997736,0.014477536,33.0
0.03889445,0.8380803,0.00062085583,4.8595863e-05,0.031326253,0.0027575763,0.06592619,0.0088908905,0.013454828,34.0
0.012403807,0.008448937,0.008496278,0.00020600468,0.010870077,0.90837216,0.011890808,0.016020544,0.023291484,35.0
0.071918935,0.6460195,0.0008046198,5.9418842e-05,0.047211647,0.0038948376,0.19388863,0.0127912555,0.023411179,36.0
0.042807896,0.8259364,0.0006875155,5.398181e-05,0.035634607,0.0030298065,0.06740973,0.009936312,0.014503714,37.0
0.054436047,0.047648754,0.54694813,0.013280497,0.0528563,0.105005845,0.053360295,0.062005065,0.0644591,38.0
0.08742382,0.080289654,0.26941776,0.069435835,0.08591571,0.12889457,0.08632297,0.095227286,0.09707236,39.0
0.08194285,0.07430016,0.32629958,0.04411271,0.080338575,0.12929597,0.08074716,0.09044681,0.09251612,40.0
0.07515356,0.06741374,0.3836003,0.030542973,0.07345933,0.12599787,0.07395784,0.08374611,0.08612835,41.0
0.053045016,0.03891856,0.11066375,0.0016031828,0.048037518,0.5461809,0.05081041,0.067245245,0.08349535,42.0
0.048914183,0.042626355,0.59042233,0.010826925,0.04745183,0.0974459,0.047950663,0.05598773,0.058374096,43.0
0.6790231,0.049110886,0.0008416751,5.4963344e-05,0.060060464,0.00506261,0.13168411,0.02064047,0.053521693,44.0
0.089732796,0.08311731,0.23905727,0.08886309,0.08837884,0.12666656,0.08870439,0.09695136,0.09852843,45.0
0.052618753,0.038732115,0.10935143,0.0015836001,0.04775266,0.54942036,0.05062311,0.06671111,0.083206944,46.0
0.051961318,0.04541898,0.5661811,0.012187268,0.050385423,0.1018656,0.05099015,0.059189994,0.06182011,47.0
0.05280004,0.02651092,0.0005618323,3.8180002e-05,0.84723425,0.0029059697,0.027422199,0.027800197,0.01472646,48.0
0.087221235,0.08004759,0.2731656,0.06662173,0.08571522,0.12909591,0.08611116,0.09508526,0.09693626,49.0
0.0120778,0.010187824,0.89330745,0.0015535359,0.0115624,0.030199913,0.011810326,0.01412739,0.015173391,50.0
0.031530965,0.013649194,0.0009498667,5.1193303e-05,0.017503148,0.008857645,0.035627913,0.015858207,0.87597185,52.0
0.077764,0.03812668,0.0011948163,7.903223e-05,0.71961796,0.0062935296,0.04236233,0.08564402,0.028917717,53.0
0.050699607,0.025831599,0.0005676261,3.843199e-05,0.84915584,0.0029432443,0.027038991,0.028899513,0.014825078,54.0
0.06199583,0.054677494,0.48718917,0.017783787,0.060332075,0.11433379,0.060844883,0.07018286,0.072660066,55.0
0.05018472,0.029388478,0.00062006066,4.2375643e-05,0.8424022,0.003156876,0.029128052,0.02967409,0.015403106,56.0
0.0066342116,0.0044503775,0.003979911,0.000102666054,0.0057573454,0.9513636,0.0063378145,0.008565603,0.01280839,57.0
0.032695435,0.028122634,0.72118384,0.005638335,0.03158373,0.071131736,0.032013852,0.037816536,0.039813932,58.0
0.041265097,0.017843172,0.0013516338,7.996264e-05,0.08014335,0.008251925,0.023647767,0.79825246,0.029164638,59.0
0.009212796,0.0059270193,0.0036534453,0.00011041755,0.0077358903,0.9330831,0.008810595,0.011550147,0.01991656,60.0
0.015879916,0.0101001235,0.005601062,0.00017638151,0.013197744,0.88442963,0.015228462,0.019645365,0.035741355,61.0
0.004067012,0.0026727458,0.0020357943,5.6423156e-05,0.003478166,0.97042745,0.0038707904,0.005206098,0.008185528,62.0
0.054374006,0.034172557,0.00068765273,4.7442252e-05,0.82745725,0.0034498782,0.032198794,0.031105366,0.016507074,63.0
