cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,GHS_urban_area_id
0.045725323,0.11576052,0.020396106,0.017940896,0.6088722,0.0011679726,0.00011481778,0.0069545554,0.005073206,0.00030211374,0.17769225,1.0
0.008033515,0.044352483,0.8705898,0.0053394567,0.017963631,0.0023960308,0.0001467817,0.01123409,0.0258137,0.00045224803,0.01367831,2.0
0.021812519,0.037515983,0.05841056,0.01840735,0.028864762,0.58869714,0.002787505,0.04017361,0.16159062,0.014931715,0.0268083,3.0
0.0032729357,0.0050235004,0.0069769113,0.0028534788,0.0040878216,0.9487715,0.0006949635,0.005542434,0.013809198,0.0051012374,0.0038659554,4.0
0.0077960333,0.021461619,0.0643192,0.005847112,0.013156574,0.008260637,0.00031581882,0.017029265,0.8496123,0.0011153221,0.01108608,5.0
0.011873266,0.017522883,0.02350658,0.010471513,0.014535725,0.8156862,0.0030839243,0.019341342,0.042606413,0.027547427,0.013824734,6.0
0.0500944,0.22880845,0.03087751,0.021062972,0.45509836,0.0015903035,0.00015281228,0.009254469,0.007118393,0.00040566624,0.19553661,7.0
0.10951689,0.008761924,0.004177419,0.83012515,0.015200512,0.0006209309,8.091147e-05,0.0024026392,0.0018398667,0.00019612117,0.027077684,8.0
0.7764331,0.015405109,0.0058039506,0.07041765,0.03402742,0.0006483359,7.6234246e-05,0.0028716244,0.002174028,0.0001907169,0.09195188,9.0
0.07774425,0.008085232,0.003998916,0.8685953,0.0134863565,0.000624972,8.289872e-05,0.0023481853,0.0018107702,0.00019995897,0.023023166,10.0
0.45064077,0.017612241,0.007719576,0.41485062,0.033120193,0.0010268575,0.00012819094,0.0041918107,0.0031966341,0.0003149621,0.06719821,11.0
0.6492806,0.016701605,0.0069887387,0.21422772,0.032766752,0.000880305,0.00010783746,0.0036808131,0.0028046148,0.00026649144,0.072294556,12.0
0.2761757,0.043475486,0.0132658975,0.052426096,0.13475895,0.0011993471,0.00013254202,0.0059293313,0.004385065,0.0003372247,0.46791434,13.0
0.73476547,0.018171739,0.006838992,0.08531994,0.03755364,0.0007666956,8.991938e-05,0.0033062762,0.0025639785,0.00022564505,0.11039765,14.0
0.068699345,0.2388791,0.033566035,0.02820552,0.22495848,0.0018541043,0.00017756823,0.009076492,0.008066525,0.0004775023,0.3860393,15.0
0.015297172,0.82112044,0.047292702,0.008188552,0.0537426,0.0011894602,9.844421e-05,0.0061388966,0.0065372232,0.00027741908,0.040117122,16.0
0.7832255,0.015023653,0.0057418384,0.0717976,0.03490611,0.00064918835,7.7010794e-05,0.0029451177,0.0021678205,0.00019152525,0.08327462,17.0
0.63479185,0.01684565,0.0070958785,0.22869132,0.03339488,0.00090111146,0.00011097821,0.0037928002,0.0028609864,0.00027341425,0.07124109,18.0
0.026018662,0.09645156,0.49478212,0.018535495,0.047331966,0.0132292155,0.0006633792,0.036731865,0.2234661,0.0022103041,0.040579274,19.0
0.319607,0.015930986,0.007150762,0.5628559,0.029010585,0.0009823237,0.00012409787,0.003929308,0.0030135738,0.00030390162,0.05709158,20.0
0.024347993,0.6584549,0.1432033,0.013893944,0.072308525,0.002561371,0.000201006,0.012623276,0.015317421,0.000577005,0.056511216,21.0
