cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.032697022,0.02670479,0.0077409875,0.033724584,0.019637201,0.000109437,0.0008891389,0.795194,0.08330281,1.0
0.4093841,0.051889807,0.013067601,0.12056184,0.12751018,0.00018269673,0.0015823197,0.16219436,0.11362709,2.0
0.1521998,0.022955747,0.011261356,0.043624166,0.6931473,0.00014528913,0.001367436,0.041785292,0.03351361,3.0
0.03841558,0.03103701,0.12334034,0.033333216,0.049952365,0.0058092503,0.63907933,0.04321302,0.035819933,4.0
0.47796375,0.03761966,0.011648772,0.08409228,0.2661042,0.00017066154,0.0015223679,0.06285083,0.058027484,5.0
0.05304399,0.03577504,0.6323692,0.04108386,0.087215275,0.0019546829,0.04258879,0.06108049,0.044888586,6.0
0.06269126,0.061039682,0.007414435,0.08476631,0.025197238,0.00012645435,0.0009899096,0.39183176,0.36594287,7.0
0.02847428,0.071620695,0.002612956,0.07002297,0.009320455,5.475617e-05,0.00040818282,0.042853925,0.77463174,8.0
0.03000129,0.053415447,0.0030514293,0.059678398,0.010533936,6.037421e-05,0.000455566,0.06533015,0.77747345,9.0
0.036220722,0.121463805,0.0032440806,0.10118238,0.011617377,7.043692e-05,0.00052054884,0.046730008,0.6789506,10.0
0.060256872,0.054668628,0.007639829,0.0744252,0.02577076,0.00012525974,0.0009917885,0.46767753,0.30844414,11.0
0.05224242,0.046810742,0.007499401,0.062247626,0.023943497,0.00012025532,0.0009548358,0.57604325,0.230138,12.0
0.042283755,0.025117433,0.010624898,0.034697987,0.030305058,0.000124371,0.0010695291,0.78836817,0.067408815,13.0
0.02406768,0.7908337,0.002180278,0.08843242,0.007857329,5.6906763e-05,0.00040317784,0.017326938,0.06884161,14.0
0.024963783,0.7843131,0.002241652,0.092704765,0.008112591,5.867683e-05,0.0004155441,0.017658178,0.06953173,15.0
0.17468514,0.076328315,0.0080900835,0.17720696,0.042460512,0.00013608664,0.001096447,0.19270879,0.32728767,16.0
0.027496323,0.0502413,0.002618999,0.05771807,0.009283006,5.2352665e-05,0.0003946365,0.05259635,0.7995989,17.0
0.023702694,0.7769696,0.0024209234,0.075850636,0.008249579,6.223004e-05,0.00044068036,0.020492936,0.09181072,18.0
0.7688562,0.027131863,0.0034498516,0.09776759,0.03169941,6.214666e-05,0.0005108653,0.028433833,0.042088225,19.0
0.032684494,0.025549231,0.0053992956,0.034521013,0.01671354,8.0161175e-05,0.00064883556,0.78498363,0.09941977,20.0
0.05969592,0.13245489,0.0028624877,0.66119426,0.012930493,6.778106e-05,0.00049822783,0.026256531,0.104039386,21.0
0.02994447,0.081545584,0.0027558021,0.07635942,0.009784964,5.8455786e-05,0.00043418474,0.043594815,0.7555223,22.0
0.17117159,0.058321882,0.0035809276,0.6308591,0.020890621,7.627716e-05,0.00058541045,0.03328583,0.08122837,23.0
0.021379225,0.8332534,0.0023651544,0.06127031,0.007913274,6.466384e-05,0.00045176005,0.016724339,0.056577876,24.0
0.08115381,0.014792832,0.008320977,0.02654646,0.8220238,0.00010587161,0.0010174533,0.025247931,0.020790813,25.0
0.023559645,0.79884446,0.002125444,0.082398556,0.0077247657,5.463235e-05,0.000389585,0.017030558,0.067872435,26.0
