cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,GHS_urban_area_id
0.83990896,0.011216874,0.088752575,0.005252592,0.0003712543,0.051917687,0.0024982113,8.187155e-05,1.0
0.025792921,0.7882093,0.043380965,0.012511324,0.0009898482,0.11670935,0.012231409,0.00017485605,2.0
0.059953943,0.10072482,0.06830411,0.0829042,0.31637418,0.07371449,0.28905433,0.008969938,3.0
0.054830354,0.10849573,0.06454543,0.07766414,0.09151474,0.07181908,0.5260143,0.0051162536,4.0
0.006761485,0.018787382,0.008531707,0.009860869,0.0034158253,0.010005846,0.9423108,0.00032608217,5.0
0.04999238,0.07970577,0.05617967,0.06722065,0.47768322,0.060202826,0.2001806,0.0088349,6.0
0.662123,0.018312305,0.22258824,0.009376361,0.00059105287,0.08284077,0.0040373444,0.0001309104,7.0
0.90750456,0.007465291,0.04901361,0.0037039076,0.00027513836,0.030186724,0.001789554,6.124644e-05,8.0
0.70293397,0.016837904,0.19175068,0.008623108,0.0005514685,0.07543524,0.0037453896,0.00012229297,9.0
0.9058359,0.0074927877,0.05006866,0.0036910877,0.00027296573,0.030797113,0.0017807502,6.0717597e-05,10.0
0.7857759,0.014696914,0.116542384,0.00652051,0.00046175308,0.072735764,0.0031660344,0.000100769146,11.0
0.90001726,0.0076738633,0.055215366,0.0039237286,0.00028255724,0.030986072,0.0018380447,6.313938e-05,12.0
0.8278109,0.01166116,0.09815453,0.0055491454,0.00038573472,0.053755067,0.002598446,8.511594e-05,13.0
0.28965408,0.041581932,0.24428996,0.012725575,0.0009065127,0.40376806,0.0068843216,0.00018951978,14.0
0.04556696,0.03750912,0.06333949,0.0061639277,0.00047271376,0.84276724,0.004087168,9.339886e-05,15.0
0.044976708,0.6242063,0.06848699,0.04587973,0.004496738,0.103400484,0.10787431,0.00067874463,16.0
0.89737743,0.007966559,0.05698455,0.0041739787,0.00029995758,0.031190827,0.0019395103,6.7208886e-05,17.0
0.9068288,0.0076645,0.049507584,0.0039301286,0.0002925241,0.029832823,0.0018781096,6.553918e-05,18.0
0.046389807,0.26049313,0.06424182,0.057458825,0.00858015,0.085700266,0.47601518,0.0011208026,19.0
0.90705293,0.0075324005,0.049751077,0.0038530263,0.0002848412,0.02962755,0.0018343404,6.378049e-05,20.0
0.058625523,0.3153961,0.10892189,0.019422371,0.0013805998,0.48143563,0.014560254,0.00025767874,21.0
0.90785164,0.007647296,0.048183236,0.003832018,0.0002883027,0.030275539,0.0018575301,6.439405e-05,22.0
0.036233567,0.1732209,0.04954975,0.047643784,0.0077508558,0.06385656,0.6207704,0.00097419554,23.0
0.8905111,0.008133528,0.061123013,0.004091353,0.00029159797,0.03387017,0.0019143291,6.492948e-05,24.0
0.0121898865,0.032577924,0.015301395,0.018106775,0.006978568,0.017808435,0.8963957,0.0006413888,25.0
0.024804529,0.7979451,0.041858707,0.011962113,0.0009421664,0.11042451,0.011897723,0.00016517834,26.0
0.060084302,0.012531458,0.86142236,0.006487268,0.0003076282,0.056762386,0.0023380984,6.647081e-05,27.0
0.00459253,0.014862433,0.0059793177,0.0068192375,0.0017370161,0.0071612177,0.9586624,0.0001858677,28.0
0.041972052,0.089218825,0.050166775,0.05949743,0.043854695,0.05632832,0.6559102,0.0030517036,29.0
0.008785783,0.93437856,0.01438951,0.005791507,0.0004781524,0.028884696,0.0072118007,8.001738e-05,30.0
0.03468972,0.07913613,0.04212721,0.050655022,0.032247715,0.04791605,0.71081203,0.0024160757,31.0
0.032995142,0.03643915,0.054401956,0.005378221,0.00039218183,0.86679804,0.003518448,7.683608e-05,32.0
0.06605538,0.3009685,0.1496444,0.024633907,0.0014901635,0.44082487,0.016103867,0.00027893405,33.0
0.0110550765,0.91840494,0.017360762,0.006802384,0.00060677103,0.036753286,0.008915339,0.000101401194,34.0
