cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,GHS_urban_area_id
0.07413013,0.03637569,0.021310387,0.012431945,0.024902252,0.00032583237,0.03316264,0.051218152,0.06567,0.028756512,0.008191944,0.023702629,0.5755826,0.04423929,1
0.26263034,0.06132641,0.02458776,0.0050597675,0.032924384,0.00016050851,0.0499888,0.09166338,0.04441408,0.038720917,0.0029272817,0.02982607,0.2667412,0.089029126,2
0.024628118,0.037235375,0.53731585,0.0026498556,0.08228982,0.00012473318,0.037623093,0.05585189,0.012589811,0.12091017,0.0014083488,0.033733413,0.0114610735,0.042178404,3
0.03968758,0.13844371,0.06684267,0.0013375748,0.2691443,5.7826055e-05,0.09317076,0.049483754,0.008099778,0.11737139,0.00074013,0.06888512,0.009591652,0.13714378,4
0.022187317,0.04813213,0.3500982,0.0014838259,0.21994177,6.99856e-05,0.049434774,0.038104597,0.0075808023,0.15883604,0.0008221727,0.04762247,0.007965488,0.047720525,5
0.0152366925,0.026133142,0.66582775,0.0013210488,0.07157651,6.165911e-05,0.026148308,0.032698892,0.0066105146,0.09464424,0.0007105229,0.023797158,0.006320906,0.02891265,6
0.024414886,0.10834146,0.022964822,0.0010705077,0.09455171,5.1156894e-05,0.08120639,0.01633361,0.0053800438,0.030449813,0.0006281985,0.55948514,0.0069457083,0.04817656,7
0.17454429,0.04806573,0.020346817,0.00491044,0.026943788,0.00015571866,0.041525807,0.06682898,0.03860098,0.031604342,0.002979947,0.02517319,0.45321593,0.06510397,8
0.42993537,0.06872825,0.021154229,0.003617911,0.031637758,0.000123323,0.05378858,0.069770455,0.028826723,0.034726277,0.002141704,0.030581187,0.12822513,0.096743084,9
0.046483144,0.019872516,0.010831888,0.004498114,0.013043263,0.0001302291,0.018344184,0.028879425,0.027390355,0.0154392505,0.0029691977,0.012274267,0.7750241,0.024820115,10
0.07688099,0.055275965,0.042539403,0.0848848,0.04541815,0.002247228,0.053512454,0.06813707,0.09559764,0.050311595,0.17159377,0.044182733,0.1485238,0.060894422,11
0.08889563,0.05964041,0.04336479,0.06575268,0.04719618,0.0016291979,0.057265803,0.07549326,0.10818105,0.052850254,0.079783745,0.045817554,0.20728958,0.06683986,12
0.025574466,0.020215157,0.016819742,0.04646291,0.017502889,0.0017389191,0.019689383,0.023835083,0.03195074,0.018972479,0.6989379,0.017093265,0.03946449,0.021742603,13
0.040278394,0.13156523,0.07678274,0.0014314466,0.2643361,6.13583e-05,0.08407368,0.054407585,0.0087933345,0.12079305,0.0007815492,0.06661419,0.009998119,0.14008318,14
0.05129418,0.45513037,0.020233244,0.0011373509,0.06761274,4.8514117e-05,0.09545301,0.024145065,0.0069045345,0.03166694,0.0006458667,0.1048949,0.009535448,0.13129789,15
0.09929313,0.058296047,0.050419576,0.023820959,0.047920305,0.0005919042,0.05424715,0.13933492,0.14218774,0.06393543,0.012464385,0.038356952,0.19246532,0.07666617,16
0.043644022,0.40632415,0.023584006,0.0011247054,0.09121046,4.8778467e-05,0.10266262,0.02459519,0.0066776634,0.036464848,0.0006373189,0.13109727,0.00885333,0.12307564,17
0.13657567,0.09552833,0.035093453,0.0020095713,0.051910438,7.344016e-05,0.05860762,0.21603629,0.016734457,0.065148965,0.0010711192,0.03153518,0.02249001,0.26718545,18
0.036396418,0.051959425,0.29056576,0.0025096633,0.09773925,0.00010582018,0.04874429,0.12522238,0.014771317,0.21065336,0.0013224463,0.035583157,0.01425329,0.07017343,19
0.07879675,0.05620305,0.04299847,0.08374774,0.04598413,0.0021733427,0.05433378,0.06958853,0.09823836,0.05101504,0.15480801,0.044700768,0.15534908,0.062062964,20
0.05561946,0.052880563,0.10998529,0.0041302033,0.064811304,0.00015750193,0.05029823,0.35440302,0.02700976,0.13964337,0.0021545868,0.032555208,0.026694171,0.07965739,21
0.048099022,0.021045515,0.011238887,0.0049262694,0.013712965,0.00014360221,0.019422522,0.028466914,0.02827115,0.015906882,0.0033324745,0.01319817,0.7664825,0.025753198,22
0.019599631,0.031097228,0.603115,0.0018018931,0.073920876,8.269282e-05,0.030778436,0.046269923,0.009101343,0.11201418,0.0009575818,0.026947383,0.008461281,0.035852484,23
0.05381175,0.123303205,0.077340305,0.0016625696,0.1533586,6.833398e-05,0.080699444,0.09492888,0.011007839,0.14461604,0.0008984987,0.05108442,0.012642562,0.1945775,24
0.022021856,0.034044083,0.5717019,0.0022633662,0.0785175,0.000106731175,0.03465189,0.049438458,0.0108277965,0.115864486,0.001210584,0.030979358,0.010027981,0.038344085,25
0.056189917,0.06864445,0.090549655,0.0022025434,0.081593186,8.6171676e-05,0.056510106,0.29285383,0.015487319,0.16184138,0.0011663941,0.033815473,0.016879318,0.12218022,26
0.057517644,0.043436732,0.034943864,0.081361264,0.03675448,0.002509106,0.04235737,0.052556038,0.0711757,0.040418494,0.3554607,0.03575855,0.09847734,0.047272757,27
0.02015369,0.031980857,0.60269415,0.002028584,0.076091014,9.5395226e-05,0.032050367,0.0444556,0.0097979205,0.10546936,0.0010803719,0.029291878,0.009017013,0.035793852,28
0.023668304,0.055641677,0.25329807,0.0014696755,0.29414317,6.875254e-05,0.05501075,0.038357347,0.0076515945,0.15321782,0.0008133461,0.054979198,0.008114835,0.053565465,29
0.057492424,0.041841,0.03307555,0.0017478536,0.03423244,6.298497e-05,0.03333119,0.60367686,0.014338449,0.058763795,0.0009195166,0.018773703,0.017288752,0.08445558,30
0.016640982,0.028390897,0.6500727,0.0015856698,0.07629756,7.558879e-05,0.028510207,0.03379085,0.007629433,0.091035835,0.00085179636,0.027353145,0.0071676434,0.030597772,31
0.054043856,0.035556305,0.032963738,0.002255351,0.030373227,7.818912e-05,0.030026846,0.63755,0.01906928,0.05284624,0.0011710223,0.01770969,0.022137234,0.06421895,32
0.22580495,0.056629594,0.02357955,0.0050878623,0.031291626,0.00016250683,0.04815964,0.08455342,0.04199924,0.037287224,0.0030245422,0.028488452,0.333989,0.079942435,33
0.09247121,0.052992113,0.034464113,0.028966932,0.038980566,0.00075195555,0.050276425,0.07110693,0.094740085,0.04476077,0.02347763,0.037477862,0.36781612,0.06171728,34
0.044767518,0.019213112,0.010146941,0.004300708,0.012429069,0.00012594105,0.017685892,0.026052857,0.025303544,0.014430745,0.0028855277,0.011949036,0.78709793,0.023611192,35
0.022501336,0.084044635,0.05576639,0.0010599839,0.49359003,4.9525566e-05,0.07270635,0.02395376,0.0056121657,0.06868851,0.00059982756,0.10785001,0.0065323613,0.057045113,36
0.07545279,0.054358777,0.04266746,0.09240242,0.044996567,0.002263875,0.052457582,0.06863145,0.09838469,0.05014609,0.1703216,0.043307748,0.14436428,0.060244653,37
0.04628876,0.40240324,0.02270411,0.0011853707,0.08314313,5.157981e-05,0.10623309,0.024172768,0.006961122,0.034839764,0.0006760362,0.14509144,0.0094256075,0.116824016,38
