cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,GHS_urban_area_id
0.066862926,0.0074856407,0.034390766,0.15820496,0.027268223,0.04268522,0.0016460948,0.04025557,0.0043795775,0.00031272112,0.02191262,0.4617762,0.101578094,0.03124143,1
0.11453408,0.0051893187,0.04580048,0.2895661,0.031875566,0.054458603,0.00111252,0.05506549,0.00256708,0.00020892762,0.010621158,0.11047719,0.25098872,0.027534742,2
0.03678695,0.32719943,0.036126725,0.03755843,0.031933475,0.032945346,0.21657878,0.04344973,0.025741708,0.0056408076,0.052605264,0.03936378,0.041127536,0.07294204,3
0.048259128,0.21911584,0.0465962,0.048229046,0.036069557,0.038243238,0.011591879,0.069666274,0.010503374,0.0012449919,0.040293086,0.046130694,0.06110397,0.3229527,4
0.028995484,0.012229166,0.030350264,0.02458892,0.018788503,0.019553013,0.0016957744,0.07243167,0.0022143729,0.000250099,0.0086911665,0.017439755,0.04371044,0.71906143,5
0.023715796,0.6559115,0.023148198,0.02426573,0.020018084,0.02081746,0.04736123,0.028816931,0.013340808,0.0022501808,0.032301784,0.025318395,0.027076654,0.05565722,6
0.28394556,0.0015980136,0.09591854,0.055095963,0.08951266,0.35768157,0.00038521303,0.03014829,0.0007895378,7.575725e-05,0.0022784022,0.011999346,0.063619554,0.006951616,7
0.07774392,0.002412536,0.02510898,0.6278511,0.020795405,0.044150535,0.00056069356,0.022122089,0.0013989244,0.000109518725,0.00495519,0.073192224,0.08931702,0.010281833,8
0.07105158,0.004580863,0.030368444,0.27680388,0.026225116,0.047686975,0.0010773238,0.02922266,0.002934541,0.00021204195,0.011520438,0.394351,0.086332224,0.017632792,9
0.08122822,0.004246882,0.03214267,0.39926282,0.027091857,0.051716916,0.0009895184,0.03061073,0.0026257737,0.00019356386,0.009795925,0.24131699,0.10167248,0.017105702,10
0.05397801,0.02425023,0.038162217,0.08044216,0.03317024,0.043002453,0.0060388404,0.044585954,0.02166459,0.0011780795,0.33375174,0.19918706,0.06694394,0.053644508,11
0.06255149,0.018948874,0.040898968,0.10388339,0.035211723,0.048064213,0.0045158463,0.04725643,0.014980608,0.0008785559,0.13352749,0.3584598,0.07960592,0.051216647,12
0.022350565,0.016548052,0.017244164,0.029827114,0.015228995,0.018613545,0.004673241,0.020132357,0.018693822,0.00092278316,0.72770727,0.055006847,0.026703509,0.026347732,13
0.10670126,0.0026328103,0.39018533,0.033699922,0.069374315,0.05848805,0.00058352115,0.21745257,0.0010122732,0.00010900425,0.0031270105,0.011611805,0.08989841,0.015123772,14
0.18195522,0.0027877197,0.18767585,0.052557513,0.053889226,0.064180546,0.0006042523,0.20431066,0.00110519,0.00011251398,0.0036362018,0.015548729,0.21447816,0.01715825,15
0.037944175,0.45649838,0.03535744,0.040150344,0.028822752,0.031042345,0.018483317,0.0485497,0.014327181,0.0017262995,0.059993006,0.0438083,0.046627045,0.13666974,16
0.10360206,0.0021374938,0.028907746,0.61149937,0.025793994,0.067550264,0.00051151344,0.021341596,0.0012608863,0.00010109348,0.003966878,0.043557405,0.0810558,0.008713868,17
0.24278113,0.0024056886,0.12947927,0.06210506,0.04599202,0.065678105,0.00052493234,0.11734605,0.0009983398,9.834519e-05,0.0033144427,0.01580232,0.2991772,0.014297121,18
0.044193804,0.3228637,0.043394897,0.043822344,0.03397178,0.035612192,0.013373913,0.06364008,0.010796934,0.0013514869,0.038834445,0.041961156,0.055058986,0.25112432,19
0.058967587,0.023150519,0.040655173,0.09114574,0.035646066,0.04706895,0.005813518,0.046570346,0.021324728,0.0011480283,0.24897754,0.25378945,0.0725553,0.0531871,20
0.068137094,0.009183763,0.08712964,0.044653118,0.041753758,0.0409214,0.0016829108,0.45554996,0.0025154343,0.00028418418,0.009045735,0.023957122,0.10869876,0.10648707,21
0.08311236,0.0038895684,0.03161061,0.45242777,0.026986552,0.052893538,0.0009115478,0.029139392,0.0023928473,0.00017894998,0.008811667,0.19356847,0.09843434,0.01564244,22
0.03256001,0.53139997,0.031908497,0.03260213,0.025555018,0.026743423,0.013472641,0.045026414,0.009511299,0.0012402586,0.032686725,0.032064058,0.039778236,0.14545128,23
0.14754085,0.0028100654,0.24322958,0.04435076,0.058825333,0.0614491,0.0006111958,0.252827,0.0010901737,0.00011372281,0.0035333252,0.014141988,0.15228668,0.017190183,24
0.033043697,0.016281467,0.03486496,0.028412612,0.021944787,0.022672478,0.0022561597,0.080479085,0.002875704,0.0003323309,0.011387009,0.02094981,0.04912662,0.6753732,25
0.017702842,0.010221246,0.017733963,0.01581727,0.011681685,0.012381639,0.001249082,0.0359219,0.0015737325,0.00017415655,0.006137215,0.011881667,0.025546554,0.831977,26
0.029609764,0.02231843,0.02310828,0.03901645,0.020872531,0.025318962,0.007060155,0.026180046,0.034040164,0.0014827057,0.6342084,0.06970789,0.03435006,0.03272616,27
0.0068828575,0.90507424,0.0067428243,0.006974964,0.0056337025,0.0058640465,0.0060525504,0.008872916,0.0028687532,0.00042498022,0.008494627,0.007120186,0.008096346,0.02089695,28
0.076663755,0.014623641,0.085113265,0.055928897,0.047106575,0.04833324,0.0023328527,0.24510784,0.003315979,0.00036400434,0.012100516,0.031961758,0.116239734,0.26080802,29
0.04747275,0.14558707,0.045733728,0.047225565,0.034667134,0.03689378,0.009446849,0.07101537,0.0092221135,0.0010716044,0.036800962,0.044462744,0.061456785,0.4089435,30
