cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.035158135,0.069659516,0.03754536,0.05071883,0.01829384,0.0919436,0.09717652,0.060278073,0.0006331518,0.025328966,0.42937955,0.0471618,0.036722627,1
0.021567997,0.062431477,0.02343791,0.03944665,0.0030540407,0.122757114,0.043913618,0.05424995,0.00015509276,0.0052089617,0.56663686,0.033616494,0.02352382,2
0.033648923,0.06542568,0.6063235,0.040322706,0.0011007445,0.026910698,0.0096439915,0.045381386,8.9470785e-05,0.0019170089,0.010961864,0.049064405,0.109209605,3
0.10726556,0.03785277,0.059798956,0.26391336,0.0007094801,0.045458775,0.0075002518,0.15447003,5.471319e-05,0.0012556752,0.009601423,0.12959728,0.18252179,4
0.054429978,0.03948703,0.33118147,0.055424232,0.00078276626,0.024355657,0.007096663,0.05157288,6.478797e-05,0.0013735238,0.008111314,0.06399756,0.36212218,5
0.029199194,0.05027703,0.6554196,0.035259698,0.00080324867,0.02179802,0.0072227158,0.039094817,6.5089735e-05,0.0014026341,0.008289564,0.042826075,0.10834236,6
0.6090992,0.016538972,0.02834686,0.10087693,0.0006456466,0.024098039,0.0054796245,0.04723518,5.298125e-05,0.0011014886,0.0069552865,0.07724945,0.08232039,7
0.02201087,0.055765092,0.022573592,0.040288027,0.0028653275,0.13417193,0.03507121,0.053983916,0.00014624992,0.0046531474,0.56990814,0.035347305,0.02321512,8
0.0328803,0.078150414,0.030742006,0.06991206,0.0025658782,0.3789264,0.03418269,0.099326976,0.00014486286,0.004309548,0.17864633,0.056372143,0.03384042,9
0.016416484,0.03673598,0.017642926,0.025618188,0.004585525,0.056269765,0.03655622,0.03167663,0.00019236366,0.0066878386,0.7262912,0.023995258,0.017331628,10
0.038387615,0.056289766,0.04070383,0.04656283,0.35046488,0.061858095,0.075795114,0.050800163,0.0026117759,0.08424326,0.10735838,0.045466054,0.03945825,11
0.04760575,0.07430661,0.0505577,0.05982495,0.15070276,0.08444673,0.10292304,0.06633183,0.002214225,0.08321373,0.17078489,0.058055285,0.04903252,12
0.0042358395,0.005688018,0.004464623,0.0048997183,0.93255144,0.006014952,0.0072964192,0.0052328454,0.0005783033,0.011152544,0.008740597,0.0048058047,0.0043388396,13
0.12760948,0.03489025,0.054163456,0.28819358,0.0007175882,0.043255683,0.007674946,0.1468612,5.5953955e-05,0.0012850666,0.009425321,0.11050761,0.1753599,14
0.13233437,0.025566986,0.02920118,0.44328606,0.0006912237,0.05010537,0.0073486306,0.13419932,5.2544634e-05,0.0012236678,0.0097639635,0.09572245,0.070504256,15
0.04299613,0.11277808,0.058064472,0.06092235,0.02465756,0.098398045,0.14360902,0.07495873,0.0009409012,0.04062786,0.23323295,0.057974182,0.050839752,16
0.16164936,0.02683024,0.03483589,0.38968042,0.00069341337,0.04418589,0.0072940416,0.12848869,5.3658932e-05,0.0012334808,0.0092796385,0.10018223,0.09559304,17
0.033671487,0.108014576,0.0393305,0.12597834,0.000891004,0.15196072,0.013523208,0.3985561,6.163404e-05,0.0016621938,0.018531768,0.058738757,0.049079802,18
0.048626266,0.10018526,0.32772416,0.07990449,0.0010066709,0.042134713,0.011058874,0.0999014,7.855147e-05,0.0018322848,0.012456177,0.07339456,0.20169659,19
0.04125634,0.06133507,0.043822344,0.050390165,0.29441085,0.067694284,0.083224155,0.05516261,0.0026012089,0.087823756,0.12068399,0.049138494,0.042456757,20
0.032665104,0.46387967,0.1171751,0.05452142,0.0023177164,0.06556268,0.029151063,0.08105232,0.00016177735,0.004326348,0.03257318,0.05279445,0.06381921,21
0.01784003,0.037633605,0.01863478,0.027556557,0.005167901,0.05952417,0.038891464,0.03364801,0.00021373226,0.0074150837,0.70919544,0.02575797,0.018521266,22
0.044998914,0.047227126,0.44399863,0.05275235,0.00078866637,0.025119683,0.0075460314,0.053816926,6.461444e-05,0.0014070892,0.008384007,0.05638008,0.25751585,23
0.07177554,0.058423262,0.07645325,0.21840577,0.0007897034,0.055159286,0.009261599,0.22893555,6.01227e-05,0.0014369747,0.011241705,0.1002193,0.16783798,24
0.032894295,0.06557222,0.61019003,0.039949488,0.0010632059,0.026639564,0.009411009,0.04523096,8.6087384e-05,0.0018537277,0.010730208,0.04847928,0.10789995,25
0.045472186,0.17951168,0.10253245,0.122869544,0.0010606019,0.084241346,0.0137769515,0.24156404,7.69855e-05,0.0019448276,0.017367907,0.08469633,0.104885176,26
0.015148762,0.02111434,0.016052132,0.017852738,0.75328404,0.02261054,0.027479159,0.019231092,0.0015152588,0.037490956,0.03514613,0.017516542,0.015558255,27
0.03157254,0.04745295,0.6278826,0.03777179,0.0007629449,0.021425348,0.0071334443,0.041161105,6.2493535e-05,0.0013575662,0.007852181,0.042360708,0.13320436,28
0.060343884,0.034304272,0.20382287,0.060041077,0.00069331966,0.023375398,0.0063914857,0.052555427,5.7147856e-05,0.0012187312,0.0073691825,0.06627597,0.48355117,29
0.031594664,0.2750266,0.04925923,0.08579328,0.0013336381,0.19777055,0.020834748,0.19450353,8.7795735e-05,0.0024537868,0.03305322,0.060204037,0.04808494,30
0.043812666,0.04147175,0.49527246,0.046371132,0.00079744414,0.022899026,0.0071635074,0.045791727,6.617698e-05,0.0014010397,0.0080715,0.054248214,0.23263332,31
0.021220388,0.5938385,0.046028566,0.04712777,0.0011475878,0.08121242,0.018281706,0.09003605,7.597915e-05,0.002154301,0.024789136,0.037798174,0.036289405,32
0.013520428,0.03261169,0.013909916,0.02354244,0.0021504092,0.06817609,0.024345655,0.030649453,0.000104750405,0.0034231965,0.75239635,0.021002801,0.014166769,33
0.045445945,0.07989145,0.048471346,0.06114013,0.04543182,0.09795531,0.10867288,0.07001448,0.0011977066,0.046533927,0.28937387,0.058785968,0.04708518,34
0.02004413,0.04156853,0.020887164,0.03066322,0.006166295,0.06477359,0.044317596,0.037234295,0.00025041748,0.008753215,0.67588955,0.028693207,0.020758767,35
