cluster_0_prob,cluster_1_prob,cluster_2_prob,GHS_urban_area_id
0.91294605,0.0028437113,0.08421034,1
0.91123194,0.0028858567,0.08588224,2
0.055831328,0.8474505,0.09671823,3
0.18426996,0.066204675,0.74952537,4
0.20165801,0.10088776,0.6974543,5
0.02199784,0.9421138,0.03588831,6
0.2784708,0.0069733034,0.714556,7
0.94074225,0.0034295863,0.055828065,8
0.95522356,0.002051613,0.04272485,9
0.9434161,0.0032359092,0.05334797,10
0.9467505,0.0019641526,0.051285386,11
0.9611703,0.0018655662,0.03696411,12
0.9020382,0.003072577,0.09488918,13
0.95856166,0.0020880476,0.039350376,14
0.5025935,0.007825078,0.48958138,15
0.11088603,0.0055913175,0.88352257,16
0.7943796,0.0050824243,0.20053795,17
0.94923156,0.002783035,0.04798545,18
0.08419892,0.0064613656,0.9093397,19
0.9586984,0.0020629277,0.039238658,20
0.89312655,0.0032947948,0.10357861,21
0.942324,0.0033043553,0.054371566,22
0.12226328,0.020406466,0.85733026,23
0.9539514,0.00242496,0.043623623,24
0.051421113,0.0044473624,0.94413155,25
0.3863161,0.008401621,0.6052823,26
0.19735228,0.08911437,0.71353334,27
0.12231548,0.02007993,0.85760456,28
0.19692001,0.006339755,0.79674023,29
0.24579436,0.0074866987,0.74671894,30
0.21475722,0.15410188,0.6311409,31
0.7210812,0.0063715167,0.2725473,32
0.114372864,0.00566378,0.8799634,33
0.96453077,0.0015501693,0.03391896,34
0.80549455,0.004947496,0.18955794,35
0.82842016,0.004536097,0.16704372,36
0.6534916,0.006924332,0.33958402,37
0.95991,0.0016782153,0.038411733,38
0.21471824,0.23713702,0.5481448,39
0.09207304,0.010095217,0.89783174,40
0.35870925,0.00781964,0.6334711,41
0.18823752,0.07214068,0.7396218,42
0.72461087,0.0063029784,0.26908618,43
0.07208282,0.007888512,0.9200287,44
0.2093626,0.1460306,0.6446067,45
0.94812864,0.0028348519,0.04903653,46
0.08431559,0.005773492,0.9099109,47
0.020661559,0.9460476,0.033290796,48
0.121581234,0.017188532,0.8612302,49
0.09841764,0.007090114,0.8944922,50
0.93761885,0.003589707,0.0587914,52
0.016676618,0.9584985,0.024824835,53
0.1310353,0.029916044,0.83904874,54
0.5575611,0.00795965,0.43447924,55
0.19706379,0.09652629,0.70640993,56
0.9469225,0.0029214192,0.05015612,57
0.8426135,0.004307187,0.15307926,58
0.09046844,0.7892451,0.1202864,59
0.93660873,0.0037862086,0.059605066,60
0.9490068,0.002836164,0.048157033,61
0.92571336,0.004607112,0.069679365,62
0.14970362,0.5487128,0.3015835,63
0.9653369,0.0015075235,0.033155583,64
0.10812366,0.6888895,0.20298688,65
0.016943032,0.95614,0.026917003,66
