cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,GHS_urban_area_id
0.0423004,0.02552947,0.8371989,0.0021790368,0.065657385,0.013267332,0.011247098,0.0023061507,0.00031423275,1.0
0.5924132,0.10000762,0.056922622,0.0068507865,0.060615372,0.03128853,0.14590883,0.0052798227,0.0007131264,2.0
0.08023137,0.08161178,0.034895156,0.033391096,0.046155978,0.055560585,0.65071607,0.015435856,0.002002103,3.0
0.032188326,0.03806351,0.022547277,0.7277425,0.02912717,0.04343445,0.065508366,0.036214873,0.005173588,4.0
0.03150837,0.028893331,0.010527898,0.005097709,0.014205432,0.014618371,0.8917534,0.0030172688,0.0003781743,5.0
0.046580773,0.033391863,0.0141212465,0.005826134,0.01770653,0.016156692,0.8622623,0.0034866512,0.00046789847,6.0
0.07025498,0.06756504,0.4328127,0.0034329062,0.37151095,0.030898606,0.019258687,0.0038177148,0.00044848432,7.0
0.03208192,0.020408567,0.8647829,0.001562064,0.06051231,0.010409785,0.008354099,0.0016693517,0.000218914,8.0
0.029159818,0.049841363,0.06558943,0.0019939777,0.81236285,0.027513718,0.010954661,0.0023427778,0.0002413188,9.0
0.03216871,0.020447578,0.86445904,0.0015726058,0.060588766,0.010462676,0.008399692,0.0016804215,0.00022049638,10.0
0.043170623,0.03220437,0.772484,0.0021244562,0.11997761,0.015959978,0.011472676,0.002316266,0.0002900448,11.0
0.037614845,0.023220668,0.8508459,0.0019128148,0.062216006,0.011948796,0.00993834,0.0020290683,0.0002735742,12.0
0.03682041,0.022822717,0.8530723,0.0018438561,0.061962843,0.011622319,0.009640312,0.0019529164,0.0002624096,13.0
0.035211008,0.053440746,0.08679961,0.0021185963,0.78198206,0.025783513,0.011997704,0.0024087438,0.0002578852,14.0
0.055128712,0.09509967,0.051984847,0.06578404,0.08414813,0.24904092,0.069923945,0.32334453,0.005545183,15.0
0.70520514,0.09267175,0.052462813,0.0038859544,0.06041543,0.023439439,0.05820108,0.003300191,0.00041821823,16.0
0.029613728,0.04958093,0.067016475,0.0018974628,0.81397456,0.024873521,0.010622872,0.0021909508,0.00022947547,17.0
0.032195047,0.020756388,0.86439955,0.0016220538,0.059879098,0.010661957,0.008513683,0.001742342,0.0002297749,18.0
0.10936455,0.07191004,0.027894909,0.009187502,0.03463628,0.028840374,0.71150744,0.005869075,0.00078986865,19.0
0.03589503,0.022070134,0.85754573,0.0017836886,0.059927538,0.011265408,0.009368037,0.0018907425,0.00025373406,20.0
0.6688786,0.08800147,0.08832169,0.003702746,0.08290946,0.023794247,0.04061928,0.003345128,0.0004273438,21.0
0.03283974,0.021650981,0.85467327,0.0015787549,0.06792285,0.010902193,0.008516255,0.0016965622,0.00021935662,22.0
0.0937868,0.06987586,0.023922553,0.007495414,0.03170563,0.027009664,0.74064416,0.0049317535,0.0006281809,23.0
0.033410102,0.021128884,0.86298597,0.0016757693,0.059150323,0.010828732,0.008789207,0.0017928722,0.00023816175,24.0
0.03382874,0.028165007,0.011532719,0.0058197896,0.014944523,0.015087008,0.8868305,0.0033553867,0.0004362796,25.0
0.052179936,0.029545737,0.81268084,0.0020417213,0.0761291,0.013320727,0.011689446,0.002130329,0.00028224272,26.0
0.0470231,0.060341097,0.043362465,0.15962182,0.05483391,0.08422169,0.06014462,0.45904326,0.031408064,27.0
0.07064091,0.053422768,0.01911191,0.0066766962,0.024850713,0.022060825,0.7983814,0.0043006823,0.0005540502,28.0
0.09966211,0.11751866,0.056264352,0.13691984,0.07705018,0.113271676,0.35151094,0.04271728,0.005084963,29.0
0.65801156,0.096735455,0.05781282,0.005099415,0.06476682,0.027676126,0.085236356,0.0041247704,0.0005367018,30.0
0.052137304,0.04610874,0.016280975,0.007249303,0.02153886,0.021112135,0.8306077,0.004401519,0.0005634589,31.0
0.03758817,0.022503678,0.85543364,0.0016842679,0.060708076,0.010875603,0.009193945,0.0017763218,0.0002363123,32.0
0.4694007,0.1110756,0.16943613,0.005712301,0.14699143,0.036573563,0.055029638,0.005119068,0.0006615089,33.0
0.10309615,0.11244131,0.05304254,0.09338598,0.07016419,0.092036396,0.43936488,0.03219039,0.0042781355,34.0
0.05487011,0.14774862,0.07568146,0.0055205813,0.5437035,0.13609318,0.028889718,0.0068751895,0.00061766745,35.0
0.7719208,0.05606446,0.06824179,0.002943007,0.050791506,0.016102573,0.030998364,0.0025857766,0.00035167183,36.0
0.5583105,0.11449053,0.057101216,0.0071507283,0.06481027,0.033600174,0.15835854,0.005451917,0.0007261402,37.0
0.058214113,0.113685526,0.05502679,0.046518255,0.09880642,0.42364588,0.07131774,0.128862,0.0039232722,38.0
0.0071651256,0.0077579203,0.006626302,0.015853003,0.007315046,0.008611031,0.008471572,0.012943185,0.92525685,39.0
0.048497014,0.061865408,0.04495909,0.16120505,0.05659345,0.08603275,0.06162054,0.44482008,0.034406584,40.0
0.0051390817,0.0073057944,0.004887268,0.011449406,0.006687166,0.012283344,0.0064424034,0.94440097,0.0014045894,41.0
0.09013595,0.09370503,0.042349625,0.048053946,0.056615464,0.07119147,0.5747827,0.020540196,0.0026255376,42.0
0.041205898,0.06739781,0.03853882,0.061169416,0.059343677,0.15059102,0.052943155,0.5235521,0.0052581397,43.0
0.7515844,0.079980604,0.05654056,0.003006055,0.05411514,0.017954148,0.033787742,0.0026822395,0.00034904937,44.0
0.069383144,0.07998657,0.06705689,0.13721025,0.07660683,0.09598154,0.07945752,0.19787732,0.19643995,45.0
0.038859826,0.05509104,0.10330029,0.0023558792,0.75542367,0.028656151,0.013318197,0.0027059838,0.00028897612,46.0
0.04751229,0.06075699,0.044334117,0.15134086,0.05588684,0.08519311,0.059971705,0.46237713,0.032626893,47.0
0.046121918,0.0329938,0.014453589,0.00618696,0.018045766,0.016632177,0.861421,0.003652455,0.0004923151,48.0
0.06434774,0.077956155,0.061247006,0.15563175,0.07316829,0.09990212,0.07680019,0.301649,0.08929774,49.0
0.049490802,0.074292764,0.042140372,0.17219737,0.061806146,0.13508147,0.074466795,0.38254496,0.007979359,50.0
0.037444945,0.023084503,0.8512692,0.0019262291,0.061926965,0.012035794,0.009986146,0.0020501064,0.00027614817,52.0
0.031013167,0.026287755,0.010539295,0.005272788,0.013800318,0.013958293,0.89569545,0.0030404953,0.00039245022,53.0
0.031053834,0.025813807,0.010344832,0.0049881837,0.013470745,0.013467956,0.8975596,0.0029233098,0.00037772037,54.0
0.039141793,0.051423583,0.037035394,0.09969599,0.047323298,0.07438652,0.048315275,0.58223075,0.020447372,55.0
0.036072254,0.03366457,0.013159363,0.0071857376,0.017787008,0.019406516,0.8680523,0.004159287,0.00051304704,56.0
0.04946678,0.061485484,0.16817787,0.0028303596,0.6677457,0.030879326,0.015850144,0.0032100861,0.00035425377,57.0
0.04093058,0.0964348,0.03745914,0.020226499,0.07665574,0.6392959,0.04783452,0.03940445,0.0017583598,58.0
0.016909838,0.019812517,0.01225472,0.8541737,0.015621682,0.023096897,0.03223261,0.02244838,0.0034497147,59.0
0.036706176,0.08365506,0.060615394,0.002972532,0.74340034,0.05259958,0.016152697,0.0035537616,0.00034432465,60.0
0.041212704,0.05600036,0.12666406,0.0025421942,0.726753,0.02959772,0.013984506,0.0029289292,0.00031649438,61.0
0.052681535,0.06381848,0.19001597,0.0029536372,0.6390124,0.031296313,0.016516915,0.0033333725,0.0003714104,62.0
0.029141182,0.023726022,0.009534772,0.004308726,0.012477857,0.012286957,0.9056196,0.0025749425,0.00032990534,63.0
0.022151243,0.055201534,0.021415276,0.008360721,0.049178865,0.8050449,0.023599166,0.014287934,0.0007603228,64.0
0.04816614,0.037285734,0.016691318,0.008669003,0.020903112,0.02054531,0.8422318,0.004850343,0.00065725215,65.0
0.07283262,0.047725774,0.01954458,0.006654901,0.024414014,0.020865355,0.8031783,0.0042230445,0.00056139304,66.0
0.074617304,0.08223033,0.03271245,0.02837502,0.045622732,0.057999104,0.6626998,0.0140645215,0.0016787888,67.0
0.027767666,0.0302259,0.025142513,0.07731048,0.028158585,0.033890624,0.034157168,0.051864315,0.6914828,68.0
0.038741082,0.044748753,0.031666674,0.6268521,0.038575243,0.053557288,0.05850936,0.08287767,0.024471795,69.0
0.02331142,0.027860092,0.016798455,0.7986909,0.021804446,0.032914266,0.045344695,0.029219408,0.0040563624,70.0
0.03107591,0.057399873,0.06344612,0.0023355845,0.7945675,0.035505224,0.012604552,0.0027859418,0.0002792258,71.0
0.029185843,0.02615013,0.010128632,0.005062693,0.013610991,0.014218499,0.89830106,0.002971004,0.00037117573,72.0
0.06922902,0.04588247,0.018828573,0.0065673897,0.023510419,0.020231463,0.8110658,0.004133814,0.00055110315,73.0
0.8535163,0.041913338,0.031755026,0.0021640281,0.028902516,0.011192941,0.028491685,0.0018177411,0.00024636055,74.0
0.09849905,0.1218722,0.054253627,0.109740056,0.07641018,0.117208526,0.3778014,0.039807763,0.0044072,75.0
0.06437011,0.075367324,0.06038112,0.16470645,0.07050611,0.0921071,0.07738555,0.21605322,0.17912294,76.0
0.032022044,0.020932058,0.8624463,0.0016476987,0.06152738,0.010840947,0.008581892,0.0017684571,0.0002332095,77.0
0.034275874,0.023317803,0.84277725,0.0016561232,0.07547141,0.011587766,0.008904207,0.001780276,0.00022922782,78.0
0.029052097,0.027081186,0.009920031,0.004852315,0.013517009,0.0141960215,0.8981366,0.002888255,0.0003564633,79.0
0.03736873,0.0285753,0.01108874,0.0042384122,0.014501117,0.013430286,0.887806,0.0026522414,0.00033919117,80.0
0.12351165,0.0713916,0.02938992,0.008358025,0.0363431,0.028940188,0.6957699,0.005560212,0.000735465,81.0
0.031617843,0.025436595,0.00967184,0.0039555486,0.012731721,0.012125888,0.9017144,0.0024354672,0.00031072067,82.0
0.03742257,0.030187357,0.011208629,0.004512951,0.014723121,0.013913576,0.884876,0.0027978732,0.00035788125,83.0
0.06621208,0.077328295,0.063005686,0.15212426,0.07311571,0.094316594,0.07796353,0.21512948,0.18080439,84.0
