cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.030329125,0.15144108,0.075828314,0.055092104,0.0016246681,6.22312e-05,0.010010632,0.024561418,0.046992537,0.5040067,0.007948568,0.03368018,0.05842242,1
0.02933563,0.067884445,0.0880604,0.20676401,0.0016366274,7.085085e-05,0.009679204,0.02342435,0.07113418,0.43998128,0.0067739496,0.023680037,0.031575106,2
0.018636435,0.029201992,0.055082258,0.68988794,0.0011523141,5.4788146e-05,0.0065854094,0.015603365,0.054038297,0.09690056,0.0042627533,0.013180436,0.015413484,3
0.017371861,0.028029563,0.047836848,0.7154765,0.0012082034,5.841324e-05,0.006482658,0.014730978,0.046318833,0.08983665,0.0043728063,0.012914346,0.015362306,4
0.017865416,0.024958579,0.04481891,0.74031806,0.0012620715,6.307579e-05,0.006782,0.014980363,0.049522717,0.06826629,0.0044039553,0.012407028,0.01435144,5
0.057633255,0.039179634,0.112654015,0.13742302,0.0017659444,8.037091e-05,0.01441533,0.037150703,0.47139955,0.077313,0.006822851,0.021182472,0.02297985,6
0.028191974,0.07082236,0.09495223,0.13635597,0.0014289307,6.033456e-05,0.008885349,0.022750424,0.066828854,0.5101692,0.006126222,0.02287432,0.030553775,7
0.02675531,0.18860143,0.08035213,0.050251774,0.0014966745,5.8101e-05,0.009204609,0.024123583,0.040358935,0.48604983,0.007193268,0.035576444,0.0499779,8
0.042628206,0.09195977,0.037797622,0.020843305,0.0054804203,0.00013615127,0.029105535,0.040097848,0.028312132,0.044669464,0.06397609,0.11053159,0.48446184,9
0.026446927,0.5455039,0.054888215,0.02507953,0.0015432813,5.4186035e-05,0.009941794,0.025393978,0.027796537,0.119333796,0.008651898,0.059257027,0.09610897,10
0.045483872,0.0479873,0.036879387,0.027249154,0.24272694,0.0010580014,0.061942857,0.046075787,0.03364662,0.036914606,0.29049835,0.061762795,0.067774266,11
0.025280554,0.028623866,0.019880485,0.013643693,0.029385228,0.00030887593,0.033314154,0.025451848,0.017513279,0.020211305,0.69994587,0.039406944,0.047033977,12
0.044196937,0.04771431,0.035429772,0.025606748,0.1254493,0.0008149023,0.059727352,0.044566173,0.03200091,0.035743136,0.41534758,0.062646605,0.07075625,13
0.027588625,0.08356401,0.09732963,0.123616256,0.0014836796,6.327682e-05,0.00912174,0.02376615,0.05940317,0.5109179,0.006285474,0.025903055,0.030957073,14
0.048438437,0.09474709,0.041762043,0.023310592,0.0071215285,0.00016919924,0.035989285,0.046440043,0.03168997,0.04780684,0.09468442,0.124226965,0.4036135,15
0.031742003,0.1441795,0.082733005,0.05693039,0.001615673,6.19225e-05,0.010182339,0.025550488,0.05049189,0.4982275,0.007911358,0.03316839,0.05720553,16
0.040477686,0.3788677,0.06343643,0.021853175,0.0020486542,6.923908e-05,0.01667099,0.048585713,0.031065118,0.06280521,0.012103611,0.22855845,0.09345813,17
0.024969311,0.07120293,0.0764536,0.15066507,0.0015560213,6.6818604e-05,0.008739508,0.02104325,0.05318061,0.5308989,0.0064915223,0.02331529,0.031417172,18
0.017527578,0.027877828,0.046963178,0.71859205,0.0012240969,5.9567516e-05,0.0065667387,0.014790286,0.046749845,0.08696715,0.004399912,0.012985743,0.015295995,19
0.044206727,0.047439855,0.035356905,0.025458666,0.124787495,0.0008100089,0.060221538,0.04470658,0.03191448,0.035506282,0.41687936,0.062493198,0.07021892,20
0.030506678,0.054591075,0.09717875,0.40777037,0.0016320697,7.387518e-05,0.009963276,0.024674354,0.08853698,0.23059514,0.0064123697,0.02191393,0.02615109,21
0.054170422,0.0876352,0.04393761,0.02527706,0.01056503,0.00022686008,0.047742464,0.053048227,0.0345556,0.047759127,0.19833927,0.12817472,0.26856843,22
0.018469056,0.027799552,0.045199253,0.72067094,0.0013411886,6.634029e-05,0.007050855,0.015299305,0.048913766,0.08118749,0.004726517,0.013396973,0.01587868,23
0.023608275,0.040969864,0.05932262,0.59220976,0.0017049599,8.058991e-05,0.00884657,0.019264631,0.059235115,0.14714438,0.006297563,0.018083801,0.023231791,24
0.06781464,0.026947366,0.08388209,0.040530387,0.0011203687,4.7357677e-05,0.011633205,0.034512576,0.6565534,0.0401418,0.00470691,0.015659664,0.016450265,25
0.023855435,0.043494646,0.06255071,0.5720619,0.0016816795,7.950856e-05,0.008889379,0.019761782,0.059507232,0.15973549,0.0062310863,0.018862203,0.023288976,26
0.06069582,0.060743067,0.055012956,0.048104644,0.28182554,0.016548868,0.07168613,0.061335035,0.05317475,0.054686215,0.10036913,0.067340255,0.068477586,27
0.017113512,0.023756174,0.041362397,0.7493873,0.001159005,5.6998048e-05,0.0063213543,0.013814126,0.048993785,0.06859156,0.0041110623,0.011556096,0.013776643,28
0.019532455,0.025622495,0.047027588,0.7262391,0.0013786125,6.910289e-05,0.0074031525,0.016123233,0.055483166,0.068057485,0.004784699,0.012984024,0.015295014,29
0.024362544,0.044997606,0.06553802,0.5457329,0.0016700901,7.785424e-05,0.008922615,0.020059599,0.0614594,0.17770538,0.0062877224,0.01905962,0.024126612,30
0.01988762,0.026374679,0.047246356,0.72193176,0.0014214925,7.166284e-05,0.0075963032,0.016436715,0.055633593,0.06945996,0.0049070213,0.013405072,0.015627787,31
0.028034266,0.058419127,0.078559786,0.3953105,0.001868592,8.4762476e-05,0.010102463,0.023137357,0.067656495,0.27660593,0.00726778,0.023025064,0.029927919,32
0.024876066,0.06921827,0.08135945,0.13670707,0.0014776437,6.261127e-05,0.008481745,0.020980908,0.05389041,0.5431663,0.0062763398,0.02235966,0.031143563,33
0.03979314,0.0879448,0.035164542,0.018923242,0.004463827,0.00011417534,0.025530178,0.036708657,0.02621696,0.041672546,0.048551947,0.09967095,0.53524506,34
0.02860016,0.032148793,0.022600496,0.015642874,0.03713604,0.0003699463,0.037703414,0.028792292,0.019979982,0.022960443,0.6582315,0.043718405,0.0521157,35
0.018923799,0.026694767,0.04640288,0.7248955,0.0014058698,7.020757e-05,0.007310396,0.015850766,0.050771143,0.073637255,0.004893375,0.013272464,0.015871607,36
0.04294389,0.05865228,0.033483483,0.020591902,0.01301959,0.00024029319,0.04457289,0.04181977,0.027762616,0.035624605,0.45700017,0.08448035,0.13980824,37
0.037989184,0.35929024,0.06363732,0.03149285,0.002194649,7.419778e-05,0.01412788,0.03295048,0.037648227,0.13434505,0.013137152,0.070271075,0.20284162,38
0.0028932102,0.002954846,0.002448238,0.0019383784,0.9619285,0.0001442376,0.003798361,0.0029365101,0.002292376,0.0024356253,0.008911944,0.0035705075,0.003747332,39
0.016608533,0.016832156,0.014357195,0.011722973,0.7924395,0.0012633106,0.02118821,0.016855134,0.013578492,0.014270593,0.040598236,0.01979898,0.020486562,40
0.042945214,0.09338618,0.03855348,0.021279445,0.0057359347,0.0001415733,0.029759727,0.04099649,0.028675495,0.04538359,0.06802216,0.114177465,0.4709432,41
0.016152035,0.024280667,0.045463905,0.74305767,0.0010439031,5.0349852e-05,0.005837969,0.013537047,0.04643161,0.075768925,0.003794444,0.011313845,0.013267698,42
0.022508606,0.022719294,0.019529043,0.016052607,0.72147685,0.0018889145,0.028534546,0.022824116,0.01852538,0.01939498,0.0525621,0.026542889,0.027440714,43
0.027396534,0.03139951,0.071387894,0.62029266,0.0015586308,7.613559e-05,0.009432021,0.022091167,0.095888525,0.080739155,0.005579842,0.01596191,0.018196091,44
0.0040182103,0.004114383,0.0033890437,0.0026803282,0.94678694,0.00019320975,0.0052820197,0.0040678848,0.0031742628,0.0033807633,0.012686212,0.0049851635,0.005241588,45
0.04111009,0.042864922,0.033623647,0.025235564,0.36730227,0.001121879,0.05581467,0.04168624,0.030883355,0.033554584,0.21357176,0.054326884,0.058904164,46
0.061828684,0.061707575,0.056084633,0.049180068,0.26956734,0.018264787,0.07285459,0.062439263,0.05430855,0.05570859,0.100474596,0.06824825,0.0693331,47
0.39471975,0.03801356,0.051626682,0.023741376,0.0036430354,0.00012822285,0.15329972,0.1341498,0.0744342,0.030670391,0.01722089,0.042799,0.035553355,48
0.060182862,0.059987716,0.054362424,0.047395855,0.28917804,0.015575985,0.07142926,0.060812566,0.052573536,0.0539352,0.10017103,0.06662849,0.06776702,49
0.06053325,0.060531456,0.0548023,0.047893003,0.2840403,0.016276004,0.0715851,0.061149158,0.05298737,0.054470006,0.100305624,0.067145675,0.06828081,50
0.051194075,0.07671538,0.0409778,0.024405567,0.012386147,0.00024838402,0.04879104,0.05016198,0.03299268,0.04418338,0.30014932,0.11140843,0.20638587,52
0.05554462,0.032547526,0.093735576,0.0862871,0.0014409921,6.419473e-05,0.012591,0.033002973,0.5821417,0.059636503,0.005697006,0.017904108,0.019406628,53
0.121391766,0.032190416,0.08086183,0.040029824,0.001491075,6.189275e-05,0.017358046,0.047248874,0.5690311,0.042404614,0.006343703,0.020376785,0.021210076,54
0.027833534,0.028000576,0.024208311,0.02002675,0.6584636,0.0025619583,0.035094224,0.028179837,0.023038156,0.024041338,0.06243256,0.032532983,0.033586223,55
0.056621224,0.03541481,0.09847167,0.10079201,0.0015448073,6.86969e-05,0.013103565,0.03369061,0.54581505,0.06811538,0.0061244313,0.0190214,0.021216331,56
0.026886264,0.030393817,0.021233136,0.014613681,0.033091035,0.00033850712,0.035478093,0.027145488,0.018703647,0.021555148,0.6793488,0.041694306,0.04951805,57
0.028602295,0.06261165,0.091724485,0.329319,0.0017344423,7.774778e-05,0.009913739,0.024112092,0.0708059,0.32135472,0.0068774708,0.02360814,0.029258363,58
0.057132397,0.042225547,0.11918868,0.16397542,0.0018420572,8.4026375e-05,0.014639826,0.037604813,0.42217138,0.08740082,0.007111967,0.022296002,0.024327045,59
0.032485593,0.14044395,0.035641257,0.015250593,0.0025742329,7.58889e-05,0.018840842,0.038797118,0.021287207,0.03689362,0.019290105,0.4840864,0.15433322,60
0.049915165,0.1001276,0.044763483,0.022472618,0.0076087615,0.00019273607,0.0466641,0.06289389,0.030860616,0.04288658,0.067770004,0.38595363,0.1378908,61
0.03440627,0.26214558,0.046926923,0.02238658,0.0021979297,6.977987e-05,0.014294525,0.03106282,0.028806997,0.075370364,0.014756713,0.085245356,0.3823302,62
