cluster_0_prob,cluster_1_prob,GHS_urban_area_id
0.97115093,0.028849084,1
0.97131747,0.028682567,2
0.03444496,0.9655551,3
0.34299195,0.657008,4
0.9667869,0.033213116,5
0.023494413,0.9765056,6
0.9731289,0.026871124,7
0.97717637,0.022823656,8
0.9755244,0.024475556,9
0.9771361,0.022863941,10
0.9760435,0.023956483,11
0.9766898,0.023310177,12
0.975805,0.024194961,13
0.9766509,0.023349067,14
0.97533417,0.024665844,15
0.97387516,0.026124857,16
0.9723676,0.027632447,17
0.9771709,0.022829086,18
0.9721121,0.027887898,19
0.9771343,0.022865713,20
0.97671854,0.023281446,21
0.9770699,0.022930078,22
0.96915764,0.030842338,23
0.9771347,0.022865284,24
0.94502795,0.054972056,25
0.97443324,0.025566725,26
0.93194234,0.06805768,27
0.9769685,0.023031468,28
0.9631283,0.036871653,29
0.97460055,0.02539941,30
0.79168177,0.20831823,31
0.9750271,0.024972904,32
0.9140308,0.08596919,33
0.9771148,0.022885237,34
0.97676206,0.023237865,35
0.9746857,0.025314301,36
0.97502804,0.024972012,37
0.97621197,0.023788035,38
0.9762826,0.02371745,39
0.9766168,0.023383189,40
0.9711856,0.028814442,41
0.9556876,0.044312425,42
0.97721714,0.022782793,43
0.9765803,0.023419647,44
0.025335643,0.97466433,45
0.9771677,0.02283229,46
0.9761298,0.023870224,47
0.023464419,0.97653556,48
0.97237194,0.027628051,49
0.9767948,0.023205178,50
0.9771809,0.022819044,52
0.024409758,0.9755902,53
0.023982711,0.9760173,54
0.9686164,0.031383548,55
0.022923626,0.97707635,56
0.9771738,0.02282621,57
0.97705793,0.022942089,58
0.028118864,0.97188115,59
0.9771752,0.022824781,60
0.9771822,0.022817811,61
0.9771721,0.022827966,62
0.022891475,0.97710854,63
0.9766795,0.02332052,64
0.023235377,0.9767646,65
0.023044739,0.97695524,66
0.022813847,0.97718614,67
0.023614144,0.9763859,68
0.022910919,0.97708905,69
0.023331884,0.9766681,70
0.9770145,0.022985509,71
0.02339442,0.97660553,72
0.023014603,0.9769854,73
0.97163785,0.02836216,74
0.023967138,0.9760329,75
0.027835688,0.97216433,76
0.97695756,0.023042403,77
0.9770766,0.022923406,78
0.022887593,0.97711235,79
0.022971358,0.97702867,80
0.9716046,0.028395452,81
0.023449425,0.9765506,82
0.028718611,0.97128135,83
0.9765964,0.023403568,84
0.9770107,0.022989273,85
0.97698164,0.023018304,86
0.023380471,0.9766195,87
