cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,cluster_14_prob,GHS_urban_area_id
0.059240777,0.049328092,0.058276363,0.0011419272,0.36076197,5.687586e-05,0.018144649,0.039469197,0.018675594,0.05666802,0.0016260351,0.2394579,0.040399194,0.005785685,0.05096766,1
0.03550252,0.0527966,0.21767415,0.0012831202,0.35723773,6.930482e-05,0.014808081,0.031000199,0.019114537,0.10683623,0.0017791148,0.088240325,0.032746706,0.0057364563,0.03517501,2
0.020583063,0.040295433,0.58892924,0.001148004,0.10048593,6.676493e-05,0.010466817,0.019886527,0.015846867,0.11429452,0.0015549843,0.038321838,0.022434197,0.004626179,0.021059591,3
0.020619053,0.03974451,0.5943114,0.0011767545,0.098804735,6.865987e-05,0.010550784,0.020124579,0.015867012,0.11036474,0.0015948189,0.038269408,0.022436954,0.0047162413,0.021350313,4
0.022053894,0.040423308,0.5851498,0.0013486163,0.10055449,7.933223e-05,0.011463961,0.022263719,0.016889038,0.10483822,0.0018214876,0.040685702,0.023665482,0.0053217094,0.023441168,5
0.02173102,0.048983052,0.52519953,0.0011935697,0.09940942,6.908905e-05,0.011160958,0.020784354,0.018289162,0.16145226,0.0016027894,0.03889629,0.024978945,0.0048569683,0.021392621,6
0.034441058,0.0885329,0.1944364,0.0012166064,0.21376479,6.534875e-05,0.0150398975,0.029220294,0.024913512,0.25108406,0.001662882,0.06924286,0.04012448,0.0055531375,0.030701743,7
0.1600061,0.031027986,0.014360473,0.0021456166,0.0267636,8.947748e-05,0.49165642,0.03276494,0.032204337,0.019136647,0.0036119136,0.05000727,0.069069035,0.013661825,0.05349437,8
0.42258948,0.038157117,0.017028015,0.0016184776,0.03743784,7.076174e-05,0.13189615,0.038091812,0.03017967,0.023052316,0.002603391,0.08601905,0.088701166,0.010024463,0.07253033,9
0.12435965,0.027809875,0.012941598,0.0020754212,0.023428954,8.63486e-05,0.5688593,0.02863601,0.030125652,0.017242908,0.0035238008,0.04213505,0.060400307,0.013053256,0.04532183,10
0.099572696,0.04342465,0.034004897,0.0011395437,0.1509408,5.4451386e-05,0.023249531,0.042744055,0.019003967,0.038220778,0.0016503781,0.43240896,0.04579858,0.006164295,0.061622392,11
0.10954515,0.041406795,0.031489726,0.0011382935,0.13156933,5.4154192e-05,0.024369719,0.04217418,0.018728169,0.035508092,0.0016664804,0.4441904,0.046487864,0.006197268,0.06547431,12
0.4493139,0.03830585,0.018429415,0.0012899542,0.04805004,5.779697e-05,0.057997044,0.03946205,0.024193076,0.024391819,0.0019931037,0.14079313,0.073298216,0.0077690794,0.07465556,13
0.45642307,0.03589904,0.01648395,0.0015237777,0.037474588,6.628153e-05,0.106224835,0.038975008,0.027397765,0.022022543,0.0024241721,0.09157833,0.08000695,0.009550798,0.0739489,14
0.034831602,0.05163537,0.25611869,0.0013488936,0.3233289,7.3407675e-05,0.014898639,0.031500872,0.019214338,0.10681977,0.0018677819,0.08450475,0.032340806,0.0059504127,0.035565667,15
0.022482498,0.040458895,0.5624113,0.0012035274,0.12168717,6.937109e-05,0.01112774,0.021708092,0.016048878,0.1058442,0.0016332667,0.0439081,0.023381988,0.0048958627,0.023139188,16
0.117482334,0.036500573,0.014437607,0.0021703395,0.02525167,9.11702e-05,0.5091683,0.030975444,0.044586528,0.020665672,0.0036339515,0.042236064,0.09211526,0.013773212,0.046911884,17
0.3918855,0.039151516,0.020240333,0.0013336306,0.056022633,5.9778675e-05,0.05091669,0.04454839,0.023591062,0.026010826,0.0020365142,0.18500717,0.06859964,0.00802217,0.08257415,18
0.02036888,0.040136054,0.594626,0.0011888817,0.096291795,6.9255824e-05,0.010470417,0.02034933,0.016054034,0.11332149,0.0015941993,0.037573405,0.022243388,0.0047656596,0.02094726,19
0.4294176,0.040266685,0.019396638,0.00129507,0.051683508,5.8350735e-05,0.055283897,0.040188882,0.024695288,0.02574241,0.0019878752,0.15395974,0.074286886,0.0077362224,0.07400095,20
0.021202695,0.040518332,0.58907986,0.0012898849,0.09807981,7.5372394e-05,0.01097973,0.021732958,0.016659169,0.109523155,0.0017193792,0.039086238,0.022872066,0.005130593,0.022050846,21
0.17672653,0.04026613,0.026347706,0.0012703335,0.09120394,5.8610978e-05,0.03218823,0.048197564,0.020579377,0.031043611,0.0018790431,0.39079216,0.053273585,0.007256751,0.078916445,22
0.020450102,0.040263023,0.59308076,0.0011869647,0.09695192,6.91689e-05,0.010500213,0.020290963,0.01608295,0.11386063,0.0015915158,0.037736986,0.022270987,0.0047576074,0.02090615,23
0.14980516,0.04304633,0.027509972,0.001176677,0.10208345,5.4742497e-05,0.028615464,0.046569753,0.020443028,0.033215407,0.0017342736,0.40910438,0.05472042,0.0066751945,0.0752458,24
0.030929653,0.25994658,0.06811024,0.0014018355,0.06635963,7.2775845e-05,0.016718196,0.030082958,0.054956723,0.34233204,0.0018041267,0.04117955,0.05448053,0.0066724117,0.024952745,25
0.031680737,0.050420463,0.34135735,0.0013816864,0.25455996,7.588905e-05,0.0141546605,0.03089859,0.019085953,0.112731986,0.0018841992,0.072384074,0.030478908,0.005993659,0.032911893,26
0.10247622,0.057027485,0.033893142,0.0020072595,0.095318556,8.415197e-05,0.031841468,0.24570718,0.031082297,0.042160556,0.0026373935,0.1842699,0.06316931,0.013679358,0.09464568,27
0.022655599,0.042020556,0.54963195,0.0011833297,0.12485033,6.7959285e-05,0.011142616,0.021603897,0.016347812,0.11357444,0.0015969423,0.04421976,0.023590686,0.0048432495,0.022670837,28
0.020891719,0.040995505,0.5916362,0.001265229,0.09312076,7.4358904e-05,0.010922308,0.020922508,0.016708948,0.11381747,0.0017083841,0.03781565,0.023156928,0.0050140982,0.021949966,29
0.03365819,0.05289442,0.27901292,0.0013166425,0.30130193,7.1951064e-05,0.014550692,0.030149566,0.019312326,0.11536172,0.001816187,0.07922769,0.031958446,0.0057849726,0.03358243,30
0.020611435,0.04066031,0.5878982,0.0011849424,0.09924693,6.887231e-05,0.010533113,0.020441202,0.016166085,0.115442336,0.0015832423,0.03821917,0.022315124,0.004764508,0.02086453,31
0.039611544,0.04663419,0.10958141,0.001157995,0.4678329,6.0516828e-05,0.0148319695,0.032359518,0.01730116,0.07416152,0.0016186441,0.119255304,0.032156423,0.0054239943,0.038012892,32
0.056965772,0.047551777,0.06111934,0.0011542445,0.3781393,5.781079e-05,0.017847298,0.0386427,0.018261697,0.05645679,0.0016423078,0.22788888,0.038681652,0.0057844715,0.04980594,33
0.33835906,0.043006126,0.022390181,0.0013189026,0.06529989,5.9940776e-05,0.04615782,0.044935327,0.024242712,0.028922351,0.001999033,0.22322263,0.07091166,0.00777474,0.0813996,34
0.074144565,0.044721615,0.044576555,0.0011846462,0.23620787,5.7530022e-05,0.020383725,0.04471743,0.018558465,0.045155723,0.0016992588,0.3596566,0.04205892,0.006223426,0.060653716,35
0.025258427,0.05335973,0.44333765,0.0011571124,0.15161525,6.4957014e-05,0.011998337,0.02326429,0.018551828,0.16250561,0.0015765115,0.049816262,0.027811999,0.004921327,0.02476066,36
0.05081961,0.045023214,0.07310184,0.0012028338,0.4224311,6.121757e-05,0.01709552,0.037094668,0.017695125,0.05871032,0.0017013293,0.18746524,0.035317644,0.005850458,0.046429865,37
0.044100616,0.04490171,0.08412754,0.0011565551,0.46131438,5.9311176e-05,0.015566046,0.035251666,0.017114416,0.06339789,0.0016270892,0.14982247,0.03336805,0.0055651814,0.042627085,38
0.03617349,0.05108199,0.18291853,0.0012632404,0.3952409,6.74655e-05,0.014728171,0.03221126,0.018640183,0.09710621,0.00174829,0.09449478,0.032448124,0.005729345,0.036147993,39
0.036717076,0.050785366,0.19825016,0.001309348,0.37776834,7.05148e-05,0.015140086,0.032001246,0.018861521,0.09724425,0.0018231577,0.094369,0.03281078,0.005866562,0.036982648,40
0.030432267,0.047883254,0.39574558,0.0014008081,0.21778822,7.817139e-05,0.013972186,0.02915246,0.018637402,0.10846945,0.0019237265,0.067055754,0.029481959,0.005943511,0.032035187,41
0.020764114,0.039861728,0.5927868,0.0012099848,0.09943453,7.0524846e-05,0.01063821,0.020681297,0.01607834,0.10976654,0.0016216334,0.03860079,0.022338469,0.004842836,0.021304257,42
0.09023427,0.042421024,0.03516098,0.0011334132,0.16276777,5.4141954e-05,0.021966768,0.044126432,0.018399872,0.038453847,0.0016390871,0.4303018,0.044045806,0.0061281193,0.06316668,43
0.02233576,0.046908345,0.52733964,0.0011527603,0.1139542,6.626295e-05,0.011134917,0.020819891,0.017423926,0.14456631,0.001554119,0.041719038,0.024566237,0.0047354577,0.021723075,44
0.06989623,0.091289945,0.059457902,0.001996932,0.16483857,8.93369e-05,0.025437336,0.1675195,0.03702806,0.079587035,0.0025420354,0.15250145,0.06552391,0.012038357,0.07025339,45
0.13244961,0.02919656,0.013130484,0.0019985102,0.02394853,8.368952e-05,0.5505429,0.02890985,0.03160551,0.01775349,0.0033628198,0.043202106,0.06542316,0.012581835,0.045810867,46
0.44781655,0.036093798,0.017683053,0.0016915367,0.041170128,7.246214e-05,0.09673853,0.045872446,0.027471142,0.022959683,0.0025984293,0.10609591,0.06937978,0.010820875,0.07353567,47
0.040005684,0.405821,0.03261675,0.0015061458,0.044279434,7.2511466e-05,0.023862187,0.033505853,0.15075202,0.095391996,0.0019503261,0.03948898,0.09581431,0.008055454,0.026877357,48
0.19628197,0.04178808,0.025109055,0.0013251955,0.08325462,5.9703656e-05,0.034313053,0.058070455,0.021966726,0.030562844,0.001948381,0.34831172,0.058724575,0.007919424,0.09036414,49
0.2015407,0.04216329,0.025929471,0.001385067,0.085540555,6.2590894e-05,0.035638183,0.05699001,0.022522444,0.031264972,0.0020110167,0.35056612,0.056180812,0.008191876,0.080012925,50
0.113892995,0.038978763,0.029619107,0.0011552204,0.11897135,5.442543e-05,0.024817755,0.04425584,0.01829657,0.033052593,0.0016914571,0.4547549,0.045231808,0.006372085,0.06885515,52
0.02045526,0.042930942,0.5765914,0.0011716235,0.09444193,6.818727e-05,0.010550244,0.020066515,0.016710553,0.13005313,0.001572123,0.03706935,0.02293722,0.004717243,0.02066434,53
