cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,GHS_urban_area_id
0.0400333,0.116241336,0.034838665,0.00031927586,0.063591376,0.11524582,0.027210897,0.010013813,0.4888039,0.023871757,0.04198223,0.03475035,0.0030973027,1
0.04642225,0.34966767,0.04153264,0.00034726746,0.09907026,0.115715705,0.037730724,0.009809217,0.17020313,0.02760057,0.05523522,0.04307865,0.0035866273,2
0.015827315,0.02446481,0.014947777,0.002707529,0.018755974,0.018303923,0.058930486,0.03901245,0.024951028,0.013643374,0.016258387,0.01545524,0.7367416,3
0.017352916,0.045207374,0.015861878,0.0006522215,0.024631081,0.024381407,0.73550785,0.026891416,0.048519675,0.013151049,0.018597104,0.016674856,0.012571119,4
0.016037334,0.039125368,0.014778924,0.00069846166,0.02242645,0.020879047,0.7692725,0.021773862,0.033983197,0.012442931,0.017167322,0.01549774,0.015916778,5
0.017240843,0.026557477,0.016208144,0.0029306356,0.020309674,0.020041522,0.06510649,0.04598545,0.027811088,0.014791347,0.017574001,0.016735071,0.7087082,6
0.06408784,0.11999955,0.059373047,0.00017011519,0.18468091,0.33538803,0.010496493,0.0037998157,0.04462289,0.031079073,0.08531421,0.059489023,0.0014990428,7
0.06962433,0.0076403003,0.05960873,6.572629e-05,0.019616188,0.018538099,0.0020018513,0.00095380197,0.0045219953,0.70583427,0.02875639,0.08237009,0.000468324,8
0.17262334,0.02963192,0.0904866,0.000119120865,0.083569705,0.37045968,0.005188205,0.0022906533,0.01880651,0.054648086,0.07243071,0.09879832,0.0009471835,9
0.06961887,0.0076734666,0.059780307,6.618353e-05,0.019667957,0.018537587,0.0020135934,0.0009591393,0.004538127,0.70590883,0.028814327,0.08195031,0.0004714099,10
0.028952314,0.06120248,0.024842799,0.00024421958,0.040423553,0.083413705,0.018026307,0.007945065,0.6615812,0.017612131,0.028720383,0.024744205,0.0022916605,11
0.065149,0.102464214,0.052722983,0.0003122833,0.089320645,0.29550192,0.019691821,0.008412459,0.2156084,0.035168264,0.060248364,0.0526221,0.0027775245,12
0.03794571,0.07399915,0.03439627,0.00089048996,0.04795906,0.06875516,0.0719614,0.053964417,0.50149304,0.027068356,0.038296465,0.03398837,0.009282123,13
0.079687394,0.0088810595,0.062407542,7.4539064e-05,0.023062434,0.022132766,0.0022997942,0.0010947741,0.0052730045,0.65331495,0.03317008,0.10806611,0.00053553976,14
0.05933525,0.1522026,0.05151823,0.0001496162,0.3706127,0.1358049,0.0096360175,0.0030885092,0.027034154,0.030577917,0.0895327,0.069136545,0.001370876,15
0.007080171,0.021308577,0.0064381883,0.00021336476,0.010549268,0.009841909,0.8965028,0.0070881997,0.017479956,0.0052537834,0.007651651,0.006785631,0.0038064714,16
0.07612966,0.007849742,0.06701096,6.6341556e-05,0.020383256,0.01981991,0.0020333584,0.000972602,0.0046879984,0.6844035,0.030405933,0.08576447,0.00047232446,17
0.096448645,0.010259838,0.08035869,7.612711e-05,0.029242868,0.02526578,0.002476612,0.0011375883,0.005649288,0.5295157,0.043133684,0.17587692,0.0005582382,18
0.025023034,0.08976214,0.02254933,0.00059232704,0.039808527,0.034897722,0.63526005,0.017194536,0.055230726,0.018240515,0.027508702,0.024286212,0.009646162,19
0.06897088,0.091566786,0.054154783,0.00028994403,0.088806644,0.35335806,0.017391544,0.007550162,0.16495955,0.036033075,0.06039002,0.053988382,0.0025402328,20
0.045722578,0.31776524,0.043217655,0.0006666675,0.09010342,0.070594534,0.17502399,0.017863015,0.097401164,0.031497627,0.056479383,0.045184266,0.008480486,21
0.070027255,0.007836619,0.06096723,6.816892e-05,0.019980425,0.01869842,0.0020662032,0.0009838904,0.004627064,0.7037663,0.029259937,0.0812337,0.00048484883,22
0.019989925,0.066175476,0.018016066,0.0005213099,0.03101623,0.027714944,0.7108902,0.015606548,0.045116495,0.014750486,0.02183756,0.019451123,0.008913651,23
0.08574353,0.011893339,0.11074381,6.21205e-05,0.047482938,0.028632922,0.002315333,0.0009841393,0.0053837765,0.10415826,0.07892055,0.52320224,0.0004769724,24
0.036805786,0.15687051,0.035293713,0.0008232247,0.06378329,0.053975772,0.4201525,0.024310565,0.08785319,0.026950805,0.044531945,0.036713056,0.01193568,25
0.04402012,0.46213037,0.03820961,0.00018063953,0.19392514,0.07574624,0.014751608,0.003801849,0.030049834,0.025286082,0.061394777,0.048706744,0.0017968855,26
0.0038897742,0.005631412,0.0037140052,0.00045626765,0.00442042,0.0051928367,0.009248141,0.9417664,0.010155056,0.0032467202,0.0039595505,0.0036797533,0.0046397303,27
0.011795911,0.032014515,0.010645901,0.0004048754,0.017036255,0.015945306,0.8308143,0.013169997,0.027200775,0.008933219,0.012571508,0.011403926,0.008063444,28
0.048549447,0.3157188,0.042464934,0.0006363739,0.09018627,0.073549286,0.17410512,0.016813911,0.09730174,0.032311667,0.053932093,0.046151496,0.008278752,29
0.043814976,0.4879067,0.037293747,0.00039206434,0.09674494,0.06989379,0.061228927,0.009511459,0.067415975,0.027857771,0.05026249,0.043047335,0.0046298224,30
0.03824871,0.07386967,0.03521258,0.002746472,0.04906762,0.0472367,0.38810742,0.07753866,0.07253253,0.031053737,0.039665774,0.037064586,0.1076556,31
0.047980394,0.4305465,0.04005422,0.00017983174,0.20678036,0.08388339,0.014492171,0.0037877718,0.030801168,0.026392106,0.062513284,0.05081128,0.0017774659,32
0.047121458,0.42394704,0.038593426,0.00033223294,0.09915444,0.10248878,0.040102363,0.0088994345,0.11463711,0.027404219,0.050704286,0.04302393,0.0035912455,33
0.2915392,0.029557575,0.0960245,0.0001085806,0.102155015,0.18639562,0.0048573352,0.0019999049,0.014840089,0.06293423,0.07594972,0.13275845,0.00087976834,34
0.057647645,0.1059298,0.04779206,0.00033157234,0.08206382,0.22270265,0.02209469,0.009405836,0.31245,0.03258861,0.055725534,0.048261017,0.003006728,35
0.024723647,0.7127758,0.022118235,0.00011863146,0.09056263,0.04223925,0.011022081,0.0025729723,0.020663261,0.01409549,0.033084,0.024818834,0.0012050245,36
0.038023848,0.11351407,0.03352117,0.000643604,0.05581983,0.07271752,0.09634794,0.027953725,0.4542098,0.025647802,0.03962285,0.03447546,0.007502374,37
0.076608405,0.014595983,0.08437719,6.635381e-05,0.0657948,0.032639142,0.0026222751,0.0010742499,0.006050362,0.07144203,0.091811374,0.55239475,0.0005231233,38
0.039790463,0.0802669,0.036876217,0.0019525698,0.051255476,0.058722608,0.22895944,0.20538667,0.15677117,0.030732075,0.041614037,0.037565865,0.030106613,39
0.040552612,0.08625544,0.037246004,0.0010498358,0.053401355,0.07155009,0.10004567,0.06822952,0.42109588,0.029355237,0.042329144,0.03722217,0.011667076,40
0.046821907,0.05823921,0.049321506,9.671632e-05,0.5384409,0.06852794,0.005304628,0.001821861,0.013046411,0.027142663,0.11281225,0.07757697,0.0008470566,41
0.033247367,0.06948788,0.03099328,0.0020779977,0.0441535,0.041812837,0.49264273,0.0617681,0.065595664,0.026692465,0.03532047,0.032300092,0.06390763,42
0.00920919,0.018241871,0.008152958,0.0001157961,0.012079518,0.021430364,0.008501061,0.0045289826,0.8933359,0.0060475785,0.009219667,0.008035631,0.0011014587,43
0.044955906,0.38061047,0.043594122,0.0005966536,0.09856197,0.070536934,0.114353016,0.015158237,0.0855551,0.03147916,0.060242,0.047050443,0.0073059513,44
0.015643304,0.035125826,0.014085097,0.00023152068,0.02151332,0.033966325,0.019441476,0.009874421,0.8068486,0.010556721,0.016308896,0.014089891,0.002314653,45
