cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,GHS_urban_area_id
0.01095335,0.006226783,0.85616064,0.0070475503,0.007527272,0.011142082,0.008438598,0.0472487,0.0099749435,0.0057714195,0.016724048,0.005723562,0.006269169,0.00079195126,1
0.037662525,0.019688234,0.4464475,0.022657271,0.024474755,0.02102668,0.02781982,0.24577637,0.033856492,0.018121906,0.062803686,0.017942864,0.019891305,0.0018306288,2
0.010556473,0.0065373722,0.85798216,0.0072724433,0.0076702074,0.024543434,0.00847946,0.032443922,0.009717435,0.00612165,0.014793962,0.0060701105,0.006560233,0.0012510963,3
0.016526831,0.010414491,0.7704424,0.011542413,0.01214942,0.04753524,0.013389711,0.04783759,0.0152665125,0.009755238,0.022835337,0.009685811,0.010441717,0.0021773214,4
0.064182155,0.017169012,0.010200498,0.022448359,0.028764896,0.002347779,0.033463817,0.09150052,0.063639954,0.015172695,0.61695814,0.015042887,0.018762013,0.00034733085,5
0.025790723,0.013992955,0.647755,0.015980575,0.017034523,0.018618153,0.01940768,0.13655855,0.023009446,0.012913427,0.040643677,0.012767496,0.014024813,0.0015028887,6
0.10921421,0.021459641,0.002613977,0.033254698,0.062588796,0.0007895705,0.06099992,0.011123907,0.54828995,0.018230943,0.08587825,0.018275555,0.027140966,0.00013961483,7
0.5265192,0.02307106,0.0035323922,0.036100782,0.037829284,0.0010014701,0.08067334,0.017610554,0.09009191,0.017980112,0.12674414,0.017387375,0.02128446,0.00017397673,8
0.03323328,0.011186594,0.016153408,0.01390821,0.015444341,0.002828879,0.019419732,0.73621124,0.026232934,0.009842822,0.09422963,0.009711843,0.011224169,0.00037294952,9
0.09988455,0.02287167,0.014056334,0.030149385,0.033785798,0.0031065173,0.046622917,0.16173375,0.06639177,0.019690253,0.4592694,0.019215243,0.022759665,0.0004627448,10
